Date_EPAM,Open_EPAM,High_EPAM,Low_EPAM,Close_EPAM,Adj Close_EPAM,Volume_EPAM,Daily Return(%)_EPAM,Vol5_EPAM,Vol10_EPAM,Vol20_EPAM,Vol60_EPAM,SMA5_EPAM,SMA10_EPAM,SMA30_EPAM,SMA60_EPAM,SMA100_EPAM,EMA5_EPAM,EMA10_EPAM,EMA30_EPAM,EMA60_EPAM,EMA100_EPAM,Short12_EPAM,Long26_EPAM,MACD_EPAM,SIGNAL9_EPAM,Ret5/10_EPAM,Ret10/30_EPAM,Ret30/60_EPAM,Ret30/100_EPAM,Emaret5/10_EPAM,Emaret10/30_EPAM,Emaret30/60_EPAM,Emaret30/100_EPAM,RetMACD_EPAM,DayRange_EPAM,average20r_EPAM,PRVHI_EPAM,HitLevel_EPAM,hitlevel_2_EPAM,hitlevel_1.8_EPAM,Hit?_EPAM,Hit?_EPAM.1,Hit?_EPAM.2,HitAt_2.2_EPAM,HitAt_2.0_EPAM,HitAt_1.8_EPAM,ExitPr_2.2_EPAM,ExitPr_2.0_EPAM,ExitPr_1.8_EPAM,ret_2.2_EPAM,Ret2.0_EPAM,Ret_1.8_EPAM
2012-02-08,13.75,15.05000019073486,13.25,14.0,14.0,3336200,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.47000026702881037,,,2.2,2.0,1.8,,,,,,,,,,,,
2012-02-09,14.17000007629395,14.22000026702881,13.75,13.90999984741211,13.90999984741211,580500,-0.6428582327706474,,,,,,,,,,,,,,,,,,,-0.003947983775984974,0.22857130334559927,0.055423488473986524,0.1762330174024671,-0.1832389260623175,-0.020465268766154128,-0.17805833316307526,0.19891372826707204,-0.08364373966501178,0.25999927520751953,,,,,,182.0,249.0,353.0,,,,,,,0.05367276067186217,0.08896167341478477,0.20937144502915617
2012-02-10,14.0,14.02999973297119,13.77000045776367,13.96000003814697,13.96000003814697,336300,0.35945500563153354,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7899999618530309,,,,,,,,,,,,,,,,,
2012-02-13,13.90999984741211,14.42000007629395,13.63000011444092,13.64999961853027,13.64999961853027,175900,-2.2206333722750475,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4899997711181694,,,,,,,,,,,,,,,,,
2012-02-14,13.60000038146973,13.78999996185303,13.30000019073486,13.4399995803833,13.4399995803833,122200,-1.5384618609211385,,,,,13.791999816894531,,,,,13.791999816894531,,,,,,,,,,,,,,,,,,0.7699995040893608,,,,,,,,,,,,,,,,,
2012-02-15,13.5,14.06999969482422,13.30000019073486,13.39999961853027,13.39999961853027,175000,-0.297618773079531,1.0200251828040365,,,,13.671999740600587,,,,,13.661333084106445,,,,,,,,,,,,,,,,,,0.3000001907348704,,,,,,,,,,,,,,,,,
2012-02-16,13.39999961853027,13.69999980926514,13.39999961853027,13.53999996185303,13.53999996185303,71200,1.0447787112557745,1.3416682269760274,,,,13.597999763488767,,,,,13.620888710021974,,,,,,,,,,,,,,,,,,0.4899997711181605,,,,,,,,,,,,,,,,,
2012-02-17,13.60999965667725,13.98999977111816,13.5,13.57999992370605,13.57999992370605,142800,0.295420693986073,1.3313151422618161,,,,13.521999740600583,,,,,13.607259114583334,,,,,,,,,,,,,,,,,,0.7799997329711914,,,,,,,,,,,,,,,,,
2012-02-21,13.60999965667725,14.34000015258789,13.5600004196167,13.71000003814697,13.71000003814697,248700,0.957290980642685,1.061614808124858,,,,13.533999824523923,,,,,13.641506089104547,,,,,,,,,,,,,,,,,,0.47000026702881037,,,,,,,,,,,,,,,,,
2012-02-22,13.98999977111816,14.22000026702881,13.75,13.96000003814697,13.96000003814697,274900,1.8234865011261499,0.8039447219732123,,,,13.637999916076657,13.714999866485595,,,,13.747670738785356,13.714999866485595,,,,,,,,0.14326975436258615,-0.14326975436258615,0.0,0.0,0.14326975436258615,-0.14326975436258615,-0.14326975436258615,0.0,0.0,0.15999984741210938,,,,,,,,,,,,,,,,,
