Date_CRM,Open_CRM,High_CRM,Low_CRM,Close_CRM,Adj Close_CRM,Volume_CRM,Daily Return(%)_CRM,Vol5_CRM,Vol10_CRM,Vol20_CRM,Vol60_CRM,SMA5_CRM,SMA10_CRM,SMA30_CRM,SMA60_CRM,SMA100_CRM,EMA5_CRM,EMA10_CRM,EMA30_CRM,EMA60_CRM,EMA100_CRM,Short12_CRM,Long26_CRM,MACD_CRM,SIGNAL9_CRM,Ret5/10_CRM,Ret10/30_CRM,Ret30/60_CRM,Ret30/100_CRM,Emaret5/10_CRM,Emaret10/30_CRM,Emaret30/60_CRM,Emaret30/100_CRM,RetMACD_CRM,DayRange_CRM,average20r_CRM,PRVHI_CRM,HitLevel_CRM,hitlevel_2_CRM,hitlevel_1.8_CRM,Hit?_CRM,Hit?_CRM.1,Hit?_CRM.2,HitAt_2.2_CRM,HitAt_2.0_CRM,HitAt_1.8_CRM,ExitPr_2.2_CRM,ExitPr_2.0_CRM,ExitPr_1.8_CRM,ret_2.2_CRM,Ret2.0_CRM,Ret_1.8_CRM
2011-01-03,33.28250122070312,34.53499984741211,33.28250122070312,34.15000152587891,34.15000152587891,11284400,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,1.3225021362304759,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,34.61249923706055,34.67250061035156,33.34999847412109,33.92250061035156,33.92250061035156,9003600,-0.6661812748528001,,,,,,,,,,,,,,,,,,,-0.4783284054666671,-0.2367904102937459,0.028255961334444295,-0.40075430814332175,-0.1201407428178571,-0.29413391766537345,-0.05985708277693362,-0.30395348485026413,-0.2943290015028107,1.6875,,,,,,218.0,293.0,409.0,,,,,,,0.5868558373518753,0.573832574101379,0.6029523990457252
2011-01-05,34.08750152587891,35.5625,33.875,35.54999923706055,35.54999923706055,14439200,4.797696506525665,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8175010681152344,,,,,,,,,,,,,,,,,
2011-01-06,36.04000091552734,36.17250061035156,35.35499954223633,35.83499908447266,35.83499908447266,11770400,0.8016873516976247,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2099990844726634,,,,,,,,,,,,,,,,,
2011-01-07,35.83499908447266,35.83499908447266,34.625,35.55500030517578,35.55500030517578,8480400,-0.7813556200653172,,,,,35.00250015258789,,,,,35.00250015258789,,,,,,,,,,,,,,,,,,0.7999992370605469,,,,,,,,,,,,,,,,,
2011-01-10,35.25249862670898,35.79999923706055,35.0,35.65999984741211,35.65999984741211,6548400,0.2953158243147117,2.282907605376592,,,,35.304499816894534,,,,,35.2216667175293,,,,,,,,,,,,,,,,,,0.9499969482421946,,,,,,,,,,,,,,,,,
2011-01-11,35.96749877929688,35.96749877929688,35.01750183105469,35.27999877929688,35.27999877929688,6034800,-1.0656227418430693,2.3567490675576854,,,,35.5759994506836,,,,,35.24111073811849,,,,,,,,,,,,,,,,,,0.7874984741210866,,,,,,,,,,,,,,,,,
2011-01-12,35.73249816894531,35.84749984741211,35.06000137329102,35.40999984741211,35.40999984741211,6154400,0.3684837659107712,0.8035321437159084,,,,35.54799957275391,,,,,35.29740710788303,,,,,,,,,,,,,,,,,,1.1450004577636719,,,,,,,,,,,,,,,,,
2011-01-13,35.49750137329102,36.31999969482422,35.17499923706055,35.96250152587891,35.96250152587891,9465600,1.5602984491602103,1.045842669214029,,,,35.573500061035155,,,,,35.519105247214995,,,,,,,,,,,,,,,,,,0.9624977111816548,,,,,,,,,,,,,,,,,
2011-01-14,35.75,36.65499877929688,35.69250106811523,36.61750030517578,36.61750030517578,7626800,1.8213382036995545,1.1548257392388088,,,,35.78600006103515,35.394250106811526,,,,35.885236933201924,35.394250106811526,,,,,,,,-1.4610496154935202,-1.4610496154935202,0.0,0.0,1.4610496154935202,-1.4610496154935202,-1.4610496154935202,0.0,0.0,0.7249984741211009,,,,,,,,,,,,,,,,,
