Date_PTC,Open_PTC,High_PTC,Low_PTC,Close_PTC,Adj Close_PTC,Volume_PTC,Daily Return(%)_PTC,Vol5_PTC,Vol10_PTC,Vol20_PTC,Vol60_PTC,SMA5_PTC,SMA10_PTC,SMA30_PTC,SMA60_PTC,SMA100_PTC,EMA5_PTC,EMA10_PTC,EMA30_PTC,EMA60_PTC,EMA100_PTC,Short12_PTC,Long26_PTC,MACD_PTC,SIGNAL9_PTC,Ret5/10_PTC,Ret10/30_PTC,Ret30/60_PTC,Ret30/100_PTC,Emaret5/10_PTC,Emaret10/30_PTC,Emaret30/60_PTC,Emaret30/100_PTC,RetMACD_PTC,DayRange_PTC,average20r_PTC,PRVHI_PTC,HitLevel_PTC,hitlevel_2_PTC,hitlevel_1.8_PTC,Hit?_PTC,Hit?_PTC.1,Hit?_PTC.2,HitAt_2.2_PTC,HitAt_2.0_PTC,HitAt_1.8_PTC,ExitPr_2.2_PTC,ExitPr_2.0_PTC,ExitPr_1.8_PTC,ret_2.2_PTC,Ret2.0_PTC,Ret_1.8_PTC
2011-01-03,22.81999969482422,23.21999931335449,22.77000045776367,22.97999954223633,22.97999954223633,947900,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.75,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,23.1200008392334,23.1200008392334,22.3700008392334,22.6299991607666,22.6299991607666,637200,-1.523065223854523,,,,,,,,,,,,,,,,,,,-0.05644087186577519,0.0945244200005869,-0.47585609252832883,0.01921599198965536,0.0722690609448842,-0.30438929219278293,0.11366413681531487,-0.17958262932593008,0.1805577269550039,0.7900009155273509,,,,,,207.0,280.0,390.0,,,,,,,0.8054453817359779,0.7051072834464834,0.6858275538339151
2011-01-05,22.55999946594238,23.19000053405762,22.39999961853027,23.10000038146973,23.10000038146973,965500,2.0768945564875003,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17000007629394887,,,,,,,,,,,,,,,,,
2011-01-06,23.09000015258789,23.25,23.07999992370605,23.23999977111816,23.23999977111816,706500,0.6060579538376742,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6099987030029332,,,,,,,,,,,,,,,,,
2011-01-07,23.22999954223633,23.22999954223633,22.6200008392334,22.98999977111816,22.98999977111816,1039300,-1.0757315080127112,,,,,22.987999725341798,,,,,22.987999725341798,,,,,,,,,,,,,,,,,,0.6800003051757812,,,,,,,,,,,,,,,,,
2011-01-10,22.79999923706055,23.25,22.56999969482422,23.14999961853027,23.14999961853027,666500,0.6959541061549454,1.459482873065271,,,,23.021999740600585,,,,,23.041999689737956,,,,,,,,,,,,,,,,,,0.28999900817871094,,,,,,,,,,,,,,,,,
2011-01-11,23.25,23.30999946594238,23.02000045776367,23.03000068664551,23.03000068664551,631600,-0.5183539259702887,1.22003289907007,,,,23.102000045776368,,,,,23.038000022040478,,,,,,,,,,,,,,,,,,0.5300006866455114,,,,,,,,,,,,,,,,,
2011-01-12,23.28000068664551,23.60000038146973,23.06999969482422,23.40999984741211,23.40999984741211,883600,1.6500180175285424,1.0760232523475008,,,,23.163999938964842,,,,,23.161999963831022,,,,,,,,,,,,,,,,,,0.26000022888182883,,,,,,,,,,,,,,,,,
2011-01-13,23.36000061035156,23.52000045776367,23.26000022888184,23.47999954223633,23.47999954223633,510700,0.2990162122190723,1.0608171330700822,,,,23.211999893188477,,,,,23.267999823299462,,,,,,,,,,,,,,,,,,0.5599994659423793,,,,,,,,,,,,,,,,,
2011-01-14,23.47999954223633,23.96999931335449,23.40999984741211,23.95999908447266,23.95999908447266,1014000,2.0442911055977433,1.0325714572110232,,,,23.405999755859376,23.196999740600585,,,,23.49866624369053,23.196999740600585,,,,,,,,0.7929905731120851,0.7929905731120851,0.0,0.0,-0.7929905731120851,0.7929905731120851,0.7929905731120851,0.0,0.0,0.4099998474121094,,,,,,,,,,,,,,,,,
2011-01-18,24.0,24.20000076293945,23.79000091552734,24.14999961853027,24.14999961853027,1470100,0.7929905731120851,1.0302331316972646,1.2464346252560647,,,23.605999755859376,23.313999748229982,,,,23.71577736863711,23.370272445678708,,,,,,,,0.6211164426486615,0.6211164426486615,0.0,0.0,-0.6211164426486615,0.6211164426486615,0.6211164426486615,0.0,0.0,1.0499992370605504,,,,,,,,,,,,,,,,,
2011-01-19,24.6299991607666,25.29999923706055,24.25,24.29999923706055,24.29999923706055,2390400,0.6211164426486615,0.7344472472172673,1.0232792223981804,,,23.859999465942384,23.480999755859376,,,,23.910517991444927,23.539313680475406,,,,23.368333021799724,,,,-1.0288066166632575,-1.0288066166632575,0.0,0.0,1.0288066166632575,-1.0288066166632575,-1.0288066166632575,0.0,0.0,0.7300014495849609,,,,,,,,,,,,,,,,,
2011-01-20,24.20000076293945,24.28000068664551,23.54999923706055,24.04999923706055,24.04999923706055,1229600,-1.0288066166632575,1.1014240264196942,1.0366460570480787,,,23.98799934387207,23.575999641418456,,,,23.957011739983468,23.632165599854524,,,,23.473204747224464,,,,-0.7900151049327583,-0.7900151049327583,0.0,0.0,0.7900151049327583,-0.7900151049327583,-0.7900151049327583,0.0,0.0,0.6499996185302699,,,,,,,,,,,,,,,,,
2011-01-21,24.18000030517578,24.48999977111816,23.84000015258789,23.86000061035156,23.86000061035156,984700,-0.7900151049327583,1.25883582876994,1.0992247865931084,,,24.063999557495116,23.637999725341796,,,,23.924674696772833,23.67359014721762,,,,23.532711803090173,,,,0.9220423626437226,0.9220423626437226,0.0,0.0,-0.9220423626437226,0.9220423626437226,0.9220423626437226,0.0,0.0,0.5299987792968821,,,,,,,,,,,,,,,,,
2011-01-24,23.82999992370605,24.22999954223633,23.70000076293945,24.07999992370605,24.07999992370605,852500,0.9220423626437226,0.9345885648903225,1.005181914481601,,,24.087999725341795,23.746999740600586,,,,23.97644977241724,23.74748283385188,,,,23.616909975492614,,,,-0.2076380283179195,-0.2076380283179195,0.0,0.0,0.2076380283179195,-0.2076380283179195,-0.2076380283179195,0.0,0.0,0.5100002288818288,,,,,,,,,,,,,,,,,
2011-01-25,23.92000007629395,24.20000076293945,23.69000053405762,24.03000068664551,24.03000068664551,865400,-0.2076380283179195,0.8536557070241343,1.022952340987066,,,24.063999938964844,23.83499984741211,,,,23.99430007716,23.798849716177994,,,,23.68046239259306,,,,1.6229686995605317,1.6229686995605317,0.0,0.0,-1.6229686995605317,1.6229686995605317,1.6229686995605317,0.0,0.0,0.6499996185302805,,,,,,,,,,,,,,,,,
2011-01-26,24.05999946594238,24.63999938964844,23.98999977111816,24.42000007629395,24.42000007629395,1799400,1.6229686995605317,1.1353513659747572,1.038367185849031,,,24.088000106811524,23.973999786376954,,,,24.13620007687132,23.911786145289987,,,,23.794237420854735,,,,-6.920559085903561,-6.920559085903561,0.0,0.0,6.920559085903561,-6.920559085903561,-6.920559085903561,0.0,0.0,1.0200004577636719,,,,,,,,,,,,,,,,,
2011-01-27,23.5,23.59000015258789,22.56999969482422,22.72999954223633,22.72999954223633,6263000,-6.920559085903561,3.401150792818553,2.5317490025830405,,,23.82400016784668,23.905999755859376,,,,23.667466565326325,23.696915853825686,,,,23.630508516451904,,,,4.135497781081381,-4.135497781081381,0.0,0.0,4.135497781081381,4.135497781081381,-4.135497781081381,0.0,0.0,1.1599998474121094,,,,,,,,,,,,,,,,,
2011-01-28,22.68000030517578,22.94000053405762,21.78000068664551,21.79000091552734,21.79000091552734,2178300,-4.135497781081381,3.6510509949729175,2.7965995135346002,,,23.410000228881835,23.736999893188475,,,,23.04164468206,23.350204046862352,,,,23.347353500925045,,,,-2.019268509509115,2.019268509509115,0.0,0.0,-2.019268509509115,-2.019268509509115,2.019268509509115,0.0,0.0,0.6499996185302805,,,,,,,,,,,,,,,,,
2011-01-31,21.89999961853027,22.38999938964844,21.73999977111816,22.22999954223633,22.22999954223633,1674200,2.019268509509115,3.877297472797735,2.793873229422647,,,23.040000152587893,23.563999938964844,,,,22.771096302118778,23.146530500566712,,,,23.175452891896015,,,,-2.429153966023936,2.429153966023936,0.0,0.0,-2.429153966023936,-2.429153966023936,2.429153966023936,0.0,0.0,0.6000003814697301,0.629999923706056,22.38999938964844,,,,,,,,,,,,,,,
