Date_ADBE,Open_ADBE,High_ADBE,Low_ADBE,Close_ADBE,Adj Close_ADBE,Volume_ADBE,Daily Return(%)_ADBE,Vol5_ADBE,Vol10_ADBE,Vol20_ADBE,Vol60_ADBE,SMA5_ADBE,SMA10_ADBE,SMA30_ADBE,SMA60_ADBE,SMA100_ADBE,EMA5_ADBE,EMA10_ADBE,EMA30_ADBE,EMA60_ADBE,EMA100_ADBE,Short12_ADBE,Long26_ADBE,MACD_ADBE,SIGNAL9_ADBE,Ret5/10_ADBE,Ret10/30_ADBE,Ret30/60_ADBE,Ret30/100_ADBE,Emaret5/10_ADBE,Emaret10/30_ADBE,Emaret30/60_ADBE,Emaret30/100_ADBE,RetMACD_ADBE,DayRange_ADBE,average20r_ADBE,PRVHI_ADBE,HitLevel_ADBE,hitlevel_2_ADBE,hitlevel_1.8_ADBE,Hit?_ADBE,Hit?_ADBE.1,Hit?_ADBE.2,HitAt_2.2_ADBE,HitAt_2.0_ADBE,HitAt_1.8_ADBE,ExitPr_2.2_ADBE,ExitPr_2.0_ADBE,ExitPr_1.8_ADBE,ret_2.2_ADBE,Ret2.0_ADBE,Ret_1.8_ADBE
2011-01-03,30.82999992370605,31.47999954223633,30.79000091552734,31.29000091552734,31.29000091552734,6245500,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.46999931335448863,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,31.28000068664551,31.64999961853027,31.18000030517578,31.51000022888184,31.51000022888184,8038100,0.7030978169301584,,,,,,,,,,,,,,,,,,,-0.2760278218410877,0.10608991019710831,0.19197026134488088,0.5982499089507605,-0.34410556858572816,-0.06063320804970794,0.07150753290270269,0.4244772629230535,-0.06601833108734567,0.820001602172848,,,,,,215.0,300.0,404.0,,,,,,,0.4025971754521381,0.3891734142538244,0.2103028108121861
2011-01-05,31.47999954223633,32.2400016784668,31.42000007629395,32.22000122070312,32.22000122070312,7143500,2.25325606684857,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4100017547607351,,,,,,,,,,,,,,,,,
2011-01-06,32.13000106811523,32.29000091552734,31.8799991607666,32.27000045776367,32.27000045776367,6230900,0.15518074229130296,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200012207031179,,,,,,,,,,,,,,,,,
2011-01-07,32.18000030517578,32.22000122070312,31.5,32.04000091552734,32.04000091552734,6828500,-0.7127348589206507,,,,,31.866000747680665,,,,,31.866000747680665,,,,,,,,,,,,,,,,,,1.149997711181637,,,,,,,,,,,,,,,,,
2011-01-10,32.29999923706055,33.09999847412109,31.95000076293945,32.95999908447266,32.95999908447266,10377900,2.871404939628057,1.4826948676239116,,,,32.20000038146973,,,,,32.23066685994466,,,,,,,,,,,,,,,,,,0.5999984741210938,,,,,,,,,,,,,,,,,
2011-01-11,33.13000106811523,33.2599983215332,32.65999984741211,32.97999954223633,32.97999954223633,7110600,0.060681002182087176,1.547142470921159,,,,32.49400024414062,,,,,32.48044442070855,,,,,,,,,,,,,,,,,,0.6800003051757741,,,,,,,,,,,,,,,,,
2011-01-12,33.13999938964844,33.7400016784668,33.06000137329102,33.56999969482422,33.56999969482422,7319100,1.7889634953824003,1.4589527309156933,,,,32.763999938964844,,,,,32.84362951208044,,,,,,,,,,,,,,,,,,0.6500015258788991,,,,,,,,,,,,,,,,,
2011-01-13,33.58000183105469,33.72000122070312,33.06999969482422,33.38000106811523,33.38000106811523,7594800,-0.5659774454459863,1.5738029863855918,,,,32.986000061035156,,,,,33.0224200307587,,,,,,,,,,,,,,,,,,0.5999984741210938,,,,,,,,,,,,,,,,,
2011-01-14,33.40999984741211,33.91999816894531,33.31999969482422,33.79000091552734,33.79000091552734,5767300,1.2282799110025902,1.3676572456135128,,,,33.33600006103516,32.60100040435791,,,,33.278280325681585,32.60100040435791,,,,,,,,1.1541857918957033,1.1541857918957033,0.0,0.0,-1.1541857918957033,1.1541857918957033,1.1541857918957033,0.0,0.0,0.7599983215332102,,,,,,,,,,,,,,,,,
2011-01-18,33.54999923706055,34.29999923706055,33.54000091552734,34.18000030517578,34.18000030517578,5722100,1.1541857918957033,0.95879006397324,1.1892086309648162,,,33.58000030517578,32.890000343322754,,,,33.57885365217965,32.888091295415705,,,,,,,,-0.7899369670947207,-0.7899369670947207,0.0,0.0,0.7899369670947207,-0.7899369670947207,-0.7899369670947207,0.0,0.0,0.6100006103515625,,,,,,,,,,,,,,,,,
2011-01-19,34.11999893188477,34.25,33.63999938964844,33.90999984741211,33.90999984741211,5899200,-0.7899369670947207,1.161907155153708,1.3039745068775788,,,33.76600036621094,33.130000305175784,,,,33.68923571725714,33.07389285032414,,,,32.84166701634725,,,,-1.238567298245993,-1.238567298245993,0.0,0.0,1.238567298245993,-1.238567298245993,-1.238567298245993,0.0,0.0,1.0699996948242188,,,,,,,,,,,,,,,,,
2011-01-20,33.65999984741211,33.75,32.68000030517578,33.4900016784668,33.4900016784668,8531800,-1.238567298245993,1.1521942172966115,1.3224089248292834,,,33.75000076293945,33.25700035095215,,,,33.6228243709937,33.14954900089553,,,,32.94141081051949,,,,-0.6569161232517348,-0.6569161232517348,0.0,0.0,0.6569161232517348,-0.6569161232517348,-0.6569161232517348,0.0,0.0,0.7299995422363352,,,,,,,,,,,,,,,,,
2011-01-21,33.79000091552734,33.91999816894531,33.18999862670898,33.27000045776367,33.27000045776367,5714800,-0.6569161232517348,1.1631904649416736,1.3630925896381145,,,33.72800064086914,33.35700035095215,,,,33.505216399917025,33.17144926578065,,,,32.991963063941675,,,,2.28433517005216,2.28433517005216,0.0,0.0,-2.28433517005216,2.28433517005216,2.28433517005216,0.0,0.0,0.8500022888183452,,,,,,,,,,,,,,,,,
2011-01-24,33.36000061035156,34.13000106811523,33.27999877929688,34.02999877929688,34.02999877929688,7387900,2.28433517005216,1.5022057177604506,1.4396124546843452,,,33.77600021362305,33.5560001373291,,,,33.68014385971031,33.327549177329054,,,,33.15166086630401,,,,-1.3811267201449202,-1.3811267201449202,0.0,0.0,1.3811267201449202,-1.3811267201449202,-1.3811267201449202,0.0,0.0,0.7299995422363352,,,,,,,,,,,,,,,,,
2011-01-25,32.97999954223633,33.70999908447266,32.97999954223633,33.56000137329102,33.56000137329102,8191400,-1.3811267201449202,1.5066544448389907,1.321850134464177,,,33.652000427246094,33.61600036621094,,,,33.640096364237216,33.3698132129585,,,,33.21448248276355,,,,-0.11919223447703993,-0.11919223447703993,0.0,0.0,0.11919223447703993,-0.11919223447703993,-0.11919223447703993,0.0,0.0,0.5499992370605469,,,,,,,,,,,,,,,,,
2011-01-26,33.36000061035156,33.88999938964844,33.34000015258789,33.52000045776367,33.52000045776367,5913500,-0.11919223447703993,1.4881549692685638,1.3250011553631216,,,33.57400054931641,33.67000045776367,,,,33.6000643954127,33.39711998474125,,,,33.26148524814818,,,,-0.984480942275712,0.984480942275712,0.0,0.0,-0.984480942275712,0.984480942275712,0.984480942275712,0.0,0.0,0.5600013732910227,,,,,,,,,,,,,,,,,
2011-01-27,33.47999954223633,34.0,33.43999862670898,33.84999847412109,33.84999847412109,4679400,0.984480942275712,1.4399239575803684,1.2373322999722898,,,33.645999908447266,33.69800033569336,,,,33.683375754982166,33.479461528264856,,,,33.35202574445171,,,,4.017715973293266,-4.017715973293266,0.0,0.0,4.017715973293266,-4.017715973293266,-4.017715973293266,0.0,0.0,1.6500015258789062,,,,,,,,,,,,,,,,,
2011-01-28,33.93000030517578,33.9900016784668,32.34000015258789,32.4900016784668,32.4900016784668,6506700,-4.017715973293266,2.410360568808981,1.7959892020193964,,,33.49000015258789,33.60900039672852,,,,33.28558439614371,33.29955973739248,,,,33.21940665737711,,,,-1.7235996603992059,1.7235996603992059,0.0,0.0,-1.7235996603992059,-1.7235996603992059,1.7235996603992059,0.0,0.0,0.5600013732910085,,,,,,,,,,,,,,,,,
2011-01-31,32.59999847412109,33.13000106811523,32.56999969482422,33.04999923706055,33.04999923706055,5390600,1.7235996603992059,2.259678588923585,1.8475393063293735,,,33.294000244140626,33.535000228881835,,,,33.20705600978266,33.25418510096849,,,,33.193343977328404,,,,-1.3918278217593338,1.3918278217593338,0.0,0.0,-1.3918278217593338,-1.3918278217593338,1.3918278217593338,0.0,0.0,0.6399993896484446,0.7405001640319812,33.13000106811523,,,,,,,,,,,,,,,
2011-02-01,33.25,33.86000061035156,33.22000122070312,33.5099983215332,33.5099983215332,4738000,1.3918278217593338,2.3469745330146727,1.8683850675504043,1.6210751998812813,,33.283999633789065,33.46800003051758,,,,33.30803678036618,33.30069659561662,,,,33.242060030282985,,,,0.23872879846137124,-0.23872879846137124,0.0,0.0,0.23872879846137124,-0.23872879846137124,-0.23872879846137124,0.0,0.0,0.7000007629394602,0.7520002365112297,33.86000061035156,31.500900707244867,31.649000740051264,31.79710077285766,,,,,,,,,,0.0,0.0,0.0
2011-02-02,33.29000091552734,33.9900016784668,33.29000091552734,33.43000030517578,33.43000030517578,3046100,-0.23872879846137124,2.3490059363547724,1.8565477430750477,1.624134006410203,,33.26599960327148,33.420000076293945,,,,33.34869128863605,33.32420636099101,,,,33.27097391872803,,,,-0.29912794857384023,0.29912794857384023,0.0,0.0,-0.29912794857384023,0.29912794857384023,0.29912794857384023,0.0,0.0,0.6199989318847585,0.7420001029968253,33.9900016784668,32.205600090026856,32.356000137329104,32.506400184631346,,,,,,,,,,0.0,0.0,0.0
2011-02-03,33.27000045776367,33.59999847412109,32.97999954223633,33.52999877929688,33.52999877929688,3043800,0.29912794857384023,2.294271973477364,1.8175033002683447,1.558449474085173,,33.20199966430664,33.42399978637695,,,,33.409127118856325,33.361623164319354,,,,33.31082389727708,,,,0.5070032064847109,-0.5070032064847109,0.0,0.0,0.5070032064847109,-0.5070032064847109,-0.5070032064847109,0.0,0.0,0.5500030517578054,0.7490001678466788,33.59999847412109,32.357601451873784,32.506001472473145,32.65440149307251,,,,,,,,,,0.0,0.0,0.0
2011-02-04,33.56999969482422,33.72000122070312,33.16999816894531,33.36000061035156,33.36000061035156,6534800,-0.5070032064847109,0.9857710179556192,1.8118451072758586,1.5667112131079557,,33.375999450683594,33.432999801635745,,,,33.39275161602141,33.36132815450703,,,,33.318389545442386,,,,-0.5995226597130224,0.5995226597130224,0.0,0.0,-0.5995226597130224,0.5995226597130224,0.5995226597130224,0.0,0.0,0.3400001525878906,0.7300001144409174,33.72000122070312,31.952198104858393,32.10199813842773,32.251798171997066,,,,,,,,,,0.0,0.0,0.0
2011-02-07,33.47999954223633,33.68999862670898,33.34999847412109,33.56000137329102,33.56000137329102,3679400,0.5995226597130224,0.7454671390442663,1.651390531408797,1.5548802827234984,,33.47799987792969,33.386000061035155,,,,33.448501535111276,33.3974505579223,,,,33.35556059588064,,,,0.029792375220679394,0.029792375220679394,0.0,0.0,-0.029792375220679394,0.029792375220679394,0.029792375220679394,0.0,0.0,0.45000076293946023,0.6950002670288086,33.68999862670898,32.1140009689331,32.260000991821286,32.40600101470947,,,,,,,,,,0.0,0.0,0.0
2011-02-08,33.63000106811523,33.65000152587891,33.20000076293945,33.56999969482422,33.56999969482422,2074900,0.029792375220679394,0.43507458125356835,1.591475370053384,1.4266597594892207,,33.49000015258789,33.386999893188474,,,,33.48900092168226,33.4288231282681,,,,33.388551226487344,33.166154054495,0.2223971719923412,,-1.6681601977415448,-1.6681601977415448,0.0,0.0,1.6681601977415448,-1.6681601977415448,-1.6681601977415448,0.0,0.0,0.770000457763679,0.7035003662109378,33.65000152587891,32.1609980392456,32.29999809265136,32.43899814605712,,,,,,,,,,0.0,0.0,0.0
2011-02-09,33.47000122070312,33.4900016784668,32.72000122070312,33.0099983215332,33.0099983215332,4327600,-1.6681601977415448,0.8914511862654257,1.6789185195464742,1.4806173344139253,,33.405999755859376,33.33599967956543,,,,33.32933338829925,33.35267316340721,,,,33.33031231803286,33.1545869631645,0.17572535486836216,,1.6964598659967622,1.6964598659967622,0.0,0.0,-1.6964598659967622,-1.6964598659967622,1.6964598659967622,0.0,0.0,0.8100013732910156,0.7100004196166999,33.4900016784668,32.10230072021485,32.243000793457036,32.38370086669922,,,,,,,,,,0.0,0.0,0.0
2011-02-10,32.86000061035156,33.56999969482422,32.7599983215332,33.56999969482422,33.56999969482422,4010800,1.6964598659967622,1.2523542843576065,1.7456869503824135,1.474917774614529,,33.41399993896484,33.307999801635745,,,,33.40955549047424,33.3921870782103,,,,33.367187299077685,33.185358276620775,0.18182902245690968,,0.2978804737269968,0.2978804737269968,0.0,0.0,-0.2978804737269968,0.2978804737269968,0.2978804737269968,0.0,0.0,0.5800018310546946,0.7065004348754897,33.56999969482422,31.928000755310055,32.070000839233394,32.21200092315674,,,,,,,,,,0.0,0.0,0.0
2011-02-11,33.41999816894531,33.68000030517578,33.09999847412109,33.66999816894531,33.66999816894531,3113400,0.2978804737269968,1.2172908544595487,1.059754450888726,1.4697898726485983,,33.475999450683595,33.42599945068359,,,,33.496369716631264,33.44269818561666,,,,33.41377358674963,33.22125752790407,0.19251605884555545,,0.5643078459727807,0.5643078459727807,0.0,0.0,-0.5643078459727807,0.5643078459727807,0.5643078459727807,0.0,0.0,0.3899993896484375,0.6960004806518569,33.68000030517578,32.01569873809814,32.15699882507324,32.29829891204834,,,,,,,,,,0.0,0.0,0.0
2011-02-14,33.70000076293945,34.0,33.61000061035156,33.86000061035156,33.86000061035156,2746300,0.5643078459727807,1.2144355726193405,0.9522660603938362,1.4492153852645915,,33.5359992980957,33.5069995880127,33.21433340708415,,,33.617580014538035,33.518571353750275,33.21433340708415,,,33.482423898073,33.26857183030759,0.21385206776540855,,0.23626111906494784,0.23626111906494784,0.23626111906494784,0.0,-0.23626111906494784,0.23626111906494784,0.23626111906494784,0.23626111906494784,0.0,0.5299987792968821,0.6845005035400404,34.0,32.14879924774169,32.287999343872066,32.42719944000244,,,,,,,,,,0.0,0.0,0.0
