Date_INTC,Open_INTC,High_INTC,Low_INTC,Close_INTC,Adj Close_INTC,Volume_INTC,Daily Return(%)_INTC,Vol5_INTC,Vol10_INTC,Vol20_INTC,Vol60_INTC,SMA5_INTC,SMA10_INTC,SMA30_INTC,SMA60_INTC,SMA100_INTC,EMA5_INTC,EMA10_INTC,EMA30_INTC,EMA60_INTC,EMA100_INTC,Short12_INTC,Long26_INTC,MACD_INTC,SIGNAL9_INTC,Ret5/10_INTC,Ret10/30_INTC,Ret30/60_INTC,Ret30/100_INTC,Emaret5/10_INTC,Emaret10/30_INTC,Emaret30/60_INTC,Emaret30/100_INTC,RetMACD_INTC,DayRange_INTC,average20r_INTC,PRVHI_INTC,HitLevel_INTC,hitlevel_2_INTC,hitlevel_1.8_INTC,Hit?_INTC,Hit?_INTC.1,Hit?_INTC.2,HitAt_2.2_INTC,HitAt_2.0_INTC,HitAt_1.8_INTC,ExitPr_2.2_INTC,ExitPr_2.0_INTC,ExitPr_1.8_INTC,ret_2.2_INTC,Ret2.0_INTC,Ret_1.8_INTC
2011-01-25,21.28000068664551,21.56999969482422,21.17000007629395,21.54999923706055,15.71807098388672,72327200,1.459507859147544,1.2014801092585543,1.0791740336209132,,,21.113999938964845,21.136999893188477,,,,21.218317081769886,21.10836304324181,,,,21.085817270338033,,,,-0.9280778191188928,0.9280778191188928,0.0,0.0,-0.9280778191188928,0.9280778191188928,0.9280778191188928,0.0,0.0,0.2399997711181605,,,,,,,,,,,,,,,,,
2011-01-26,21.77000045776367,21.89999961853027,21.65999984741211,21.75,15.8639497756958,57196100,0.9280778191188928,1.1268637422106524,0.9955778171492201,,,21.261999893188477,21.20699996948242,,,,21.395544721179924,21.22502430810693,,,,21.187999228747568,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29000091552735086,,,,,,,,,,,,,,,,,
2011-01-27,21.76000022888184,21.94000053405762,21.64999961853027,21.75,15.8639497756958,58069200,0.0,1.0702520347031153,0.9520655864869931,,,21.421999740600587,21.252000045776363,,,,21.513696480786617,21.32047443390567,,,,21.274460885863327,,,,-1.3333375426544378,-1.3333375426544378,0.0,0.0,1.3333375426544378,-1.3333375426544378,-1.3333375426544378,0.0,0.0,0.5399990081787109,,,,,,,,,,,,,,,,,
2011-01-28,21.76000022888184,21.88999938964844,21.35000038146973,21.45999908447266,15.65242862701416,55193100,-1.3333375426544378,1.3183203684477989,1.0706612037802632,,,21.549999618530272,21.2689998626709,,,,21.49579734868197,21.345842552190575,,,,21.30300522411092,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6099987030029297,,,,,,,,,,,,,,,,,
2011-01-31,21.54999923706055,21.63999938964844,21.03000068664551,21.45999908447266,15.65242862701416,90844300,0.0,1.0661839435127303,1.00440704660995,,,21.593999481201173,21.30699977874756,,,,21.483864593945533,21.36659828533277,,,,21.327158125705033,,,,0.09319878199875213,0.09319878199875213,0.0,0.0,-0.09319878199875213,0.09319878199875213,0.09319878199875213,0.0,0.0,0.4200000762939382,0.32850008010864185,21.63999938964844,,,,,,,,,,,,,,,
2011-02-01,21.48999977111816,21.70000076293945,21.28000068664551,21.47999954223633,15.66702175140381,60971000,0.09319878199875213,0.8106057993426491,1.0029481839818586,0.9836248039846569,,21.57999954223633,21.346999740600587,,,,21.4825762433758,21.387216695678873,,,,21.35067218978677,,,,0.37243913133584083,0.37243913133584083,0.0,0.0,-0.37243913133584083,0.37243913133584083,0.37243913133584083,0.0,0.0,0.23999977111817117,0.33299999237060546,21.70000076293945,20.91729921340943,20.982999229431158,21.048699245452887,,,,,,,,,,0.0,0.0,0.0
2011-02-02,21.47999954223633,21.70999908447266,21.46999931335449,21.55999946594238,15.72536087036133,46928100,0.37243913133584083,0.6660715788906741,0.9866047145197857,0.9381352457863549,,21.541999435424806,21.40199966430664,,,,21.50838398423133,21.41863174481769,,,,21.3828763861184,,,,0.04638325199235984,0.04638325199235984,0.0,0.0,-0.04638325199235984,0.04638325199235984,0.04638325199235984,0.0,0.0,0.35000038146971946,0.33500003814697193,21.70999908447266,20.967400779724116,21.034000778198237,21.10060077667236,,,,,,,,,,0.0,0.0,0.0
2011-02-03,21.40999984741211,21.64999961853027,21.29999923706055,21.56999969482422,15.86585521697998,39846000,0.04638325199235984,0.6694074263668089,0.9715621098841026,0.9025069491515155,,21.505999374389653,21.463999557495118,,,,21.52892255442896,21.44615319027342,,,,21.411664587457757,,,,0.5099703843665674,0.5099703843665674,0.0,0.0,-0.5099703843665674,0.5099703843665674,0.5099703843665674,0.0,0.0,0.2700004577636683,0.33500003814697193,21.64999961853027,20.972999000549322,21.039999008178714,21.10699901580811,,,,,,,,,,0.0,0.0,0.0
2011-02-04,21.46999931335449,21.70000076293945,21.43000030517578,21.68000030517578,15.94676685333252,39353500,0.5099703843665674,0.2240115917668242,0.917282451873489,0.8762116982987397,,21.549999618530272,21.549999618530272,,,,21.5792818046779,21.488670847528393,,,,21.452947005568223,,,,0.0,0.046126516333360394,0.0,0.0,-0.046126516333360394,0.046126516333360394,0.046126516333360394,0.0,0.0,0.23000144958495738,0.3215001106262198,21.70000076293945,20.912999534606932,20.979999542236325,21.04699954986572,,,,,,,,,,0.0,0.0,0.0
2011-02-07,21.73999977111816,21.86000061035156,21.6299991607666,21.69000053405762,15.9541187286377,43643100,0.046126516333360394,0.21422565989341055,0.7249967491529775,0.859648991874845,,21.595999908447265,21.594999694824217,,,,21.616188047804478,21.525276245079162,,,,21.489416779181976,,,,-0.23052624793931162,-0.23052624793931162,0.0,0.0,0.23052624793931162,-0.23052624793931162,-0.23052624793931162,0.0,0.0,0.28000068664551137,0.3255001068115229,21.86000061035156,20.992700519561765,21.05700054168701,21.121300563812255,,,,,,,,,,0.0,0.0,0.0
2011-02-08,21.64999961853027,21.68000030517578,21.39999961853027,21.63999938964844,15.9173412322998,48215100,-0.23052624793931162,0.29384430980073883,0.5855021075970158,0.8660734108700391,,21.62799987792969,21.60399971008301,,,,21.624125161752467,21.546134998637214,,,,21.512583334638354,21.24884605407715,0.26373728056120527,,-0.831794409670293,-0.831794409670293,0.0,0.0,0.831794409670293,-0.831794409670293,-0.831794409670293,0.0,0.0,0.18000030517578125,0.31550006866455005,21.68000030517578,21.143900375366208,21.209000396728513,21.274100418090818,,,,,,,,,,0.0,0.0,0.0
2011-02-09,21.53000068664551,21.60000038146973,21.42000007629395,21.45999908447266,15.78494548797607,44601400,-0.831794409670293,0.49170176109625346,0.5536066380081448,0.8194786322428709,,21.607999801635742,21.574999618530274,,,,21.569416469325866,21.530473923334565,,,,21.50449344999748,21.26448701929163,0.2400064307058507,,1.5843437422786149,1.5843437422786149,0.0,0.0,-1.5843437422786149,1.5843437422786149,1.5843437422786149,0.0,0.0,0.4899997711181605,0.3270000457763665,21.60000038146973,20.98590015411377,21.049000167846682,21.112100181579592,,,,,,,,,,0.0,0.0,0.0
2011-02-10,21.43000030517578,21.84000015258789,21.35000038146973,21.79999923706055,16.0350284576416,56661800,1.5843437422786149,0.9062144189587233,0.7773251394656955,0.8513780273108283,,21.653999710083006,21.57999954223633,,,,21.646277391904096,21.579478525830197,,,,21.549955878776416,21.304154590978214,0.24580128779820143,,-0.18348169531451913,-0.18348169531451913,0.0,0.0,0.18348169531451913,-0.18348169531451913,-0.18348169531451913,0.0,0.0,0.3299999237060618,0.33150005340576116,21.84000015258789,20.880600280761723,20.946000289917,21.01140029907227,,,,,,,,,,0.0,0.0,0.0
2011-02-11,21.6299991607666,21.85000038146973,21.52000045776367,21.76000022888184,16.00560569763184,43716600,-0.18348169531451913,0.9029629966305955,0.6238510870072291,0.8533282264408713,,21.66999969482422,21.609999656677246,,,,21.68418500423001,21.612300653657766,,,,21.58227039417725,21.337920934526633,0.24434945965061772,,-0.8731642098304524,-0.8731642098304524,0.0,0.0,0.8731642098304524,-0.8731642098304524,-0.8731642098304524,0.0,0.0,0.2999992370605504,0.3239999771118157,21.85000038146973,21.110700035095217,21.177000045776367,21.24330005645752,,,,,,,,,,0.0,0.0,0.0
2011-02-14,21.6299991607666,21.79999923706055,21.5,21.56999969482422,15.86585521697998,45134600,-0.8731642098304524,0.9992605193910555,0.7019444985030739,0.8459973764206963,,21.64599952697754,21.6209997177124,21.301999855041505,,,21.64612323442808,21.60460957023348,21.301999855041505,,,21.580382594276784,21.355111953807935,0.2252706404688496,,-0.5563232896733108,-0.5563232896733108,-0.5563232896733108,0.0,0.5563232896733108,-0.5563232896733108,-0.5563232896733108,-0.5563232896733108,0.0,0.26999855041503906,0.3244998931884762,21.79999923706055,21.137200431823736,21.202000427246098,21.26680042266846,,,,,,,,,,0.0,0.0,0.0
2011-02-15,21.47999954223633,21.54999923706055,21.28000068664551,21.45000076293945,15.77759170532227,50640200,-0.5563232896733108,1.0197474489152127,0.7274353576275154,0.8591370986219573,,21.607999801635746,21.617999839782716,21.32199986775716,,,21.580749077265207,21.576498877998205,21.31154830071234,,,21.56032385099412,21.362140754484344,0.1981830965097764,,-1.39859779202842,1.39859779202842,1.39859779202842,0.0,-1.39859779202842,1.39859779202842,1.39859779202842,1.39859779202842,0.0,0.4499988555908203,0.33799991607665963,21.54999923706055,21.086099472045902,21.1509994506836,21.215899429321293,,,,,,,,,,0.0,0.0,0.0
2011-02-16,21.56999969482422,21.8799991607666,21.43000030517578,21.75,15.99825859069824,55214100,1.39859779202842,1.1397842896628054,0.8497278583866036,0.9004945527860793,,21.665999984741212,21.636999893188477,21.34199988047282,,,21.63716605151014,21.608044536543982,21.339835507117996,,,21.589504796995026,21.390871068966984,0.19863372802804236,,1.0114910958827064,1.0114910958827064,1.0114910958827064,0.0,-1.0114910958827064,1.0114910958827064,1.0114910958827064,1.0114910958827064,0.0,0.3899993896484304,0.34099988937377856,21.8799991607666,20.8063994216919,20.87399940490723,20.94159938812256,,,,,,,,,,0.0,0.0,0.0
2011-02-17,21.68000030517578,22.05999946594238,21.67000007629395,21.96999931335449,16.16007995605469,50185500,1.0114910958827064,0.994696804605648,0.8975572616404457,0.9120550017764366,,21.7,21.676999855041505,21.37633317311605,,,21.748110472124925,21.673854495964072,21.38049123655261,,,21.64804241489648,21.433769457440132,0.21427295745634822,,0.7737828020350355,0.7737828020350355,0.7737828020350355,0.0,-0.7737828020350355,0.7737828020350355,0.7737828020350355,0.7737828020350355,0.0,0.1999988555908203,0.33949975967407153,22.05999946594238,21.12979940414429,21.197999382019045,21.2661993598938,,,,,,,,,,0.0,0.0,0.0
2011-02-18,22.09000015258789,22.20999908447266,22.01000022888184,22.13999938964844,16.28511619567871,55060500,0.7737828020350355,1.004274415693849,0.9118509485459592,0.8958063893864164,,21.77599983215332,21.72299976348877,21.421999804178874,,,21.878740111299432,21.758608112997592,21.429491762558794,,,21.723728103319857,21.486082785751858,0.23764531756799911,0.22976668874965453,-1.4905146016415578,-1.4905146016415578,-1.4905146016415578,0.0,1.4905146016415578,-1.4905146016415578,-1.4905146016415578,-1.4905146016415578,-1.4905146016415578,0.46000099182128906,0.34699983596801703,22.20999908447266,21.31309999465942,21.380999946594237,21.44889989852905,,,,,,,,,,0.0,0.0,0.0
2011-02-22,21.95000076293945,22.19000053405762,21.72999954223633,21.80999946594238,16.04239082336426,64515600,-1.4905146016415578,1.2093893142962284,1.0606088388704358,0.8876377803331972,,21.82399978637695,21.734999656677246,21.46033312479655,,,21.855826562847085,21.76795199535119,21.45404064664806,,,21.7370006206464,21.510076613914116,0.22692400673228263,0.22919815234618016,-3.026134175027096,-3.026134175027096,-3.026134175027096,0.0,3.026134175027096,-3.026134175027096,-3.026134175027096,-3.026134175027096,3.026134175027096,0.7099990844726491,0.36249980926513603,22.19000053405762,21.446599445343022,21.515999412536626,21.58539937973023,,,,,,,,,,0.0,0.0,0.0
2011-02-23,21.70000076293945,21.71999931335449,21.01000022888184,21.14999961853027,15.55692100524902,83648300,-3.026134175027096,1.9106146076614374,1.4446700618737343,1.081267017243204,,21.76399955749512,21.68599967956543,21.475666427612303,,,21.620550914741482,21.655597017747386,21.434425096446915,,,21.646692774166993,21.483404243885683,0.16328853028131007,0.21601622793320613,0.6619446785919096,0.6619446785919096,0.6619446785919096,0.0,-0.6619446785919096,-0.6619446785919096,0.6619446785919096,0.6619446785919096,-0.6619446785919096,0.379999160766598,0.3694997787475579,21.71999931335449,21.392500953674322,21.465000915527348,21.537500877380374,1.0,1.0,1.0,21.392500953674322,21.465000915527348,21.537500877380374,21.14999961853027,21.14999961853027,21.14999961853027,-1.1335810416425411,-1.4675112208786936,-1.7991932353538524
2011-02-24,21.10000038146973,21.40999984741211,21.03000068664551,21.29000091552734,15.65990352630615,54496400,0.6619446785919096,1.7736007422471753,1.451513396517237,1.069679426064297,,21.671999740600587,21.668999862670898,21.483666483561198,,,21.510367581670103,21.589124999161925,21.42510740735533,,,21.591817103607045,21.469078071414692,0.12273903219235294,0.19736078878503552,2.6773117440709147,2.6773117440709147,2.6773117440709147,0.0,-2.6773117440709147,-2.6773117440709147,2.6773117440709147,2.6773117440709147,-2.6773117440709147,0.5400009155273402,0.38199977874755736,21.40999984741211,20.90709980010986,20.980999755859372,21.054899711608883,,,1.0,,,21.054899711608883,,,21.29000091552734,0.0,0.0,1.116610419135986
