Date_TRMB,Open_TRMB,High_TRMB,Low_TRMB,Close_TRMB,Adj Close_TRMB,Volume_TRMB,Daily Return(%)_TRMB,Vol5_TRMB,Vol10_TRMB,Vol20_TRMB,Vol60_TRMB,SMA5_TRMB,SMA10_TRMB,SMA30_TRMB,SMA60_TRMB,SMA100_TRMB,EMA5_TRMB,EMA10_TRMB,EMA30_TRMB,EMA60_TRMB,EMA100_TRMB,Short12_TRMB,Long26_TRMB,MACD_TRMB,SIGNAL9_TRMB,Ret5/10_TRMB,Ret10/30_TRMB,Ret30/60_TRMB,Ret30/100_TRMB,Emaret5/10_TRMB,Emaret10/30_TRMB,Emaret30/60_TRMB,Emaret30/100_TRMB,RetMACD_TRMB,DayRange_TRMB,average20r_TRMB,PRVHI_TRMB,HitLevel_TRMB,hitlevel_2_TRMB,hitlevel_1.8_TRMB,Hit?_TRMB,Hit?_TRMB.1,Hit?_TRMB.2,HitAt_2.2_TRMB,HitAt_2.0_TRMB,HitAt_1.8_TRMB,ExitPr_2.2_TRMB,ExitPr_2.0_TRMB,ExitPr_1.8_TRMB,ret_2.2_TRMB,Ret2.0_TRMB,Ret_1.8_TRMB
2011-01-03,20.07500076293945,20.6200008392334,20.05500030517578,20.31999969482422,20.31999969482422,808000,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.625,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,20.32500076293945,20.32500076293945,19.70000076293945,20.0049991607666,20.0049991607666,898000,-1.5501995019116663,,,,,,,,,,,,,,,,,,,-0.28431798050912654,-0.06517732988032782,-0.31686970773880735,0.2970295638616914,-0.31028809552754044,0.2070870606793634,0.15921473723528323,0.11494401766034484,-0.022471117957908363,0.3649997711181605,,,,,,186.0,275.0,367.0,,,,,,,0.20018283014591806,0.374684474801641,0.18623962128569155
2011-01-05,20.03499984741211,20.23500061035156,19.8700008392334,20.1299991607666,20.1299991607666,622800,0.6248438152656735,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2799987792968679,,,,,,,,,,,,,,,,,
2011-01-06,20.08499908447266,20.30999946594238,20.03000068664551,20.08499908447266,20.08499908447266,956800,-0.22354733318442943,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4099998474121129,,,,,,,,,,,,,,,,,
2011-01-07,20.08499908447266,20.18000030517578,19.77000045776367,20.04999923706055,20.04999923706055,559200,-0.17425864579285497,,,,,20.117999267578124,,,,,20.117999267578124,,,,,,,,,,,,,,,,,,0.5550003051757777,,,,,,,,,,,,,,,,,
2011-01-10,19.89500045776367,20.44499969482422,19.88999938964844,20.3700008392334,20.3700008392334,1018600,1.5960180266807937,1.1625694815522336,,,,20.12799949645996,,,,,20.201999791463216,,,,,,,,,,,,,,,,,,0.3649997711181676,,,,,,,,,,,,,,,,,
2011-01-11,20.41500091552734,20.56999969482422,20.20499992370605,20.52000045776367,20.52000045776367,940200,0.7363751219949137,0.7500256241801699,,,,20.230999755859376,,,,,20.308000013563365,,,,,,,,,,,,,,,,,,0.3000011444091797,,,,,,,,,,,,,,,,,
2011-01-12,20.52000045776367,20.70000076293945,20.39999961853027,20.67499923706055,20.67499923706055,761400,0.7553546580854917,0.7571764324960307,,,,20.339999771118165,,,,,20.43033308806243,,,,,,,,,,,,,,,,,,0.20499992370605824,,,,,,,,,,,,,,,,,
2011-01-13,20.625,20.7450008392334,20.54000091552734,20.70499992370605,20.70499992370605,575600,0.14510610763033832,0.6783257653887377,,,,20.463999938964843,,,,,20.521888699943638,,,,,,,,,,,,,,,,,,1.104999542236321,,,,,,,,,,,,,,,,,
2011-01-14,20.67000007629395,21.77499961853027,20.67000007629395,21.69000053405762,21.69000053405762,2138200,4.757307964168596,1.8401480919051723,,,,20.792000198364256,20.454999732971192,,,,20.911259311314968,20.454999732971192,,,,,,,,4.771783411378683,4.771783411378683,0.0,0.0,-4.771783411378683,4.771783411378683,4.771783411378683,0.0,0.0,1.2700004577636719,,,,,,,,,,,,,,,,,
