Date_ACN,Open_ACN,High_ACN,Low_ACN,Close_ACN,Adj Close_ACN,Volume_ACN,Daily Return(%)_ACN,Vol5_ACN,Vol10_ACN,Vol20_ACN,Vol60_ACN,SMA5_ACN,SMA10_ACN,SMA30_ACN,SMA60_ACN,SMA100_ACN,EMA5_ACN,EMA10_ACN,EMA30_ACN,EMA60_ACN,EMA100_ACN,Short12_ACN,Long26_ACN,MACD_ACN,SIGNAL9_ACN,Ret5/10_ACN,Ret10/30_ACN,Ret30/60_ACN,Ret30/100_ACN,Emaret5/10_ACN,Emaret10/30_ACN,Emaret30/60_ACN,Emaret30/100_ACN,RetMACD_ACN,DayRange_ACN,average20r_ACN,PRVHI_ACN,HitLevel_ACN,hitlevel_2_ACN,hitlevel_1.8_ACN,Hit?_ACN,Hit?_ACN.1,Hit?_ACN.2,HitAt_2.2_ACN,HitAt_2.0_ACN,HitAt_1.8_ACN,ExitPr_2.2_ACN,ExitPr_2.0_ACN,ExitPr_1.8_ACN,ret_2.2_ACN,Ret2.0_ACN,Ret_1.8_ACN
2011-01-03,48.65999984741211,49.36999893188477,48.54999923706055,48.59000015258789,38.79671859741211,2508700,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.7599983215332102,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,48.75,48.86999893188477,48.11000061035156,48.27000045776367,38.54120635986328,3169400,-0.658571092445604,,,,,,,,,,,,,,,,,,,0.16601595732236135,-0.32996254397038327,-0.3861397685356368,-0.33893552007919353,0.11298682692877113,-0.2916523780721201,-0.4610034731771254,-0.24306758541479692,0.2578856144386009,0.8499984741211009,,,,,,231.0,291.0,408.0,,,,,,,-0.029574773824796518,-0.2680490336315193,-0.09328503164669996
2011-01-05,48.13999938964844,48.52999877929688,47.68000030517578,48.27999877929688,38.54919052124023,3041600,0.020713323883140993,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6899986267089915,,,,,,,,,,,,,,,,,
2011-01-06,48.18000030517578,48.56999969482422,47.88000106811523,48.45999908447266,38.69291305541992,3859000,0.37282582793470953,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6599998474121165,,,,,,,,,,,,,,,,,
2011-01-07,48.36999893188477,48.70000076293945,48.04000091552734,48.54000091552734,38.75678634643555,2914600,0.16508838746616303,,,,,48.427999877929686,,,,,48.427999877929686,,,,,,,,,,,,,,,,,,0.6100006103515625,,,,,,,,,,,,,,,,,
2011-01-10,48.22000122070312,48.70000076293945,48.09000015258789,48.11000061035156,38.4134521484375,3177900,-0.8858679379180284,0.5456178478305304,,,,48.331999969482425,,,,,48.322000122070314,,,,,,,,,,,,,,,,,,0.6899986267089915,,,,,,,,,,,,,,,,,
2011-01-11,48.16999816894531,48.77999877929688,48.09000015258789,48.77000045776367,38.94043350219727,3696100,1.371855828391116,0.8085772154751456,,,,48.43199996948242,,,,,48.471333567301436,,,,,,,,,,,,,,,,,,0.9799995422363281,,,,,,,,,,,,,,,,,
2011-01-12,48.97999954223633,49.93000030517578,48.95000076293945,49.88999938964844,39.83469772338867,5374300,2.2964915344930525,1.2146886713859553,,,,48.75400009155273,,,,,48.944222174750436,,,,,,,,,,,,,,,,,,0.6500015258788991,,,,,,,,,,,,,,,,,
2011-01-13,49.45000076293945,49.88000106811523,49.22999954223633,49.86999893188477,39.8187255859375,4260200,-0.0400891120632377,1.2528765521074203,,,,49.03600006103515,,,,,49.25281442712855,,,,,,,,,,,,,,,,,,0.4500007629394531,,,,,,,,,,,,,,,,,
2011-01-14,49.56999969482422,50.0,49.54999923706055,50.0,39.92252731323242,3432500,0.2606799095640447,1.2456422826460725,,,,49.327999877929685,48.87799987792969,,,,49.50187628475237,48.87799987792969,,,,,,,,0.6999969482421733,0.6999969482421733,0.0,0.0,-0.6999969482421733,0.6999969482421733,0.6999969482421733,0.0,0.0,0.9700012207031179,,,,,,,,,,,,,,,,,
2011-01-18,49.61000061035156,50.43000030517578,49.45999908447266,50.34999847412109,40.20197677612305,3670600,0.6999969482421733,0.935915804887845,0.9310883049143529,,,49.77599945068359,49.053999710083005,,,,49.784583681208616,49.14563598632812,,,,,,,,-0.2979100610275677,-0.2979100610275677,0.0,0.0,0.2979100610275677,-0.2979100610275677,-0.2979100610275677,0.0,0.0,0.5399971008300639,,,,,,,,,,,,,,,,,
2011-01-19,50.22000122070312,50.34999847412109,49.81000137329102,50.20000076293945,40.08221435546875,4065700,-0.2979100610275677,1.0268727849750385,0.893461092268984,,,50.06199951171875,49.246999740600586,,,,49.923056041785564,49.33733867298472,,,,49.110833168029785,,,,1.8725071960615303,1.8725071960615303,0.0,0.0,-1.8725071960615303,1.8725071960615303,1.8725071960615303,0.0,0.0,1.3400001525878906,,,,,,,,,,,,,,,,,
