Date_CDNS,Open_CDNS,High_CDNS,Low_CDNS,Close_CDNS,Adj Close_CDNS,Volume_CDNS,Daily Return(%)_CDNS,Vol5_CDNS,Vol10_CDNS,Vol20_CDNS,Vol60_CDNS,SMA5_CDNS,SMA10_CDNS,SMA30_CDNS,SMA60_CDNS,SMA100_CDNS,EMA5_CDNS,EMA10_CDNS,EMA30_CDNS,EMA60_CDNS,EMA100_CDNS,Short12_CDNS,Long26_CDNS,MACD_CDNS,SIGNAL9_CDNS,Ret5/10_CDNS,Ret10/30_CDNS,Ret30/60_CDNS,Ret30/100_CDNS,Emaret5/10_CDNS,Emaret10/30_CDNS,Emaret30/60_CDNS,Emaret30/100_CDNS,RetMACD_CDNS,DayRange_CDNS,average20r_CDNS,PRVHI_CDNS,HitLevel_CDNS,hitlevel_2_CDNS,hitlevel_1.8_CDNS,Hit?_CDNS,Hit?_CDNS.1,Hit?_CDNS.2,HitAt_2.2_CDNS,HitAt_2.0_CDNS,HitAt_1.8_CDNS,ExitPr_2.2_CDNS,ExitPr_2.0_CDNS,ExitPr_1.8_CDNS,ret_2.2_CDNS,Ret2.0_CDNS,Ret_1.8_CDNS
2011-01-28,8.720000267028809,8.829999923706055,8.449999809265137,8.479999542236328,8.479999542236328,3121600,-2.6406486211632263,1.6357717129422202,2.531098236802207,,,8.555999946594238,8.673000049591064,,,,8.572421747797614,8.579706322110864,,,,8.559288534364635,,,,-2.3584996902807536,2.3584996902807536,0.0,0.0,-2.3584996902807536,-2.3584996902807536,2.3584996902807536,0.0,0.0,0.26999950408935547,,,,,,,,,,,,,,,,,
2011-01-31,8.5,8.729999542236328,8.460000038146973,8.680000305175781,8.680000305175781,3068300,2.3584996902807536,1.972467539877109,2.4787894785091322,,,8.586000061035156,8.65900011062622,,,,8.60828126692367,8.59794159175903,,,,8.577859576027889,,,,-1.0368680809172852,1.0368680809172852,0.0,0.0,-1.0368680809172852,1.0368680809172852,1.0368680809172852,0.0,0.0,0.14999961853027344,0.2385000228881836,8.729999542236328,,,,,,,,,,,,,,,
2011-02-01,8.680000305175781,8.779999732971191,8.630000114440918,8.770000457763672,8.770000457763672,2290500,1.0368680809172852,1.9439001234102744,2.081486324630349,1.9003231896793464,,8.640000152587891,8.619000148773193,,,,8.662187663870338,8.629225021941691,,,,8.607419711679547,,,,0.6841443878063665,0.6841443878063665,0.0,0.0,-0.6841443878063665,0.6841443878063665,0.6841443878063665,0.0,0.0,0.36999988555908203,0.24549999237060546,8.779999732971191,8.205299491882323,8.25299949645996,8.300699501037597,,,,,,,,,,0.0,0.0,0.0
2011-02-02,8.710000038146973,9.010000228881836,8.640000343322754,8.829999923706055,8.829999923706055,3951600,0.6841443878063665,1.9437474326246047,1.8832700113648528,1.896663380326848,,8.694000053405762,8.613000106811523,,,,8.718125083815577,8.665729549535211,,,,8.641662821222088,,,,7.021516318415333,7.021516318415333,0.0,0.0,-7.021516318415333,7.021516318415333,7.021516318415333,0.0,0.0,0.36999988555908203,0.2539999485015869,9.010000228881836,8.239899749755859,8.28899974822998,8.338099746704101,,,,,,,,,,0.0,0.0,0.0
2011-02-03,9.329999923706055,9.569999694824219,9.199999809265137,9.449999809265137,9.449999809265137,12094400,7.021516318415333,3.5023128371634766,2.517253747573808,2.41445106633027,,8.842000007629395,8.702000045776368,,,,8.962083325632097,8.80832414221338,,,,8.766022357844095,,,,0.4232800281520627,0.4232800281520627,0.0,0.0,-0.4232800281520627,0.4232800281520627,0.4232800281520627,0.0,0.0,0.28999996185302734,0.2544999122619629,9.569999694824219,8.451200342178344,8.502000331878662,8.55280032157898,,,,,,,,,,0.0,0.0,0.0
2011-02-04,9.520000457763672,9.739999771118164,9.449999809265137,9.489999771118164,9.489999771118164,5712100,0.4232800281520627,2.73973492492124,2.4654708618044894,2.4079524624598085,,9.044000053405762,8.8,,,,9.138055474127453,8.932265165650612,,,,8.877403498347798,,,,1.5806172373270349,1.5806172373270349,0.0,0.0,-1.5806172373270349,1.5806172373270349,1.5806172373270349,0.0,0.0,0.31999969482421875,0.2564999103546143,9.739999771118164,9.0100998878479,9.060999870300293,9.111899852752686,,,,,,,,,,0.0,0.0,0.0
2011-02-07,9.489999771118164,9.699999809265137,9.380000114440918,9.640000343322754,9.640000343322754,4611600,1.5806172373270349,2.7579531641533945,2.4483109274735964,2.4083986348447337,,9.236000061035156,8.911000061035157,,,,9.305370430525887,9.060944288863729,,,,8.994726089882407,,,,0.20746372797806312,0.20746372797806312,0.0,0.0,-0.20746372797806312,0.20746372797806312,0.20746372797806312,0.0,0.0,0.23999977111816406,0.25749993324279785,9.699999809265137,9.175699968338012,9.226999950408935,9.27829993247986,,,,,,,,,,0.0,0.0,0.0
2011-02-08,9.640000343322754,9.869999885559082,9.630000114440918,9.65999984741211,9.65999984741211,4047900,0.20746372797806312,2.8644737346654883,2.413625747177611,2.410973483588217,,9.413999938964844,9.027000045776367,,,,9.423580236154628,9.16986348132707,,,,9.09707589873313,8.739230779501108,0.35784511923202267,,0.5176003263422226,0.5176003263422226,0.0,0.0,-0.5176003263422226,0.5176003263422226,0.5176003263422226,0.0,0.0,0.22999954223632812,0.26249990463256834,9.869999885559082,9.133499956130981,9.184999942779541,9.236499929428101,,,,,,,,,,0.0,0.0,0.0
2011-02-09,9.670000076293945,9.829999923706055,9.600000381469727,9.710000038146973,9.710000038146973,5714500,0.5176003263422226,2.8842588608051316,2.4196150135013803,2.4017659682895536,,9.589999961853028,9.142000007629395,,,,9.51905350348541,9.268070128021597,,,,9.191371920181414,8.811139613474875,0.38023230670653874,,2.3686873463722513,2.3686873463722513,0.0,0.0,-2.3686873463722513,2.3686873463722513,2.3686873463722513,0.0,0.0,0.4099998474121094,0.2784998893737793,9.829999923706055,9.292500095367432,9.345000076293946,9.397500057220459,,,,,,,,,,0.0,0.0,0.0
2011-02-10,9.699999809265137,9.970000267028809,9.5600004196167,9.9399995803833,9.9399995803833,4875500,2.3686873463722513,0.9222179093825411,2.440344247862058,2.4216357260623225,,9.68799991607666,9.264999961853027,,,,9.659368862451373,9.390239119360087,,,,9.30654540636632,8.894758870282907,0.4117865360834134,,0.9054341688857326,0.9054341688857326,0.0,0.0,-0.9054341688857326,0.9054341688857326,0.9054341688857326,0.0,0.0,0.24000072479248402,0.2834999084472658,9.970000267028809,9.21730016708374,9.273000144958496,9.328700122833252,,,,,,,,,,0.0,0.0,0.0
2011-02-11,9.890000343322754,10.10000038146973,9.859999656677246,10.02999973297119,10.02999973297119,2667100,0.9054341688857326,0.867893002254833,2.015805813204245,2.41057557888991,,9.795999908447266,9.419999980926514,,,,9.78291248595798,9.506559230925742,,,,9.417846071997838,8.978850786037594,0.4389952859602442,,0.7976064390418645,0.7976064390418645,0.0,0.0,-0.7976064390418645,0.7976064390418645,0.7976064390418645,0.0,0.0,0.20000076293945135,0.2784999370574952,10.10000038146973,9.346300468444824,9.403000450134277,9.45970043182373,,,,,,,,,,0.0,0.0,0.0
2011-02-14,10.05000019073486,10.18000030517578,9.979999542236328,10.10999965667725,10.10999965667725,2184200,0.7976064390418645,0.8330329213354346,2.0204733367461594,2.364897484732854,,9.889999771118164,9.56299991607666,8.900333309173584,,,9.891941542864403,9.61627567197147,8.900333309173584,,,9.524331238871593,9.06263959127016,0.4616916476014321,,1.0880377258856753,1.0880377258856753,1.0880377258856753,0.0,-1.0880377258856753,1.0880377258856753,1.0880377258856753,1.0880377258856753,0.0,0.16999912261963068,0.26799988746643083,10.18000030517578,9.48730051994324,9.54300050735474,9.59870049476624,,,,,,,,,,0.0,0.0,0.0
2011-02-15,10.0600004196167,10.22999954223633,10.0600004196167,10.22000026702881,10.22000026702881,2505500,1.0880377258856753,0.719705850854282,2.0190815621909826,2.240536499368386,,10.001999855041504,9.707999897003173,8.96266663869222,,,10.001294450919206,9.726043780163714,8.985473112906181,,,9.631357243203473,9.148370011696727,0.48298723150674583,,0.39138904900105287,0.39138904900105287,0.39138904900105287,0.0,-0.39138904900105287,0.39138904900105287,0.39138904900105287,0.39138904900105287,0.0,0.39999961853027166,0.27299985885620126,10.22999954223633,9.590400552749632,9.644000530242918,9.697600507736205,,,,,,,,,,0.0,0.0,0.0
2011-02-16,10.27000045776367,10.27999973297119,9.880000114440918,10.26000022888184,10.26000022888184,3671100,0.39138904900105287,0.7484341196466762,2.035240704294804,2.0737669473707276,,10.111999893188479,9.850999927520752,9.027333323160807,,,10.087529710240084,9.823126770839735,9.06770066877558,,,9.728071548692453,9.230712990747476,0.4973585579449775,,-1.461993848521944,-1.461993848521944,-1.461993848521944,0.0,1.461993848521944,-1.461993848521944,-1.461993848521944,-1.461993848521944,0.0,0.15999984741210938,0.2634998798370362,10.27999973297119,9.629399852752687,9.683999824523926,9.738599796295167,,,,,,,,,,0.0,0.0,0.0
2011-02-17,10.23999977111816,10.25,10.09000015258789,10.10999965667725,10.10999965667725,2232100,-1.461993848521944,1.0414435562107005,0.993360928015657,1.8706582240495182,,10.145999908447266,9.916999912261963,9.086999988555908,,,10.095019692385806,9.875285477355646,9.134945764769235,,,9.786829719151653,9.295845336371904,0.49098438277974843,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14999961853026988,0.25899987220764153,10.25,9.70029999732971,9.752999973297117,9.805699949264524,,,,,,,,,,0.0,0.0,0.0
2011-02-18,10.13000011444092,10.23999977111816,10.09000015258789,10.10999965667725,10.10999965667725,2465200,0.0,0.9972155850056914,1.0143966904689274,1.8515219903788553,,10.16199989318848,9.978999900817872,9.142666657765707,,,10.100013013816287,9.917960782686846,9.197852467472977,,,9.836548171078668,9.356153063801932,0.4803951072767365,0.4446973527879844,-3.4619133499599393,-3.4619133499599393,-3.4619133499599393,0.0,3.4619133499599393,-3.4619133499599393,-3.4619133499599393,-3.4619133499599393,-3.4619133499599393,0.46000003814697266,0.27199988365173333,10.23999977111816,9.680200281143188,9.732000255584717,9.783800230026245,,,,,,,,,,0.0,0.0,0.0
2011-02-22,10.02999973297119,10.1899995803833,9.729999542236328,9.760000228881836,9.760000228881836,4034200,-3.4619133499599393,1.8087559577420347,1.5865414859926883,2.0887516565883617,,10.092000007629398,9.990999889373779,9.187333329518635,,,9.986675418838137,9.889240681995025,9.234120064983227,,,9.824771564586847,9.386067668622665,0.43870389596418136,0.4434986614232238,-0.8196713302251629,-0.8196713302251629,-0.8196713302251629,0.0,0.8196713302251629,-0.8196713302251629,-0.8196713302251629,-0.8196713302251629,0.8196713302251629,0.34999942779541016,0.2789998531341552,10.1899995803833,9.641600027084348,9.696000003814694,9.75039998054504,,,1.0,,,9.75039998054504,,,9.760000228881836,0.0,0.0,0.09846004631554361
2011-02-23,9.770000457763672,9.819999694824219,9.470000267028809,9.680000305175781,9.680000305175781,5872200,-0.8196713302251629,1.5180686815558433,1.6143504217241755,2.10367564079953,,9.984000015258792,9.992999935150147,9.227333354949952,,,9.884450380950685,9.851196977118798,9.262886532092423,,,9.80249906313899,9.407840456515489,0.3946586066235014,0.43373065046327935,0.7231471724345571,-0.7231471724345571,-0.7231471724345571,0.0,0.7231471724345571,-0.7231471724345571,-0.7231471724345571,-0.7231471724345571,0.7231471724345571,0.35000038146972656,0.2854998588562011,9.819999694824219,9.57619990348816,9.63199987411499,9.687799844741821,1.0,1.0,1.0,9.57619990348816,9.63199987411499,9.687799844741821,9.680000305175781,9.680000305175781,9.680000305175781,1.083941466696115,0.49834335224387705,-0.08050888427751202
2011-02-24,9.65999984741211,9.84000015258789,9.489999771118164,9.609999656677246,9.609999656677246,3585200,-0.7231471724345571,1.3184616717579394,1.6205940011527544,2.126634556612683,,9.853999900817872,9.982999897003175,9.265666675567626,,,9.792966806192872,9.807342918856698,9.28528092722693,,,9.772883769837183,9.422815212083027,0.350068557754156,0.4169982319214547,-2.809578224865694,2.809578224865694,2.809578224865694,0.0,-2.809578224865694,-2.809578224865694,2.809578224865694,2.809578224865694,-2.809578224865694,0.23999977111816406,0.28749985694885244,9.84000015258789,9.191900005340576,9.248999977111817,9.306099948883057,,,,,,,,,,0.0,0.0,0.0
2011-02-25,9.680000305175781,9.920000076293945,9.680000305175781,9.880000114440918,9.880000114440918,3747000,2.809578224865694,2.2421884887858567,1.6990608257793445,2.169460704206973,,9.807999992370606,9.976999950408935,9.308333333333334,,,9.821977908942221,9.820553318053829,9.323649907047187,,,9.789363207468526,9.456680760405833,0.3326824470626928,0.40013507494970235,-0.7084989272611951,0.7084989272611951,0.7084989272611951,0.0,-0.7084989272611951,0.7084989272611951,0.7084989272611951,0.7084989272611951,-0.7084989272611951,0.2600002288818306,0.2814998626708981,9.920000076293945,9.207500467300415,9.265000438690185,9.322500410079956,,,,,,,,,,0.0,0.0,0.0
2011-02-28,9.949999809265137,10.07999992370605,9.819999694824219,9.949999809265137,9.949999809265137,2602000,0.7084989272611951,2.2985494913691933,1.6878933058140504,2.026286919046545,,9.776000022888184,9.968999958038331,9.353999996185303,,,9.864651875716527,9.844089043728612,9.364059578158024,,,9.81407653082185,9.49322291217319,0.3208536186486608,0.38427878368949403,1.5075338834740315,-1.5075338834740315,-1.5075338834740315,0.0,1.5075338834740315,-1.5075338834740315,-1.5075338834740315,-1.5075338834740315,1.5075338834740315,0.38000011444091264,0.28699989318847596,10.07999992370605,9.30070037841797,9.357000350952148,9.413300323486329,,,,,,,,,,0.0,0.0,0.0
2011-03-01,10.0,10.07999992370605,9.699999809265137,9.800000190734863,9.800000190734863,3706300,-1.5075338834740315,1.7189683368695698,1.7138759184911168,2.056141248523298,,9.784000015258789,9.938000011444093,9.386666679382325,,,9.843101314055973,9.836072888638839,9.392184778969433,,,9.811910940039237,9.51594715502961,0.2959637850096275,0.36661578395352074,-1.2244886043219934,1.2244886043219934,1.2244886043219934,0.0,-1.2244886043219934,1.2244886043219934,1.2244886043219934,1.2244886043219934,-1.2244886043219934,0.23999977111816406,0.29149990081787047,10.07999992370605,9.448600158691402,9.506000137329098,9.563400115966793,,,,,,,,,,0.0,0.0,0.0
2011-03-02,9.770000457763672,9.989999771118164,9.75,9.920000076293945,9.920000076293945,2532300,1.2244886043219934,1.6903224667755603,1.7266298749513065,2.0585299311350376,,9.831999969482421,9.907999992370607,9.411666679382325,,,9.868734234801964,9.851332377303404,9.426237378796822,,,9.828540037924578,9.54587700104919,0.2826630368753875,0.34982523453789416,-0.604833321380359,0.604833321380359,0.604833321380359,0.0,-0.604833321380359,0.604833321380359,0.604833321380359,0.604833321380359,-0.604833321380359,0.19999980926513672,0.2829998970031732,9.989999771118164,9.438700141906734,9.497000122070308,9.555300102233883,,,,,,,,,,0.0,0.0,0.0
2011-03-03,10.0,10.09000015258789,9.890000343322754,9.979999542236328,9.979999542236328,2488600,0.604833321380359,1.547953623981863,1.7371940336930023,2.058512152439011,,9.905999946594239,9.879999923706055,9.447999986012777,,,9.90582267061342,9.874726407291208,9.461963969986469,,,9.851841500126385,9.57803422632231,0.2738072738040742,0.3346216423911302,-1.102201019265751,-1.102201019265751,-1.102201019265751,0.0,1.102201019265751,-1.102201019265751,-1.102201019265751,-1.102201019265751,1.102201019265751,0.23000049591064275,0.27599992752075125,10.09000015258789,9.367399997711184,9.423999977111817,9.480599956512453,,,,,,,,,,0.0,0.0,0.0
2011-03-04,10.0,10.02000045776367,9.789999961853027,9.869999885559082,9.869999885559082,1502100,-1.102201019265751,1.2097145933316662,1.713154630654698,1.4404315189066796,,9.90399990081787,9.855999946594238,9.491666634877523,,,9.893881742261975,9.873867039703548,9.488288867765348,,,9.85463509788526,9.599661312191701,0.25497378569355966,0.31869207105161607,-4.356639413997562,-4.356639413997562,-4.356639413997562,0.0,4.356639413997562,-4.356639413997562,-4.356639413997562,-4.356639413997562,4.356639413997562,0.6499996185302734,0.29399991035461354,10.02000045776367,9.482800312042238,9.538000297546388,9.593200283050539,,,,,,,,,,0.0,0.0,0.0
2011-03-07,9.930000305175781,10.0,9.350000381469727,9.4399995803833,9.4399995803833,6131800,-4.356639413997562,2.182610061108519,2.1478931822813006,1.7659967091802553,,9.801999855041505,9.788999938964844,9.522666613260904,,,9.742587688302418,9.794982047099866,9.485173429869732,,,9.790845018269575,9.58783451724293,0.20301050102664497,0.29555575704662185,3.707631324444563,3.707631324444563,3.707631324444563,0.0,-3.707631324444563,-3.707631324444563,3.707631324444563,3.707631324444563,-3.707631324444563,0.4099998474121094,0.2984999179840081,10.0,9.37320065498352,9.432000637054443,9.490800619125366,1.0,1.0,1.0,9.37320065498352,9.432000637054443,9.490800619125366,9.4399995803833,9.4399995803833,9.4399995803833,0.7126586516022655,0.08480643329722509,-0.5352661043125679
2011-03-08,9.460000038146973,9.84000015258789,9.430000305175781,9.789999961853027,9.789999961853027,4151000,3.707631324444563,2.9918915202094207,2.300730507047552,1.923904921484367,,9.799999809265136,9.791999912261963,9.5646666208903,,,9.758391779485954,9.794076213418624,9.504839657739623,,,9.790715009590107,9.602809735362197,0.18790527422791037,0.2740256604828796,0.9193069758792481,0.9193069758792481,0.9193069758792481,0.0,-0.9193069758792481,-0.9193069758792481,0.9193069758792481,0.9193069758792481,-0.9193069758792481,0.2200002670288086,0.2974999427795403,9.84000015258789,9.343300180435183,9.403000164031983,9.462700147628786,,,1.0,,,9.460000038146973,,,9.789999961853027,0.0,0.0,3.4883712724666665
2011-03-09,9.779999732971191,9.930000305175781,9.710000038146973,9.880000114440918,9.880000114440918,3981200,0.9193069758792481,2.964047938292568,2.2930151795513147,1.9326614101782325,,9.791999816894531,9.811999893188476,9.610666624704997,,,9.798927891137609,9.809698740877222,9.529043558171965,,,9.804451179567154,9.623342356034694,0.18110882353246005,0.2554422930927957,3.036439142307029,-3.036439142307029,-3.036439142307029,0.0,3.036439142307029,3.036439142307029,-3.036439142307029,-3.036439142307029,3.036439142307029,0.2999992370605469,0.3009999275207512,9.930000305175781,9.185500278472903,9.24500026702881,9.304500255584719,,,,,,,,,,0.0,0.0,0.0
2011-03-10,9.8100004196167,9.859999656677246,9.5600004196167,9.579999923706055,9.579999923706055,4249300,-3.036439142307029,3.202107089283138,2.5064416040528825,2.0547315965989954,,9.711999893188477,9.808999919891358,9.644666608174642,,,9.725951901993758,9.767935319573372,9.532331065625778,,,9.769920217126984,9.620131805491832,0.14978841163515177,0.23431151680126694,1.0438453263686571,-1.0438453263686571,-1.0438453263686571,0.0,1.0438453263686571,1.0438453263686571,-1.0438453263686571,-1.0438453263686571,1.0438453263686571,0.2200002670288086,0.2914999485015862,9.859999656677246,9.26780046463013,9.32800045013428,9.38820043563843,,,,,,,,,,0.0,0.0,0.0
2011-03-11,9.390000343322754,9.59000015258789,9.369999885559082,9.479999542236328,9.479999542236328,2084900,-1.0438453263686571,3.2007163276473607,2.314910497617455,1.9840286230470574,,9.633999824523926,9.7689998626709,9.670333258310954,,,9.643967782074615,9.715583360057545,9.52895483831033,,,9.725317036374575,9.609751637843276,0.11556539853129877,0.21056229314727332,-1.371309290277149,1.371309290277149,1.371309290277149,0.0,-1.371309290277149,-1.371309290277149,1.371309290277149,1.371309290277149,-1.371309290277149,0.2700004577636719,0.2929999351501456,9.59000015258789,9.218699769973757,9.276999759674073,9.335299749374391,,,,,,,,,,0.0,0.0,0.0
2011-03-14,9.399999618530273,9.640000343322754,9.369999885559082,9.609999656677246,9.609999656677246,2875700,1.371309290277149,2.551764279200083,2.358871548728935,2.0005763686492557,,9.667999839782714,9.734999847412109,9.707999928792317,,,9.632645073608826,9.69638632307931,9.534183536269488,,,9.707575901036524,9.609770009608756,0.09780589142776819,0.18801101280337232,1.7689914918553133,-1.7689914918553133,-1.7689914918553133,0.0,1.7689914918553133,1.7689914918553133,-1.7689914918553133,-1.7689914918553133,1.7689914918553133,0.36999988555908203,0.30149989128112714,9.640000343322754,8.94540029525757,9.004000282287599,9.06260026931763,,,,,,,,,,0.0,0.0,0.0
