Date_NXPI,Open_NXPI,High_NXPI,Low_NXPI,Close_NXPI,Adj Close_NXPI,Volume_NXPI,Daily Return(%)_NXPI,Vol5_NXPI,Vol10_NXPI,Vol20_NXPI,Vol60_NXPI,SMA5_NXPI,SMA10_NXPI,SMA30_NXPI,SMA60_NXPI,SMA100_NXPI,EMA5_NXPI,EMA10_NXPI,EMA30_NXPI,EMA60_NXPI,EMA100_NXPI,Short12_NXPI,Long26_NXPI,MACD_NXPI,SIGNAL9_NXPI,Ret5/10_NXPI,Ret10/30_NXPI,Ret30/60_NXPI,Ret30/100_NXPI,Emaret5/10_NXPI,Emaret10/30_NXPI,Emaret30/60_NXPI,Emaret30/100_NXPI,RetMACD_NXPI,DayRange_NXPI,average20r_NXPI,PRVHI_NXPI,HitLevel_NXPI,hitlevel_2_NXPI,hitlevel_1.8_NXPI,Hit?_NXPI,Hit?_NXPI.1,Hit?_NXPI.2,HitAt_2.2_NXPI,HitAt_2.0_NXPI,HitAt_1.8_NXPI,ExitPr_2.2_NXPI,ExitPr_2.0_NXPI,ExitPr_1.8_NXPI,ret_2.2_NXPI,Ret2.0_NXPI,Ret_1.8_NXPI
2011-01-03,21.20000076293945,21.52000045776367,20.63999938964844,21.43000030517578,20.6605224609375,256100,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,1.5799999237060511,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,21.89999961853027,22.75,21.17000007629395,22.01000022888184,21.21969795227051,952100,2.706485839694442,,,,,,,,,,,,,,,,,,,-0.6906821330929059,-0.1329434514286108,-0.058821571117559784,0.10159685704745919,0.06320459244311452,-0.3549646963656986,-0.08601241315307791,0.12499091882615843,-0.3595942815851853,1.9200000762939489,,,,,,203.0,302.0,420.0,,,,,,,0.7759285463213881,0.8986454031330613,0.8485632966688504
2011-01-05,21.8700008392334,23.60000038146973,21.68000030517578,23.3799991607666,22.54050254821777,846400,6.224438517211053,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.039999008178711,,,,,,,,,,,,,,,,,
2011-01-06,23.72999954223633,23.79999923706055,22.76000022888184,23.23999977111816,22.4055290222168,453100,-0.5987998061324594,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6499996185302699,,,,,,,,,,,,,,,,,
2011-01-07,23.32999992370605,23.32999992370605,22.68000030517578,22.92000007629395,22.09702110290527,300900,-1.3769350171074262,,,,,22.595999908447265,,,,,22.595999908447265,,,,,,,,,,,,,,,,,,0.9099998474121094,,,,,,,,,,,,,,,,,
2011-01-10,22.75,23.61000061035156,22.70000076293945,23.42000007629395,22.57906723022461,254100,2.1815008653387733,3.016054352966389,,,,22.993999862670897,,,,,22.870666631062825,,,,,,,,,,,,,,,,,,0.4400005340576172,,,,,,,,,,,,,,,,,
2011-01-11,23.81999969482422,24.06999969482422,23.6299991607666,24.0,23.13824272155762,278200,2.4765154646311687,3.0010118568058792,,,,23.391999816894533,,,,,23.247111087375217,,,,,,,,,,,,,,,,,,1.2999992370605398,,,,,,,,,,,,,,,,,
2011-01-12,24.5,24.57999992370605,23.28000068664551,23.60000038146973,22.75260353088379,303000,-1.6666650772094578,1.9823006365331686,,,,23.436000061035156,,,,,23.36474085207339,,,,,,,,,,,,,,,,,,0.8700008392333984,,,,,,,,,,,,,,,,,
2011-01-13,23.86000061035156,23.86000061035156,22.98999977111816,23.32999992370605,22.49229621887207,250500,-1.144069717794065,2.0512464346561554,,,,23.454000091552736,,,,,23.35316054261761,,,,,,,,,,,,,,,,,,0.5799999237060511,,,,,,,,,,,,,,,,,
2011-01-14,23.32999992370605,23.43000030517578,22.85000038146973,23.38999938964844,22.55014228820801,183200,0.25717730878097145,1.8814312127965676,,,,23.547999954223634,23.071999931335448,,,,23.365440158294554,23.071999931335448,,,,,,,,0.8123152587241937,0.8123152587241937,0.0,0.0,-0.8123152587241937,0.8123152587241937,0.8123152587241937,0.0,0.0,0.4099998474121094,,,,,,,,,,,,,,,,,
2011-01-18,23.31999969482422,23.69000053405762,23.28000068664551,23.57999992370605,22.73332405090332,290500,0.8123152587241937,1.6460306608914943,2.4558859958011214,,,23.579999923706055,23.286999893188476,,,,23.436960080098387,23.16436356631192,,,,,,,,-2.6293504717532934,-2.6293504717532934,0.0,0.0,2.6293504717532934,-2.6293504717532934,-2.6293504717532934,0.0,0.0,1.2700004577636719,,,,,,,,,,,,,,,,,
2011-01-19,23.60000038146973,23.79000091552734,22.52000045776367,22.95999908447266,22.13558769226074,416400,-2.6293504717532934,1.4058566819941034,2.6153122612570545,,,23.371999740600586,23.38199977874756,,,,23.277973081556482,23.127206387795688,,,,23.104999860127766,,,,5.6184628032111235,-5.6184628032111235,0.0,0.0,5.6184628032111235,-5.6184628032111235,-5.6184628032111235,0.0,0.0,1.2600002288818395,,,,,,,,,,,,,,,,,
2011-01-20,22.75,22.75,21.48999977111816,21.67000007629395,20.89190673828125,745900,-5.6184628032111235,2.581814452240324,2.382831273915962,,,22.98599967956543,23.21099987030029,,,,22.741982079802305,22.862259785704463,,,,22.88423066261487,,,,-1.3843988740393502,1.3843988740393502,0.0,0.0,-1.3843988740393502,-1.3843988740393502,1.3843988740393502,0.0,0.0,1.2900009155273402,,,,,,,,,,,,,,,,,
