Date_ADI,Open_ADI,High_ADI,Low_ADI,Close_ADI,Adj Close_ADI,Volume_ADI,Daily Return(%)_ADI,Vol5_ADI,Vol10_ADI,Vol20_ADI,Vol60_ADI,SMA5_ADI,SMA10_ADI,SMA30_ADI,SMA60_ADI,SMA100_ADI,EMA5_ADI,EMA10_ADI,EMA30_ADI,EMA60_ADI,EMA100_ADI,Short12_ADI,Long26_ADI,MACD_ADI,SIGNAL9_ADI,Ret5/10_ADI,Ret10/30_ADI,Ret30/60_ADI,Ret30/100_ADI,Emaret5/10_ADI,Emaret10/30_ADI,Emaret30/60_ADI,Emaret30/100_ADI,RetMACD_ADI,DayRange_ADI,average20r_ADI,PRVHI_ADI,HitLevel_ADI,hitlevel_2_ADI,hitlevel_1.8_ADI,Hit?_ADI,Hit?_ADI.1,Hit?_ADI.2,HitAt_2.2_ADI,HitAt_2.0_ADI,HitAt_1.8_ADI,ExitPr_2.2_ADI,ExitPr_2.0_ADI,ExitPr_1.8_ADI,ret_2.2_ADI,Ret2.0_ADI,Ret_1.8_ADI
2011-01-03,37.68000030517578,38.43000030517578,37.13000106811523,37.95000076293945,29.20502090454102,3606200,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.7800025939941406,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,38.20000076293945,38.20000076293945,37.41999816894531,37.52000045776367,28.87411117553711,2907600,-1.1330706100952266,,,,,,,,,,,,,,,,,,,-0.44183109964243866,-0.2790539961627134,-0.26715748714759135,-0.3821836088151275,0.6051036654541311,-0.2745301489169459,-0.5512962214586222,-0.4510403748568337,-0.046459331866618686,0.6999969482421733,,,,,,212.0,313.0,422.0,,,,,,,1.0043913247425111,1.0005626815313744,0.7737734444252057
2011-01-05,37.43000030517578,37.59999847412109,36.90000152587891,37.59999847412109,28.93567085266113,3651300,0.21321432670948037,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5699996948242045,,,,,,,,,,,,,,,,,
2011-01-06,37.75,38.13000106811523,37.56000137329102,37.81000137329102,29.0972843170166,2987200,0.558518371521942,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5999984741210866,,,,,,,,,,,,,,,,,
2011-01-07,37.93999862670898,38.09999847412109,37.5,37.59000015258789,28.92797470092773,3963300,-0.5818598590650698,,,,,37.694000244140625,,,,,37.694000244140625,,,,,,,,,,,,,,,,,,0.6300010681152344,,,,,,,,,,,,,,,,,
2011-01-10,37.45000076293945,37.88999938964844,37.2599983215332,37.70000076293945,29.01263427734375,3407400,0.292632641407397,0.7037044636709543,,,,37.64400024414063,,,,,37.69600041707357,,,,,,,,,,,,,,,,,,0.49000167846678977,,,,,,,,,,,,,,,,,
2011-01-11,37.7400016784668,38.11000061035156,37.61999893188477,38.02999877929688,29.26659202575684,2362200,0.8753262856212717,0.542920934412154,,,,37.74599990844727,,,,,37.807333204481345,,,,,,,,,,,,,,,,,,0.36999893188477273,,,,,,,,,,,,,,,,,
2011-01-12,37.7599983215332,38.11999893188477,37.75,38.04000091552734,29.27430534362793,2618600,0.02630064830793419,0.5542597600566856,,,,37.83400039672851,,,,,37.88488910816334,,,,,,,,,,,,,,,,,,0.31999969482421875,,,,,,,,,,,,,,,,,
2011-01-13,37.93999862670898,38.04999923706055,37.72999954223633,37.84999847412109,29.12807083129883,2124100,-0.49948064362084166,0.5995859735616476,,,,37.84199981689453,,,,,37.873258896815926,,,,,,,,,,,,,,,,,,0.9900016784667898,,,,,,,,,,,,,,,,,
2011-01-14,37.79999923706055,38.70000076293945,37.70999908447266,38.59999847412109,29.70523834228516,3651100,1.9815060243999543,0.9481387685931004,,,,38.04399948120117,37.8689998626709,,,,38.11550542258431,37.8689998626709,,,,,,,,3.2642543679768004,3.2642543679768004,0.0,0.0,-3.2642543679768004,3.2642543679768004,3.2642543679768004,0.0,0.0,1.1500015258788991,,,,,,,,,,,,,,,,,
2011-01-18,38.75,39.86000061035156,38.70999908447266,39.86000061035156,30.67490577697754,5599600,3.2642543679768004,1.51808444001626,1.298126687609484,,,38.475999450683595,38.05999984741211,,,,38.69700381850673,38.23099999861284,,,,,,,,-2.0571994035827323,-2.0571994035827323,0.0,0.0,2.0571994035827323,-2.0571994035827323,-2.0571994035827323,0.0,0.0,0.5900001525878835,,,,,,,,,,,,,,,,,
2011-01-19,38.90000152587891,39.4900016784668,38.90000152587891,39.04000091552734,30.04385948181152,3999700,-2.0571994035827323,2.0969803253244708,1.451154808103382,,,38.67799987792968,38.21199989318848,,,,38.81133618418027,38.37809107441547,,,,38.13250001271566,,,,-0.2817638518748215,-0.2817638518748215,0.0,0.0,0.2817638518748215,-0.2817638518748215,-0.2817638518748215,0.0,0.0,0.8499984741210938,,,,,,,,,,,,,,,,,
2011-01-20,39.18999862670898,39.2599983215332,38.40999984741211,38.93000030517578,29.95920944213867,4843600,-0.2817638518748215,2.1203554732334413,1.4668679013337653,,,38.85599975585937,38.34500007629394,,,,38.85089089117878,38.47843820728098,,,,38.25519236540183,,,,-0.4109936967836017,-0.4109936967836017,0.0,0.0,0.4109936967836017,-0.4109936967836017,-0.4109936967836017,0.0,0.0,0.8199996948242045,,,,,,,,,,,,,,,,,
2011-01-21,39.2599983215332,39.43999862670898,38.61999893188477,38.77000045776367,29.83606719970703,3637600,-0.4109936967836017,2.1104674727622985,1.484067944086965,,,39.04000015258789,38.44099998474121,,,,38.823927413373745,38.531449525550556,,,,38.33439361038058,,,,1.4959969293507462,1.4959969293507462,0.0,0.0,-1.4959969293507462,1.4959969293507462,1.4959969293507462,0.0,0.0,0.9099998474121094,,,,,,,,,,,,,,,,,
2011-01-24,38.7599983215332,39.5,38.59000015258789,39.34999847412109,30.28242874145508,3161600,1.4959969293507462,2.0350357978316715,1.4983585700974562,,,39.19000015258789,38.616999816894534,,,,38.99928443362286,38.68027660710883,,,,38.4906405124945,,,,-1.4485380353929884,-1.4485380353929884,0.0,0.0,1.4485380353929884,-1.4485380353929884,-1.4485380353929884,0.0,0.0,0.75,,,,,,,,,,,,,,,,,
2011-01-25,39.2599983215332,39.31999969482422,38.56999969482422,38.77999877929688,29.84376525878906,2937700,-1.4485380353929884,1.3560923802162475,1.6175150205931164,,,38.97399978637695,38.724999618530276,,,,38.926189215514206,38.698407911143015,,,,38.535157168925636,,,,0.28365294949488346,0.28365294949488346,0.0,0.0,-0.28365294949488346,0.28365294949488346,0.28365294949488346,0.0,0.0,0.549999237060554,,,,,,,,,,,,,,,,,
2011-01-26,39.02000045776367,39.02000045776367,38.47000122070312,38.88999938964844,29.92841529846191,3254700,0.28365294949488346,1.0769026664658021,1.6046804002251078,,,38.943999481201175,38.81099967956543,,,,38.91412594022562,38.73324272541672,,,,38.58974827980607,,,,0.745695346049645,0.745695346049645,0.0,0.0,-0.745695346049645,0.745695346049645,0.745695346049645,0.0,0.0,0.6899986267089844,,,,,,,,,,,,,,,,,
2011-01-27,39.02999877929688,39.66999816894531,38.97999954223633,39.18000030517578,30.15159034729004,3211700,0.745695346049645,1.1239488528023516,1.6103814833224295,,,38.99399948120117,38.924999618530265,,,,39.00275072854234,38.814471376282,,,,38.680556283709095,,,,-2.246046608629005,-2.246046608629005,0.0,0.0,2.246046608629005,-2.246046608629005,-2.246046608629005,0.0,0.0,1.2300033569335938,,,,,,,,,,,,,,,,,
2011-01-28,39.29999923706055,39.4900016784668,38.2599983215332,38.29999923706055,29.4743766784668,4059500,-2.246046608629005,1.5607763294087165,1.7920700858114986,,,38.89999923706055,38.96999969482422,,,,38.76850023138174,38.72093098733264,,,,38.622009045763164,,,,-1.383818810840314,1.383818810840314,0.0,0.0,-1.383818810840314,1.383818810840314,1.383818810840314,0.0,0.0,0.8500022888183594,,,,,,,,,,,,,,,,,
