Date_TER,Open_TER,High_TER,Low_TER,Close_TER,Adj Close_TER,Volume_TER,Daily Return(%)_TER,Vol5_TER,Vol10_TER,Vol20_TER,Vol60_TER,SMA5_TER,SMA10_TER,SMA30_TER,SMA60_TER,SMA100_TER,EMA5_TER,EMA10_TER,EMA30_TER,EMA60_TER,EMA100_TER,Short12_TER,Long26_TER,MACD_TER,SIGNAL9_TER,Ret5/10_TER,Ret10/30_TER,Ret30/60_TER,Ret30/100_TER,Emaret5/10_TER,Emaret10/30_TER,Emaret30/60_TER,Emaret30/100_TER,RetMACD_TER,DayRange_TER,average20r_TER,PRVHI_TER,HitLevel_TER,hitlevel_2_TER,hitlevel_1.8_TER,Hit?_TER,Hit?_TER.1,Hit?_TER.2,HitAt_2.2_TER,HitAt_2.0_TER,HitAt_1.8_TER,ExitPr_2.2_TER,ExitPr_2.0_TER,ExitPr_1.8_TER,ret_2.2_TER,Ret2.0_TER,Ret_1.8_TER
2011-01-03,14.13000011444092,14.13000011444092,13.68000030517578,13.71000003814697,12.85806560516357,6904100,,,,,,,,,,,0.3333333333333333,0.18181818181818182,0.06451612903225806,0.03278688524590164,0.019801980198019802,0.15384615384615385,0.07407407407407407,,0.2,,,,,,,,,,0.2899999618530309,,,2.2,2.0,1.8,,,,,,,,,,,,
2011-01-04,13.82999992370605,13.85000038146973,13.5600004196167,13.71000003814697,12.85806560516357,4052000,0.0,,,,,,,,,,,,,,,,,,,-0.02931904333469009,-0.12110457865683512,-0.21607232568692147,-0.4141966750204504,0.3617458121733774,-0.09950105325113667,-0.03418800787657225,-0.24214393358599373,0.19421631842929843,0.15999984741210938,,,,,,212.0,296.0,401.0,,,,,,,0.6097354986267126,0.648676624160147,0.42631998373488295
2011-01-05,13.59000015258789,13.60999965667725,13.44999980926514,13.47999954223633,12.64235496520996,5896500,-1.6776111981814963,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21000003814697088,,,,,,,,,,,,,,,,,
2011-01-06,13.51000022888184,13.59000015258789,13.38000011444092,13.52000045776367,12.6798677444458,8149800,0.2967427068673628,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5100002288818306,,,,,,,,,,,,,,,,,
2011-01-07,13.52000045776367,13.89000034332275,13.38000011444092,13.69999980926514,12.8486852645874,4428300,1.3313561050814025,,,,,13.623999977111817,,,,,13.623999977111817,,,,,,,,,,,,,,,,,,0.2600002288818306,,,,,,,,,,,,,,,,,
2011-01-10,13.5600004196167,13.71000003814697,13.44999980926514,13.64000034332275,12.79241180419922,3293700,-0.4379523122461142,1.0976363817573596,,,,13.610000038146973,,,,,13.629333432515462,,,,,,,,,,,,,,,,,,0.2100000381469691,,,,,,,,,,,,,,,,,
2011-01-11,13.69999980926514,13.80000019073486,13.59000015258789,13.65999984741211,12.81117248535156,3521500,0.14662392658332643,1.1028384925014645,,,,13.6,,,,,13.639555570814347,,,,,,,,,,,,,,,,,,0.2700004577636701,,,,,,,,,,,,,,,,,
2011-01-12,13.78999996185303,14.0,13.72999954223633,13.94999980926514,13.08315181732178,3091800,2.1229865672946655,1.0231024374729634,,,,13.694000053405762,,,,,13.743036983631278,,,,,,,,,,,,,,,,,,0.269999504089359,,,,,,,,,,,,,,,,,
2011-01-13,14.01000022888184,14.22999954223633,13.96000003814697,14.02000045776367,13.14880180358887,3839600,0.501796770291263,1.0072876735404006,,,,13.794000053405762,,,,,13.835358141675409,,,,,,,,,,,,,,,,,,0.7899999618530202,,,,,,,,,,,,,,,,,
2011-01-14,13.94999980926514,14.73999977111816,13.94999980926514,14.69999980926514,13.78654479980469,5493400,4.850209196141045,2.131648182459489,,,,13.994000053405761,13.809000015258789,,,,14.123572030871987,13.809000015258789,,,,,,,,-1.3605429378242853,-1.3605429378242853,0.0,0.0,1.3605429378242853,-1.3605429378242853,-1.3605429378242853,0.0,0.0,0.3600006103515607,,,,,,,,,,,,,,,,,
