Date_APH_L01d,Open_APH_L01d,High_APH_L01d,Low_APH_L01d,Close_APH_L01d,Adj Close_APH_L01d,Volume_APH_L01d,Daily_Return_APH_L01d,Vol5_APH_L01d,Vol10_APH_L01d,Vol20_APH_L01d,Vol60_APH_L01d,SMA5_APH_L01d,SMA10_APH_L01d,SMA30_APH_L01d,SMA60_APH_L01d,SMA100_APH_L01d,EMA5_APH_L01d,EMA10_APH_L01d,EMA30_APH_L01d,EMA60_APH_L01d,EMA100_APH_L01d,Short12_APH_L01d,Long26_APH_L01d,MACD_APH_L01d,SIGNAL9_APH_L01d,Ret5/10_APH_L01d,Ret10/30_APH_L01d,Ret30/60_APH_L01d,Ret30/100_APH_L01d,Emaret5/10_APH_L01d,Emaret10/30_APH_L01d,Emaret30/60_APH_L01d,Emaret30/100_APH_L01d,RetMACD_APH_L01d,DayRange_APH_L01d,average20r_APH_L01d,PRVHI_APH_L01d,HitLevel_APH_L01d,hitlevel_2_APH_L01d,hitlevel_1.8_APH_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,96.20999908447266,96.20999908447266,95.02999877929688,95.08000183105467,95.08000183105467,3071500.0,-1.807291094606539,1.0859276776084108,1.1060645378899392,1.2013350158314728,1.130805666974165,97.99000091552736,98.25700073242189,94.67766698201496,89.06033350626628,87.64590019226074,97.26254077405824,97.56822025837556,94.78115146572472,91.41939161037573,88.90600454385172,97.42479948771066,95.39256883919012,2.032230648520539,2.6026766640053403,0.4732904595819432,-0.4732904595819432,-0.4732904595819432,-0.4732904595819432,0.4732904595819432,0.4732904595819432,-0.4732904595819432,-0.4732904595819432,0.4732904595819432,1.3300018310546875,1.090498733520508,96.20999908447266,95.63030410766602,95.84300384521484,96.05570358276368,0.0,1.037805470545518,1.807291094606539,1.0,-1.807291094606539,1.0294053063246305,1.0,-1.807291094606539,1.06237088380184,1.0,-1.807291094606539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-04,93.91999816894533,95.22000122070312,93.88999938964844,94.62999725341795,94.62999725341795,2471800.0,-0.4732904595819432,1.0106485046429472,1.099778807181261,1.1973853158668055,1.132297070737288,97.02200012207032,97.8650001525879,94.84700012207033,89.25233345031738,87.7201001739502,96.38502626717816,97.0339978938378,94.77139958105975,91.524657369164,89.01935093414015,96.9948299132041,95.33608205505884,1.6587478581452617,2.413890902833325,0.1796451166431501,-0.1796451166431501,-0.1796451166431501,-0.1796451166431501,0.1796451166431501,0.1796451166431501,-0.1796451166431501,-0.1796451166431501,0.1796451166431501,1.029998779296875,1.097998809814453,95.22000122070312,93.81090187072752,94.02900161743165,94.24710136413574,0.0,1.0318196677452458,0.4732904595819432,1.0,-0.4732904595819432,1.0238742734915802,1.0,-0.4732904595819432,1.057483364402891,1.0,-0.4732904595819432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4732904595819432,1
2024-01-05,94.29000091552734,95.08000183105467,94.0500030517578,94.45999908447266,94.45999908447266,2009400.0,-0.1796451166431501,0.976855936188884,1.0551723651854772,1.1842414326975452,1.1331702828054877,96.0259994506836,97.58300018310548,95.00666681925456,89.43566678365072,87.78970016479492,95.74335053960964,96.56599811031688,94.75130922644124,91.62089808114132,89.12708654107743,96.60485593955312,95.2711870202006,1.3336689193525189,2.197846506137164,-2.2443391563937856,2.2443391563937856,2.2443391563937856,2.2443391563937856,-2.2443391563937856,-2.2443391563937856,2.2443391563937856,2.2443391563937856,-2.2443391563937856,1.5400009155273438,1.1349990844726563,95.08000183105467,92.80440383911132,93.0240036010742,93.24360336303712,1.0,1.02711739554817,0.1796451166431501,1.0,-0.1796451166431501,1.019152124637548,1.0,-0.1796451166431501,1.0450692633463845,1.0,-0.1796451166431501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1796451166431501,1
2024-01-08,95.12000274658205,96.61000061035156,95.06999969482422,96.58000183105467,96.58000183105467,2301200.0,2.2443391563937856,1.778802052629742,1.2706300758369824,1.2756229065198563,1.1529874963395017,95.51600036621092,97.4120002746582,95.22300033569336,89.63466682434083,87.88740020751953,96.02223430342468,96.5685442413601,94.86928939448084,91.78349164671224,89.27466902206709,96.60103223055336,95.36813626544904,1.232895965104305,2.004856397930592,0.7558535339547547,-0.7558535339547547,-0.7558535339547547,-0.7558535339547547,0.7558535339547547,0.7558535339547547,-0.7558535339547547,-0.7558535339547547,0.7558535339547547,0.9399948120117188,1.1244987487792968,96.61000061035156,92.58300384521483,92.81000366210938,93.0370034790039,0.0,1.0229881428987522,-2.2443391563937856,1.0,2.2443391563937856,1.0179115376295642,1.0,2.2443391563937856,1.1063631744227036,1.0,2.2443391563937856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2443391563937856,1
2024-01-09,95.4499969482422,96.23999786376952,95.3000030517578,95.8499984741211,95.8499984741211,1624600.0,-0.7558535339547547,1.4951667138146458,1.2402229538523997,1.2858031096288296,1.1551666391039432,95.31999969482422,97.09599990844728,95.40600026448568,89.8298334757487,87.98710021972656,95.96482236032348,96.43789955640756,94.932560948006,91.91681973941417,89.40487356567212,96.48548857571762,95.40382976238772,1.0816588133299092,1.8202168810104555,-0.3755874972170818,0.3755874972170818,0.3755874972170818,0.3755874972170818,-0.3755874972170818,-0.3755874972170818,0.3755874972170818,0.3755874972170818,-0.3755874972170818,0.9599990844726562,1.0854988098144531,96.23999786376952,94.13610336303712,94.36100311279296,94.58590286254883,1.0,1.0177137668414624,0.7558535339547547,1.0,-0.7558535339547547,1.0158569261523032,1.0,-0.7558535339547547,1.1130888532465069,1.0,-0.7558535339547547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7558535339547547,1
2024-01-10,95.81999969482422,96.5,95.54000091552734,96.20999908447266,96.20999908447266,1913200.0,0.3755874972170818,1.1950255414658977,1.2328379608244084,1.197993729746763,1.0913316756394662,95.5459991455078,96.76800003051758,95.60900014241535,90.06833343505859,88.09540023803712,96.04654793503988,96.39646310696484,95.01497631164902,92.05757971794068,89.53962852644045,96.44310557706456,95.46354600846809,0.9795595685964712,1.6520854185276588,-0.2182715793275046,0.2182715793275046,0.2182715793275046,0.2182715793275046,-0.2182715793275046,-0.2182715793275046,0.2182715793275046,0.2182715793275046,-0.2182715793275046,1.410003662109375,1.1119991302490235,96.5,93.85190048217774,94.06900024414062,94.28610000610352,1.0,1.012122288554172,-0.3755874972170818,1.0,0.3755874972170818,1.0145396741539412,1.0,0.3755874972170818,1.097735689789081,1.0,0.3755874972170818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3755874972170818,1
2024-01-11,96.20999908447266,96.54000091552734,95.12999725341795,96.41999816894533,96.41999816894533,2036900.0,0.2182715793275046,1.1297456010014144,1.2417216365596349,1.1979000997617424,1.0726324123875128,95.90399932861328,96.4629997253418,95.8259999593099,90.28566678365073,88.20730018615723,96.17103134634168,96.4007422091431,95.10562288308748,92.20060983108836,89.6758734698564,96.43955059120006,95.5343943166516,0.9051562745484744,1.502699589731822,-0.0829722387201354,0.0829722387201354,0.0829722387201354,0.0829722387201354,-0.0829722387201354,-0.0829722387201354,0.0829722387201354,0.0829722387201354,-0.0829722387201354,0.9499969482421876,1.0904991149902343,96.54000091552734,94.05360191345216,94.27600173950196,94.49840156555176,1.0,1.0066474627585664,-0.2182715793275046,1.0,0.2182715793275046,1.013617694588339,1.0,0.2182715793275046,1.1167852900281123,1.0,0.2182715793275046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2182715793275046,1
2024-01-12,96.87000274658205,97.02999877929688,96.08000183105467,96.5,96.5,1544500.0,0.0829722387201354,1.10297848668719,1.245004754030998,1.1883161253151306,1.072778669475681,96.31199951171877,96.16899948120115,96.03666661580404,90.49966672261556,88.3176001739502,96.2806875642278,96.418789080208,95.19558269708185,92.34157344318382,89.81100468827509,96.4488505002462,95.6059206635663,0.8429298366799145,1.3707456391214403,-0.3730576273073187,-0.3730576273073187,-0.3730576273073187,-0.3730576273073187,0.3730576273073187,0.3730576273073187,-0.3730576273073187,-0.3730576273073187,0.3730576273073187,1.279998779296875,1.045499038696289,97.02999877929688,94.14090286254884,94.35900268554688,94.57710250854493,0.0,1.0013779410516872,-0.0829722387201354,1.0,0.0829722387201354,1.0128494027608241,1.0,0.0829722387201354,1.1076992478755365,1.0,0.0829722387201354,0.0,0.0,1.0,0.013643002,0.013643002,0.98492223,0.98492223,0.0829722387201354,1
2024-01-16,96.1500015258789,96.66999816894533,95.38999938964844,96.13999938964844,96.13999938964844,2230800.0,-0.3730576273073187,0.465081757183295,1.2452599922995036,0.9963297519349096,1.0125156365901895,96.2239990234375,95.86999969482422,96.20833333333331,90.74300003051758,88.4210001373291,96.23379150603468,96.36810004556078,95.25651280627967,92.4661119988056,89.93633131602505,96.40133494476964,95.6454820506835,0.7558528940861322,1.247767090114379,-0.8425187889911343,0.8425187889911343,-0.8425187889911343,-0.8425187889911343,0.8425187889911343,0.8425187889911343,-0.8425187889911343,-0.8425187889911343,0.8425187889911343,1.3199996948242188,1.0554988861083985,96.66999816894533,94.72990089416504,94.93900070190428,95.14810050964356,0.0,0.9964833229431709,0.3730576273073187,-1.0,-0.3730576273073187,1.0116694093299605,1.0,-0.3730576273073187,0.9840141879588264,-1.0,-0.3730576273073187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3730576273073187,1
2024-01-17,95.4800033569336,96.06999969482422,94.75,95.33000183105467,95.33000183105467,2090400.0,-0.8425187889911343,0.4966269951190306,1.0513164259137158,0.9976049605553428,1.0133500989474558,96.11999969482422,95.71999969482422,96.31000010172528,90.98366673787434,88.51070014953613,95.93252828104136,96.17935491565058,95.26125403368454,92.56001002609244,90.04313667275831,96.23651446573656,95.62211314552582,0.6144013202107459,1.1210939361336525,1.437108036162033,-1.437108036162033,1.437108036162033,1.437108036162033,-1.437108036162033,-1.437108036162033,1.437108036162033,1.437108036162033,-1.437108036162033,1.2399978637695312,1.0589988708496094,96.06999969482422,94.34790061950685,94.55900039672852,94.7701001739502,1.0,0.9938739444888601,0.8425187889911343,-1.0,0.8425187889911343,1.0096377156828253,1.0,-0.8425187889911343,0.9844622915530702,-1.0,0.8425187889911343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8425187889911343,1
