Date_ON_L01d,Open_ON_L01d,High_ON_L01d,Low_ON_L01d,Close_ON_L01d,Adj Close_ON_L01d,Volume_ON_L01d,Daily_Return_ON_L01d,Vol5_ON_L01d,Vol10_ON_L01d,Vol20_ON_L01d,Vol60_ON_L01d,SMA5_ON_L01d,SMA10_ON_L01d,SMA30_ON_L01d,SMA60_ON_L01d,SMA100_ON_L01d,EMA5_ON_L01d,EMA10_ON_L01d,EMA30_ON_L01d,EMA60_ON_L01d,EMA100_ON_L01d,Short12_ON_L01d,Long26_ON_L01d,MACD_ON_L01d,SIGNAL9_ON_L01d,Ret5/10_ON_L01d,Ret10/30_ON_L01d,Ret30/60_ON_L01d,Ret30/100_ON_L01d,Emaret5/10_ON_L01d,Emaret10/30_ON_L01d,Emaret30/60_ON_L01d,Emaret30/100_ON_L01d,RetMACD_ON_L01d,DayRange_ON_L01d,average20r_ON_L01d,PRVHI_ON_L01d,HitLevel_ON_L01d,hitlevel_2_ON_L01d,hitlevel_1.8_ON_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,74.01000213623047,74.55999755859375,71.93000030517578,73.22000122070312,73.22000122070312,11314600.0,1.3145214082805168,1.4430815818314282,1.9317336015615705,2.0405756606960934,3.7876852998364,73.43800048828125,74.96699981689453,79.17333323160807,75.03716634114583,82.47459976196289,73.71758834658516,75.26127589260408,77.30088604370175,78.67807424905035,80.71573904793667,75.76596950084362,77.17587546667343,-1.4099059658298074,-0.3322211115248699,-0.8877376605330032,-0.8877376605330032,0.8877376605330032,-0.8877376605330032,0.8877376605330032,-0.8877376605330032,-0.8877376605330032,-0.8877376605330032,-0.8877376605330032,1.8800048828125,2.28900032043457,74.55999755859375,67.41040145874024,67.86400146484375,68.31760147094727,1.0,0.9468718412750334,-1.3145214082805168,-1.0,-1.3145214082805168,0.9794889532802803,-1.0,-1.3145214082805168,0.5387394936913664,-1.0,-1.3145214082805168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3145214082805168,1
2024-01-19,74.19999694824219,74.4800033569336,72.5999984741211,73.87000274658203,73.87000274658203,12680100.0,0.8877376605330032,1.464427504433914,1.6389315179641697,2.0282620826412296,3.786367151321603,73.3260009765625,74.73400039672852,79.22633336385091,74.87483304341634,82.29009979248048,73.76839314658412,75.00831713878188,77.07953873421016,78.52043256044483,80.58017991325637,75.4742823078803,76.93099600592592,-1.4567136980456183,-0.5571196288290197,-1.7869224932244845,-1.7869224932244845,1.7869224932244845,-1.7869224932244845,1.7869224932244845,-1.7869224932244845,-1.7869224932244845,-1.7869224932244845,-1.7869224932244845,2.2600021362304688,2.2105003356933595,74.4800033569336,69.52419685363769,69.98199691772462,70.43979698181153,1.0,0.9432974772858523,-0.8877376605330032,-1.0,-0.8877376605330032,0.983469513255395,-1.0,-0.8877376605330032,0.5356749627233799,-1.0,-0.8877376605330032,0.0,0.0,1.0,0.01770748,0.01770748,0.680094659,0.680094659,0.8877376605330032,1
2024-01-22,74.5,76.62000274658203,74.36000061035156,75.19000244140625,75.19000244140625,7961300.0,1.7869224932244845,1.5074942112415135,1.7574214078730388,1.9164207757036835,3.786510642605287,73.67000122070313,74.68300094604493,79.28466669718425,74.7098331451416,82.10569984436034,74.24226291152483,75.04135083016813,76.9576331669325,78.41123813031243,80.47344372569499,75.43054694380737,76.8020335196652,-1.3714865758578298,-0.7199930182347818,-2.074740667563375,-2.074740667563375,2.074740667563375,-2.074740667563375,2.074740667563375,-2.074740667563375,-2.074740667563375,-2.074740667563375,-2.074740667563375,1.779998779296875,2.230000305175781,76.62000274658203,69.6169026184082,70.05900268554687,70.50110275268554,1.0,0.9419602056383148,-1.7869224932244845,-1.0,-1.7869224932244845,0.9893513654831217,-1.0,-1.7869224932244845,0.5061178896846045,-1.0,-1.7869224932244845,1.0,0.0,0.0,0.898301303,0.898301303,0.099042237,0.099042237,1.7869224932244845,-1
2024-01-23,75.9800033569336,77.06999969482422,75.29000091552734,76.75,76.75,6936900.0,2.074740667563375,1.6678243519983111,1.6045798585148985,1.8351464156815784,3.750421798797801,74.26000061035157,74.56400070190429,79.31500015258788,74.63633308410644,81.89709983825684,75.07817527434989,75.3520143155921,76.9442374787433,78.35677130636776,80.39971216677034,75.63353972168316,76.7981791848752,-1.1646394631920316,-0.8089223072262317,2.0846885656300893,2.0846885656300893,-2.0846885656300893,2.0846885656300893,-2.0846885656300893,2.0846885656300893,2.0846885656300893,2.0846885656300893,2.0846885656300893,2.470001220703125,2.279500198364258,77.06999969482422,71.71400207519531,72.16000213623047,72.60600219726562,0.0,0.9400996098903925,-2.074740667563375,-1.0,-2.074740667563375,0.9963658696621525,-1.0,-2.074740667563375,0.4893173392576364,-1.0,-2.074740667563375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.074740667563375,1
2024-01-24,76.2699966430664,77.47000122070312,75.0,75.1500015258789,75.1500015258789,8803600.0,-2.0846885656300893,1.672778513907452,1.693449535609991,1.860279691969312,3.750175315872988,74.83600158691407,74.3760009765625,79.28200022379558,74.50899976094564,81.66009986877441,75.1021173581929,75.31528471746243,76.828480320494,78.25163131356486,80.29575750061407,75.55914923002098,76.67609195087546,-1.1169427208544818,-0.8705263899518818,-3.273451809080167,3.273451809080167,-3.273451809080167,3.273451809080167,-3.273451809080167,3.273451809080167,3.273451809080167,3.273451809080167,3.273451809080167,3.650001525878906,2.370500183105469,77.47000122070312,72.05509925842286,72.5109992980957,72.96689933776855,0.0,0.9381196332914844,2.0846885656300893,-1.0,2.0846885656300893,0.9971696666875892,-1.0,2.0846885656300893,0.49605139367631546,-1.0,2.0846885656300893,0.0,0.0,1.0,0.021705905,0.021705905,0.962701559,0.962701559,-2.0846885656300893,1
2024-01-25,75.86000061035156,75.95999908447266,72.30999755859375,72.69000244140625,72.69000244140625,12997200.0,-3.273451809080167,2.4121058943187204,1.8930814577108976,1.8748665384333607,3.770321309873303,74.7300018310547,74.08400115966796,79.05833358764649,74.32849985758463,81.40239990234375,74.29807905259736,74.8379606672704,76.56148174764964,78.0692828259531,80.14514848954065,75.11774203177255,76.38082606128515,-1.2630840295125978,-0.949037917864025,-1.3481955207300371,1.3481955207300371,-1.3481955207300371,1.3481955207300371,-1.3481955207300371,1.3481955207300371,1.3481955207300371,1.3481955207300371,1.3481955207300371,2.139999389648437,2.40250015258789,75.95999908447266,72.25490081787109,72.72900085449218,73.20310089111328,0.0,0.9370802266852257,3.273451809080167,-1.0,3.273451809080167,0.9927859924313899,-1.0,3.273451809080167,0.4972696978169119,-1.0,3.273451809080167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.273451809080167,1
2024-01-26,72.0999984741211,73.5999984741211,71.45999908447266,71.70999908447266,71.70999908447266,10023300.0,-1.3481955207300371,2.385280516267088,1.879463956642749,1.8774767043590448,2.490944213215493,74.29800109863281,73.81200103759765,78.83566691080729,74.43466657002767,81.12549987792968,73.43538572988913,74.26924037948898,76.24848286615435,77.86078171967505,79.97811582805414,74.5934738860341,76.03483887781756,-1.441364991783459,-1.047503332647912,1.8267990173178,-1.8267990173178,1.8267990173178,-1.8267990173178,1.8267990173178,-1.8267990173178,-1.8267990173178,-1.8267990173178,-1.8267990173178,1.3499984741210938,2.408000183105469,73.5999984741211,70.6744987487793,71.15499877929688,71.63549880981445,1.0,0.936276737800756,1.3481955207300371,-1.0,1.3481955207300371,0.988772543716091,-1.0,1.3481955207300371,0.7537208960354277,-1.0,1.3481955207300371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3481955207300371,1
2024-01-29,72.25,73.0199966430664,71.66999816894531,73.0199966430664,73.0199966430664,8614600.0,1.8267990173178,2.3951728254406213,1.963851636874097,1.964162599334268,2.434020721567269,73.86399993896484,73.76700057983399,78.5676668802897,74.6076665242513,80.86259986877441,73.29692270094823,74.04210515468488,76.04019343240674,77.7020674548682,79.84033128973756,74.35140046403907,75.81151723079897,-1.4601167667598958,-1.130026019470309,-0.6162653641876288,0.6162653641876288,-0.6162653641876288,0.6162653641876288,-0.6162653641876288,0.6162653641876288,0.6162653641876288,0.6162653641876288,0.6162653641876288,1.4300003051757812,2.367000198364258,73.0199966430664,68.30239807128906,68.78399810791015,69.26559814453125,0.0,0.9388976853828396,-1.8267990173178,-1.0,-1.8267990173178,0.989935693316933,-1.0,-1.8267990173178,0.8069621519366282,-1.0,-1.8267990173178,1.0,0.0,0.0,0.89388144,0.89388144,0.058321338,0.058321338,1.8267990173178,-1
2024-01-30,72.91000366210938,73.5999984741211,72.16999816894531,72.56999969482422,72.56999969482422,6609600.0,-0.6162653641876288,1.9075673982594947,1.9630265653191308,1.9509345578923745,2.3993469928946647,73.02799987792969,73.64400024414063,78.1130002339681,74.73649991353354,80.59339988708496,73.05461503224024,73.77444961652839,75.81630996546593,77.53380293814544,79.69636432746205,74.07733880723679,75.57140482072677,-1.4940660134899844,-1.202834018274244,1.9842944019041424,1.9842944019041424,-1.9842944019041424,1.9842944019041424,-1.9842944019041424,1.9842944019041424,1.9842944019041424,1.9842944019041424,1.9842944019041424,2.339996337890625,2.3119998931884767,73.5999984741211,67.81259620666503,68.28599624633789,68.75939628601074,0.0,0.9427880125402726,0.6162653641876288,-1.0,0.6162653641876288,0.9902427657809747,-1.0,0.6162653641876288,0.8131106353811258,-1.0,0.6162653641876288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6162653641876288,1
2024-01-31,71.43000030517578,73.05999755859375,70.72000122070312,71.12999725341797,71.12999725341797,7175800.0,-1.9842944019041424,1.8950880034839532,1.953531752444594,1.929429946856421,2.392239543948168,72.2239990234375,73.53000030517578,77.62900009155274,74.81149991353352,80.31959983825683,72.41307577263282,73.29364009596286,75.51396720984994,77.32384209602321,79.52673329629286,73.62390164511082,75.24241166759279,-1.6185100224819706,-1.2859692191157894,1.321516727552734,1.321516727552734,-1.321516727552734,1.321516727552734,-1.321516727552734,1.321516727552734,1.321516727552734,1.321516727552734,1.321516727552734,2.6999969482421875,2.33599967956543,73.05999755859375,68.51359870910645,68.97599868774414,69.43839866638183,0.0,0.9471975707333244,1.9842944019041424,-1.0,1.9842944019041424,0.9879858017397264,-1.0,1.9842944019041424,0.8065371010764572,-1.0,1.9842944019041424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9842944019041424,1
2024-02-01,71.5999984741211,71.94999694824219,69.25,70.19000244140625,70.19000244140625,9565200.0,-1.321516727552734,1.4871901601026971,1.9126342811397357,1.8807361358656287,2.3802634578494244,71.7239990234375,73.2270004272461,77.17666676839193,74.84383328755696,80.04229988098145,71.67205132889063,72.72934234058893,75.17048561188582,77.08994571390461,79.34184753679016,73.0956094599255,74.86815913231972,-1.77254967239422,-1.3832853097714757,-0.911809897973292,-0.911809897973292,0.911809897973292,-0.911809897973292,0.911809897973292,-0.911809897973292,-0.911809897973292,-0.911809897973292,-0.911809897973292,2.3600006103515625,2.294499969482422,71.94999694824219,67.9207982635498,68.38799819946288,68.85519813537597,1.0,0.9488230509747354,1.321516727552734,-1.0,1.321516727552734,0.9854626622808297,-1.0,1.321516727552734,0.7901378016217078,-1.0,1.321516727552734,0.0,0.0,1.0,0.400528222,0.400528222,0.590662181,0.590662181,-1.321516727552734,1
2024-02-02,69.19999694824219,71.13999938964844,68.77999877929688,70.83000183105469,70.83000183105469,9861400.0,0.911809897973292,1.5773463928097502,1.914456679348092,1.7353304731654888,2.348889444919138,71.54799957275391,72.92300033569336,76.7130002339681,74.92049992879232,79.77209991455078,71.39136816294533,72.38400770249179,74.8904544002193,76.88470165217183,79.17329613667658,72.74705444009922,74.56903636926306,-1.82198192916384,-1.4710246336499486,-9.543970538021483,-9.543970538021483,9.543970538021483,-9.543970538021483,9.543970538021483,-9.543970538021483,-9.543970538021483,-9.543970538021483,-9.543970538021483,3.30999755859375,2.359000015258789,71.13999938964844,66.90209701538086,67.36099700927734,67.81989700317382,1.0,0.9505950766269659,-0.911809897973292,-1.0,-0.911809897973292,0.986286479969079,-1.0,-0.911809897973292,0.7387876329893545,-1.0,-0.911809897973292,0.0,0.0,1.0,0.00226724,0.00226724,0.992809534,0.992809534,0.911809897973292,1
2024-02-05,75.5999984741211,78.75,75.44000244140625,77.58999633789062,77.58999633789062,15999400.0,9.543970538021483,4.72875584094629,3.668373802270191,2.8080660195241567,2.643180366933552,72.46199951171874,73.16299972534179,76.5936668395996,75.10033315022787,79.58009986877441,73.45757755459377,73.33055109074611,75.06461839619809,76.90782606809704,79.14194366541349,73.49212242437481,74.79281118175399,-1.3006887573791772,-1.4369574583957945,1.6368046178734137,1.6368046178734137,-1.6368046178734137,1.6368046178734137,-1.6368046178734137,-1.6368046178734137,1.6368046178734137,1.6368046178734137,-1.6368046178734137,2.470001220703125,2.3549999237060546,78.75,65.9501993560791,66.42199935913087,66.89379936218262,0.0,0.9552095198491772,-9.543970538021483,-1.0,-9.543970538021483,1.001732244773266,1.0,-9.543970538021483,1.0623815365206781,1.0,-9.543970538021483,4.0,0.0,3.0,0.996317029,0.5747376795714285,0.997237682,0.4219064861428571,9.543970538021483,1
2024-02-06,77.02999877929688,77.37000274658203,74.9000015258789,76.31999969482422,76.31999969482422,11111100.0,-1.6368046178734137,4.852904646588431,3.664813514125583,2.7544541277426124,2.65102895870315,73.21199951171874,73.11999969482422,76.34933344523112,75.26816647847494,79.37499984741211,74.41171826800392,73.87408720057849,75.14561073804494,76.88855307225202,79.08606358678796,73.92718046598242,74.90593625679622,-0.9787557908138068,-1.3453171248793967,0.8385736271063432,-0.8385736271063432,0.8385736271063432,-0.8385736271063432,0.8385736271063432,0.8385736271063432,-0.8385736271063432,-0.8385736271063432,0.8385736271063432,2.3900070190429688,2.3680004119873046,77.37000274658203,73.56900016784668,74.0400001525879,74.5110001373291,1.0,0.9577031834505345,-1.6368046178734137,-1.0,1.6368046178734137,1.0072776678237079,1.0,-1.6368046178734137,1.0390132173773223,1.0,-1.6368046178734137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6368046178734137,1
2024-02-07,77.04000091552734,77.4800033569336,75.08999633789062,76.95999908447266,76.95999908447266,7464900.0,0.8385736271063432,4.559320787491442,3.5958356310679185,2.748911629931561,2.619667174006425,74.37799987792968,73.30099945068359,76.11433334350586,75.47833315531413,79.1798998260498,75.26114520682684,74.43516208855924,75.26266805071769,76.89089556445597,79.04396329961341,74.39376794575014,75.05808905884633,-0.664321113096193,-1.2091179225227562,4.872661180627008,-4.872661180627008,4.872661180627008,-4.872661180627008,4.872661180627008,4.872661180627008,-4.872661180627008,-4.872661180627008,4.872661180627008,3.800003051757813,2.399000549316406,77.4800033569336,72.16040184020996,72.63400192260742,73.10760200500488,1.0,0.9630380538166757,0.8385736271063432,-1.0,-0.8385736271063432,1.0110966792452858,1.0,0.8385736271063432,1.0493362123278713,1.0,0.8385736271063432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8385736271063432,1
2024-02-08,77.12999725341797,80.93000030517578,77.12999725341797,80.70999908447266,80.70999908447266,8992100.0,4.872661180627008,4.382309003843845,3.6204787499193776,2.91329779283321,2.624393704107755,76.48199920654297,74.10299911499024,75.9556666056315,75.70049985249837,79.05599983215332,77.07742983270879,75.57604154236168,75.61410876257285,77.01611207330897,79.07695410723439,75.36549581324591,75.4767490607446,-0.1112532474986807,-0.9895449875179412,0.1115152624285825,-0.1115152624285825,0.1115152624285825,-0.1115152624285825,0.1115152624285825,0.1115152624285825,-0.1115152624285825,-0.1115152624285825,0.1115152624285825,1.8799972534179688,2.345000457763672,80.93000030517578,72.2022021484375,72.68200225830078,73.16180236816406,1.0,0.9756085678207463,4.872661180627008,-1.0,-4.872661180627008,1.0198659291980192,1.0,4.872661180627008,1.1100841265825536,1.0,4.872661180627008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.872661180627008,1
2024-02-09,81.38999938964844,81.58999633789062,79.70999908447266,80.80000305175781,80.80000305175781,6266600.0,0.1115152624285825,4.486726332487362,3.5389238830279357,2.878889715436336,2.61797712663493,78.47599945068359,75.01199951171876,75.81399993896484,75.93633321126302,78.91799987792969,78.3182875723918,76.52585272588824,75.94868258768157,77.14017407260238,79.11107388831405,76.20157384994006,75.87106417119001,0.3305096787500474,-0.7255340542643435,0.1485088027913007,-0.1485088027913007,-0.1485088027913007,-0.1485088027913007,0.1485088027913007,0.1485088027913007,0.1485088027913007,-0.1485088027913007,0.1485088027913007,2.75,2.3785003662109374,81.58999633789062,75.7709992980957,76.23999938964843,76.70899948120118,1.0,0.9894214732385609,0.1115152624285825,-1.0,-0.1115152624285825,1.0234226053373618,1.0,0.1115152624285825,1.0996619054257266,1.0,0.1115152624285825,0.0,1.0,0.0,0.001702849,0.001702849,0.001965565,0.001965565,0.1115152624285825,1
