Date_FSLR_L01d,Open_FSLR_L01d,High_FSLR_L01d,Low_FSLR_L01d,Close_FSLR_L01d,Adj Close_FSLR_L01d,Volume_FSLR_L01d,Daily_Return_FSLR_L01d,Vol5_FSLR_L01d,Vol10_FSLR_L01d,Vol20_FSLR_L01d,Vol60_FSLR_L01d,SMA5_FSLR_L01d,SMA10_FSLR_L01d,SMA30_FSLR_L01d,SMA60_FSLR_L01d,SMA100_FSLR_L01d,EMA5_FSLR_L01d,EMA10_FSLR_L01d,EMA30_FSLR_L01d,EMA60_FSLR_L01d,EMA100_FSLR_L01d,Short12_FSLR_L01d,Long26_FSLR_L01d,MACD_FSLR_L01d,SIGNAL9_FSLR_L01d,Ret5/10_FSLR_L01d,Ret10/30_FSLR_L01d,Ret30/60_FSLR_L01d,Ret30/100_FSLR_L01d,Emaret5/10_FSLR_L01d,Emaret10/30_FSLR_L01d,Emaret30/60_FSLR_L01d,Emaret30/100_FSLR_L01d,RetMACD_FSLR_L01d,DayRange_FSLR_L01d,average20r_FSLR_L01d,PRVHI_FSLR_L01d,HitLevel_FSLR_L01d,hitlevel_2_FSLR_L01d,hitlevel_1.8_FSLR_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,169.0,170.4199981689453,164.1199951171875,167.4199981689453,167.4199981689453,1954500.0,-2.753255920270009,1.3032153335777246,2.5388908914299964,3.6789363117867184,3.3304247431421654,171.50400085449218,170.71500091552736,159.9173324584961,153.69249928792317,162.14129943847655,170.3026140247601,168.74652747598668,161.6823686903596,160.30910922995326,163.67023891051178,167.8199004232234,162.59922358542255,5.220676837800852,4.669754191207415,-0.6630035972353745,-0.6630035972353745,-0.6630035972353745,0.6630035972353745,0.6630035972353745,-0.6630035972353745,-0.6630035972353745,-0.6630035972353745,-0.6630035972353745,3.9499969482421022,7.06300048828125,170.4199981689453,162.19519851684566,163.62199859619136,165.04879867553709,0.0,1.040501867035889,-2.753255920270009,1.0,-2.753255920270009,1.0085663220699235,1.0,-2.753255920270009,1.1046447812286375,1.0,-2.753255920270009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1
2024-01-04,166.4299926757812,168.2700042724609,164.3200073242188,166.3099975585938,166.3099975585938,1265900.0,-0.6630035972353745,1.2212724776735486,2.132927636736253,3.623458842317557,3.301749475110406,170.2779998779297,170.0800003051758,160.15133260091145,154.06766586303712,161.75569946289062,168.97174186937133,168.3035220364607,161.980925391536,160.50585966695786,163.72251135898864,167.58760767481883,162.87409573158337,4.71351194323546,4.678505741613024,0.3367191190032918,0.3367191190032918,0.3367191190032918,-0.3367191190032918,-0.3367191190032918,0.3367191190032918,0.3367191190032918,0.3367191190032918,0.3367191190032918,6.0,6.770999908447264,168.2700042724609,154.88139709472657,156.29399719238282,157.70659729003907,1.0,1.03948697933337,-0.6630035972353745,1.0,-0.6630035972353745,1.0091901051316061,1.0,-0.6630035972353745,1.0974360319074157,1.0,-0.6630035972353745,0.0,0.0,2.0,0.013201179,0.012300892,0.7508955,0.7270026505,-0.6630035972353745,1
2024-01-05,165.0800018310547,170.5,164.5,166.8699951171875,166.8699951171875,1105800.0,0.3367191190032918,1.1944400007168188,1.501776843558697,3.2403102549443044,3.2331626350408715,169.00799865722658,170.30699920654297,160.4269989013672,154.32283248901368,161.31009948730468,168.2711596186434,168.04288077841102,162.29634924480385,160.71451984565388,163.7848377700421,167.47720574287555,163.17008827866516,4.307117464210393,4.604228086132498,0.4434531407850335,-0.4434531407850335,-0.4434531407850335,0.4434531407850335,0.4434531407850335,-0.4434531407850335,-0.4434531407850335,-0.4434531407850335,0.4434531407850335,5.5,6.851499938964844,170.5,153.37380447387693,154.72800445556638,156.08220443725585,0.0,1.0395545254963363,0.3367191190032918,1.0,0.3367191190032918,1.0098424797004597,1.0,0.3367191190032918,1.0022107208050617,1.0,0.3367191190032918,1.0,0.0,3.0,0.832565427,0.2109097265,0.991583645,0.7632225265,0.3367191190032918,1
2024-01-08,164.7200012207031,167.0500030517578,161.5500030517578,166.1300048828125,166.1300048828125,1544100.0,-0.4434531407850335,1.1993179736448447,1.014894188904874,3.233245024550349,3.23411372149362,167.7779998779297,169.9160003662109,160.64066569010416,154.56666590372723,160.97309951782228,167.55744137336643,167.69508516102945,162.54368186661088,160.89207673211808,163.8312767227702,167.26994407209662,163.38934136045384,3.88060271164278,4.459503011234554,-0.4695110794989211,0.4695110794989211,0.4695110794989211,-0.4695110794989211,-0.4695110794989211,-0.4695110794989211,0.4695110794989211,0.4695110794989211,-0.4695110794989211,4.310012817382784,6.534500122070308,167.0500030517578,155.42670013427735,156.7970001220703,158.16730010986328,1.0,1.0392969580527807,0.4434531407850335,1.0,-0.4434531407850335,1.0102652981305145,1.0,-0.4434531407850335,0.9997313956718659,-1.0,-0.4434531407850335,1.0,0.0,2.0,0.886479437,0.3152486423333333,0.992059946,0.6768370196666668,-0.4434531407850335,1
2024-01-09,164.7899932861328,167.7100067138672,163.3999938964844,166.9100036621094,166.9100036621094,1224000.0,0.4695110794989211,1.2928371913111063,1.0307101240162475,3.233834732175698,3.227455362130881,166.72799987792968,169.56800079345703,161.05833231608074,154.8586659749349,160.72329956054688,167.3416288029474,167.5523430703167,162.82538004696565,161.08938581178995,163.89224161265813,167.21456862440627,163.65013116057648,3.5644374638297904,4.280489901753602,2.743994805923326,-2.743994805923326,-2.743994805923326,2.743994805923326,2.743994805923326,2.743994805923326,-2.743994805923326,-2.743994805923326,2.743994805923326,7.049987792968722,6.64049987792968,167.7100067138672,152.67410278320312,153.9810028076172,155.28790283203125,0.0,1.0400343519822735,-0.4695110794989211,1.0,0.4695110794989211,1.0107765898195424,1.0,0.4695110794989211,1.0019765943534555,1.0,-0.4695110794989211,0.0,0.0,1.0,0.0016887,0.0016887,0.997259855,0.997259855,0.4695110794989211,1
2024-01-10,166.6900024414062,166.7599945068359,159.7100067138672,162.3300018310547,162.3300018310547,1903100.0,-2.743994805923326,1.2890011299277038,1.2228094384949997,3.326622054584136,3.24666709838672,165.7100006103516,168.60700073242188,161.3143325805664,155.0988327026367,160.51219955444336,165.67108647898317,166.60282648135998,162.79342016206817,161.13006174684782,163.86130617143826,166.46309681004448,163.55234380283412,2.91075300721036,4.006542522844954,1.256704565952644,-1.256704565952644,-1.256704565952644,1.256704565952644,1.256704565952644,1.256704565952644,-1.256704565952644,-1.256704565952644,1.256704565952644,5.259994506835909,6.461499023437492,166.7599945068359,153.1009069824219,154.42900695800782,155.75710693359378,0.0,1.0400744465295,2.743994805923326,1.0,-2.743994805923326,1.010323079363264,1.0,-2.743994805923326,1.0246267799483186,1.0,-2.743994805923326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.743994805923326,1
2024-01-11,162.4900054931641,163.6399993896484,158.3800048828125,160.2899932861328,160.2899932861328,1535600.0,-1.256704565952644,1.3221563083837924,1.1999442345401503,3.1611109344850994,3.240495217780276,164.50599975585936,167.39199981689453,161.48999888102213,155.24883270263672,160.29599945068358,163.87738874803307,165.4550386276823,162.6319087507175,161.10251851862765,163.7905871044025,165.5133885755965,163.31068820900438,2.2027003665921256,3.645774091594388,-0.0935861011645312,0.0935861011645312,0.0935861011645312,-0.0935861011645312,-0.0935861011645312,-0.0935861011645312,0.0935861011645312,0.0935861011645312,-0.0935861011645312,5.3699951171875,6.249998474121087,163.6399993896484,152.5446966552734,153.83699645996091,155.12929626464842,1.0,1.0402010505955928,1.256704565952644,1.0,-1.256704565952644,1.0094932732657003,1.0,-1.256704565952644,0.975502422327426,-1.0,-1.256704565952644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.256704565952644,1
2024-01-12,160.5200042724609,162.9199981689453,157.5500030517578,160.4400024414062,160.4400024414062,1289500.0,0.0935861011645312,1.2769245732609484,1.1658317384250054,3.016811242661749,3.190297912302132,163.22000122070312,166.11399993896487,161.65699920654296,155.2884994506836,160.08339950561523,162.7315933124908,164.54321386654118,162.49049544043936,161.08079668003023,163.72423889325404,164.73286763187494,163.09804481881193,1.6348228130630105,3.2435838358881126,7.068060437129477,-7.068060437129477,-7.068060437129477,7.068060437129477,7.068060437129477,7.068060437129477,-7.068060437129477,-7.068060437129477,7.068060437129477,10.660003662109403,6.140998840332027,162.9199981689453,149.890002746582,151.14000244140624,152.39000213623046,0.0,1.04101076240924,-0.0935861011645312,1.0,0.0935861011645312,1.0087515010445929,1.0,0.0935861011645312,0.945620542529461,-1.0,-0.0935861011645312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0935861011645312,1
2024-01-16,159.5599975585938,159.5599975585938,148.8999938964844,149.1000061035156,149.1000061035156,3035600.0,-7.068060437129477,3.050479542790381,2.303478957779108,2.9277053449673027,3.2962661256907104,159.81400146484376,163.7960006713867,161.36766611735027,155.221332804362,159.8093995666504,158.18773090949907,161.73535790962745,161.62659290257332,160.68798387424286,163.4346501251404,162.32781201212734,162.0611530621233,0.2666589500040288,2.648198858711296,1.2340788204946307,-1.2340788204946307,-1.2340788204946307,1.2340788204946307,-1.2340788204946307,1.2340788204946307,-1.2340788204946307,-1.2340788204946307,1.2340788204946307,3.7000122070312784,5.870499420166011,159.5599975585938,149.40980072021486,150.63800048828125,151.86620025634767,0.0,1.0395972203172292,7.068060437129477,1.0,-7.068060437129477,1.0058411898992088,1.0,-7.068060437129477,0.8881884026745024,-1.0,7.068060437129477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.068060437129477,1
2024-01-17,145.9499969482422,147.4600067138672,143.7599945068359,147.2599945068359,147.2599945068359,1988600.0,-1.2340788204946307,2.7742040136463624,2.257170209824826,2.449032611017335,3.2987160572753305,155.88399963378905,161.30599975585938,160.93333282470704,155.1428326924642,159.47619949340822,154.54515210861138,159.10347365457443,160.6997155867193,160.2477219277705,163.11435991487693,160.0096862420825,160.9647709469168,-0.95508470483432,1.927542146002173,-0.129025158558904,0.129025158558904,0.129025158558904,-0.129025158558904,0.129025158558904,-0.129025158558904,-0.129025158558904,0.129025158558904,-0.129025158558904,3.2299957275390057,5.711499023437492,147.4600067138672,146.64489883422857,147.81899871826178,148.993098602295,1.0,1.0373236715596215,1.2340788204946307,1.0,-1.2340788204946307,1.0028205933507905,1.0,-1.2340788204946307,0.7424199502154738,-1.0,1.2340788204946307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2340788204946307,1
