Date_SWKS_L01d,Open_SWKS_L01d,High_SWKS_L01d,Low_SWKS_L01d,Close_SWKS_L01d,Adj Close_SWKS_L01d,Volume_SWKS_L01d,Daily_Return_SWKS_L01d,Vol5_SWKS_L01d,Vol10_SWKS_L01d,Vol20_SWKS_L01d,Vol60_SWKS_L01d,SMA5_SWKS_L01d,SMA10_SWKS_L01d,SMA30_SWKS_L01d,SMA60_SWKS_L01d,SMA100_SWKS_L01d,EMA5_SWKS_L01d,EMA10_SWKS_L01d,EMA30_SWKS_L01d,EMA60_SWKS_L01d,EMA100_SWKS_L01d,Short12_SWKS_L01d,Long26_SWKS_L01d,MACD_SWKS_L01d,SIGNAL9_SWKS_L01d,Ret5/10_SWKS_L01d,Ret10/30_SWKS_L01d,Ret30/60_SWKS_L01d,Ret30/100_SWKS_L01d,Emaret5/10_SWKS_L01d,Emaret10/30_SWKS_L01d,Emaret30/60_SWKS_L01d,Emaret30/100_SWKS_L01d,RetMACD_SWKS_L01d,DayRange_SWKS_L01d,average20r_SWKS_L01d,PRVHI_SWKS_L01d,HitLevel_SWKS_L01d,hitlevel_2_SWKS_L01d,hitlevel_1.8_SWKS_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,107.2600021362305,107.5,104.9700012207031,105.2099990844727,105.2099990844727,2713000.0,-3.574375862948076,1.534766544166272,1.8877954826372456,1.9410008757912875,1.7088446946334157,111.01399993896489,111.57799987792968,104.59366658528646,98.17666664123536,99.55849990844726,109.57815451678712,110.24703657826704,105.80901733049954,102.3905693537036,101.71426986776508,109.99891324650116,106.67584138278332,3.3230718637178285,4.235201310945492,1.89145317088335,-1.89145317088335,-1.89145317088335,1.89145317088335,1.89145317088335,1.89145317088335,-1.89145317088335,-1.89145317088335,1.89145317088335,1.9800033569335935,2.1695014953613296,107.5,106.26379776000972,106.69799804687496,107.1321983337402,0.0,1.0667758720070124,3.574375862948076,1.0,-3.574375862948076,1.0419436770110542,1.0,-3.574375862948076,0.9725886815314538,-1.0,3.574375862948076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1
2024-01-04,103.0,104.2300033569336,102.25,103.2200012207031,103.2200012207031,1989600.0,-1.89145317088335,1.2564346564472904,1.9059159217721595,2.003267300603883,1.7284174494312845,108.7759994506836,110.73899993896484,104.87633336385092,98.25999997456869,99.5182999420166,107.45877008475912,108.96939378598267,105.64198403309332,102.4177638411462,101.7440863301995,108.95600370407068,106.41985322262924,2.536150481441439,3.895391145044681,-0.048435789354827,0.048435789354827,0.048435789354827,-0.048435789354827,-0.048435789354827,-0.048435789354827,0.048435789354827,0.048435789354827,-0.048435789354827,2.010002136230497,2.141501235961916,104.2300033569336,102.72709671020507,103.16099700927734,103.5948973083496,1.0,1.055900758417768,1.89145317088335,1.0,-1.89145317088335,1.0314970395846315,1.0,-1.89145317088335,0.9514036999443974,-1.0,1.89145317088335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.89145317088335,1
2024-01-05,103.7200012207031,104.7300033569336,102.7200012207031,103.2699966430664,103.2699966430664,1432500.0,0.048435789354827,1.416373656878294,1.8815322541762032,1.9882613310298036,1.7284278724003277,106.64599914550782,110.10899963378908,105.19599990844726,98.3428332010905,99.46269989013672,106.06251227086156,107.93313975999791,105.48895258857546,102.44570590022556,101.77430237599884,108.08123338699308,106.186530513032,1.8947028739610945,3.495253490827964,-2.711342251162736,2.711342251162736,2.711342251162736,-2.711342251162736,-2.711342251162736,-2.711342251162736,2.711342251162736,2.711342251162736,-2.711342251162736,2.6199951171875,2.1470008850097657,104.7300033569336,99.51870063781736,99.94700088500976,100.37530113220214,1.0,1.0467032941330243,-0.048435789354827,1.0,0.048435789354827,1.0231700771639585,1.0,0.048435789354827,0.9463203980342357,-1.0,-0.048435789354827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048435789354827,1
2024-01-08,103.6399993896484,106.1999969482422,103.5800018310547,106.0699996948242,106.0699996948242,1922000.0,2.711342251162736,2.549075330079416,1.9409669905792435,2.02996971037392,1.7595113050071542,105.3759994506836,109.49799957275393,105.58933334350586,98.4793332417806,99.46839988708496,106.0650080788491,107.59438702087542,105.52643949865605,102.56453520496648,101.8593656892429,107.7718128189671,106.17789860057216,1.5939142183949428,3.11498563634136,1.4047307137328189,-1.4047307137328189,-1.4047307137328189,1.4047307137328189,1.4047307137328189,1.4047307137328189,-1.4047307137328189,-1.4047307137328189,1.4047307137328189,1.7600021362303977,2.10550117492675,106.1999969482422,100.00660140991212,100.43600158691406,100.865401763916,0.0,1.0370176238970303,-2.711342251162736,1.0,2.711342251162736,1.0195964872125314,1.0,2.711342251162736,0.956155641466058,-1.0,-2.711342251162736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.711342251162736,1
2024-01-09,104.9300003051758,105.9400024414062,104.1800003051758,104.5800018310547,104.5800018310547,1359900.0,-1.4047307137328189,2.361199052674695,1.9142108065287848,2.0373210511957627,1.7652944131203951,104.46999969482422,108.67200012207032,105.91200002034503,98.60649998982748,99.47869987487792,105.57000599625096,107.04631698636254,105.46537900397207,102.630616077953,101.91323967224908,107.28076497467288,106.0595358769042,1.2212290977686848,2.7362343286268254,0.2390514396852528,-0.2390514396852528,-0.2390514396852528,0.2390514396852528,0.2390514396852528,0.2390514396852528,-0.2390514396852528,-0.2390514396852528,0.2390514396852528,2.150001525878892,2.0675010681152246,105.9400024414062,101.56789436340335,101.9889945983887,102.41009483337405,0.0,1.0260593709985186,1.4047307137328189,1.0,-1.4047307137328189,1.0149901133179535,1.0,-1.4047307137328189,0.9395724868229675,-1.0,1.4047307137328189,0.0,0.0,1.0,0.005996221,0.005996221,0.682275772,0.682275772,-1.4047307137328189,1
2024-01-10,104.2900009155273,104.5500030517578,102.4000015258789,104.3300018310547,104.3300018310547,1078000.0,-0.2390514396852528,1.791749500865044,1.7639102013338062,1.9323817098439329,1.7337282901592137,104.29400024414062,107.65400009155276,106.23633346557617,98.76866671244304,99.48359992980956,105.15667127451889,106.5524415035793,105.39212886378388,102.68633364362846,101.96109634866106,106.82680141411625,105.93142224387832,0.8953791702379306,2.3680632969490465,1.1885416192861669,-1.1885416192861669,-1.1885416192861669,1.1885416192861669,1.1885416192861669,1.1885416192861669,-1.1885416192861669,-1.1885416192861669,1.1885416192861669,2.5400009155274006,2.14150123596191,104.5500030517578,101.3915000915527,101.80500030517574,102.2185005187988,0.0,1.0133444611624889,0.2390514396852528,1.0,-0.2390514396852528,1.011009480995446,1.0,-0.2390514396852528,0.912816651258962,-1.0,0.2390514396852528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2390514396852528,1
2024-01-11,103.9899978637695,104.5800018310547,102.0400009155273,103.0899963378906,103.0899963378906,1851100.0,-1.1885416192861669,1.642841699744244,1.7408844876264236,1.947624806401188,1.736073895568701,104.26799926757812,106.52199935913086,106.51333338419596,98.88950004577636,99.46749992370606,104.46777962897612,105.92290601890863,105.243604184694,102.69956848606328,101.98345080389332,106.25190832546616,105.7209462508422,0.5309620746239574,2.000643052484029,0.5917091886953542,-0.5917091886953542,-0.5917091886953542,0.5917091886953542,0.5917091886953542,0.5917091886953542,-0.5917091886953542,-0.5917091886953542,0.5917091886953542,1.860000610351605,2.06400146484375,104.5800018310547,99.8387003326416,100.26700057983398,100.69530082702636,0.0,1.0000813604706524,1.1885416192861669,1.0,-1.1885416192861669,1.0064545664268825,1.0,-1.1885416192861669,0.8938500279441509,-1.0,1.1885416192861669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1885416192861669,1
2024-01-12,103.2900009155273,103.8300018310547,101.9700012207031,102.4800033569336,102.4800033569336,999900.0,-0.5917091886953542,1.661547178605714,1.7354424560962791,1.871623088688495,1.7381340103067835,104.11000061035156,105.37799987792968,106.72933349609374,99.00316670735675,99.42189994812011,103.80518753829529,105.29692371673136,105.06530735709656,102.69236962937048,101.9932835277159,105.6716152533842,105.48087640684896,0.1907388465352539,1.638662211294274,0.1756443201400588,0.1756443201400588,-0.1756443201400588,0.1756443201400588,0.1756443201400588,0.1756443201400588,-0.1756443201400588,-0.1756443201400588,0.1756443201400588,2.7600021362305114,2.00650138854981,103.8300018310547,100.03919860839844,100.4519989013672,100.86479919433596,0.0,0.9873386858710823,0.5917091886953542,-1.0,-0.5917091886953542,1.002204498948902,1.0,-0.5917091886953542,0.9272392858288354,-1.0,0.5917091886953542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5917091886953542,1
2024-01-16,102.0,102.8600006103516,100.0999984741211,102.3000030517578,102.3000030517578,1724300.0,-0.1756443201400588,0.5550856993818001,1.7525902300267773,1.5663829105953273,1.7253646888147685,103.35600128173829,104.36600036621094,106.90833358764648,99.137833404541,99.39220001220704,103.30345937611612,104.75202905037251,104.88690062771988,102.67950515141598,101.99935718165732,105.1529056839032,105.24525615832368,-0.0923504744204706,1.2924596741513252,2.033237310855546,2.033237310855546,-2.033237310855546,2.033237310855546,2.033237310855546,2.033237310855546,2.033237310855546,-2.033237310855546,2.033237310855546,2.9000015258789062,2.0555011749267607,102.8600006103516,99.41569877624512,99.81699905395509,100.21829933166504,0.0,0.9762195037924591,0.1756443201400588,-1.0,0.1756443201400588,0.9987141237224076,-1.0,-0.1756443201400588,1.1188772669644864,1.0,0.1756443201400588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1756443201400588,1
2024-01-17,101.1600036621094,101.6500015258789,98.75,100.2200012207031,100.2200012207031,1685100.0,-2.033237310855546,0.7760949752887787,1.657029331030936,1.6030608838527105,1.7451591484083806,102.48400115966795,103.4770004272461,106.97600021362304,99.24850006103516,99.32209999084472,102.27563999097843,103.92802399043264,104.58581034339622,102.59886567827785,101.96412241015328,104.39399730494937,104.87301505183326,-0.4790177468839118,0.938164189944278,-3.5022970399898714,-3.5022970399898714,3.5022970399898714,-3.5022970399898714,-3.5022970399898714,-3.5022970399898714,-3.5022970399898714,3.5022970399898714,-3.5022970399898714,2.8199996948242045,2.1140010833740264,101.6500015258789,98.33789802551271,98.74899826049808,99.16009849548344,1.0,0.9672917310481818,2.033237310855546,-1.0,2.033237310855546,0.9937105583367015,-1.0,2.033237310855546,1.0336658749033416,1.0,-2.033237310855546,1.0,0.0,0.0,0.975340366,0.975340366,0.020939173,0.020939173,-2.033237310855546,1
2024-01-18,102.5,103.9899978637695,101.1699981689453,103.7300033569336,103.7300033569336,2694700.0,3.5022970399898714,2.1299259757908757,1.855805725106236,1.8344023870354729,1.785276075290883,102.36400146484372,103.3290008544922,107.13566691080727,99.44083340962727,99.31709999084472,102.76042777963018,103.89202023888735,104.53059698943088,102.63595215954524,101.99909034969346,104.29184438987,104.78834751887771,-0.4965031290077348,0.6512307261538753,-2.2269328871464853,-2.2269328871464853,2.2269328871464853,2.2269328871464853,-2.2269328871464853,-2.2269328871464853,-2.2269328871464853,2.2269328871464853,-2.2269328871464853,2.7799987792969034,2.213000869750981,103.9899978637695,96.99919914245604,97.42199935913084,97.84479957580564,1.0,0.9644687323458376,-3.5022970399898714,-1.0,-3.5022970399898714,0.9938910063757879,-1.0,-3.5022970399898714,1.0116677443411708,1.0,3.5022970399898714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5022970399898714,-1
2024-01-19,104.8399963378906,106.7099990844727,103.9300003051758,106.0400009155273,106.0400009155273,2488800.0,2.2269328871464853,2.2374625074670944,1.877391225880616,1.9180768351156996,1.7824939762346823,102.9540023803711,103.6110008239746,107.36900024414062,99.70050010681152,99.32360000610352,103.8536188249292,104.2825621800946,104.62797788788872,102.74756031547906,102.07910838070008,104.5607915476634,104.88106258529622,-0.320271037632807,0.4569303733965388,-2.404748585766848,-2.404748585766848,2.404748585766848,2.404748585766848,-2.404748585766848,-2.404748585766848,-2.404748585766848,2.404748585766848,-2.404748585766848,1.8000030517577983,2.1780010223388717,106.7099990844727,99.12139595031736,99.56399612426752,100.00659629821772,1.0,0.9649992138175739,-2.2269328871464853,-1.0,-2.2269328871464853,0.9966986296135414,-1.0,-2.2269328871464853,0.9787883318904534,-1.0,2.2269328871464853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2269328871464853,-1
2024-01-22,107.0,108.7900009155273,106.9899978637695,108.5899963378906,108.5899963378906,1763100.0,2.404748585766848,2.244531169218773,1.988876265553868,1.966347500951144,1.799961957079408,104.17600097656248,104.14300079345703,107.64533335367838,99.98500010172526,99.3475,105.43241132924967,105.0657320269666,104.88359198143723,102.9391155949024,102.20803685509988,105.18066920769836,105.15579841882172,0.0248707888766261,0.3705184564925563,1.105078384847485,-1.105078384847485,1.105078384847485,1.105078384847485,-1.105078384847485,1.105078384847485,1.105078384847485,1.105078384847485,-1.105078384847485,1.3500061035155966,2.1580013275146515,108.7900009155273,101.9183968353272,102.35399703979496,102.78959724426274,1.0,0.9674641486899007,-2.404748585766848,-1.0,-2.404748585766848,1.0017365923695825,1.0,-2.404748585766848,1.0114571633914284,1.0,-2.404748585766848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.404748585766848,-1
