Date_SWKS_L01d,Open_SWKS_L01d,High_SWKS_L01d,Low_SWKS_L01d,Close_SWKS_L01d,Adj Close_SWKS_L01d,Volume_SWKS_L01d,Daily_Return_SWKS_L01d,Vol5_SWKS_L01d,Vol10_SWKS_L01d,Vol20_SWKS_L01d,Vol60_SWKS_L01d,SMA5_SWKS_L01d,SMA10_SWKS_L01d,SMA30_SWKS_L01d,SMA60_SWKS_L01d,SMA100_SWKS_L01d,EMA5_SWKS_L01d,EMA10_SWKS_L01d,EMA30_SWKS_L01d,EMA60_SWKS_L01d,EMA100_SWKS_L01d,Short12_SWKS_L01d,Long26_SWKS_L01d,MACD_SWKS_L01d,SIGNAL9_SWKS_L01d,Ret5/10_SWKS_L01d,Ret10/30_SWKS_L01d,Ret30/60_SWKS_L01d,Ret30/100_SWKS_L01d,Emaret5/10_SWKS_L01d,Emaret10/30_SWKS_L01d,Emaret30/60_SWKS_L01d,Emaret30/100_SWKS_L01d,RetMACD_SWKS_L01d,DayRange_SWKS_L01d,average20r_SWKS_L01d,PRVHI_SWKS_L01d,HitLevel_SWKS_L01d,hitlevel_2_SWKS_L01d,hitlevel_1.8_SWKS_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-23,109.1699981689453,110.4400024414062,109.0899963378906,109.7900009155273,109.7900009155273,1629600.0,1.105078384847485,2.1200598703845563,1.8525349661737704,1.9037586111096367,1.7421143289133632,105.6740005493164,104.51500091552734,107.8956667582194,100.33866678873696,99.3676000213623,106.88494119134222,105.9246900067049,105.20013449331402,103.16373478574256,102.35817475728658,105.88979716274896,105.49907267783696,0.390724484911999,0.3745596621764449,-1.8125492733173507,1.8125492733173507,-1.8125492733173507,-1.8125492733173507,1.8125492733173507,-1.8125492733173507,-1.8125492733173507,-1.8125492733173507,-1.8125492733173507,3.4499969482421875,2.2530014038085957,110.4400024414062,104.04239799499508,104.473998260498,104.90559852600092,0.0,0.9686672695552481,-1.105078384847485,-1.0,-1.105078384847485,1.006887401017885,1.0,1.105078384847485,0.9730934139249883,-1.0,1.105078384847485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.105078384847485,-1
2024-01-24,110.0,110.5999984741211,107.1500015258789,107.8000030517578,107.8000030517578,2597700.0,-1.8125492733173507,2.0300283499640552,1.899606317475581,1.934159477953462,1.7644127878629707,107.19000091552728,104.83700103759766,108.02966690063477,100.65850016276042,99.36580001831057,107.18996181148074,106.26565601489634,105.3678679486975,103.3157435813496,102.46593373341472,106.18367499182725,105.66951196479408,0.5141630270331774,0.4024803351477913,-0.7142896573863678,0.7142896573863678,-0.7142896573863678,-0.7142896573863678,0.7142896573863678,-0.7142896573863678,-0.7142896573863678,-0.7142896573863678,-0.7142896573863678,2.7200012207030966,2.270001220703125,110.5999984741211,105.48339935302728,105.933999633789,106.38459991455072,0.0,0.9704463972292564,-1.8125492733173507,-1.0,1.8125492733173507,1.008520510888917,1.0,-1.8125492733173507,0.9821353094862468,-1.0,1.8125492733173507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8125492733173507,-1
2024-01-25,109.4800033569336,109.4899978637695,106.7699966430664,107.0299987792969,107.0299987792969,2321500.0,-0.7142896573863678,1.85054520294155,1.920966469003723,1.89506323635247,1.7669108078350713,107.84999999999998,105.10700073242188,108.0410001118978,100.9718334197998,99.34870002746582,107.13664080075282,106.40462742660551,105.47510219583296,103.4375224402987,102.55631125907576,106.31387865143796,105.77028876586834,0.5435898855696166,0.4307022452321564,-2.279736960884917,2.279736960884917,-2.279736960884917,-2.279736960884917,2.279736960884917,-2.279736960884917,-2.279736960884917,-2.279736960884917,-2.279736960884917,2.6999969482422017,2.346500778198245,109.4899978637695,105.60599578857422,106.05999603271484,106.51399627685548,0.0,0.9728436484627393,-0.7142896573863678,-1.0,0.7142896573863678,1.0088127454861027,1.0,-0.7142896573863678,1.013668795929528,1.0,0.7142896573863678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142896573863678,-1
2024-01-26,106.0100021362305,106.9499969482422,104.25,104.5899963378906,104.5899963378906,1879300.0,-2.279736960884917,1.978664173013726,2.040446354399159,1.9436723864852217,1.7731495604193452,107.55999908447264,105.25700073242189,107.9716667175293,101.27416674296062,99.29779998779296,106.28775931313209,106.07469450138464,105.41799859209472,103.47530846972792,102.59658225073544,106.04866598781528,105.68285969712925,0.365806290686038,0.4177230543229328,1.4915434005261123,-1.4915434005261123,1.4915434005261123,1.4915434005261123,-1.4915434005261123,1.4915434005261123,1.4915434005261123,1.4915434005261123,-1.4915434005261123,1.6500015258789062,2.37950057983399,106.9499969482422,104.32769615173336,104.796996307373,105.26629646301268,1.0,0.9748576078554997,-2.279736960884917,-1.0,2.279736960884917,1.0062294477040012,1.0,-2.279736960884917,1.049789238447193,1.0,-2.279736960884917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.279736960884917,-1
2024-01-29,105.0100021362305,106.3199996948242,104.6699981689453,106.1500015258789,106.1500015258789,2135000.0,1.4915434005261123,1.6927688645878367,2.0610529092347667,1.9905912466128528,1.7794431827530863,107.0720001220703,105.6240005493164,107.87766672770182,101.59766680399576,99.26800003051758,106.24184005071436,106.08838668765632,105.46522458782276,103.56300332402796,102.66694698885708,106.06425607059433,105.71746279555516,0.3467932750391611,0.4035370984661784,-1.714554563035495,1.714554563035495,-1.714554563035495,-1.714554563035495,1.714554563035495,-1.714554563035495,-1.714554563035495,-1.714554563035495,1.714554563035495,2.9000015258789062,2.4250007629394554,106.3199996948242,101.71509567260742,102.19099578857424,102.66689590454102,0.0,0.979109057075975,-1.4915434005261123,-1.0,-1.4915434005261123,1.0059086974144227,1.0,1.4915434005261123,1.0353973537971746,1.0,1.4915434005261123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4915434005261123,-1
2024-01-30,105.1100006103516,106.5699996948242,103.6699981689453,104.3300018310547,104.3300018310547,3671500.0,-1.714554563035495,1.5081275702013697,2.161453421892877,2.002880403374748,1.79933697675412,105.98000030517578,105.82700042724608,107.575,101.88550020853678,99.24950004577636,105.60456064416115,105.76868035009238,105.39198440996677,103.58815081606164,102.6998787679105,105.79744772604975,105.61468790929588,0.1827598167538866,0.3593816421237201,0.1246019851782485,-0.1246019851782485,0.1246019851782485,0.1246019851782485,-0.1246019851782485,-0.1246019851782485,0.1246019851782485,0.1246019851782485,-0.1246019851782485,5.470001220703097,2.5375007629394557,106.5699996948242,100.9849980163574,101.4699981689453,101.95499832153318,1.0,0.9837508754566217,1.714554563035495,-1.0,1.714554563035495,1.0035742370943534,1.0,-1.714554563035495,1.0791724849126996,1.0,-1.714554563035495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.714554563035495,-1
2024-01-31,107.5,107.6900024414062,102.2200012207031,104.4599990844727,104.4599990844727,5117800.0,0.1246019851782485,1.4978904512245297,2.014491407816568,1.909334278996753,1.769625333184322,105.31199951171877,106.25100021362304,107.30400009155274,102.13483352661132,99.31030006408692,105.223040124265,105.53073830179788,105.33185632445102,103.61673600518986,102.7347326355652,105.59168639657636,105.5291554037534,0.0625309928229569,0.3000115122635675,1.4359563595123228,1.4359563595123228,-1.4359563595123228,-1.4359563595123228,1.4359563595123228,1.4359563595123228,-1.4359563595123228,-1.4359563595123228,1.4359563595123228,4.0,2.61100082397461,107.6900024414062,100.9874980163574,101.4949981689453,102.00249832153318,0.0,0.9901867602602767,-0.1246019851782485,-1.0,-0.1246019851782485,1.0018881465141396,1.0,0.1246019851782485,1.0550752846039455,1.0,0.1246019851782485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1246019851782485,-1
2024-02-01,104.5199966430664,104.9100036621094,100.9100036621094,102.9599990844727,102.9599990844727,2965600.0,-1.4359563595123228,1.5435041646042225,1.7689099318920096,1.764849339628307,1.7726235585737955,104.49799957275393,106.17399978637695,107.02700017293294,102.33333346048992,99.34610008239746,104.46869311100092,105.06333117137513,105.17883327671048,103.59520364713356,102.73919335732576,105.18681142548348,105.33884752825112,-0.1520361027676386,0.2096019892573262,1.7482473177631863,1.7482473177631863,-1.7482473177631863,-1.7482473177631863,1.7482473177631863,1.7482473177631863,1.7482473177631863,-1.7482473177631863,1.7482473177631863,2.380004882812486,2.6310009002685546,104.9100036621094,101.94580062866206,102.46800079345698,102.99020095825188,0.0,0.9920300448935528,1.4359563595123228,-1.0,1.4359563595123228,0.9989018502892927,-1.0,-1.4359563595123228,1.0023008152438428,1.0,-1.4359563595123228,1.0,0.0,0.0,0.587148428,0.587148428,0.409482449,0.409482449,1.4359563595123228,-1
2024-02-02,101.7699966430664,101.8000030517578,99.41999816894533,101.1600036621094,101.1600036621094,3140600.0,-1.7482473177631863,1.4268106601642614,1.639714332653914,1.7574450329732585,1.7820782579282286,103.81200103759768,105.68600006103516,106.67866694132486,102.51933352152508,99.3754000854492,103.36579662803707,104.35363526059952,104.91955394673624,103.51536102467374,102.70792227425216,104.56730253881054,105.02930353816654,-0.4620009993560074,0.0752813915346595,0.3657599181371826,0.3657599181371826,-0.3657599181371826,-0.3657599181371826,0.3657599181371826,0.3657599181371826,0.3657599181371826,-0.3657599181371826,0.3657599181371826,2.0199966430664347,2.6315006256103515,101.8000030517578,99.12180168151858,99.6480018615723,100.174202041626,0.0,0.9906947948568228,1.7482473177631863,-1.0,1.7482473177631863,0.9946061657255613,-1.0,1.7482473177631863,0.933010308652347,-1.0,-1.7482473177631863,0.0,0.0,1.0,0.042091962,0.042091962,0.956272423,0.956272423,1.7482473177631863,-1
2024-02-05,101.629997253418,101.629997253418,99.61000061035156,100.7900009155273,100.7900009155273,2487300.0,-0.3657599181371826,0.8549261691651506,1.301449128471952,1.7582157101495677,1.7796070399497894,102.74000091552736,104.90600051879883,106.38600031534833,102.70983352661132,99.4142000579834,102.5071980572005,103.70570174331364,104.65313117052922,103.4260049555214,102.66994363348532,103.98617921215155,104.71528112167476,-0.7291019095231803,-0.0855952686769084,-2.2422880401842824,-2.2422880401842824,2.2422880401842824,2.2422880401842824,-2.2422880401842824,-2.2422880401842824,-2.2422880401842824,2.2422880401842824,-2.2422880401842824,2.110000610351605,2.606000900268557,101.629997253418,96.01070167541502,96.5370018005371,97.06330192565916,1.0,0.9860883970431965,0.3657599181371826,-1.0,0.3657599181371826,0.9909469557516462,-1.0,0.3657599181371826,0.7402101579226821,-1.0,0.3657599181371826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3657599181371826,-1
2024-02-06,101.0599975585938,103.0800018310547,100.9700012207031,103.0500030517578,103.0500030517578,2277500.0,2.2422880401842824,1.5823691386366965,1.5126477901694804,1.721387854861534,1.7816597151547904,102.48400115966795,104.23200073242188,106.08166707356771,102.96233355204264,99.47830009460448,102.68813305538627,103.5864837993944,104.54970354996334,103.41367702425045,102.67746956256,103.84215211055252,104.5919271905698,-0.7497750800172724,-0.2184312309449812,-0.6404619244731236,-0.6404619244731236,0.6404619244731236,0.6404619244731236,-0.6404619244731236,-0.6404619244731236,-0.6404619244731236,0.6404619244731236,-0.6404619244731236,2.3399963378905966,2.635000610351567,103.0800018310547,95.89679527282718,96.41799545288087,96.9391956329346,1.0,0.9825637511912111,-2.2422880401842824,-1.0,-2.2422880401842824,0.9907869681322566,-1.0,-2.2422880401842824,0.8787373431835649,-1.0,-2.2422880401842824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2422880401842824,1
2024-02-07,104.1399993896484,104.1399993896484,101.8000030517578,103.7099990844727,103.7099990844727,1877600.0,0.6404619244731236,1.6279689796066397,1.4968116286371662,1.7023391407174264,1.7651049071619018,102.33400115966798,103.82300033569337,105.7773338317871,103.2491668701172,99.52300010681152,103.02875506508175,103.60894112395408,104.4955290683188,103.42339250163478,102.69791569170678,103.821820875771,104.52659918271074,-0.7047783069397298,-0.315700646143931,-0.8485172704525167,-0.8485172704525167,0.8485172704525167,0.8485172704525167,-0.8485172704525167,-0.8485172704525167,-0.8485172704525167,0.8485172704525167,-0.8485172704525167,2.099998474121108,2.632500457763677,104.1399993896484,97.28300048828126,97.81000061035157,98.33700073242188,1.0,0.9815240805823143,-0.6404619244731236,-1.0,-0.6404619244731236,0.9915155418392583,-1.0,-0.6404619244731236,0.8792675870721955,-1.0,-0.6404619244731236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6404619244731236,1
2024-02-08,103.8099975585938,105.4899978637695,103.3899993896484,104.5899963378906,104.5899963378906,1891100.0,0.8485172704525167,1.485351112606268,1.5385657821057248,1.712584322280062,1.6962998122762352,102.66000061035156,103.57900009155271,105.44666697184246,103.49183349609376,99.5868000793457,103.54916882268472,103.78731479921528,104.5016237308718,103.46164180774151,102.73538263519556,103.9400017160971,104.53129526827962,-0.5912935521825204,-0.3708192273516489,-0.4398190362117372,-0.4398190362117372,0.4398190362117372,0.4398190362117372,-0.4398190362117372,-0.4398190362117372,-0.4398190362117372,0.4398190362117372,-0.4398190362117372,1.5400009155274006,2.5825004577636776,105.4899978637695,98.34849838256832,98.87499847412104,99.40149856567378,1.0,0.9822880425344457,-0.8485172704525167,-1.0,-0.8485172704525167,0.9931646140399109,-1.0,-0.8485172704525167,0.8983883374906432,-1.0,-0.8485172704525167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8485172704525167,1
