Date_ACN_L01d,Open_ACN_L01d,High_ACN_L01d,Low_ACN_L01d,Close_ACN_L01d,Adj Close_ACN_L01d,Volume_ACN_L01d,Daily_Return_ACN_L01d,Vol5_ACN_L01d,Vol10_ACN_L01d,Vol20_ACN_L01d,Vol60_ACN_L01d,SMA5_ACN_L01d,SMA10_ACN_L01d,SMA30_ACN_L01d,SMA60_ACN_L01d,SMA100_ACN_L01d,EMA5_ACN_L01d,EMA10_ACN_L01d,EMA30_ACN_L01d,EMA60_ACN_L01d,EMA100_ACN_L01d,Short12_ACN_L01d,Long26_ACN_L01d,MACD_ACN_L01d,SIGNAL9_ACN_L01d,Ret5/10_ACN_L01d,Ret10/30_ACN_L01d,Ret30/60_ACN_L01d,Ret30/100_ACN_L01d,Emaret5/10_ACN_L01d,Emaret10/30_ACN_L01d,Emaret30/60_ACN_L01d,Emaret30/100_ACN_L01d,RetMACD_ACN_L01d,DayRange_ACN_L01d,average20r_ACN_L01d,PRVHI_ACN_L01d,HitLevel_ACN_L01d,hitlevel_2_ACN_L01d,hitlevel_1.8_ACN_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,342.5299987792969,343.7699890136719,337.5299987792969,337.9200134277344,337.9200134277344,3060900.0,-2.5942579417877134,1.0628884081769097,1.4487938628974415,1.0880117384763188,1.090249386722051,348.2320068359375,347.8800048828125,340.48533630371094,324.1588348388672,320.40290100097656,345.7442459038274,346.41228778664214,339.44809801132,330.61654837775046,323.36406788746785,346.02152511654515,340.99245598980445,5.029069126740694,6.297044587071776,-0.2456253127550412,-0.2456253127550412,-0.2456253127550412,-0.2456253127550412,0.2456253127550412,0.2456253127550412,-0.2456253127550412,-0.2456253127550412,0.2456253127550412,3.269989013671932,5.404997253417983,343.7699890136719,338.32649383544924,339.41499328613287,340.50349273681644,0.0,1.0010118487644715,2.5942579417877134,1.0,-2.5942579417877134,0.9980715410325566,-1.0,-2.5942579417877134,1.3315976396783842,1.0,-2.5942579417877134,0.0,0.0,2.0,0.003557012,0.002370008,0.995948374,0.9831306635,,1
2024-01-04,337.9200134277344,339.7999877929688,336.5299987792969,337.0899963378906,337.0899963378906,2750600.0,-0.2456253127550412,0.9885425258689068,1.4494561278524545,1.0887861045133134,1.091090652625271,344.88600463867186,347.43800354003906,340.69166971842446,324.5768346150716,320.6833010864258,342.85949604851515,344.71732570505094,339.2959624194859,330.8287925731649,323.63586845084257,344.6474437659829,340.7033849044775,3.944058861505425,5.826447441958506,0.1394290028802894,-0.1394290028802894,-0.1394290028802894,-0.1394290028802894,0.1394290028802894,0.1394290028802894,-0.1394290028802894,-0.1394290028802894,0.1394290028802894,4.209991455078125,5.391497802734389,339.7999877929688,331.8789950561523,332.9599945068359,334.0409939575195,0.0,0.9926548078351679,0.2456253127550412,-1.0,-0.2456253127550412,0.9946105706966253,-1.0,0.2456253127550412,1.3312588412398598,1.0,-0.2456253127550412,0.0,2.0,0.0,0.003219511,0.002148788,0.014103289,0.0086824185,-0.2456253127550412,1
2024-01-05,338.0,339.75,335.5400085449219,336.6199951171875,336.6199951171875,1510800.0,-0.1394290028802894,1.051833032820845,1.4402792921283476,1.088894628911979,1.0916574293040775,341.8920043945312,347.15000305175784,340.90366923014324,324.9818344116211,320.9324011230469,340.77966240473927,343.24508377998484,339.1233193677247,331.0186680664115,323.8929798699781,343.4124516661683,340.40091158690046,3.0115400792678315,5.263465969420372,-1.1080776663399323,1.1080776663399323,1.1080776663399323,1.1080776663399323,-1.1080776663399323,-1.1080776663399323,1.1080776663399323,1.1080776663399323,-1.1080776663399323,5.470001220703125,5.547998046875011,339.75,327.9386926269531,329.0169921875,330.0952917480469,1.0,0.9848538135935356,0.1394290028802894,-1.0,0.1394290028802894,0.9928173148232886,-1.0,0.1394290028802894,1.3226984998240567,1.0,-0.1394290028802894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1394290028802894,1
2024-01-08,335.0,340.4700012207031,335.0,340.3500061035156,340.3500061035156,1909500.0,1.1080776663399323,1.3711947652973009,1.1531376716533288,1.114937908232557,1.0988800182351337,339.7800048828125,346.3100036621093,341.1443359375,325.445334370931,321.2619012451172,340.63644363766474,342.7187060206268,339.2024604474532,331.3246135758248,324.21886157757285,342.941306194991,340.39714081035345,2.544165384637552,4.7196058524638085,-0.7051546506376233,0.7051546506376233,0.7051546506376233,0.7051546506376233,-0.7051546506376233,-0.7051546506376233,0.7051546506376233,0.7051546506376233,-0.7051546506376233,4.730010986328125,5.626998901367202,340.4700012207031,327.544404296875,328.65400390624995,329.763603515625,1.0,0.9811440654031234,-1.1080776663399323,-1.0,-1.1080776663399323,0.9939242814985513,-1.0,-1.1080776663399323,1.0342617854668943,1.0,1.1080776663399323,0.0,1.0,2.0,0.013147195,0.0095072716666666,0.936198175,0.7363638579999999,1.1080776663399323,1
2024-01-09,339.2699890136719,342.760009765625,338.0299987792969,342.75,342.75,1625900.0,0.7051546506376233,1.4372784368463696,1.0146557642000529,1.1168561500794465,1.0392607753599394,338.9460021972656,345.14000244140624,341.4346689860026,326.08516794840494,321.6130010986328,341.34096242510986,342.72439583505826,339.4313339669724,331.6992164094043,324.5858148136605,342.9118744726847,340.5714266762532,2.3404477964315333,4.243774241257354,-0.7527313121125091,0.7527313121125091,0.7527313121125091,0.7527313121125091,-0.7527313121125091,-0.7527313121125091,0.7527313121125091,0.7527313121125091,-0.7527313121125091,2.850006103515625,5.409999084472668,342.760009765625,328.09060363769527,329.21600341796875,330.3414031982422,1.0,0.982053658804177,-0.7051546506376233,-1.0,-0.7051546506376233,0.9959634230105574,-1.0,-0.7051546506376233,0.9084927939268421,-1.0,0.7051546506376233,0.0,0.0,1.0,0.016375929,0.016375929,0.80124867,0.80124867,0.7051546506376233,1
2024-01-10,344.5799865722656,345.6300048828125,342.7799987792969,345.3299865722656,345.3299865722656,1569100.0,0.7527313121125091,0.5958571092550886,1.0712854784353518,1.0785057807001612,1.032627936122693,340.42799682617186,344.3300018310547,341.8646687825521,326.81016794840497,322.0099008178711,342.6706371408285,343.1981396054596,339.811892199572,332.1461269065473,324.9965904920487,343.2838917187741,340.9239125944763,2.3599791242978085,3.867015217865445,-0.7644904152813953,0.7644904152813953,0.7644904152813953,0.7644904152813953,-0.7644904152813953,-0.7644904152813953,0.7644904152813953,0.7644904152813953,-0.7644904152813953,5.380004882812386,5.576499938964846,345.6300048828125,330.8580117797851,331.94001159667965,333.0220114135742,1.0,0.9886678332293642,-0.7527313121125091,-1.0,-0.7527313121125091,0.998462979824898,-1.0,-0.7527313121125091,0.993305272540939,-1.0,-0.7527313121125091,0.0,0.0,2.0,0.001494146,0.0014073574999999,0.994099021,0.9939760565,0.7527313121125091,1
2024-01-11,343.5,348.4299926757812,343.0499877929688,347.9700012207031,347.9700012207031,1785800.0,0.7644904152813953,0.4634224592659502,1.1132788336941528,1.0894795734611131,1.0277960992855637,342.6039978027344,343.7450012207031,342.3783355712891,327.5206680297852,322.46020080566404,344.43709183412005,344.0657508082311,340.33822181383846,332.66494245783105,325.4515095163785,344.0048316421478,341.4458450853079,2.5589865568398977,3.605409485660336,-2.4025017450455746,2.4025017450455746,2.4025017450455746,2.4025017450455746,-2.4025017450455746,2.4025017450455746,2.4025017450455746,2.4025017450455746,-2.4025017450455746,8.95001220703125,5.757499694824224,348.4299926757812,333.36170501708983,334.4770050048828,335.5923049926758,1.0,0.9966806690601556,-0.7644904152813953,-1.0,-0.7644904152813953,1.0010792734383376,1.0,-0.7644904152813953,1.021844613531792,1.0,-0.7644904152813953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7644904152813953,-1
2024-01-12,350.0,357.6600036621094,348.7099914550781,356.3299865722656,356.3299865722656,2405900.0,2.4025017450455746,0.7202061228415674,1.3575226088956367,1.207656659444876,1.061715038167781,346.54599609375,344.2190002441406,343.1446685791016,328.32200113932294,322.95840057373044,348.4013900801686,346.2956118562374,341.3699485724467,333.4408455435502,326.06296450758424,345.9010093237044,342.5483740843418,3.3526352393625984,3.554854636400788,-0.496727494280882,-0.496727494280882,-0.496727494280882,-0.496727494280882,0.496727494280882,-0.496727494280882,-0.496727494280882,-0.496727494280882,0.496727494280882,5.370025634765625,5.793499755859381,357.6600036621094,335.7634933471679,336.9149932861328,338.0664932250976,0.0,1.0067602190697171,-2.4025017450455746,1.0,-2.4025017450455746,1.0060808689219123,1.0,2.4025017450455746,1.1240964874235444,1.0,2.4025017450455746,0.0,1.0,2.0,0.016518326,0.0085941376666666,0.986941993,0.6487511706666667,-2.4025017450455746,1
2024-01-16,352.3699951171875,356.4800109863281,351.1099853515625,354.5599975585938,354.5599975585938,2097500.0,-0.496727494280882,1.031833370792382,1.369195973405447,1.213337254482922,1.0427551032727225,349.38799438476565,344.58399963378906,343.8586680094401,329.16850128173826,323.4150006103516,350.45425923964365,347.798227438484,342.2209194747787,334.13327675715817,326.6272621917626,347.23316135984123,343.4381239713234,3.795037388517813,3.602891186824193,-0.2566571718116753,-0.2566571718116753,-0.2566571718116753,-0.2566571718116753,0.2566571718116753,-0.2566571718116753,-0.2566571718116753,-0.2566571718116753,-0.2566571718116753,5.519989013671818,5.533999633789065,356.4800109863281,344.91430419921875,346.0730041503906,347.2317041015625,0.0,1.013941433020924,0.496727494280882,1.0,-0.496727494280882,1.0076367030985787,1.0,-0.496727494280882,1.1284545729941724,1.0,-0.496727494280882,0.0,2.0,1.0,0.032091293,0.0183079196666666,0.89471817,0.48151953,-0.496727494280882,1
2024-01-17,351.8099975585938,357.3299865722656,351.8099975585938,353.6499938964844,353.6499938964844,1917100.0,-0.2566571718116753,1.14351819818707,1.30684513739472,1.215697859781917,1.042612760190662,351.5679931640625,345.2569976806641,344.3783345540365,330.0136678059896,323.7981005859375,351.51950412525724,348.8621849763022,342.95827911488874,334.77316912238194,327.1623657898759,348.22036636547864,344.1945587805946,4.025807584884035,3.6874744664361616,1.6683144346982224,1.6683144346982224,1.6683144346982224,1.6683144346982224,-1.6683144346982224,1.6683144346982224,1.6683144346982224,1.6683144346982224,1.6683144346982224,4.6099853515625,5.597499084472659,357.3299865722656,344.3052117919922,345.41201171875,346.5188116455078,1.0,1.0182791240316456,-0.2566571718116753,1.0,-0.2566571718116753,1.007617102865808,1.0,-0.2566571718116753,1.0749752719225432,1.0,-0.2566571718116753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2566571718116753,1
