Date_ENPH_L01d,Open_ENPH_L01d,High_ENPH_L01d,Low_ENPH_L01d,Close_ENPH_L01d,Adj Close_ENPH_L01d,Volume_ENPH_L01d,Daily_Return_ENPH_L01d,Vol5_ENPH_L01d,Vol10_ENPH_L01d,Vol20_ENPH_L01d,Vol60_ENPH_L01d,SMA5_ENPH_L01d,SMA10_ENPH_L01d,SMA30_ENPH_L01d,SMA60_ENPH_L01d,SMA100_ENPH_L01d,EMA5_ENPH_L01d,EMA10_ENPH_L01d,EMA30_ENPH_L01d,EMA60_ENPH_L01d,EMA100_ENPH_L01d,Short12_ENPH_L01d,Long26_ENPH_L01d,MACD_ENPH_L01d,SIGNAL9_ENPH_L01d,Ret5/10_ENPH_L01d,Ret10/30_ENPH_L01d,Ret30/60_ENPH_L01d,Ret30/100_ENPH_L01d,Emaret5/10_ENPH_L01d,Emaret10/30_ENPH_L01d,Emaret30/60_ENPH_L01d,Emaret30/100_ENPH_L01d,RetMACD_ENPH_L01d,DayRange_ENPH_L01d,average20r_ENPH_L01d,PRVHI_ENPH_L01d,HitLevel_ENPH_L01d,hitlevel_2_ENPH_L01d,hitlevel_1.8_ENPH_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,107.2200012207031,107.4400024414062,103.6900024414062,106.6600036621094,106.6600036621094,2908600.0,1.0516348443943693,1.8457215790731272,1.926418703236204,3.487783226736185,4.424770404492468,109.09400177001952,112.95300064086912,118.68566716512044,104.40433349609376,111.36490013122558,109.14620363367818,113.05089868924046,115.1825676916788,114.05181172568189,119.32657344784742,114.11904739307536,115.56304027896306,-1.4439928858876954,1.658633729166664,2.878311662115024,2.878311662115024,-2.878311662115024,2.878311662115024,-2.878311662115024,2.878311662115024,2.878311662115024,-2.878311662115024,2.878311662115024,5.180000305175796,5.021000671386718,107.4400024414062,95.446597366333,96.50599746704104,97.56539756774905,0.0,0.9658353576358791,-1.0516348443943693,-1.0,-1.0516348443943693,0.9654607340513437,-1.0,-1.0516348443943693,0.7882404979013239,-1.0,-1.0516348443943693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-19,106.25,106.75,101.5699996948242,103.5899963378906,103.5899963378906,5160000.0,-2.878311662115024,1.859484311760237,1.828372128530409,2.6431233063163724,4.42760639951261,106.9540008544922,111.50500030517576,118.47200037638346,104.52600008646648,111.15990013122558,107.29413453508232,111.33073462535864,114.43465986240216,113.70880138509855,119.01495805953144,112.4991933845854,114.6761481351799,-2.17695475059449,0.8915160332144334,-3.436630286554176,-3.436630286554176,3.436630286554176,-3.436630286554176,3.436630286554176,-3.436630286554176,-3.436630286554176,3.436630286554176,-3.436630286554176,9.3400039672852,5.079000854492187,106.75,96.39380096435542,97.39800109863276,98.4022012329101,1.0,0.9591856917785927,2.878311662115024,-1.0,2.878311662115024,0.9637422666448761,-1.0,2.878311662115024,0.5969643793557005,-1.0,2.878311662115024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-22,106.7300033569336,115.0800018310547,105.7399978637695,107.1500015258789,107.1500015258789,5937500.0,3.436630286554176,2.7484745815352456,2.3130039049201483,2.6582300829288408,4.440967279263189,106.34000091552734,110.68100051879884,118.48466720581057,104.7311668395996,110.9784001159668,107.2460901986812,110.57060133454414,113.96468190520712,113.4937587667635,118.78000842520169,111.67624079093824,114.1186557937502,-2.442415002811956,0.2247298260091556,-3.8730764972285914,-3.8730764972285914,3.8730764972285914,-3.8730764972285914,3.8730764972285914,-3.8730764972285914,-3.8730764972285914,3.8730764972285914,-3.8730764972285914,6.640007019042997,5.150500869750977,115.0800018310547,95.57619812011718,96.59199829101564,97.60779846191406,1.0,0.9607791799593084,-3.436630286554176,-1.0,-3.436630286554176,0.9699331368760107,-1.0,-3.436630286554176,0.5985700672331623,-1.0,-3.436630286554176,0.0,1.0,1.0,0.034680702,0.0244821735,0.706529856,0.4394030645,,
2024-01-23,113.25,115.1600036621094,108.5199966430664,111.3000030517578,111.3000030517578,4962900.0,3.8730764972285914,3.300355656717724,2.718831780569261,2.586135642104846,4.4633989631640905,106.85000152587892,110.2110008239746,118.62233403523764,105.01366691589357,110.8009001159668,108.59739448304006,110.70321982858296,113.79276714046846,113.42183234987806,118.63188950691568,111.61835806183356,113.90986670175076,-2.291508639917197,-0.2785178671761149,2.902069423512546,2.902069423512546,-2.902069423512546,2.902069423512546,-2.902069423512546,2.902069423512546,2.902069423512546,-2.902069423512546,2.902069423512546,6.589996337890597,5.228000259399414,115.1600036621094,103.74889991760256,104.77900009155276,105.80910026550296,0.0,0.9695039581079229,-3.8730764972285914,-1.0,-3.8730764972285914,0.9809777407666765,-1.0,-3.8730764972285914,0.579409473239547,-1.0,-3.8730764972285914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-24,114.379997253418,114.6399993896484,108.0500030517578,108.0699996948242,108.0699996948242,3906200.0,-2.902069423512546,3.289813772256134,2.78413604143985,2.612914616987106,4.478328546744356,107.35400085449218,109.31200103759764,118.79100062052407,105.21183357238768,110.60050010681152,108.42159622030144,110.22445253153592,113.42355633752368,113.24636242676154,118.42274317400296,111.07245677460136,113.47728396049692,-2.4048271858955843,-0.7037797309200089,1.1474024866022925,1.1474024866022925,-1.1474024866022925,1.1474024866022925,-1.1474024866022925,1.1474024866022925,1.1474024866022925,-1.1474024866022925,1.1474024866022925,6.379997253417997,5.262500762939452,114.6399993896484,103.6584030914307,104.70400314331056,105.74960319519046,0.0,0.9820879668790254,2.902069423512546,-1.0,2.902069423512546,0.9836437716874241,-1.0,2.902069423512546,0.5834575533513806,-1.0,2.902069423512546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-25,109.1800003051758,110.0999984741211,103.7200012207031,106.8300018310547,106.8300018310547,3888000.0,-1.1474024866022925,3.3468340876624083,2.754747171157278,2.476823224328865,4.031774193468029,107.38800048828124,108.2410011291504,118.90033391316732,105.62416699727376,110.4035001373291,107.8910647572192,109.60727967690296,112.9981657242031,113.03598994821375,118.19318393948916,110.4197713986711,112.98489269164936,-2.5651212929782616,-1.0760480433316597,1.3666564255812714,1.3666564255812714,-1.3666564255812714,1.3666564255812714,-1.3666564255812714,1.3666564255812714,1.3666564255812714,1.3666564255812714,1.3666564255812714,4.479995727539105,5.311000061035157,110.0999984741211,103.0624977111816,104.11499786376947,105.16749801635738,0.0,0.9921194313432912,1.1474024866022925,-1.0,1.1474024866022925,0.9843421447485717,-1.0,1.1474024866022925,0.6143258787512514,-1.0,1.1474024866022925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-26,107.6999969482422,109.4499969482422,104.9700012207031,105.370002746582,105.370002746582,2581900.0,-1.3666564255812714,3.0700289332009723,2.685120269136988,2.477040210752363,3.992425385389143,107.74400177001954,107.34900131225588,119.08533401489258,106.06933364868163,110.16990020751952,107.05071075367348,108.83686568957188,112.5060261772598,112.7846461055373,117.93925955943158,109.64288391373432,112.42082676979253,-2.777942856058204,-1.4164270058769683,3.6063351269928288,-3.6063351269928288,3.6063351269928288,-3.6063351269928288,3.6063351269928288,-3.6063351269928288,-3.6063351269928288,-3.6063351269928288,-3.6063351269928288,6.0,5.423999786376958,109.4499969482422,98.41579833984376,99.47799835205078,100.5401983642578,1.0,1.0036795913602836,1.3666564255812714,1.0,1.3666564255812714,0.983588695571288,-1.0,1.3666564255812714,0.620434941581488,-1.0,1.3666564255812714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-29,105.2300033569336,109.4400024414062,103.4400024414062,109.1699981689453,109.1699981689453,3232200.0,3.6063351269928288,3.112926123704008,2.812957193398091,2.701464150028286,4.011043538766282,108.14800109863282,107.24400100708009,119.13733393351237,106.56250025431316,109.98390022277832,107.75713989209744,108.89743523127612,112.29079856382018,112.66613305843592,117.7656108190259,109.57013226068986,112.18002465121126,-2.609892390521395,-1.655120082805854,-2.5831269965399586,2.5831269965399586,-2.5831269965399586,2.5831269965399586,-2.5831269965399586,2.5831269965399586,2.5831269965399586,2.5831269965399586,2.5831269965399586,4.699996948242202,5.455999755859379,109.4400024414062,97.5171974182129,98.60199737548828,99.68679733276367,0.0,1.0084293767769168,-3.6063351269928288,1.0,3.6063351269928288,0.9895287218036226,-1.0,-3.6063351269928288,0.6735065635461047,-1.0,-3.6063351269928288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-30,107.7399978637695,110.9599990844727,106.2600021362305,106.3499984741211,106.3499984741211,3030500.0,-2.5831269965399586,2.6184412220460103,2.902136468733047,2.716397595542232,3.9954286708275335,107.15800018310549,107.0040008544922,118.6750005086263,107.0561668395996,109.81710021972656,107.288092752772,108.43426491179338,111.9075211386783,112.45904667862231,117.53955908942382,109.0747270627562,111.7481708603157,-2.6734437975595,-1.858784825756583,-2.0874482863705026,2.0874482863705026,-2.0874482863705026,2.0874482863705026,-2.0874482863705026,2.0874482863705026,2.0874482863705026,2.0874482863705026,2.0874482863705026,7.879997253417997,5.500999832153324,110.9599990844727,97.43680297851556,98.52800292968745,99.6192028808593,0.0,1.0014391922487338,2.5831269965399586,1.0,-2.5831269965399586,0.9894297973066564,-1.0,2.5831269965399586,0.6798763835720315,-1.0,2.5831269965399586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-31,105.4599990844727,111.9300003051758,104.0500030517578,104.129997253418,104.129997253418,5027800.0,-2.0874482863705026,2.482895279930066,2.823398708492222,2.724685662102119,3.999543918751338,106.36999969482422,106.8620002746582,118.01533381144206,107.47633349100748,109.6361001586914,106.23539425298732,107.65167079208877,111.4057454041454,112.1859630909107,117.27402321148313,108.3139993997811,111.1838617042492,-2.8698623044681,-2.0610003214988866,-1.258047846481813,-1.258047846481813,1.258047846481813,-1.258047846481813,1.258047846481813,-1.258047846481813,-1.258047846481813,-1.258047846481813,-1.258047846481813,7.150001525878906,5.4694995880127,111.9300003051758,98.85779945373538,99.95799942016605,101.05819938659673,1.0,0.9953959257868145,2.0874482863705026,-1.0,-2.0874482863705026,0.9868438963493957,-1.0,2.0874482863705026,0.6812490917596346,-1.0,2.0874482863705026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-01,106.5899963378906,109.9100036621094,102.7600021362305,105.4400024414062,105.4400024414062,3998800.0,1.258047846481813,2.6082061754815773,2.8334878984746634,2.449195125806542,3.993289263080072,106.09199981689451,106.7400001525879,117.3956672668457,107.8868335723877,109.48820014953613,105.97026364912696,107.24954927378285,111.02085876138804,111.96478405322205,117.0396861665311,107.87184602156958,110.7583906477423,-2.886544626172721,-2.2261091824336536,3.490136779179894,3.490136779179894,-3.490136779179894,3.490136779179894,-3.490136779179894,3.490136779179894,3.490136779179894,3.490136779179894,3.490136779179894,4.090003967285128,5.47799987792969,109.9100036621094,99.89710121154786,100.9910011291504,102.08490104675292,0.0,0.9939291705568011,-1.258047846481813,-1.0,-1.258047846481813,0.988071878778808,-1.0,-1.258047846481813,0.6133277517485544,-1.0,-1.258047846481813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-02,102.9700012207031,102.9700012207031,98.87999725341795,101.7600021362305,101.7600021362305,4306600.0,-3.490136779179894,2.9843852175128966,2.906315826165001,2.434990446733105,3.997177194188859,105.36999969482422,106.55700073242188,116.2770004272461,108.27983360290528,109.28390014648436,104.56684314482814,106.25144979422784,110.42338414041016,111.63020103955016,116.73711816593108,106.93156234690204,110.09184335059328,-3.160281003691253,-2.412943546685174,3.891508452575761,3.891508452575761,-3.891508452575761,3.891508452575761,-3.891508452575761,3.891508452575761,3.891508452575761,3.891508452575761,3.891508452575761,5.530006408691406,5.4869998931884805,102.9700012207031,97.85840393066408,98.95400390625002,100.04960388183596,0.0,0.9888604124605723,3.490136779179894,-1.0,3.490136779179894,0.9841450949360014,-1.0,3.490136779179894,0.6091775091364781,-1.0,3.490136779179894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-05,98.80999755859376,99.0500030517578,93.5199966430664,97.8000030517578,97.8000030517578,6693000.0,-3.891508452575761,2.0392847930279143,2.827000441039305,2.5152568799144963,4.037158487433741,103.09600067138672,105.62200088500975,115.27033386230468,108.596000289917,109.02840019226076,102.31122978047136,104.71482311377876,109.60897245727128,111.17675192519631,116.3621257874326,105.526707070726,109.18133666179064,-3.654629591064662,-2.661280755561072,-2.770960122607048,-2.770960122607048,2.770960122607048,-2.770960122607048,2.770960122607048,-2.770960122607048,-2.770960122607048,-2.770960122607048,-2.770960122607048,5.5,5.5494998931884805,99.0500030517578,90.89860145568844,91.99600143432612,93.09340141296384,1.0,0.9760845260224422,3.891508452575761,-1.0,3.891508452575761,0.9770462933342708,-1.0,3.891508452575761,0.6230265390233277,-1.0,3.891508452575761,0.0,1.0,1.0,0.059599683,0.038052399,0.937436581,0.701635659,,
2024-02-06,97.1500015258789,101.0999984741211,95.5999984741211,100.5100021362305,100.5100021362305,7429100.0,2.770960122607048,2.9590679001617657,2.636473330670572,2.624880181222297,4.030158886104817,101.9280014038086,104.54300079345704,114.15866724650066,108.98950030008952,108.83750022888184,101.71082056572442,103.95031020876996,109.02194211397834,110.82702242391872,116.04822234879494,104.75490631157284,108.53901558582324,-3.784109274250397,-2.885846459298937,-16.913739566892385,-16.913739566892385,16.913739566892385,16.913739566892385,16.913739566892385,-16.913739566892385,-16.913739566892385,-16.913739566892385,-16.913739566892385,9.400001525878892,5.76549987792969,101.0999984741211,86.84110328674315,87.95100326538085,89.06090324401855,1.0,0.9749863752733209,-2.770960122607048,-1.0,-2.770960122607048,0.9784561523813846,-1.0,-2.770960122607048,0.6513093541478872,-1.0,-2.770960122607048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-07,119.5400009155273,124.0999984741211,114.6999969482422,117.5100021362305,117.5100021362305,16861300.0,16.913739566892385,8.453988469274359,6.145591626696173,4.730389401249035,4.539795190116176,104.6040023803711,105.48700103759764,113.60933380126951,109.68866704305012,108.7895002746582,106.97721442255978,106.41570874103552,109.56955888960752,111.046136512847,116.0771684831996,106.71722874613556,109.20353310807562,-2.4863043619400718,-2.805938039827164,0.5361287306268017,0.5361287306268017,-0.5361287306268017,-0.5361287306268017,-0.5361287306268017,-0.5361287306268017,0.5361287306268017,0.5361287306268017,-0.5361287306268017,6.640007019042997,5.9160003662109455,124.0999984741211,88.41589874267578,89.56899871826171,90.72209869384766,0.0,0.9916293131045424,-16.913739566892385,-1.0,-16.913739566892385,1.0052765300176754,1.0,-16.913739566892385,1.0419829977237325,1.0,-16.913739566892385,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-08,117.8499984741211,120.9800033569336,114.3399963378906,116.879997253418,116.879997253418,7157500.0,-0.5361287306268017,8.568445376990775,6.12488329904487,4.732052003296309,4.532397170391376,106.89200134277344,106.49200057983398,112.92733383178712,110.3370002746582,108.7553002166748,110.27814203284586,108.3183066523778,110.0412000743695,111.23741063548866,116.09306608260984,108.28073159340975,109.77216008180469,-1.4914284883949165,-2.543036129540715,4.782686600483837,-4.782686600483837,4.782686600483837,4.782686600483837,-4.782686600483837,4.782686600483837,-4.782686600483837,-4.782686600483837,4.782686600483837,7.25,5.99500045776368,120.9800033569336,111.084797668457,112.2679977416992,113.4511978149414,1.0,1.0037561578406031,-0.5361287306268017,1.0,0.5361287306268017,1.0180932978093693,1.0,-0.5361287306268017,1.0440506039958746,1.0,-0.5361287306268017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-09,117.8499984741211,124.5500030517578,117.3000030517578,122.4700012207031,122.4700012207031,5449100.0,4.782686600483837,7.933156062625953,6.162821643768553,4.794506914474248,4.561854007214085,111.034001159668,108.20200042724608,112.48866704305011,111.06900024414062,108.80840019226076,114.34209509546494,110.89134202843694,110.84305821284264,111.60569229402029,116.21934202593845,110.4636961514549,110.71274090690828,-0.249044755453383,-2.0842378547232485,5.250259338361419,-5.250259338361419,5.250259338361419,5.250259338361419,-5.250259338361419,5.250259338361419,5.250259338361419,-5.250259338361419,5.250259338361419,10.080001831054702,6.121500396728526,124.5500030517578,107.7910023498535,108.99000244140623,110.18900253295897,1.0,1.0261732751819697,4.782686600483837,1.0,4.782686600483837,1.031118327219298,1.0,4.782686600483837,1.0509996389389593,1.0,4.782686600483837,0.0,2.0,0.0,0.004030488,0.0028510799999999,0.026096739,0.0140889805,,
