Date_AAPL_L01d,Open_AAPL_L01d,High_AAPL_L01d,Low_AAPL_L01d,Close_AAPL_L01d,Adj Close_AAPL_L01d,Volume_AAPL_L01d,Daily_Return_AAPL_L01d,Vol5_AAPL_L01d,Vol10_AAPL_L01d,Vol20_AAPL_L01d,Vol60_AAPL_L01d,SMA5_AAPL_L01d,SMA10_AAPL_L01d,SMA30_AAPL_L01d,SMA60_AAPL_L01d,SMA100_AAPL_L01d,EMA5_AAPL_L01d,EMA10_AAPL_L01d,EMA30_AAPL_L01d,EMA60_AAPL_L01d,EMA100_AAPL_L01d,Short12_AAPL_L01d,Long26_AAPL_L01d,MACD_AAPL_L01d,SIGNAL9_AAPL_L01d,Ret5/10_AAPL_L01d,Ret10/30_AAPL_L01d,Ret30/60_AAPL_L01d,Ret30/100_AAPL_L01d,Emaret5/10_AAPL_L01d,Emaret10/30_AAPL_L01d,Emaret30/60_AAPL_L01d,Emaret30/100_AAPL_L01d,RetMACD_AAPL_L01d,DayRange_AAPL_L01d,average20r_AAPL_L01d,PRVHI_AAPL_L01d,HitLevel_AAPL_L01d,hitlevel_2_AAPL_L01d,hitlevel_1.8_AAPL_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,184.2200012207031,185.8800048828125,183.4299926757812,184.25,184.25,58414500.0,-0.7487607165581136,1.5403218468252748,1.1492674241823384,1.2013616149404671,1.0786350503520714,189.8299987792969,192.225,192.63133341471357,185.5005007425944,182.3106005859375,188.6146564211947,190.9176688761504,190.87456517386605,187.6952743017493,184.69184907618055,191.35140981312875,191.2964641441625,0.0549456689662406,1.6882181386477642,1.270011580944693,1.270011580944693,-1.270011580944693,-1.270011580944693,1.270011580944693,1.270011580944693,-1.270011580944693,-1.270011580944693,1.270011580944693,2.2099914550780966,2.423500061035164,185.8800048828125,182.8872012329101,183.39200134277337,183.89680145263665,0.0,0.987540636125878,0.7487607165581136,-1.0,0.7487607165581136,0.9879371434372075,-1.0,0.7487607165581136,0.9566373770309698,-1.0,0.7487607165581136,16.0,5.0,10.0,0.995529115,0.4874350663870967,0.9973768,0.3229909505806451,,1
2024-01-04,182.1499938964844,183.0899963378906,180.8800048828125,181.9100036621094,181.9100036621094,71983600.0,-1.270011580944693,1.4423486548289972,1.090499737919269,1.103574207554328,1.087336888363504,187.58200073242188,190.7220001220703,192.3133336385091,185.54916737874348,182.35180068969728,186.37977216816623,189.27991156450656,190.29620636665595,187.5055932971709,184.6367630283772,189.89888578989505,190.60117077512157,-0.7022849852265267,1.2101175138729061,0.4013033761926456,0.4013033761926456,-0.4013033761926456,-0.4013033761926456,0.4013033761926456,0.4013033761926456,0.4013033761926456,-0.4013033761926456,0.4013033761926456,2.5899963378905966,2.420500183105477,183.0899963378906,180.54830474853517,181.0330047607422,181.5177047729492,0.0,0.9835362496846788,1.270011580944693,-1.0,1.270011580944693,0.9846780391412431,-1.0,1.270011580944693,0.9881526139832192,-1.0,1.270011580944693,2.0,0.0,4.0,0.827723503,0.2794811195,0.997368455,0.7085519308333333,-1.270011580944693,1
2024-01-05,181.9900054931641,182.7599945068359,180.1699981689453,181.1799926757812,181.1799926757812,62303300.0,-0.4013033761926456,1.311327867850735,1.0915515522987238,1.1020662805546684,1.0877493886881666,185.1019989013672,189.35699920654295,191.9980000813802,185.5956672668457,182.3690005493164,184.64651233737123,187.80719903928372,189.70806354788985,187.298196555486,184.56831213030597,188.5575176184929,189.90330573072595,-1.3457881122330375,0.6989363886517174,-2.417488166395152,-2.417488166395152,2.417488166395152,2.417488166395152,-2.417488166395152,-2.417488166395152,-2.417488166395152,2.417488166395152,-2.417488166395152,4.100006103515597,2.555000305175787,182.7599945068359,177.76489593505855,178.24899597167965,178.73309600830075,1.0,0.977529215592741,0.4013033761926456,-1.0,0.4013033761926456,0.9831705774960663,-1.0,0.4013033761926456,0.9904590781503155,-1.0,0.4013033761926456,10.0,2.0,6.0,0.995517433,0.5661451843333334,0.992428243,0.3314282952777778,-0.4013033761926456,1
2024-01-08,182.0899963378906,185.6000061035156,181.5,185.5599975585938,185.5599975585938,59144500.0,2.417488166395152,2.1459626033057475,1.4728202829370678,1.227192450169321,1.1265738685169049,183.70799865722657,188.44499969482425,191.80633341471355,185.69166717529296,182.4501005554199,184.9510074111121,187.3986169518856,189.4404463872901,187.24120642444035,184.5879494655196,188.09636068620077,189.58157919945688,-1.485218513256143,0.2621054082701452,0.2263409002324307,0.2263409002324307,-0.2263409002324307,-0.2263409002324307,0.2263409002324307,0.2263409002324307,0.2263409002324307,-0.2263409002324307,0.2263409002324307,2.4199981689453125,2.5599998474121137,185.6000061035156,177.13899383544918,177.64999389648435,178.16099395751948,0.0,0.974862686485346,-2.417488166395152,-1.0,-2.417488166395152,0.9869390202522044,-1.0,-2.417488166395152,1.200154289356862,1.0,-2.417488166395152,13.0,12.0,12.0,0.997161031,0.3349786900833333,0.997001231,0.373396445,2.417488166395152,-1
2024-01-09,183.9199981689453,185.1499938964844,182.7299957275391,185.1399993896484,185.1399993896484,42841800.0,-0.2263409002324307,1.4334934618582502,1.4743516631203049,1.2061161527270552,1.1256128112208683,183.60799865722657,187.5989990234375,191.6453333536784,185.765500386556,182.53580047607423,185.0140047372909,186.987959213297,189.16299819389388,187.17231439051275,184.59888114718547,187.64153587134652,189.2525732876192,-1.6110374162726655,-0.112523156638417,-0.5671400319862441,-0.5671400319862441,0.5671400319862441,0.5671400319862441,-0.5671400319862441,-0.5671400319862441,-0.5671400319862441,0.5671400319862441,-0.5671400319862441,2.479995727539091,2.580499267578129,185.1499938964844,179.96800643920895,180.48000640869137,180.99200637817376,1.0,0.9787258973289494,0.2263409002324307,-1.0,0.2263409002324307,0.989443413980713,-1.0,0.2263409002324307,1.2223960849763627,1.0,-0.2263409002324307,3.0,4.0,0.0,0.993906438,0.4343494498571428,0.443958491,0.1715843357142857,0.2263409002324307,-1
2024-01-10,184.3500061035156,186.3999938964844,183.9199981689453,186.1900024414062,186.1900024414062,46792900.0,0.5671400319862441,1.392371995473226,1.5082776785276106,1.1947800516808929,1.1185962401629312,183.99599914550785,186.9129989624024,191.52533365885415,185.88783365885416,182.6577005004883,185.406003971996,186.8428761638623,188.9711920163141,187.1401074413617,184.63038849954629,187.4182230359711,189.02571618789972,-1.6074931519286508,-0.4115171556964638,0.3222547374445724,0.3222547374445724,-0.3222547374445724,-0.3222547374445724,0.3222547374445724,0.3222547374445724,0.3222547374445724,-0.3222547374445724,0.3222547374445724,3.4300079345703125,2.601999664306645,186.3999938964844,179.47289550781252,179.98899536132814,180.50509521484375,0.0,0.9843938097773429,-0.5671400319862441,-1.0,-0.5671400319862441,0.99230972985769,-1.0,-0.5671400319862441,1.2623894049835107,1.0,0.5671400319862441,4.0,7.0,5.0,0.984837353,0.2858750595625,0.997149765,0.3707423036875,-0.5671400319862441,-1
2024-01-11,186.5399932861328,187.0500030517578,183.6199951171875,185.5899963378906,185.5899963378906,49128400.0,-0.3222547374445724,1.1889065352613193,1.5018071190140652,1.1729829398752794,1.119611516347672,184.73199768066405,186.15699920654296,191.36500040690103,186.002333577474,182.7687004089356,185.46733476062752,186.6150798318674,188.7530503596416,187.0892841264938,184.64939063495905,187.13695739011257,188.7712184212324,-1.6342610311198484,-0.6560659307811407,-0.1778122946098371,-0.1778122946098371,0.1778122946098371,0.1778122946098371,-0.1778122946098371,-0.1778122946098371,-0.1778122946098371,0.1778122946098371,-0.1778122946098371,1.5500030517578978,2.5220001220703194,187.0500030517578,180.6755946350098,181.1959945678711,181.71639450073243,1.0,0.992345162782207,0.3222547374445724,-1.0,0.3222547374445724,0.9938496659955136,-1.0,0.3222547374445724,1.280331595593154,1.0,-0.3222547374445724,2.0,2.0,3.0,0.982775152,0.2885938951428571,0.977586389,0.4314204787142857,0.3222547374445724,-1
2024-01-12,186.0599975585938,186.7400054931641,185.1900024414062,185.9199981689453,185.9199981689453,40444700.0,0.1778122946098371,1.1164850420011605,1.4998471843814327,1.0901785923050606,1.112743462267835,185.67999877929688,185.39099884033203,191.2500005086263,186.14850031534831,182.8695004272461,185.6182225634001,186.48870134769976,188.57027279895152,187.050946881984,184.67455118018648,186.9497328945484,188.560016921063,-1.61028402651462,-0.8469095499278366,-1.2317089655153168,1.2317089655153168,-1.2317089655153168,-1.2317089655153168,1.2317089655153168,1.2317089655153168,1.2317089655153168,-1.2317089655153168,1.2317089655153168,3.330001831054716,2.5155006408691505,186.7400054931641,181.5016027832031,182.0060028076172,182.51040283203125,0.0,1.0015588671552158,-0.1778122946098371,1.0,-0.1778122946098371,0.9953322706522757,-1.0,-0.1778122946098371,1.3757811747249353,1.0,0.1778122946098371,0.0,4.0,10.0,0.402211279,0.0868803817142857,0.997818828,0.6852936775714286,-0.1778122946098371,1
2024-01-16,182.1600036621094,184.2599945068359,180.9299926757812,183.6300048828125,183.6300048828125,65603000.0,-1.2317089655153168,0.6728780452874576,1.5231488253709875,1.1050822326899243,1.1207233508370833,185.2940002441406,184.5009994506836,191.03933410644527,186.278333791097,182.93350051879884,184.9554833365376,185.9689383540839,188.25154583662,186.93878484922428,184.65386709509,186.43900550812748,188.1948308441556,-1.7558253360280958,-1.0286927071478886,-0.517351294325553,0.517351294325553,-0.517351294325553,-0.517351294325553,0.517351294325553,0.517351294325553,0.517351294325553,-0.517351294325553,0.517351294325553,2.6299896240233807,2.5770004272461,184.2599945068359,181.205904083252,181.7090042114258,182.2121043395996,0.0,1.0042980839985582,1.2317089655153168,1.0,-1.2317089655153168,0.9945504070383159,-1.0,1.2317089655153168,1.3783126543111917,1.0,-1.2317089655153168,8.0,1.0,2.0,0.983477771,0.716650435,0.972550273,0.2076288569,-1.2317089655153168,1
2024-01-17,181.2700042724609,182.9299926757812,180.3000030517578,182.6799926757812,182.6799926757812,47317400.0,-0.517351294325553,0.6873908812372946,1.0661496200705474,1.1052676592580684,1.1227383418361745,184.80199890136717,184.2049987792969,190.75400034586588,186.39866689046224,182.9491004943848,184.1969864496188,185.3709482307561,187.89209079398523,186.79915231894745,184.61478047292545,185.86069584161268,187.78632431316487,-1.9256284715521872,-1.2080798600287483,3.257068341135384,-3.257068341135384,3.257068341135384,3.257068341135384,-3.257068341135384,-3.257068341135384,-3.257068341135384,3.257068341135384,-3.257068341135384,3.3099975585937216,2.630500030517581,182.9299926757812,178.59059356689448,179.1059936523437,179.62139373779294,1.0,1.003240955055653,0.517351294325553,1.0,-0.517351294325553,0.9936669591845864,-1.0,0.517351294325553,0.9646076324953001,-1.0,-0.517351294325553,4.0,2.0,1.0,0.990052879,0.484626444,0.841769338,0.1828867558571428,-0.517351294325553,1
