Date_TRMB_L01d,Open_TRMB_L01d,High_TRMB_L01d,Low_TRMB_L01d,Close_TRMB_L01d,Adj Close_TRMB_L01d,Volume_TRMB_L01d,Daily_Return_TRMB_L01d,Vol5_TRMB_L01d,Vol10_TRMB_L01d,Vol20_TRMB_L01d,Vol60_TRMB_L01d,SMA5_TRMB_L01d,SMA10_TRMB_L01d,SMA30_TRMB_L01d,SMA60_TRMB_L01d,SMA100_TRMB_L01d,EMA5_TRMB_L01d,EMA10_TRMB_L01d,EMA30_TRMB_L01d,EMA60_TRMB_L01d,EMA100_TRMB_L01d,Short12_TRMB_L01d,Long26_TRMB_L01d,MACD_TRMB_L01d,SIGNAL9_TRMB_L01d,Ret5/10_TRMB_L01d,Ret10/30_TRMB_L01d,Ret30/60_TRMB_L01d,Ret30/100_TRMB_L01d,Emaret5/10_TRMB_L01d,Emaret10/30_TRMB_L01d,Emaret30/60_TRMB_L01d,Emaret30/100_TRMB_L01d,RetMACD_TRMB_L01d,DayRange_TRMB_L01d,average20r_TRMB_L01d,PRVHI_TRMB_L01d,HitLevel_TRMB_L01d,hitlevel_2_TRMB_L01d,hitlevel_1.8_TRMB_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,49.45000076293945,49.77000045776367,48.59999847412109,49.40000152587891,49.40000152587891,1066400.0,0.2028444023650029,1.3261550621928222,1.2189538013177823,1.4565329823289208,2.400220590060536,50.354000091552734,50.729000091552734,50.62333335876465,47.45350017547607,49.15070018768311,50.07588557800958,50.59356748938333,50.17196967673826,49.43570122281238,49.487138302657016,50.68604598335489,50.35575225692887,0.3302937264260208,0.8411466618417424,-1.2348112890942606,1.2348112890942606,1.2348112890942606,-1.2348112890942606,-1.2348112890942606,-1.2348112890942606,1.2348112890942606,1.2348112890942606,-1.2348112890942606,1.1599998474121165,0.9805006027221684,49.77000045776367,47.87479877471924,48.0679988861084,48.26119899749756,1.0,1.002087312821525,-0.2028444023650029,1.0,0.2028444023650029,0.989767831424768,-1.0,-0.2028444023650029,0.6068329670866567,-1.0,-0.2028444023650029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-19,49.77000045776367,50.15000152587891,48.9900016784668,50.0099983215332,50.0099983215332,817900.0,1.2348112890942606,1.376457681590786,1.260270088668744,1.439373506271128,2.4025070872797487,50.055999755859375,50.62799987792969,50.75900001525879,47.480166816711424,49.12930015563965,50.05392315918412,50.48746400431967,50.16151991188632,49.4545306358852,49.49749196639714,50.58203865076693,50.33014085430697,0.2518977964599642,0.7232968887653868,-0.9398145100531884,-0.9398145100531884,0.9398145100531884,-0.9398145100531884,-0.9398145100531884,-0.9398145100531884,0.9398145100531884,0.9398145100531884,-0.9398145100531884,0.8199996948242259,0.9480005264282234,50.15000152587891,47.6128991317749,47.80899925231934,48.00509937286377,1.0,0.9974191741900014,-1.2348112890942606,-1.0,1.2348112890942606,0.991412901129309,-1.0,-1.2348112890942606,0.5991131155832994,-1.0,-1.2348112890942606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-22,50.40000152587891,51.06000137329102,50.2400016784668,50.47999954223633,50.47999954223633,665700.0,0.9398145100531884,1.538997084133371,1.3031573004604915,1.402214272077483,2.4050467680766188,49.9,50.59899978637695,50.90133336385091,47.51400012969971,49.10150016784668,50.19594862020153,50.48610682939543,50.18206698481213,49.488152567240974,49.51694756195832,50.56634032637761,50.3412414978573,0.2250988285203163,0.6236572767163727,-1.4659304381483491,-1.4659304381483491,1.4659304381483491,-1.4659304381483491,-1.4659304381483491,-1.4659304381483491,1.4659304381483491,1.4659304381483491,-1.4659304381483491,0.8800010681152344,0.951500511169434,51.06000137329102,48.06440036773682,48.25400047302247,48.443600578308114,1.0,0.9940603996497924,-0.9398145100531884,-1.0,-0.9398145100531884,0.9942527117376189,-1.0,-0.9398145100531884,0.583029939662617,-1.0,-0.9398145100531884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-23,50.72999954223633,51.33000183105469,50.45000076293945,51.22000122070312,51.22000122070312,1495400.0,1.4659304381483491,1.4101711408737496,1.2677960575310734,1.3783745604495927,2.38690862253112,50.081999969482425,50.55699996948242,51.05033340454101,47.58033345540365,49.07130016326904,50.5372994870354,50.61954217326955,50.24903048390188,49.5449344903053,49.55067139678495,50.66690354088922,50.406334810660695,0.2605687302285275,0.5510395674188038,0.9371330160029464,0.9371330160029464,-0.9371330160029464,0.9371330160029464,0.9371330160029464,0.9371330160029464,-0.9371330160029464,-0.9371330160029464,0.9371330160029464,0.9300003051757812,0.946500587463379,51.33000183105469,48.96670024871827,49.15700035095215,49.34730045318605,0.0,0.9903363327493038,-1.4659304381483491,-1.0,-1.4659304381483491,0.9983752779518899,-1.0,-1.4659304381483491,0.5774726972949388,-1.0,-1.4659304381483491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-24,51.56000137329102,51.61000061035156,50.68000030517578,50.7400016784668,50.7400016784668,1065100.0,-0.9371330160029464,0.9730169736006888,1.26539491258946,1.3893189206544825,2.3877359864457826,50.37000045776367,50.51700019836426,51.17833340962728,47.64516684214274,49.03620018005371,50.6048668841792,50.64144390148723,50.28070604484155,49.58411702106469,49.57422249147172,50.67814940820885,50.43105087494263,0.2470985332662252,0.4902513605882881,-1.8722840299891892,-1.8722840299891892,1.8722840299891892,-1.8722840299891892,-1.8722840299891892,-1.8722840299891892,1.8722840299891892,1.8722840299891892,-1.8722840299891892,0.7599983215332102,0.9430004119873048,51.61000061035156,49.24770053863526,49.43700065612793,49.626300773620606,1.0,0.9870778673863847,0.9371330160029464,-1.0,0.9371330160029464,0.9992777256237169,-1.0,0.9371330160029464,0.5818561719306856,-1.0,0.9371330160029464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-25,51.2400016784668,51.77999877929688,51.02000045776367,51.68999862670898,51.68999862670898,855600.0,1.8722840299891892,1.0900927358737973,1.3982040935732838,1.4190715986273712,2.385806261833088,50.827999877929685,50.59099998474121,51.29966672261556,47.73866678873698,49.005200157165525,50.96657746502247,50.8320902151639,50.37162814689752,49.6531623196104,49.616119048605135,50.833818518747336,50.52430626396236,0.3095122547849769,0.4541035394276259,-1.373571490299445,1.373571490299445,-1.373571490299445,1.373571490299445,1.373571490299445,-1.373571490299445,-1.373571490299445,-1.373571490299445,1.373571490299445,1.0,0.9635004043579104,51.77999877929688,49.53539970397949,49.72399978637695,49.912599868774414,0.0,0.9861857438235181,-1.8722840299891892,-1.0,-1.8722840299891892,1.0026457155172903,1.0,-1.8722840299891892,0.5947974994151684,-1.0,-1.8722840299891892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-26,51.75,51.93000030517578,50.93000030517578,50.97999954223633,50.97999954223633,742100.0,-1.373571490299445,1.4601793267315626,1.4323886649369768,1.4420129528611336,2.3940598366066075,51.02200012207031,50.53899993896484,51.39600003560384,47.81566677093506,48.96440013885498,50.97105149076043,50.85898282008616,50.410877914338734,49.69666517936862,49.643126583132485,50.85630790697641,50.55806132161228,0.2982465853641329,0.4229321486149273,1.176936630454978,-1.176936630454978,1.176936630454978,-1.176936630454978,-1.176936630454978,1.176936630454978,1.176936630454978,1.176936630454978,-1.176936630454978,1.0600013732910227,0.9880004882812504,51.93000030517578,49.66029788970948,49.85299797058106,50.045698051452646,1.0,0.9833255487577764,1.373571490299445,-1.0,1.373571490299445,1.0022035177359074,1.0,-1.373571490299445,0.6023295369697501,-1.0,1.373571490299445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-29,50.88000106811523,51.65999984741211,50.59999847412109,51.58000183105469,51.58000183105469,930200.0,1.176936630454978,1.4859827845186662,1.4782359081860288,1.4652909041515705,2.389824419776238,51.242000579833984,50.571000289917,51.47466672261556,47.88983345031738,48.945500144958494,51.17403493752519,50.99007718571679,50.48630526380428,49.758413922046856,49.68148054843788,50.96764543375768,50.633760618608015,0.3338848151496663,0.4051226819218751,2.442803948825372,-2.442803948825372,2.442803948825372,-2.442803948825372,-2.442803948825372,2.442803948825372,2.442803948825372,2.442803948825372,-2.442803948825372,1.1100006103515554,1.0070005416870114,51.65999984741211,49.75639923095703,49.95399932861328,50.15159942626953,1.0,0.9824444432526742,-1.176936630454978,-1.0,-1.176936630454978,1.0036077166766857,1.0,1.176936630454978,0.6131374723707808,-1.0,-1.176936630454978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-30,52.18999862670898,52.97000122070312,51.86000061035156,52.84000015258789,52.84000015258789,2083800.0,2.442803948825372,1.702841438786488,1.4807669648403976,1.568877679406626,1.656702464309846,51.566000366210936,50.82400016784668,51.51000010172526,48.08783346811931,48.9435001373291,51.72935667587943,51.326426816056994,50.63815654695162,49.85944953616296,49.74402549109431,51.2557000058854,50.79718576927319,0.4585142366122099,0.4158009928599421,-3.747160364342572,3.747160364342572,-3.747160364342572,3.747160364342572,3.747160364342572,-3.747160364342572,-3.747160364342572,-3.747160364342572,-3.747160364342572,1.6499977111816406,1.0540002822875976,52.97000122070312,49.44459865570069,49.64599876403808,49.847398872375486,0.0,0.9866821989414905,-2.442803948825372,-1.0,-2.442803948825372,1.0078503391881624,1.0,2.442803948825372,0.9469881968577826,-1.0,-2.442803948825372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-31,52.5099983215332,52.5099983215332,50.86000061035156,50.86000061035156,50.86000061035156,1555600.0,-3.747160364342572,2.586419157183911,1.8615380173069984,1.75383739280413,1.726930254204655,51.59000015258789,50.98000030517578,51.47966677347819,48.23816680908203,48.93170013427734,51.43957132070348,51.24162205138328,50.65246906717097,49.89225448941504,49.76612400830732,51.19482317580327,50.80183872046418,0.3929844553390893,0.4112376853557715,3.008255526810736,-3.008255526810736,3.008255526810736,-3.008255526810736,-3.008255526810736,3.008255526810736,3.008255526810736,3.008255526810736,-3.008255526810736,1.9300003051757808,1.0735002517700196,52.5099983215332,50.6512005996704,50.862000656127925,51.07280071258544,1.0,0.9902939063203137,-3.747160364342572,-1.0,3.747160364342572,1.0038630562694073,1.0,-3.747160364342572,1.0155809063706902,1.0,3.747160364342572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-01,50.93000030517578,52.52000045776367,50.59000015258789,52.38999938964844,52.38999938964844,1097500.0,3.008255526810736,2.822924574329565,2.043155390429136,1.6928485792925063,1.756260252555513,51.73000030517578,51.27900009155273,51.504333368937175,48.40450013478597,48.945800132751465,51.75638067701847,51.45041793106785,50.764567797653385,49.97414776483252,49.81808193665071,51.37869643947176,50.91948025151486,0.4592161879568976,0.4208333858759968,0.3817537035111525,-0.3817537035111525,0.3817537035111525,-0.3817537035111525,-0.3817537035111525,0.3817537035111525,0.3817537035111525,0.3817537035111525,0.3817537035111525,1.2099990844726634,1.0720001220703133,52.52000045776367,50.14829776763916,50.36299781799316,50.577697868347165,1.0,0.9956249646846154,-3.008255526810736,-1.0,-3.008255526810736,1.0059467494775367,1.0,3.008255526810736,0.963893919952503,-1.0,3.008255526810736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-02,51.97000122070312,52.86999893188477,51.65999984741211,52.59000015258789,52.59000015258789,940000.0,0.3817537035111525,2.667401403410788,2.031867963439133,1.686029128642939,1.740596507471449,52.05200042724609,51.537000274658205,51.5093334197998,48.584166781107584,48.96380012512207,52.03425383554162,51.65761469861695,50.882337627004006,50.05991341689007,49.87297140627323,51.56505085687424,51.04322246640916,0.5218283904650818,0.4410323867938138,-1.8064285228808936,-1.8064285228808936,-1.8064285228808936,1.8064285228808936,1.8064285228808936,-1.8064285228808936,-1.8064285228808936,-1.8064285228808936,-1.8064285228808936,1.0999984741210938,1.0715000152587897,52.86999893188477,50.16160018920898,50.37600021362304,50.59040023803711,0.0,1.0005371231390807,0.3817537035111525,1.0,-0.3817537035111525,1.0072910671373827,1.0,0.3817537035111525,0.9686501848106202,-1.0,-0.3817537035111525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-05,52.06000137329102,52.18000030517578,51.08000183105469,51.63999938964844,51.63999938964844,1351600.0,-1.8064285228808936,2.848307826608028,2.151347312592541,1.7378536584485436,1.7570246918101498,52.06399993896484,51.65300025939941,51.51666679382324,48.73733342488607,48.97530010223389,51.90283568691056,51.654411915168126,50.93121903104559,50.11171951435755,49.90796205940937,51.57658140037796,51.08742816442689,0.4891532359510719,0.4506565566252655,0.096822691036984,0.096822691036984,0.096822691036984,-0.096822691036984,-0.096822691036984,0.096822691036984,0.096822691036984,0.096822691036984,0.096822691036984,0.6599998474121165,1.0440000534057627,52.18000030517578,50.51269889831544,50.7269989013672,50.94129890441895,1.0,1.0026463953136138,-1.8064285228808936,1.0,-1.8064285228808936,1.0048093427556666,1.0,-1.8064285228808936,0.989088922056152,-1.0,1.8064285228808936,1.0,0.0,0.0,0.920324028,0.920324028,0.062875725,0.062875725,,
2024-02-06,51.86999893188477,52.15000152587891,51.4900016784668,51.68999862670898,51.68999862670898,865300.0,0.096822691036984,2.5325288631829603,2.108388455828885,1.6959106383793128,1.7483361256928538,51.83399963378906,51.7,51.49433339436849,48.89850006103516,48.988500099182126,51.8318900001767,51.660882226357366,50.980172553346456,50.16346637050022,49.94324991222719,51.59403020442888,51.13206301348482,0.4619671909440583,0.4529186834890241,0.4256166116233059,0.4256166116233059,0.4256166116233059,-0.4256166116233059,-0.4256166116233059,0.4256166116233059,0.4256166116233059,0.4256166116233059,0.4256166116233059,0.8300018310546875,1.0485000610351576,52.15000152587891,49.8832001876831,50.09200019836425,50.300800209045406,1.0,1.0039939657836994,0.096822691036984,1.0,0.096822691036984,1.0033101984799648,1.0,0.096822691036984,0.9700140684945435,-1.0,-0.096822691036984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-07,51.75,52.0,51.16999816894531,51.90999984741211,51.90999984741211,1486000.0,0.4256166116233059,1.7147872528399413,2.076887772651118,1.6818062724528715,1.7234098447049255,52.04399948120117,51.81699981689453,51.47666676839193,49.07650006612142,48.99070011138916,51.85792661592184,51.70617633927641,51.04016141102811,50.22072976318585,49.98219545549818,51.642640918734,51.1896879641461,0.452952954587893,0.4529255377087979,0.3274937086154765,0.3274937086154765,0.3274937086154765,0.3274937086154765,-0.3274937086154765,0.3274937086154765,0.3274937086154765,0.3274937086154765,0.3274937086154765,0.7099990844726562,1.0524999618530284,52.0,49.84330139160157,50.0530014038086,50.26270141601563,1.0,1.0066114041539218,0.4256166116233059,1.0,0.4256166116233059,1.0029348578330315,1.0,0.4256166116233059,0.9758597338991195,-1.0,-0.4256166116233059,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-08,51.90999984741211,52.38999938964844,51.68000030517578,52.08000183105469,52.08000183105469,1031300.0,0.3274937086154765,0.9540218199810694,1.9986027915246851,1.6790098761747885,1.7173115838610118,51.98199996948242,51.856000137329104,51.43966687520345,49.24700012207031,48.99810012817383,51.9319516876328,51.77414461050882,51.107247889739504,50.28168950311597,50.02373617580623,51.70992721293718,51.25563713947267,0.454290073464513,0.4531984448599409,0.8256460740408688,0.8256460740408688,0.8256460740408688,0.8256460740408688,-0.8256460740408688,0.8256460740408688,0.8256460740408688,0.8256460740408688,0.8256460740408688,0.9099998474121094,1.0594999313354507,52.38999938964844,49.68450008392334,49.89500007629394,50.10550006866455,1.0,1.0080936228287736,0.3274937086154765,1.0,0.3274937086154765,1.0030479900404177,1.0,0.3274937086154765,0.977696704519916,-1.0,-0.3274937086154765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-02-09,52.09000015258789,52.63999938964844,51.72999954223633,52.5099983215332,52.5099983215332,1597400.0,0.8256460740408688,1.0294692073547704,1.9393839551197731,1.6723466477106026,1.677110875065318,51.96599960327149,52.00900001525879,51.412333424886064,49.44183343251546,49.00200012207032,52.124633898932935,51.90793619433144,51.19774791759716,50.35474880863784,50.072969089583005,51.83301507579811,51.34855278258826,0.4844622932098446,0.4594512145299217,-4.151590887181201,4.151590887181201,4.151590887181201,4.151590887181201,-4.151590887181201,4.151590887181201,4.151590887181201,4.151590887181201,4.151590887181201,5.900001525878913,1.2939998626709006,52.63999938964844,50.05909954071045,50.27099952697753,50.48289951324463,1.0,1.0116055146815008,0.8256460740408688,1.0,0.8256460740408688,1.004174654599833,1.0,0.8256460740408688,0.9971592651234046,-1.0,-0.8256460740408688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
