Date_FTNT_L01d,Open_FTNT_L01d,High_FTNT_L01d,Low_FTNT_L01d,Close_FTNT_L01d,Adj Close_FTNT_L01d,Volume_FTNT_L01d,Daily_Return_FTNT_L01d,Vol5_FTNT_L01d,Vol10_FTNT_L01d,Vol20_FTNT_L01d,Vol60_FTNT_L01d,SMA5_FTNT_L01d,SMA10_FTNT_L01d,SMA30_FTNT_L01d,SMA60_FTNT_L01d,SMA100_FTNT_L01d,EMA5_FTNT_L01d,EMA10_FTNT_L01d,EMA30_FTNT_L01d,EMA60_FTNT_L01d,EMA100_FTNT_L01d,Short12_FTNT_L01d,Long26_FTNT_L01d,MACD_FTNT_L01d,SIGNAL9_FTNT_L01d,Ret5/10_FTNT_L01d,Ret10/30_FTNT_L01d,Ret30/60_FTNT_L01d,Ret30/100_FTNT_L01d,Emaret5/10_FTNT_L01d,Emaret10/30_FTNT_L01d,Emaret30/60_FTNT_L01d,Emaret30/100_FTNT_L01d,RetMACD_FTNT_L01d,DayRange_FTNT_L01d,average20r_FTNT_L01d,PRVHI_FTNT_L01d,HitLevel_FTNT_L01d,hitlevel_2_FTNT_L01d,hitlevel_1.8_FTNT_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,61.0,61.4900016784668,60.29000091552734,61.40999984741211,61.40999984741211,4429100.0,1.303201797174255,1.5244610147060642,2.393190496959098,1.923047942321781,2.326518553216693,61.74399948120117,60.74799957275391,57.86733309427897,55.491333198547366,57.21309989929199,61.29514330046424,60.75999103890537,58.53208865554082,57.66237146909309,58.34528060547005,60.506086010142575,58.871657614343256,1.6344283957993184,1.5759223679356558,-0.830480903436589,-0.830480903436589,-0.830480903436589,0.830480903436589,0.830480903436589,-0.830480903436589,-0.830480903436589,-0.830480903436589,-0.830480903436589,2.019996643066399,1.3914999008178714,61.4900016784668,58.55979854583741,58.83799858093262,59.11619861602784,0.0,1.0497805294358682,1.303201797174255,1.0,1.303201797174255,1.0380629229972584,1.0,1.303201797174255,0.6369994434806243,-1.0,-1.303201797174255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.303201797174255,1
2024-01-19,61.54999923706055,62.09999847412109,60.08000183105469,60.90000152587891,60.90000152587891,9170200.0,-0.830480903436589,1.3233755709764632,2.432571812095121,1.85157200682802,2.3287057182523245,61.47399978637695,60.99899978637696,58.14666646321614,55.57133324941,57.23399990081787,61.16342937560247,60.78544749108237,58.6848572278207,57.76852327423361,58.395869138547454,60.566688397178936,59.021905311494045,1.544783085684891,1.569694511485503,2.8899807511257625,2.8899807511257625,2.8899807511257625,-2.8899807511257625,-2.8899807511257625,2.8899807511257625,2.8899807511257625,2.8899807511257625,-2.8899807511257625,1.3999977111816335,1.37649974822998,62.09999847412109,58.42870189666748,58.70700187683106,58.98530185699463,1.0,1.0490541160251246,-0.830480903436589,1.0,-0.830480903436589,1.0357944172055658,1.0,-0.830480903436589,0.5440232285831959,-1.0,0.830480903436589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.830480903436589,1
2024-01-22,61.88000106811523,62.79999923706055,61.40000152587891,62.65999984741211,62.65999984741211,8398000.0,2.8899807511257625,2.009567579215722,2.539664183524624,1.9288397794279375,2.3347212173538856,61.51800003051758,61.430999755859375,58.50766639709472,55.6566665649414,57.2735998916626,61.66228619953903,61.12627519223322,58.94131804198789,57.92889955532142,58.48030737040616,60.88873631259943,59.291393795636125,1.5973425169633018,1.5752241125810629,2.792856397955356,2.792856397955356,2.792856397955356,-2.792856397955356,-2.792856397955356,2.792856397955356,2.792856397955356,2.792856397955356,2.792856397955356,1.0099983215332031,1.3709997177124016,62.79999923706055,59.07169902801513,59.34699897766113,59.62229892730712,1.0,1.0499649625217289,-2.8899807511257625,1.0,2.8899807511257625,1.0370700422526833,1.0,2.8899807511257625,0.7912729534291351,-1.0,-2.8899807511257625,2.0,1.0,1.0,0.939522803,0.43140761375,0.978764415,0.3319937345,2.8899807511257625,-1
2024-01-23,64.26000213623047,64.77999877929688,63.77000045776367,64.41000366210938,64.41000366210938,8220600.0,2.792856397955356,2.2586336732659267,2.2012004643544625,1.975922625933164,2.3261922933597665,62.00000076293945,61.74600028991699,58.9439998626709,55.79783331553141,57.311399917602536,62.57819202039581,61.72331673221071,59.29413646909251,58.14139477193742,58.59772709895474,61.43046975098557,59.67055008204155,1.759919668944022,1.6121632238536547,2.6393368290432946,2.6393368290432946,2.6393368290432946,-2.6393368290432946,-2.6393368290432946,2.6393368290432946,2.6393368290432946,2.6393368290432946,2.6393368290432946,1.9500045776367188,1.4200000762939446,64.77999877929688,59.78379985809326,60.05799980163575,60.33219974517822,1.0,1.047536652310231,2.792856397955356,1.0,2.792856397955356,1.0409683049247953,1.0,2.792856397955356,1.0260917666707414,1.0,-2.792856397955356,0.0,0.0,1.0,0.006269108,0.006269108,0.788143694,0.788143694,-2.792856397955356,1
2024-01-24,65.05999755859375,66.72000122070312,64.7699966430664,66.11000061035156,66.11000061035156,7735400.0,2.6393368290432946,1.5839928024088197,1.8909327258679849,2.026535846132299,2.344566123685531,63.098001098632814,62.417000198364256,59.408999888102215,55.97099997202555,57.36029991149903,63.75546155038106,62.520895619145406,59.73386963949632,58.402660537131325,58.74648499026953,62.15039757550342,60.14754641747192,2.002851158031497,1.6903008106892232,-0.8470693592855074,-0.8470693592855074,-0.8470693592855074,0.8470693592855074,0.8470693592855074,-0.8470693592855074,-0.8470693592855074,-0.8470693592855074,-0.8470693592855074,2.340003967285156,1.5000003814697251,66.72000122070312,61.655998611450194,61.93999862670898,62.223998641967775,0.0,1.050632064433464,2.6393368290432946,1.0,2.6393368290432946,1.0466573820927598,1.0,2.6393368290432946,0.8376780309208133,-1.0,2.6393368290432946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6393368290432946,-1
2024-01-25,67.2699966430664,67.36000061035156,65.0199966430664,65.55000305175781,65.55000305175781,6800400.0,-0.8470693592855074,1.98085553897664,1.8030459930993223,2.0490135411037924,2.347679956334653,63.92600173950196,62.83500061035157,59.806000010172525,56.12583338419597,57.41369995117188,64.35364205083998,63.07164242507493,60.10910405319061,58.63699963597154,58.88120812019999,62.67341380261948,60.54772839038199,2.1256854122374875,1.7773777309988763,0.8695647113458577,0.8695647113458577,0.8695647113458577,-0.8695647113458577,-0.8695647113458577,0.8695647113458577,0.8695647113458577,0.8695647113458577,0.8695647113458577,1.4199981689453125,1.53050022125244,67.36000061035156,63.42000038146973,63.72000045776368,64.02000053405762,1.0,1.0506471022918074,-0.8470693592855074,1.0,-0.8470693592855074,1.049286017792958,1.0,-0.8470693592855074,1.0986162008943956,1.0,0.8470693592855074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8470693592855074,1
2024-01-26,65.45999908447266,66.7699966430664,65.3499984741211,66.12000274658203,66.12000274658203,6691500.0,0.8695647113458577,1.632873428901872,1.7854206048375365,2.0291055753841327,2.3487732142725912,64.97000198364258,63.22200088500976,60.17533340454101,56.28916676839193,57.466199989318845,64.94242894942067,63.62588975625804,60.49690396889329,58.88234400025385,59.02455058804913,63.2036582555368,60.960489453804215,2.24316880173258,1.8705359451456167,0.4990837688330476,0.4990837688330476,0.4990837688330476,-0.4990837688330476,-0.4990837688330476,0.4990837688330476,0.4990837688330476,0.4990837688330476,0.4990837688330476,0.9799957275390624,1.55349998474121,66.7699966430664,63.99290012359619,64.29900016784669,64.60510021209717,1.0,1.0506298396385594,0.8695647113458577,1.0,0.8695647113458577,1.0517214201403369,1.0,0.8695647113458577,0.9145595298260012,-1.0,0.8695647113458577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8695647113458577,1
2024-01-29,65.80999755859375,66.63999938964844,65.66000366210938,66.44999694824219,66.44999694824219,4443400.0,0.4990837688330476,1.532923564435834,1.782682778366956,2.0262997492777064,2.343543481853666,65.72800140380859,63.62300071716309,60.54533335367839,56.443833414713545,57.511599960327146,65.44495161569452,64.13936379116424,60.88097448369,59.130463769040354,59.171589129835134,63.70309497749147,61.3671196385774,2.335975338914068,1.9636238238993076,0.3912748655699473,0.3912748655699473,0.3912748655699473,-0.3912748655699473,-0.3912748655699473,0.3912748655699473,0.3912748655699473,0.3912748655699473,0.3912748655699473,1.1199951171875,1.5534997940063466,66.63999938964844,63.35229667663575,63.66299667358399,63.97369667053223,1.0,1.0508324455909155,0.4990837688330476,1.0,0.4990837688330476,1.0535206496792715,1.0,0.4990837688330476,0.8598969951569755,-1.0,-0.4990837688330476,0.0,0.0,2.0,0.248190045,0.2071196065,0.828749955,0.690015316,0.4990837688330476,-1
2024-01-30,66.19000244140625,66.91999816894531,65.80000305175781,66.70999908447266,66.70999908447266,5830000.0,0.3912748655699473,1.256815111162747,1.7236362164033787,1.9693508017840375,2.3435834672493185,66.18800048828125,64.09400062561035,60.86733334859212,56.60050004323323,57.55639995574951,65.86663410528723,64.60675202631123,61.2570405869663,59.37897312364469,59.32086457448142,64.16569560933473,61.76288848642149,2.402807122913245,2.051460483702095,-3.3278387815475923,-3.3278387815475923,-3.3278387815475923,3.3278387815475923,3.3278387815475923,-3.3278387815475923,-3.3278387815475923,-3.3278387815475923,-3.3278387815475923,1.6899986267089844,1.5669996261596666,66.91999816894531,63.22229984283448,63.53299980163575,63.84369976043701,0.0,1.053011477577617,0.3912748655699473,1.0,0.3912748655699473,1.0546828806492758,1.0,0.3912748655699473,0.7291649474535161,-1.0,-0.3912748655699473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3912748655699473,1
2024-01-31,64.87000274658203,65.27999877929688,63.59000015258789,64.48999786376953,64.48999786376953,9668100.0,-3.3278387815475923,1.716386506535772,1.954658355096749,2.123455231821888,2.38921509734844,65.86399993896484,64.48100051879882,61.08933321634928,56.71550000508626,57.56959995269776,65.40775535811467,64.58552399675818,61.46561847579232,59.54654770528813,59.42322364951683,64.21558826386317,61.96489658844728,2.2506916754158937,2.091306722044855,3.039229569541951,3.039229569541951,3.039229569541951,-3.039229569541951,-3.039229569541951,3.039229569541951,3.039229569541951,3.039229569541951,3.039229569541951,2.100006103515625,1.6079998016357409,65.27999877929688,63.47259899139405,63.78599891662598,64.09939884185792,1.0,1.0555197957463027,-3.3278387815475923,1.0,-3.3278387815475923,1.0507585475967287,1.0,-3.3278387815475923,0.8781005141181394,-1.0,3.3278387815475923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.3278387815475923,1
2024-02-01,64.70999908447266,66.69000244140625,64.58999633789062,66.44999694824219,66.44999694824219,9622500.0,3.039229569541951,2.293294447529427,2.0925334342270783,2.1900434618943505,1.7609593868791062,66.04399871826172,64.98500022888183,61.43399976094564,56.9816666285197,57.593399925231935,65.75516922149052,64.92451907884617,61.7871912804665,59.77289030341777,59.56236767523416,64.55934344607533,62.297126244728375,2.2622172013469566,2.1254888179052758,-0.0150406430322671,-0.0150406430322671,-0.0150406430322671,0.0150406430322671,0.0150406430322671,-0.0150406430322671,-0.0150406430322671,-0.0150406430322671,-0.0150406430322671,1.089996337890625,1.6149995803832995,66.69000244140625,61.74239921569824,62.06399917602539,62.38559913635254,0.0,1.0578018765138846,3.039229569541951,1.0,3.039229569541951,1.0507763459280517,1.0,3.039229569541951,1.095941603617198,1.0,-3.039229569541951,2.0,0.0,0.0,0.97124207,0.9118671415,0.140726939,0.080306412,3.039229569541951,1
2024-02-02,66.33999633789062,66.98999786376953,65.9000015258789,66.44000244140625,66.44000244140625,8319500.0,-0.0150406430322671,2.2718378432271367,2.0365735514376477,2.1953966429884884,1.7548108313046735,66.10799865722656,65.53900032043457,61.72333323160807,57.25400002797445,57.60709995269775,65.98344696146243,65.20006150840254,62.087372645688426,59.99148414400755,59.69855846268312,64.84867559920316,62.60400596300081,2.244669636202353,2.149324981564691,-0.526800256854742,-0.526800256854742,-0.526800256854742,0.526800256854742,0.526800256854742,-0.526800256854742,-0.526800256854742,-0.526800256854742,-0.526800256854742,1.5800018310546875,1.6514997482299794,66.98999786376953,63.13700336456299,63.46000328063965,63.78300319671631,0.0,1.0618188760887028,-0.0150406430322671,1.0,-0.0150406430322671,1.050134008415482,1.0,-0.0150406430322671,1.1155196637133054,1.0,-0.0150406430322671,1.0,0.0,0.0,0.636546791,0.636546791,0.051608376,0.051608376,-0.0150406430322671,1
2024-02-05,66.41000366210938,66.44000244140625,64.86000061035156,66.08999633789062,66.08999633789062,9137500.0,-0.526800256854742,2.275065554272317,1.9490764085357024,2.2055878526593733,1.7466623776451604,66.03599853515625,65.88199996948242,62.01133308410645,57.53016662597656,57.63299991607666,66.01896342027183,65.36186784103673,62.34560643228212,60.19143536347912,59.82512158892485,65.0396480205397,62.8622274722519,2.177420548287799,2.1549440949093124,2.1032033531011893,2.1032033531011893,2.1032033531011893,-2.1032033531011893,-2.1032033531011893,2.1032033531011893,2.1032033531011893,2.1032033531011893,2.1032033531011893,1.6699981689453125,1.5924997329711903,66.44000244140625,63.35669841766358,63.68699836730957,64.01729831695557,1.0,1.0624187014352064,-0.526800256854742,1.0,-0.526800256854742,1.0483796947589368,1.0,-0.526800256854742,1.1672531381063316,1.0,-0.526800256854742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.526800256854742,1
2024-02-06,66.5,67.55999755859375,65.88999938964844,67.4800033569336,67.4800033569336,13315800.0,2.1032033531011893,2.4843840406532403,1.8716177407054515,1.98869077064587,1.7546829690509376,66.18999938964843,66.18899993896484,62.310333251953125,57.81749998728434,57.68159996032715,66.50597673249243,65.74698338938161,62.67685784677576,60.43040480588747,59.97670340611314,65.41508730306184,63.20428494519128,2.210802357870556,2.166115747501561,3.778890479413808,3.778890479413808,3.778890479413808,3.778890479413808,-3.778890479413808,3.778890479413808,3.778890479413808,3.778890479413808,3.778890479413808,6.69000244140625,1.8324998855590813,67.55999755859375,62.93650302886963,63.25500297546387,63.57350292205811,1.0,1.062247567691995,2.1032033531011893,1.0,2.1032033531011893,1.048983399105796,1.0,2.1032033531011893,1.327399279575553,1.0,2.1032033531011893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1032033531011893,1
2024-02-07,73.83000183105469,73.91000366210938,67.22000122070312,70.02999877929688,70.02999877929688,25551100.0,3.778890479413808,1.882484615276388,2.0442596130365325,1.933356658431764,1.791005833515334,67.29799957275391,66.58099975585938,62.6689998626709,58.1568333307902,57.750899963378906,67.68065074809391,66.52571346027528,63.15125403597067,60.745145591900894,60.17577856201777,66.12507368402107,63.70989337734725,2.4151803066738253,2.215928659336014,-3.1129520822157426,-3.1129520822157426,-3.1129520822157426,-3.1129520822157426,3.1129520822157426,-3.1129520822157426,-3.1129520822157426,-3.1129520822157426,-3.1129520822157426,2.8799972534179688,1.8529998779296868,73.91000366210938,63.528497810363774,63.89499778747559,64.2614977645874,0.0,1.0624232060789385,3.778890479413808,1.0,3.778890479413808,1.0534345592311205,1.0,3.778890479413808,0.9208637705658897,-1.0,3.778890479413808,0.0,0.0,1.0,0.002406954,0.002406954,0.996070027,0.996070027,3.778890479413808,-1
2024-02-08,69.79000091552734,70.63999938964844,67.76000213623047,67.8499984741211,67.8499984741211,8370900.0,-3.1129520822157426,2.630566440046105,2.327933477138577,2.0326256259840667,1.8388330946092488,67.57799987792968,66.81099929809571,62.93733317057292,58.440666643778485,57.81919994354248,67.73709999010298,66.7664925537018,63.45439883843199,60.97809158803926,60.32774331275248,66.39044672865185,64.01656782896012,2.373878899691732,2.2475187074071576,3.817249853399803,3.817249853399803,3.817249853399803,3.817249853399803,-3.817249853399803,3.817249853399803,3.817249853399803,3.817249853399803,3.817249853399803,2.660003662109375,1.9174999237060544,70.63999938964844,69.83340393066406,70.20400390625,70.57460388183594,1.0,1.0615479864236441,-3.1129520822157426,1.0,-3.1129520822157426,1.0521964398985653,1.0,-3.1129520822157426,1.130000691978327,1.0,3.1129520822157426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1129520822157426,1
2024-02-09,68.25,70.86000061035156,68.19999694824219,70.44000244140625,70.44000244140625,7522400.0,3.817249853399803,2.995794292079509,2.572058554397456,2.15503353470737,1.8766920474937785,68.37799987792968,67.24299926757813,63.30733324686686,58.77633336385091,57.919099960327145,68.63806747387073,67.43440344237533,63.90508294184969,61.28831817339555,60.52798606777533,67.01345529984484,64.49237780025243,2.5210774995924083,2.302230465844208,-0.255537051301936,-0.255537051301936,-0.255537051301936,-0.255537051301936,0.255537051301936,-0.255537051301936,-0.255537051301936,-0.255537051301936,-0.255537051301936,0.9599990844726562,1.9014997482299805,70.86000061035156,66.42149955749511,66.80499954223633,67.18849952697754,0.0,1.0621676165913376,3.817249853399803,1.0,3.817249853399803,1.0552275396268107,1.0,3.817249853399803,1.1647457585899788,1.0,3.817249853399803,0.0,1.0,0.0,0.013898438,0.013898438,0.039416451,0.039416451,3.817249853399803,1
