Date_FTNT_L01d,Open_FTNT_L01d,High_FTNT_L01d,Low_FTNT_L01d,Close_FTNT_L01d,Adj Close_FTNT_L01d,Volume_FTNT_L01d,Daily_Return_FTNT_L01d,Vol5_FTNT_L01d,Vol10_FTNT_L01d,Vol20_FTNT_L01d,Vol60_FTNT_L01d,SMA5_FTNT_L01d,SMA10_FTNT_L01d,SMA30_FTNT_L01d,SMA60_FTNT_L01d,SMA100_FTNT_L01d,EMA5_FTNT_L01d,EMA10_FTNT_L01d,EMA30_FTNT_L01d,EMA60_FTNT_L01d,EMA100_FTNT_L01d,Short12_FTNT_L01d,Long26_FTNT_L01d,MACD_FTNT_L01d,SIGNAL9_FTNT_L01d,Ret5/10_FTNT_L01d,Ret10/30_FTNT_L01d,Ret30/60_FTNT_L01d,Ret30/100_FTNT_L01d,Emaret5/10_FTNT_L01d,Emaret10/30_FTNT_L01d,Emaret30/60_FTNT_L01d,Emaret30/100_FTNT_L01d,RetMACD_FTNT_L01d,DayRange_FTNT_L01d,average20r_FTNT_L01d,PRVHI_FTNT_L01d,HitLevel_FTNT_L01d,hitlevel_2_FTNT_L01d,hitlevel_1.8_FTNT_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,57.27999877929688,58.22000122070312,56.93999862670898,57.84999847412109,57.84999847412109,5329500.0,0.1211486609606611,0.7474964702020677,1.423558458794982,1.696874289815325,2.1966216870723336,58.57999954223633,58.568999481201175,55.22866681416829,55.08716659545898,56.991399917602536,58.28870511531558,58.03272344517955,56.263704396293896,56.405279312900696,57.8009509447496,57.80876916066887,56.46425873071906,1.344510429949807,1.269336505748772,0.933450181107468,0.933450181107468,0.933450181107468,-0.933450181107468,-0.933450181107468,0.933450181107468,0.933450181107468,-0.933450181107468,0.933450181107468,0.950000762939446,1.3124998092651392,58.22000122070312,55.86160102844238,56.126000976562494,56.39040092468261,1.0,1.0604818631286599,0.1211486609606611,1.0,0.1211486609606611,1.0314415673099935,1.0,0.1211486609606611,0.5250901117435042,-1.0,-0.1211486609606611,0.0,0.0,2.0,0.015723057,0.010351223,0.983668864,0.980443627,,1
2024-01-04,58.0,58.72999954223633,57.77999877929688,58.38999938964844,58.38999938964844,5365400.0,0.933450181107468,1.0219556094193112,1.121699916807326,1.6993370717659264,2.198345174457829,58.38999938964844,58.6319995880127,55.4446667989095,55.06849994659424,56.97849990844727,58.322469873426535,58.09768270781025,56.40088471844581,56.47035210230226,57.81261527039115,57.89818919589649,56.60690618693605,1.2912830089604412,1.273725806391106,0.0856297954841405,-0.0856297954841405,-0.0856297954841405,0.0856297954841405,0.0856297954841405,-0.0856297954841405,-0.0856297954841405,0.0856297954841405,-0.0856297954841405,0.8499984741210938,1.2949996948242208,58.72999954223633,55.33250164031981,55.59500160217284,55.85750156402587,0.0,1.057486733587258,0.933450181107468,1.0,0.933450181107468,1.030084598811435,1.0,0.933450181107468,0.9110775476636254,-1.0,-0.933450181107468,0.0,0.0,1.0,0.012622647,0.012622647,0.98643738,0.98643738,0.933450181107468,-1
2024-01-05,58.2599983215332,58.93000030517578,58.08000183105469,58.34000015258789,58.34000015258789,4913900.0,-0.0856297954841405,1.0060954849821806,1.1015048230806903,1.6501164568300268,2.1982462993496914,58.17799911499024,58.720999526977536,55.63666674296061,55.050833257039386,56.965299911499024,58.32831329981366,58.14174042504254,56.525988940003366,56.5316520383772,57.82305853538514,57.96616011231055,56.73528351772507,1.2308765945854745,1.2651559640299797,-5.005139117771814,5.005139117771814,5.005139117771814,-5.005139117771814,-5.005139117771814,5.005139117771814,5.005139117771814,-5.005139117771814,-5.005139117771814,2.8499984741210938,1.374499702453616,58.93000030517578,55.88100021362304,56.14000015258789,56.39900009155273,1.0,1.0554370519403407,-0.0856297954841405,1.0,-0.0856297954841405,1.0285842232102145,1.0,-0.0856297954841405,0.9133827323318761,-1.0,0.0856297954841405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0856297954841405,1
2024-01-08,58.54999923706055,61.29999923706055,58.45000076293945,61.2599983215332,61.2599983215332,6054500.0,5.005139117771814,2.4074059920051667,1.842748835025136,1.8745219610378605,2.289046083478807,58.7239990234375,58.99599952697754,55.91299997965495,55.08899987538656,56.986199913024905,59.30554164038685,58.70869640622266,56.83140890010207,56.68667978536592,57.89111674897223,58.47290445219095,57.070447577266414,1.402456874924539,1.2926161462088916,3.036233833849929,-3.036233833849929,-3.036233833849929,3.036233833849929,3.036233833849929,-3.036233833849929,-3.036233833849929,-3.036233833849929,-3.036233833849929,1.8899993896484304,1.399499702453615,61.29999923706055,55.906100959777824,56.18100090026855,56.45590084075927,0.0,1.0551392260913277,-5.005139117771814,1.0,5.005139117771814,1.0330325702363015,1.0,5.005139117771814,1.3064211173262408,1.0,-5.005139117771814,0.0,1.0,0.0,0.008755924,0.008755924,0.011050674,0.011050674,5.005139117771814,1
2024-01-09,60.31000137329102,61.20000076293945,59.31000137329102,59.40000152587891,59.40000152587891,9085900.0,-3.036233833849929,2.8912476141897794,2.116987656263707,2.0605985983182453,2.313835734696638,59.04799957275391,59.00899963378906,56.11200002034505,55.1123332341512,56.998399925231936,59.33702826888421,58.83438824616016,56.997124553378,56.77564115390732,57.92099565544563,58.61553477121987,57.24300712901548,1.372527642204389,1.3085984454079913,3.316493864310065,3.316493864310065,3.316493864310065,-3.316493864310065,-3.316493864310065,3.316493864310065,3.316493864310065,3.316493864310065,3.316493864310065,2.46999740600586,1.4454996109008806,61.20000076293945,58.22109989166259,58.50099983215332,58.78089977264404,1.0,1.0516288781792418,-3.036233833849929,1.0,-3.036233833849929,1.0322343224711548,1.0,-3.036233833849929,1.365736642646548,1.0,-3.036233833849929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.036233833849929,1
2024-01-10,59.38000106811523,61.59999847412109,59.13000106811523,61.36999893188477,61.36999893188477,6296100.0,3.316493864310065,3.1074366593086973,2.351005387315467,2.08967437851626,2.3505185112731617,59.75199966430664,59.16599960327149,56.36633326212565,55.1724999109904,57.03799991607666,60.01468515655107,59.29540837083736,57.27924548102361,56.92627583515248,57.98929275002858,59.03929848824525,57.54871022552432,1.4905882627209266,1.3449964088705784,1.433927136110838,1.433927136110838,1.433927136110838,-1.433927136110838,-1.433927136110838,1.433927136110838,1.433927136110838,1.433927136110838,1.433927136110838,1.370002746582024,1.4019998550415056,61.59999847412109,58.01990161895752,58.30900154113769,58.59810146331787,1.0,1.0496691230228918,3.316493864310065,1.0,3.316493864310065,1.03519883812858,1.0,3.316493864310065,1.3217479960167056,1.0,3.316493864310065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.316493864310065,1
2024-01-11,62.0,62.33000183105469,60.95999908447266,62.25,62.25,5072200.0,1.433927136110838,3.103689687547772,2.3445586170368364,2.049133783233996,2.338154592789761,60.52399978637696,59.45699958801269,56.68166656494141,55.22433325449626,57.08889991760254,60.75979010436738,59.83260684886693,57.59993932095757,57.100824168426165,58.07366319062207,59.53325256697674,57.89695391252252,1.6362986544542224,1.4032568579873073,0.3052186774441401,0.3052186774441401,0.3052186774441401,-0.3052186774441401,-0.3052186774441401,0.3052186774441401,0.3052186774441401,0.3052186774441401,0.3052186774441401,1.2800025939941335,1.4229999542236338,62.33000183105469,58.515598793029774,58.79599876403808,59.076398735046375,1.0,1.0489635042733179,1.433927136110838,1.0,1.433927136110838,1.03876162985986,1.0,1.433927136110838,1.3237842146469179,1.0,1.433927136110838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.433927136110838,1
2024-01-12,62.63000106811523,63.04000091552734,61.7599983215332,62.43999862670898,62.43999862670898,4792300.0,0.3052186774441401,3.063891484810352,2.3415448392652625,2.050435684367506,2.334992330359068,61.34399948120117,59.760999298095705,56.97633323669434,55.28749987284343,57.129399909973145,61.319859611814586,60.30667808120184,57.912201211651215,57.27587906869773,58.16012527846537,59.98044426847401,58.233475743203,1.746968525271008,1.4719991914440471,-0.7046743055512592,-0.7046743055512592,-0.7046743055512592,0.7046743055512592,0.7046743055512592,-0.7046743055512592,-0.7046743055512592,-0.7046743055512592,-0.7046743055512592,1.3800010681152344,1.4045000076293956,63.04000091552734,59.19940193176269,59.48400192260742,59.768601913452144,0.0,1.0488740833818342,0.3052186774441401,1.0,0.3052186774441401,1.0413466734030632,1.0,0.3052186774441401,1.3084914853784093,1.0,0.3052186774441401,0.0,0.0,1.0,0.003479169,0.003479169,0.984768987,0.984768987,0.3052186774441401,1
2024-01-16,61.09000015258789,62.38999938964844,61.0099983215332,62.0,62.0,6578200.0,-0.7046743055512592,2.3726575285855613,2.281361824565167,1.9860899846768796,2.32565817920137,61.49199981689453,60.10799942016602,57.29099985758464,55.35966657002767,57.1661999130249,61.54657307454306,60.61455479371059,58.17593016573824,57.430768279560105,58.23616240166408,60.29114515024724,58.512477540002784,1.7786676102444543,1.5333328752041289,-2.2258081743793987,-2.2258081743793987,-2.2258081743793987,2.2258081743793987,2.2258081743793987,-2.2258081743793987,-2.2258081743793987,-2.2258081743793987,-2.2258081743793987,1.8899993896484448,1.417500114440919,62.38999938964844,59.95010089874267,60.23100090026855,60.51190090179443,0.0,1.0491700191929614,-0.7046743055512592,1.0,-0.7046743055512592,1.0419181029168751,1.0,-0.7046743055512592,1.0400180729936583,1.0,-0.7046743055512592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7046743055512592,-1
2024-01-17,61.20000076293945,61.61999893188477,59.72999954223633,60.61999893188477,60.61999893188477,5407700.0,-2.2258081743793987,2.103328689696045,2.385122132619064,2.0585560603491437,2.3457599381509904,61.735999298095706,60.39199943542481,57.5619997660319,55.40716654459636,57.18049991607666,61.2377150269903,60.615544637014985,58.333612021618656,57.53533321898058,58.28336708543082,60.34173803972993,58.66859023569775,1.6731478040321832,1.5612958609697398,1.303201797174255,1.303201797174255,1.303201797174255,-1.303201797174255,-1.303201797174255,1.303201797174255,1.303201797174255,1.303201797174255,1.303201797174255,1.2000007629394602,1.3910001754760752,61.61999893188477,59.271499137878415,59.5549991607666,59.83849918365478,1.0,1.0491643737343352,-2.2258081743793987,1.0,-2.2258081743793987,1.0391186579454506,1.0,-2.2258081743793987,0.8818536631440393,-1.0,-2.2258081743793987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2258081743793987,1
