Date_FFIV_L01d,Open_FFIV_L01d,High_FFIV_L01d,Low_FFIV_L01d,Close_FFIV_L01d,Adj Close_FFIV_L01d,Volume_FFIV_L01d,Daily_Return_FFIV_L01d,Vol5_FFIV_L01d,Vol10_FFIV_L01d,Vol20_FFIV_L01d,Vol60_FFIV_L01d,SMA5_FFIV_L01d,SMA10_FFIV_L01d,SMA30_FFIV_L01d,SMA60_FFIV_L01d,SMA100_FFIV_L01d,EMA5_FFIV_L01d,EMA10_FFIV_L01d,EMA30_FFIV_L01d,EMA60_FFIV_L01d,EMA100_FFIV_L01d,Short12_FFIV_L01d,Long26_FFIV_L01d,MACD_FFIV_L01d,SIGNAL9_FFIV_L01d,Ret5/10_FFIV_L01d,Ret10/30_FFIV_L01d,Ret30/60_FFIV_L01d,Ret30/100_FFIV_L01d,Emaret5/10_FFIV_L01d,Emaret10/30_FFIV_L01d,Emaret30/60_FFIV_L01d,Emaret30/100_FFIV_L01d,RetMACD_FFIV_L01d,DayRange_FFIV_L01d,average20r_FFIV_L01d,PRVHI_FFIV_L01d,HitLevel_FFIV_L01d,hitlevel_2_FFIV_L01d,hitlevel_1.8_FFIV_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-18,178.8399963378906,180.2899932861328,177.8000030517578,180.1900024414062,180.1900024414062,420200.0,1.5669909936936277,0.6678855233323255,0.9542520286856704,0.9232676121436836,1.0678465852822066,177.23600158691406,175.38899993896484,175.7213333129883,167.68683344523112,163.94150039672851,177.59090724344904,176.7155829793524,174.4181367379959,169.98550212271255,165.62012668558089,176.55040430025784,175.01971973664726,1.5306845636105777,1.667466237755042,-0.0555003619294119,0.0555003619294119,-0.0555003619294119,-0.0555003619294119,0.0555003619294119,-0.0555003619294119,-0.0555003619294119,-0.0555003619294119,0.0555003619294119,2.2699890136717897,2.0504989624023464,180.2899932861328,173.6355946350098,174.0459945678711,174.45639450073244,0.0,1.0105308864785818,-1.5669909936936277,1.0,1.5669909936936277,1.0260765451166738,1.0,1.5669909936936277,0.8646069808798291,-1.0,-1.5669909936936277,0.0,0.0,1.0,0.00198741,0.00198741,0.996214807,0.996214807,1.5669909936936277,1
2024-01-19,180.5,181.6799926757812,179.4100036621094,180.0899963378906,180.0899963378906,699700.0,-0.0555003619294119,0.7132220092264948,0.7737736685903919,0.9172504894488326,1.0473370303695686,178.0,176.21999969482422,176.05533294677736,168.2480000813802,164.1695004272461,178.42393694159625,177.3291126809048,174.78406316379557,170.31679701501346,165.90665875790384,177.09495692143213,175.3952957811838,1.699661140248338,1.6739052182537013,0.99950196477354,0.99950196477354,0.99950196477354,0.99950196477354,-0.99950196477354,0.99950196477354,0.99950196477354,0.99950196477354,0.99950196477354,2.370010375976591,2.049499511718756,181.6799926757812,175.77889556884764,176.18899536132812,176.59909515380858,1.0,1.0101010118502916,0.0555003619294119,1.0,-0.0555003619294119,1.0262291578228089,1.0,-0.0555003619294119,0.8757930473681113,-1.0,0.0555003619294119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0555003619294119,1
2024-01-22,180.1199951171875,182.4600067138672,180.0899963378906,181.8899993896484,181.8899993896484,482600.0,0.99950196477354,0.6854445947581943,0.7508308346394733,0.896147787364829,1.0442890369888418,179.14800109863282,177.26399993896484,176.49633280436197,168.80883331298827,164.40020034790038,179.57929109094698,178.15836480976725,175.2425106622377,170.69624627319823,166.22316055259185,177.83265576269616,175.87638493736634,1.956270825329824,1.730378339668926,-0.610259285324225,-0.610259285324225,-0.610259285324225,-0.610259285324225,0.610259285324225,-0.610259285324225,-0.610259285324225,-0.610259285324225,-0.610259285324225,2.449996948242216,2.072499847412117,182.4600067138672,177.17109374999993,177.5809936523437,177.99089355468743,0.0,1.0106282220886174,0.99950196477354,1.0,0.99950196477354,1.026633651813076,1.0,0.99950196477354,0.8581415255960447,-1.0,-0.99950196477354,0.0,1.0,1.0,0.034096826,0.017837868,0.996671259,0.5105605205,0.99950196477354,1
2024-01-23,181.6900024414062,182.3999938964844,179.9499969482422,180.7799987792969,180.7799987792969,318800.0,-0.610259285324225,0.8617887090320687,0.6867631259023141,0.9015970428383522,1.0186344244442396,180.0720001220703,177.8740005493164,176.8856658935547,169.29383341471353,164.5961003112793,179.97952698706365,178.63502553149988,175.5997679601125,171.02686110946374,166.51141477490285,178.2860931498655,176.23961559232416,2.046477557541351,1.7935981832434114,0.3042388845401247,0.3042388845401247,0.3042388845401247,0.3042388845401247,-0.3042388845401247,0.3042388845401247,0.3042388845401247,0.3042388845401247,0.3042388845401247,1.949996948242216,2.068999481201182,182.3999938964844,177.90050704956053,178.31500701904295,178.72950698852537,1.0,1.0123570593002122,-0.610259285324225,1.0,-0.610259285324225,1.0267379452618377,1.0,-0.610259285324225,0.885103645824907,-1.0,0.610259285324225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.610259285324225,1
2024-01-24,181.6000061035156,182.7899932861328,180.8399963378906,181.3300018310547,181.3300018310547,401600.0,0.3042388845401247,0.8587989373914479,0.6437097852920041,0.8977024703844294,1.0172105197977068,180.85599975585936,178.5990005493164,177.23599904378256,169.79083353678385,164.7820002746582,180.429685268394,179.125021222328,175.9694604679152,171.3646690019749,166.8048521423514,178.75438679312538,176.61668123963753,2.137705553487848,1.8624196572922989,1.8253998374067455,1.8253998374067455,1.8253998374067455,1.8253998374067455,-1.8253998374067455,1.8253998374067455,1.8253998374067455,1.8253998374067455,1.8253998374067455,2.3099975585937784,2.114499664306652,182.7899932861328,177.8481950378418,178.26199493408205,178.67579483032227,1.0,1.012637244327242,0.3042388845401247,1.0,0.3042388845401247,1.0268713002088385,1.0,0.3042388845401247,0.8825139466341303,-1.0,-0.3042388845401247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3042388845401247,1
2024-01-25,183.4600067138672,184.9499969482422,182.6399993896484,184.6399993896484,184.6399993896484,605400.0,1.8253998374067455,0.9467704974325628,0.7724555879751821,0.9718055959624856,1.0176434962946015,181.74599914550785,179.49100036621093,177.6066655476888,170.37200012207032,164.99180023193358,181.83312330881213,180.12774452547717,176.528850075769,171.79992573599696,167.15802337497112,179.6598656541289,177.2110011026013,2.448864551527606,1.9797086361393603,-0.5470074253545156,-0.5470074253545156,-0.5470074253545156,-0.5470074253545156,0.5470074253545156,-0.5470074253545156,-0.5470074253545156,-0.5470074253545156,-0.5470074253545156,2.9500122070312784,2.2085006713867315,184.9499969482422,178.1380940246582,178.5609939575195,178.98389389038084,0.0,1.012563297183124,1.8253998374067455,1.0,1.8253998374067455,1.0275257647493918,1.0,1.8253998374067455,0.954956818867296,-1.0,-1.8253998374067455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8253998374067455,-1
2024-01-26,184.6999969482422,185.2400054931641,182.2899932861328,183.6300048828125,183.6300048828125,645800.0,-0.5470074253545156,1.0389449174639016,0.8403609050598334,0.9806972340809968,1.0200663679853026,182.4540008544922,180.22700042724608,177.88199920654296,170.94550018310548,165.1820002746582,182.4320838334789,180.76451913590176,176.98698909557825,172.18779718343353,167.48420122661153,180.2706563046956,177.68648286409842,2.5841734405971977,2.100601597030928,0.9475522453345316,0.9475522453345316,0.9475522453345316,0.9475522453345316,-0.9475522453345316,0.9475522453345316,0.9475522453345316,0.9475522453345316,0.9475522453345316,2.589996337890625,2.2695007324218937,185.2400054931641,180.0912954711914,180.53299560546876,180.97469573974607,1.0,1.01235664146863,-0.5470074253545156,1.0,-0.5470074253545156,1.0278718468477304,1.0,-0.5470074253545156,0.9614053211242889,-1.0,0.5470074253545156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5470074253545156,1
2024-01-29,183.7899932861328,185.9199981689453,183.3300018310547,185.3699951171875,185.3699951171875,1156600.0,0.9475522453345316,1.031614367315672,0.837118110898621,0.9970876428064892,1.0102063731888946,183.15,181.1490005493164,178.26199900309246,171.5085001627604,165.38980026245116,183.41138759471517,181.60187840522644,177.5278281937466,172.6200003943763,167.8383753630586,181.0551699681559,178.2556319198828,2.7995380482730923,2.240388887279361,0.7930092568507587,0.7930092568507587,0.7930092568507587,0.7930092568507587,-0.7930092568507587,0.7930092568507587,0.7930092568507587,0.7930092568507587,0.7930092568507587,12.820007324218778,2.820500946044937,185.9199981689453,180.24710388183595,180.7010040283203,181.15490417480467,1.0,1.0110461523089598,0.9475522453345316,1.0,0.9475522453345316,1.0284313972202388,1.0,0.9475522453345316,0.9870138115036893,-1.0,-0.9475522453345316,1.0,0.0,0.0,0.987584174,0.987584174,0.010691378,0.010691378,0.9475522453345316,1
2024-01-30,195.0099945068359,199.4900054931641,186.6699981689453,186.8399963378906,186.8399963378906,1780100.0,0.7930092568507587,0.8720464225291784,0.8207989585590723,0.9974764115364804,1.011746777000717,184.36199951171875,182.2169998168945,178.59266560872396,172.09050013224285,165.6200001525879,184.5542571757736,182.55426348389267,178.12861323530427,173.08622976957346,168.21464508533248,181.94514325580735,178.89151076566117,3.0536324901462137,2.403037607852732,-1.6805820226895534,-1.6805820226895534,-1.6805820226895534,-1.6805820226895534,1.6805820226895534,-1.6805820226895534,-1.6805820226895534,-1.6805820226895534,-1.6805820226895534,4.300003051757784,2.9120010375976664,199.4900054931641,179.71489608764645,180.27899627685545,180.8430964660644,0.0,1.0117716771595389,0.7930092568507587,1.0,0.7930092568507587,1.029132204638368,1.0,0.7930092568507587,0.9858953190772295,-1.0,-0.7930092568507587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7930092568507587,1
2024-01-31,186.4199981689453,186.4700012207031,182.1699981689453,183.6999969482422,183.6999969482422,653900.0,-1.6805820226895534,1.380591241086335,1.0877791221894313,1.011763606695139,1.0443968862999755,184.83599853515625,182.8459991455078,178.7953323364258,172.60433349609374,165.8425001525879,184.26950376659647,182.7625786592289,178.48805734581643,173.4342221360872,168.52128571628117,182.2151207469512,179.24769492733384,2.967425819617347,2.5159152502056545,1.1758321709270296,1.1758321709270296,1.1758321709270296,1.1758321709270296,-1.1758321709270296,1.1758321709270296,1.1758321709270296,1.1758321709270296,1.1758321709270296,2.5800018310546875,2.9065010070800867,186.4700012207031,193.0836032104492,193.6660034179688,194.2484036254883,1.0,1.0108834724245994,-1.6805820226895534,1.0,-1.6805820226895534,1.0291397807623208,1.0,-1.6805820226895534,0.9687539478210744,-1.0,1.6805820226895534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6805820226895534,1
2024-02-01,184.0099945068359,186.0800018310547,183.5,185.8600006103516,185.8600006103516,436600.0,1.1758321709270296,1.2183988509066304,1.045540414534102,0.9743957694334016,1.0485576794300708,185.0799987792969,183.4129989624024,178.99966583251953,173.13400014241537,166.09560012817383,184.7996693811815,183.32574628670577,178.96366658868968,173.84162470901387,168.86462660527266,182.77587149516663,179.73749534829813,3.038376146868501,2.620407429538224,-0.3389674382565408,-0.3389674382565408,-0.3389674382565408,-0.3389674382565408,0.3389674382565408,-0.3389674382565408,-0.3389674382565408,-0.3389674382565408,-0.3389674382565408,2.9900054931640057,2.9635009765625013,186.0800018310547,180.0756990051269,180.6569992065429,181.23829940795892,0.0,1.0090887768387462,1.1758321709270296,1.0,1.1758321709270296,1.02946384036763,1.0,1.1758321709270296,0.9292724554389998,-1.0,-1.1758321709270296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1758321709270296,1
2024-02-02,185.5899963378906,186.1000061035156,183.1100006103516,185.2299957275391,185.2299957275391,619800.0,-0.3389674382565408,1.192443833507765,1.0604445739458563,0.9086908395502976,1.0519855068730168,185.39999694824215,183.9269989013672,179.20933227539064,173.6456667582194,166.34130004882812,184.94311149663403,183.6719734577664,179.36794588797028,174.215013922736,169.18869332056505,183.15342906937775,180.14434722824188,3.0090818411358957,2.698142311857758,-0.367107213445873,-0.367107213445873,-0.367107213445873,-0.367107213445873,0.367107213445873,-0.367107213445873,-0.367107213445873,-0.367107213445873,-0.367107213445873,1.6000061035157105,2.965501403808598,186.1000061035156,179.56029968261717,180.1529998779297,180.74570007324215,0.0,1.0080086015412282,-0.3389674382565408,1.0,-0.3389674382565408,1.0295780016268838,1.0,-0.3389674382565408,0.8637864624688065,-1.0,0.3389674382565408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3389674382565408,1
2024-02-05,183.9700012207031,184.8200073242188,183.2200012207031,184.5500030517578,184.5500030517578,450400.0,-0.367107213445873,1.1236718409890425,1.0463677404784255,0.91532371310802,1.0512832186766254,185.23599853515623,184.19299926757813,179.4653325398763,174.1196667989095,166.58460006713867,184.812075348342,183.83161520212843,179.70227215660177,174.5538660253269,169.49287767167775,183.36828660512856,180.47069210405783,2.8975945010706994,2.7380327497003463,-1.1270668093521357,-1.1270668093521357,-1.1270668093521357,-1.1270668093521357,1.1270668093521357,-1.1270668093521357,-1.1270668093521357,-1.1270668093521357,-1.1270668093521357,4.080001831054716,3.0045013427734446,184.8200073242188,179.57590301513667,180.1690032958984,180.7621035766601,0.0,1.005662534796249,-0.367107213445873,1.0,-0.367107213445873,1.0294946554236035,1.0,-0.367107213445873,0.870672809045926,-1.0,0.367107213445873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.367107213445873,1
2024-02-06,185.6900024414062,185.8099975585938,181.7299957275391,182.4700012207031,182.4700012207031,489700.0,-1.1270668093521357,1.0763057528149904,1.0995142098121409,0.9012058019410945,1.06544428923926,184.36199951171875,184.36199951171875,179.61133270263673,174.56350021362306,166.80570007324218,184.0313839724624,183.58404902368744,179.88083532202765,174.81341144156872,169.74985041522282,183.23008885367847,180.61878907566123,2.6112997780172407,2.712686155363725,0.0,0.4493845892168928,0.4493845892168928,0.4493845892168928,-0.4493845892168928,0.4493845892168928,0.4493845892168928,0.4493845892168928,-0.4493845892168928,2.8999938964844034,3.0590003967285258,185.8099975585938,178.21010437011722,178.81100463867193,179.4119049072266,1.0,1.0,-1.1270668093521357,-1.0,-1.1270668093521357,1.0289876150729587,1.0,-1.1270668093521357,0.8458497652510449,-1.0,1.1270668093521357,0.0,0.0,1.0,0.002116686,0.002116686,0.994556189,0.994556189,-1.1270668093521357,1
2024-02-07,183.3999938964844,183.8399963378906,180.9400024414062,183.2899932861328,183.2899932861328,438400.0,0.4493845892168928,0.8797481869927684,1.103482341655542,0.8924061917685163,1.065306292411965,184.27999877929688,184.55799865722656,179.75466562906902,175.0196667989095,167.03139999389649,183.78425374368587,183.530584344132,180.1007809971312,175.0913321577839,170.01797205623092,183.23930492020992,180.81665605421463,2.4226488659952565,2.654678697490032,-1.0584333637776686,1.0584333637776686,1.0584333637776686,1.0584333637776686,-1.0584333637776686,1.0584333637776686,1.0584333637776686,1.0584333637776686,-1.0584333637776686,2.9100036621094034,3.077000427246105,183.8399963378906,179.08019668579104,179.69199676513676,180.3037968444825,1.0,0.9984936991083978,-0.4493845892168928,-1.0,-0.4493845892168928,1.0286104901802509,1.0,0.4493845892168928,0.8376991651368315,-1.0,-0.4493845892168928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4493845892168928,1
2024-02-08,183.0599975585938,185.3200073242188,182.4100036621094,185.2299957275391,185.2299957275391,357700.0,1.0584333637776686,0.8397926590399344,0.9922945007619588,0.8974382862358299,1.0460260664550238,184.1539978027344,184.6169982910156,179.92133229573568,175.45600001017252,167.29899993896484,184.2661677383036,183.83956823202425,180.4316980765124,175.42374735679226,170.31920024774195,183.5455650444144,181.14357010409051,2.401994940323874,2.6041419460568003,-0.7450223584966199,0.7450223584966199,0.7450223584966199,0.7450223584966199,-0.7450223584966199,0.7450223584966199,0.7450223584966199,0.7450223584966199,-0.7450223584966199,2.7700042724609943,3.12200088500978,185.3200073242188,177.07059539794918,177.6859954833984,178.3013955688476,1.0,0.9974921026093635,-1.0584333637776686,-1.0,-1.0584333637776686,1.02854773538462,1.0,1.0584333637776686,0.8579502127296339,-1.0,-1.0584333637776686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0584333637776686,1
