Date_HPE_L01d,Open_HPE_L01d,High_HPE_L01d,Low_HPE_L01d,Close_HPE_L01d,Adj Close_HPE_L01d,Volume_HPE_L01d,Daily_Return_HPE_L01d,Vol5_HPE_L01d,Vol10_HPE_L01d,Vol20_HPE_L01d,Vol60_HPE_L01d,SMA5_HPE_L01d,SMA10_HPE_L01d,SMA30_HPE_L01d,SMA60_HPE_L01d,SMA100_HPE_L01d,EMA5_HPE_L01d,EMA10_HPE_L01d,EMA30_HPE_L01d,EMA60_HPE_L01d,EMA100_HPE_L01d,Short12_HPE_L01d,Long26_HPE_L01d,MACD_HPE_L01d,SIGNAL9_HPE_L01d,Ret5/10_HPE_L01d,Ret10/30_HPE_L01d,Ret30/60_HPE_L01d,Ret30/100_HPE_L01d,Emaret5/10_HPE_L01d,Emaret10/30_HPE_L01d,Emaret30/60_HPE_L01d,Emaret30/100_HPE_L01d,RetMACD_HPE_L01d,DayRange_HPE_L01d,average20r_HPE_L01d,PRVHI_HPE_L01d,HitLevel_HPE_L01d,hitlevel_2_HPE_L01d,hitlevel_1.8_HPE_L01d,positive_return_dummy,sma_ratio_L01d,RetMACD_L01d,R_sma_ratio_L01d,ret_sma_ratio_L01d,ema_ratio_L01d,R_ema_ratio_L01d,ret_ema_ratio_L01d,volatility_ratio_L01d,R_vol_ratio_L01d,ret_vol_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_best,best
2024-01-03,16.79999923706055,17.20000076293945,16.73999977111816,17.04000091552734,17.04000091552734,10331300.0,0.64973779308161,0.7701633021829091,0.8226831732338187,1.492496659289859,1.9275955174820047,17.042000198364256,17.010000038146973,16.520666726430257,16.258500051498412,16.606900091171266,17.020333855546404,16.96587852702692,16.654435452492855,16.52391815628265,16.473947813345685,16.931296116189856,16.69973591918577,0.2315601970040859,0.2301988200707942,-0.2347471442380628,-0.2347471442380628,-0.2347471442380628,0.2347471442380628,0.2347471442380628,-0.2347471442380628,-0.2347471442380628,-0.2347471442380628,-0.2347471442380628,0.2750015258789098,0.3225002288818365,17.20000076293945,16.28784996032715,16.353499984741212,16.419150009155278,0.0,1.0161248992281844,0.64973779308161,1.0,0.64973779308161,1.007898689340856,1.0,0.64973779308161,0.5512127401512962,-1.0,-0.64973779308161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-04,17.04000091552734,17.2450008392334,16.96999931335449,17.0,17.0,13255000.0,-0.2347471442380628,0.6989231381335461,0.8306652540597327,1.3279733512258298,1.9278876940240768,17.02400016784668,17.02700004577637,16.55966672897339,16.261000045140584,16.600900087356568,17.013555903697604,16.97208243120384,16.6767299394288,16.53952739706027,16.484364688328938,16.94186594446834,16.721977702949786,0.2198882415185536,0.2281367043603461,-1.0000004487879344,1.0000004487879344,1.0000004487879344,-1.0000004487879344,-1.0000004487879344,1.0000004487879344,1.0000004487879344,1.0000004487879344,-1.0000004487879344,0.4599990844726598,0.3255002498626714,17.2450008392334,16.490500259399408,16.555000305175778,16.619500350952144,1.0,1.0183670551013901,-0.2347471442380628,1.0,-0.2347471442380628,1.008295433060132,1.0,-0.2347471442380628,0.6255134964063546,-1.0,0.2347471442380628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-05,16.95000076293945,17.38999938964844,16.93000030517578,17.17000007629395,17.17000007629395,13780100.0,1.0000004487879344,0.8349345472005401,0.8413190951152993,1.285966708473252,1.9311169389822065,17.02400016784668,17.070000076293944,16.611333401997886,16.265000041325887,16.59660008430481,17.06570396122972,17.00806745758386,16.70855381922655,16.56019863244498,16.49794162670448,16.97696350321074,16.755164545419724,0.221798957791016,0.2268691550464801,-3.203257044942624,3.203257044942624,3.203257044942624,-3.203257044942624,-3.203257044942624,3.203257044942624,3.203257044942624,3.203257044942624,-3.203257044942624,0.6299991607666016,0.3355002403259284,17.38999938964844,16.52890028953552,16.594000339508057,16.65910038948059,1.0,1.0212931669100547,-1.0000004487879344,1.0,1.0000004487879344,1.008958539089677,1.0,1.0000004487879344,0.6542308518345277,-1.0,-1.0000004487879344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-08,17.20000076293945,17.79999923706055,17.17000007629395,17.71999931335449,17.71999931335449,11782000.0,3.203257044942624,1.4217769670440092,1.2063735644780442,1.4124182573553985,1.9667909037604,17.172000122070312,17.142000007629395,16.676000054677328,16.27433336575826,16.60080008506775,17.283802411937977,17.13750961317852,16.773808367234807,16.59822488427808,16.522140788816362,17.091276704771317,16.826633787488966,0.2646429172823517,0.2344239074936544,-8.916478470263243,-8.916478470263243,-8.916478470263243,8.916478470263243,8.916478470263243,-8.916478470263243,-8.916478470263243,-8.916478470263243,-8.916478470263243,0.764999389648441,0.3582502365112315,17.79999923706055,16.6518988609314,16.718998908996586,16.78609895706177,0.0,1.0246809918349213,-3.203257044942624,1.0,3.203257044942624,1.0105784494535341,1.0,3.203257044942624,0.8541192088077714,-1.0,-3.203257044942624,0.0,0.0,1.0,0.00132726,0.00132726,0.994778395,0.994778395,,
2024-01-09,16.60000038146973,16.875,16.11000061035156,16.13999938964844,16.13999938964844,35499400.0,-8.916478470263243,4.678321107398778,3.186321517144401,2.530869217660741,2.2787303090967264,17.013999938964844,17.04699993133545,16.68633337020874,16.260833342870075,16.59180006980896,16.902534737841464,16.956144117991233,16.732917465455042,16.58320109756891,16.514573632397195,16.944926348598568,16.77577198024152,0.1691543683570486,0.2213699996663333,-1.7967839311898322,1.7967839311898322,1.7967839311898322,-1.7967839311898322,-1.7967839311898322,-1.7967839311898322,1.7967839311898322,1.7967839311898322,-1.7967839311898322,0.4599990844726491,0.3567502021789554,16.875,17.01184871673584,17.083498764038087,17.155148811340332,1.0,1.0261671722701244,-8.916478470263243,1.0,-8.916478470263243,1.0090281946775692,1.0,-8.916478470263243,1.2589830777939164,1.0,8.916478470263243,1.0,0.0,0.0,0.994677544,0.994677544,0.003242612,0.003242612,,
2024-01-10,16.11000061035156,16.46999931335449,16.01000022888184,16.43000030517578,16.43000030517578,23542000.0,1.7967839311898322,4.797447010181445,3.2464867638584094,2.487240777715682,2.2626822337075043,16.891999816894533,16.967000007629395,16.714000034332276,16.260000022252402,16.586400079727174,16.74502326028624,16.86048160657024,16.713374422856383,16.578178120769135,16.512898913046275,16.865706957302756,16.750159263569984,0.1155476937327719,0.200205538479621,0.3651823787457981,-0.3651823787457981,-0.3651823787457981,0.3651823787457981,0.3651823787457981,0.3651823787457981,-0.3651823787457981,-0.3651823787457981,0.3651823787457981,0.2700004577636683,0.3485001564025884,16.46999931335449,16.0901495552063,16.161499595642088,16.23284963607788,0.0,1.0279212799175006,-1.7967839311898322,1.0,1.7967839311898322,1.008155075974113,1.0,1.7967839311898322,1.3052563277930938,1.0,1.7967839311898322,0.0,0.0,4.0,0.446422666,0.11272832425,0.99736172,0.8841737955,,
2024-01-11,16.38999938964844,16.4950008392334,16.22500038146973,16.3700008392334,16.3700008392334,13319400.0,-0.3651823787457981,4.795112886065244,3.243629566847437,2.4565363200783263,2.207318929233795,16.76599998474121,16.895000076293947,16.742333380381265,16.247666692733766,16.580100088119508,16.62001578660196,16.771303285236268,16.691221288429094,16.57135263612862,16.510069248218297,16.789444477599776,16.72199938028579,0.0674450973139855,0.1736534502464939,2.9321959151049524,-2.9321959151049524,-2.9321959151049524,2.9321959151049524,2.9321959151049524,2.9321959151049524,-2.9321959151049524,-2.9321959151049524,2.9321959151049524,0.629999160766598,0.3612501144409183,16.4950008392334,15.703298969268792,15.772999000549312,15.842699031829827,0.0,1.030445398530284,0.3651823787457981,1.0,-0.3651823787457981,1.0072334863020862,1.0,-0.3651823787457981,1.3204077384632418,1.0,-0.3651823787457981,0.0,1.0,1.0,0.332372278,0.1694326475,0.982126534,0.640586585,,
2024-01-12,16.42000007629395,16.46999931335449,15.84000015258789,15.89000034332275,15.89000034332275,13197800.0,-2.9321959151049524,4.777974987160952,3.3221261334852445,2.5232828101407336,2.2367914252669614,16.510000038146973,16.767000102996825,16.72133337656657,16.22950003941854,16.56860008239746,16.376677305508892,16.611066386706536,16.639529614551268,16.549013216692362,16.497790656042145,16.651068456941772,16.660369821992234,-0.0093013650504616,0.1370624871871028,3.650093839990237,-3.650093839990237,-3.650093839990237,3.650093839990237,-3.650093839990237,3.650093839990237,3.650093839990237,-3.650093839990237,3.650093839990237,0.4549999237060511,0.3600001335144043,16.46999931335449,15.700250587463378,15.772500610351562,15.844750633239745,0.0,1.0303048976218279,2.9321959151049524,1.0,-2.9321959151049524,1.0054695948739472,1.0,-2.9321959151049524,1.3165888976590603,1.0,-2.9321959151049524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-16,15.55000019073486,15.61499977111816,15.15999984741211,15.3100004196167,15.3100004196167,19468300.0,-3.650093839990237,4.037613814506612,3.4499246955785483,2.5277809451386464,2.273694520637617,16.028000259399413,16.600000190734864,16.66800006230672,16.206666707992554,16.553800077438353,16.021118343544828,16.374508938144746,16.553753537458718,16.50838984629644,16.474270057301045,16.4447502973533,16.560342458853306,-0.1155921615000075,0.0865315574496807,1.7635561748105415,1.7635561748105415,-1.7635561748105415,1.7635561748105415,-1.7635561748105415,1.7635561748105415,1.7635561748105415,-1.7635561748105415,1.7635561748105415,0.2880001068115199,0.3579001426696772,15.61499977111816,15.6779990196228,15.74999904632568,15.82199907302856,0.0,1.0284656532170589,3.650093839990237,1.0,-3.650093839990237,1.0027479173671474,1.0,-3.650093839990237,1.3648036639461745,1.0,-3.650093839990237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2024-01-17,15.14999961853027,15.19799995422363,14.90999984741211,15.03999996185303,15.03999996185303,13466800.0,-1.7635561748105415,2.169765189477972,3.449035781465661,2.521200586820986,2.266361969082117,15.808000373840333,16.411000156402586,16.606333414713543,16.18566672007243,16.534000072479248,15.694078882980897,16.131870942455343,16.4560920164519,16.46024591565895,16.44586866927237,16.228634861122487,16.447724496112546,-0.219089634990059,0.0254073189617327,0.5319143876926028,0.5319143876926028,-0.5319143876926028,0.5319143876926028,-0.5319143876926028,0.5319143876926028,0.5319143876926028,0.5319143876926028,0.5319143876926028,0.4149999618530202,0.3649001598358147,15.19799995422363,14.82761945724487,14.899199485778809,14.970779514312742,0.0,1.025990075164431,1.7635561748105415,1.0,-1.7635561748105415,0.9997476405134934,-1.0,-1.7635561748105415,1.3680132392062443,1.0,-1.7635561748105415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
