Date_ADBE_L01d,Open_ADBE_L01d,High_ADBE_L01d,Low_ADBE_L01d,Close_ADBE_L01d,Adj Close_ADBE_L01d,Volume_ADBE_L01d,Daily_Return_ADBE_L01d,Vol5_ADBE_L01d,Vol10_ADBE_L01d,Vol20_ADBE_L01d,Vol60_ADBE_L01d,SMA5_ADBE_L01d,SMA10_ADBE_L01d,SMA30_ADBE_L01d,SMA60_ADBE_L01d,SMA100_ADBE_L01d,EMA5_ADBE_L01d,EMA10_ADBE_L01d,EMA30_ADBE_L01d,EMA60_ADBE_L01d,EMA100_ADBE_L01d,Short12_ADBE_L01d,Long26_ADBE_L01d,MACD_ADBE_L01d,SIGNAL9_ADBE_L01d,Ret5/10_ADBE_L01d,Ret10/30_ADBE_L01d,Ret30/60_ADBE_L01d,Ret30/100_ADBE_L01d,Emaret5/10_ADBE_L01d,Emaret10/30_ADBE_L01d,Emaret30/60_ADBE_L01d,Emaret30/100_ADBE_L01d,RetMACD_ADBE_L01d,DayRange_ADBE_L01d,average20r_ADBE_L01d,PRVHI_ADBE_L01d,HitLevel_ADBE_L01d,hitlevel_2_ADBE_L01d,hitlevel_1.8_ADBE_L01d,Hit?_ADBE_L01d,Hit?_ADBE.1_L01d,Hit?_ADBE.2_L01d,HitAt_2.2_ADBE_L01d,HitAt_2.0_ADBE_L01d,HitAt_1.8_ADBE_L01d,ExitPr_2.2_ADBE_L01d,ExitPr_2.0_ADBE_L01d,ExitPr_1.8_ADBE_L01d,ret_2.2_ADBE_L01d,Ret2.0_ADBE_L01d,Ret_1.8_ADBE_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-02-03,384.2900085449219,386.7200012207031,377.9200134277344,379.3299865722656,379.3299865722656,2695400.0,-3.2888927549483595,2.9669291645905203,2.264824729696428,1.9031483366203035,2.411686920940009,377.84800415039064,371.0240051269531,350.0256693522135,341.4171671549479,324.7897998046875,378.836502987661,371.51613600338385,355.04261011869465,345.9136341419244,347.2808600374783,369.03933266175335,357.30630022888937,11.733032432863979,8.867398239763205,-1.080846685226774,-1.080846685226774,-1.080846685226774,-1.080846685226774,1.080846685226774,-1.080846685226774,-1.080846685226774,-1.080846685226774,-1.080846685226774,5.899993896484375,9.527500915527318,386.7200012207031,380.8100872802735,382.7809875488282,384.75188781738285,1.0,1.0,1.0,380.8100872802735,382.7809875488282,384.2900085449219,379.3299865722656,379.3299865722656,379.3299865722656,-0.3886716128185202,-0.9015601842352091,-1.2906976143972384,0.0,1.0183923383100308,1.0197040351006732,1.1900410945992816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2023-02-17,359.3099975585938,359.6099853515625,352.1199951171875,356.8500061035156,356.8500061035156,2985700.0,-2.2757140637678313,1.7703876251989623,1.5774271289758186,2.004388305496043,2.0005603827474543,370.1700012207031,373.50599975585936,362.50600280761716,348.88383433024086,331.435,367.28548642406366,370.4267723806406,363.52494297927285,353.5918502829684,351.980057343505,370.4822271078722,365.3576494615728,5.124577646299372,8.143521629275037,2.8443305934931398,-2.8443305934931398,-2.8443305934931398,-2.8443305934931398,2.8443305934931398,2.8443305934931398,-2.8443305934931398,-2.8443305934931398,2.8443305934931398,7.559997558593807,9.253501892089833,359.6099853515625,352.97168701171876,354.8369873046875,356.70228759765627,1.0,1.0,1.0,352.97168701171876,354.8369873046875,356.70228759765627,356.8500061035156,356.8500061035156,356.8500061035156,1.0987620918354584,0.5673080515418751,0.0414122675955414,0.0,0.991068420487658,0.9915198193251835,0.7869867952484582,1.0,0.0,0.0,0.9918882250785828,0.9918882250785828,0.006562667,0.006562667,-2.2757140637678313,-1,-2.2757140637678313,-1,-2.2757140637678313,-1,-2.2757140637678313,-1
2023-02-24,328.1199951171875,329.760009765625,318.6000061035156,320.5400085449219,320.5400085449219,8444500.0,-7.630678723728143,3.1638849026948805,2.5829347540472467,2.546686351349358,2.2238892084331074,343.96600341796875,358.48200073242185,362.72666931152344,349.43466796875,333.94059997558594,342.41664108702093,352.8696641199977,358.0310481636856,351.94589001884685,351.1007173322099,355.1308413613328,358.6263833982005,-3.4955420368677323,3.0402503291463807,-0.5553125138347511,-0.5553125138347511,0.5553125138347511,0.5553125138347511,-0.5553125138347511,-0.5553125138347511,-0.5553125138347511,0.5553125138347511,-0.5553125138347511,4.399993896484432,9.316500854492196,329.760009765625,332.6249844360352,334.549984741211,336.4749850463868,1.0,1.0,1.0,328.1199951171875,328.1199951171875,328.1199951171875,320.5400085449219,320.5400085449219,320.5400085449219,-2.310126382136037,-2.310126382136037,-2.310126382136037,1.0,0.9595070400053693,0.9703770992639875,1.014233555961331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.630678723728143,1,7.630678723728143,1,7.630678723728143,1,7.630678723728143,1
2023-03-10,338.3399963378906,338.5199890136719,328.4500122070312,329.2999877929688,329.2999877929688,4148200.0,-2.680499883294168,1.5314737863567416,1.9049159024741338,2.4007293322596563,2.1676603406200194,341.0659912109375,335.2519989013672,357.0170003255208,349.4656682332357,338.4243002319336,337.2153267809092,339.3618441655183,347.39675776175517,347.3534576489613,348.2827265385587,340.48756243154156,346.64302771156997,-6.155465280028409,-5.459741922535022,-1.5274822246453579,1.5274822246453579,-1.5274822246453579,-1.5274822246453579,-1.5274822246453579,1.5274822246453579,1.5274822246453579,-1.5274822246453579,1.5274822246453579,9.709991455078125,8.390000915527356,338.5199890136719,331.9217016601562,333.577001953125,335.23230224609375,1.0,1.0,1.0,331.9217016601562,333.577001953125,335.23230224609375,329.2999877929688,329.2999877929688,329.2999877929688,-0.7898591306547599,-1.2821669764743513,-1.7696130156246215,0.0,1.0173421555385889,0.9936748417021151,0.7934738318380755,0.0,1.0,1.0,0.0124293155968189,0.0068302247984094,0.9971722960472108,0.6646614521741867,-2.680499883294168,-1,-2.680499883294168,-1,-2.680499883294168,-1,-2.680499883294168,-1
2023-04-26,368.6000061035156,369.4500122070312,357.25,363.0599975585938,363.0599975585938,2803200.0,-1.7668223826401652,0.9582691641250821,1.2443235741243457,1.1554828367988292,2.1034606082755616,373.58400268554686,376.1679992675781,372.9189982096354,363.6924987792969,354.92059997558596,371.21122647226053,373.899122761799,370.7680128633057,363.8468919834605,359.3420653214613,374.1894668117214,371.82233721804215,2.3671295936792376,4.721371223209396,-2.3026540861999965,2.3026540861999965,2.3026540861999965,2.3026540861999965,-2.3026540861999965,-2.3026540861999965,2.3026540861999965,2.3026540861999965,-2.3026540861999965,10.320007324218807,6.74700164794921,369.4500122070312,361.02020843505863,362.3120086669922,363.6038088989258,1.0,1.0,1.0,361.02020843505863,362.3120086669922,363.6038088989258,363.0599975585938,363.0599975585938,363.0599975585938,0.565006909828455,0.2064488268974542,-0.1495615081642836,1.0,0.9931307378961994,0.99281117251711,1.076886245728792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7668223826401652,1,1.7668223826401652,-1,1.7668223826401652,1,1.7668223826401652,1
2023-05-03,363.489990234375,365.9599914550781,344.239990234375,345.25,345.25,6700800.0,-6.350025343016466,3.4200142882699534,2.3679277135174903,1.8362721250604987,2.1701366437734917,367.4080017089844,370.4960021972656,374.7489980061849,362.62566528320315,356.515400390625,363.06670527320864,368.1039236335112,369.57636013858024,364.3299314975558,360.0861233718163,369.1088156673597,370.1004250963269,-0.9916094289671946,2.1956010841392013,2.7284615286703473,2.7284615286703473,-2.7284615286703473,-2.7284615286703473,2.7284615286703473,2.7284615286703473,2.7284615286703473,-2.7284615286703473,2.7284615286703473,15.160003662109375,8.251501464843741,365.9599914550781,358.4029043579102,359.9890045166016,361.575104675293,1.0,1.0,1.0,358.4029043579102,359.9890045166016,361.575104675293,345.25,345.25,345.25,-3.669865449744058,-4.094292973307155,-4.514996874564557,0.0,0.991665225886467,0.9863157710719821,1.2895298475651997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.350025343016466,1,6.350025343016466,-1,-6.350025343016466,-1,-6.350025343016466,-1
2023-05-04,347.9700012207031,348.0,332.8399963378906,335.8299865722656,335.8299865722656,6614900.0,-2.7284615286703473,2.9273300182999717,2.403335309117014,1.9006893607064506,2.1725851886192755,360.2899963378906,366.05299987792966,373.88633117675784,361.8258316040039,356.547900390625,353.98779903956097,362.23593507692107,367.3991747472051,363.3955070737758,359.6058038312312,363.988995806576,367.5618740945446,-3.5728782879685923,1.0419052097176427,-3.742967521309736,-3.742967521309736,3.742967521309736,3.742967521309736,3.742967521309736,-3.742967521309736,-3.742967521309736,3.742967521309736,-3.742967521309736,11.519989013671932,8.504000854492181,348.0,347.8066882324219,349.45698852539067,351.1072888183594,1.0,1.0,1.0,347.8066882324219,347.9700012207031,347.9700012207031,335.8299865722656,335.8299865722656,335.8299865722656,-3.443493775528788,-3.4888107037530474,-3.4888107037530474,1.0,0.9842563684986576,0.9772299343089509,1.2644545493871442,0.0,1.0,1.0,0.1613652557134628,0.0832555833567314,0.9293063879013062,0.4741708822548389,-2.7284615286703473,-1,2.7284615286703473,-1,2.7284615286703473,-1,2.7284615286703473,-1
2023-06-20,485.6300048828125,492.6900024414062,480.0,485.8599853515625,485.8599853515625,5331200.0,-1.8821453738178315,1.5526570361941474,2.6967945165664955,2.7097578609046273,2.260716447311,486.093994140625,464.9339996337891,406.1389994303385,389.66933186848956,376.2693991088867,482.865469373404,467.7267101279504,425.13867799396417,399.4867518214036,384.4653002815471,461.80290090524835,431.00704045364347,30.79586045160488,25.566691793086637,-1.7247714604796534,-1.7247714604796534,-1.7247714604796534,-1.7247714604796534,1.7247714604796534,-1.7247714604796534,-1.7247714604796534,-1.7247714604796534,-1.7247714604796534,20.239990234375,15.432499694824221,492.6900024414062,486.4934909057617,489.42499084472655,492.3564907836914,1.0,1.0,1.0,485.6300048828125,485.6300048828125,485.6300048828125,485.8599853515625,485.8599853515625,485.8599853515625,0.04735713741688936,0.04735713741688936,0.04735713741688936,0.0,1.045511824309478,1.0323666767743758,0.9952160506570856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8821453738178315,-1,1.8821453738178315,1,1.8821453738178315,1,1.8821453738178315,1
2023-07-20,522.030029296875,528.3099975585938,514.0900268554688,516.8800048828125,516.8800048828125,3264500.0,-1.9519279095785385,1.6369458923300588,1.426241339657967,1.3235311394483371,2.313046825064671,522.6219970703125,512.4109985351563,488.6023315429687,431.32849884033203,403.4474984741211,520.2088398085273,513.2699503285965,484.3210543323186,450.3195618459865,423.7991710843746,510.40771901633536,490.01423860209997,20.3934804142354,20.54133105320473,0.6481147566729747,0.6481147566729747,0.6481147566729747,0.6481147566729747,-0.6481147566729747,0.6481147566729747,0.6481147566729747,0.6481147566729747,-0.6481147566729747,10.40997314453125,10.997993469238281,528.3099975585938,515.0717102050781,517.2470092773438,519.4223083496094,1.0,1.0,1.0,515.0717102050781,517.2470092773438,519.4223083496094,516.8800048828125,516.8800048828125,516.8800048828125,0.35107629518506683,-0.0709534106430116,-0.48944826318196855,1.0,1.019927360193959,1.0135189864037208,1.077603161080472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9519279095785385,1,-1.9519279095785385,1,-1.9519279095785385,1,-1.9519279095785385,1
2023-09-15,532.1099853515625,537.6900024414062,523.6199951171875,528.8900146484375,528.8900146484375,9769000.0,-4.214350845384929,2.833207614714975,2.0093767830938285,2.0498756510360883,1.6936283985810325,548.2640014648438,555.2170043945313,534.2006683349609,521.1051651000977,471.818798828125,545.3348676704147,547.9373632029711,537.0105265304115,514.0319883394646,485.0846334626388,547.4224855655303,539.6499609076379,7.772524657892404,10.184678981418186,-0.6674295532059121,0.6674295532059121,0.6674295532059121,0.6674295532059121,-0.6674295532059121,-0.6674295532059121,0.6674295532059121,0.6674295532059121,-0.6674295532059121,11.79998779296875,13.295994567871091,537.6900024414062,526.5603137207031,529.1630126953125,531.7657116699219,1.0,1.0,1.0,526.5603137207031,529.1630126953125,531.7657116699219,528.8900146484375,528.8900146484375,528.8900146484375,0.44243762148966426,-0.05159053832665273,-0.5407827090719561,1.0,0.9874769632870488,0.9952503776757556,0.9802432562571344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.214350845384929,1,-4.214350845384929,-1,-4.214350845384929,1,-4.214350845384929,1
