Date_CRM_L01d,Open_CRM_L01d,High_CRM_L01d,Low_CRM_L01d,Close_CRM_L01d,Adj Close_CRM_L01d,Volume_CRM_L01d,Daily_Return_CRM_L01d,Vol5_CRM_L01d,Vol10_CRM_L01d,Vol20_CRM_L01d,Vol60_CRM_L01d,SMA5_CRM_L01d,SMA10_CRM_L01d,SMA30_CRM_L01d,SMA60_CRM_L01d,SMA100_CRM_L01d,EMA5_CRM_L01d,EMA10_CRM_L01d,EMA30_CRM_L01d,EMA60_CRM_L01d,EMA100_CRM_L01d,Short12_CRM_L01d,Long26_CRM_L01d,MACD_CRM_L01d,SIGNAL9_CRM_L01d,Ret5/10_CRM_L01d,Ret10/30_CRM_L01d,Ret30/60_CRM_L01d,Ret30/100_CRM_L01d,Emaret5/10_CRM_L01d,Emaret10/30_CRM_L01d,Emaret30/60_CRM_L01d,Emaret30/100_CRM_L01d,RetMACD_CRM_L01d,DayRange_CRM_L01d,average20r_CRM_L01d,PRVHI_CRM_L01d,HitLevel_CRM_L01d,hitlevel_2_CRM_L01d,hitlevel_1.8_CRM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,135.1900024414062,136.9499969482422,133.0299987792969,134.7799987792969,134.7799987792969,8196400.0,1.6517101605654574,1.8071024324930114,1.385386023696288,2.251777418582202,3.0500903688870435,131.80799865722656,130.54299926757812,137.71499989827473,145.20649998982748,151.9822996520996,132.39173411832545,131.8866002623928,136.77154186447822,143.517124465396,150.9725349601667,132.11620901180936,135.69402396743854,-3.5778149556291794,-4.666226956273148,3.568776971477863,-3.568776971477863,-3.568776971477863,-3.568776971477863,3.568776971477863,3.568776971477863,-3.568776971477863,-3.568776971477863,3.568776971477863,4.230010986328097,3.7215023040771498,136.9499969482422,123.65189613342282,124.46899642944332,125.28609672546384,1.0,1.0096902889986121,1.0038300619996852,0.6152411034340045,0.0,2.0,0.0,0.007424762,0.004573159,0.0121830618008971,0.0101824559004485,,1,,-1,,-1,,1
2023-01-04,141.2200012207031,141.8500061035156,137.6199951171875,139.5899963378906,139.5899963378906,14322600.0,3.568776971477863,2.1908154919795875,1.6918400952936574,1.7188922439103846,3.0598800212418324,133.5939971923828,131.60099945068356,137.43333333333334,145.02816670735677,151.51089965820313,134.7911548581805,133.2872177306651,136.95337763695645,143.38836616613352,150.7471381557652,133.26602244659108,135.98261451339795,-2.716592066806868,-4.276299978379892,-2.3282470701790636,2.3282470701790636,2.3282470701790636,2.3282470701790636,-2.3282470701790636,-2.3282470701790636,2.3282470701790636,2.3282470701790636,-2.3282470701790636,4.349990844726506,3.7570018768310547,141.8500061035156,128.76269187927247,129.5069923400879,130.25129280090331,0.0,1.0151442447247225,1.011283431023029,0.9842618705666011,3.0,0.0,0.0,0.9671599864959716,0.9126159151395162,0.1639818996191024,0.0798906752218802,3.568776971477863,1,-3.568776971477863,-1,-3.568776971477863,1,3.568776971477863,1
2023-01-05,137.6399993896484,138.5899963378906,134.2400054931641,136.3399963378906,136.3399963378906,8493500.0,-2.3282470701790636,2.4231099195419024,1.9344953275785468,1.8058177440803733,3.0486587757376946,135.16799621582032,132.38999938964844,137.14966634114583,144.87316665649413,150.97539962768553,135.3074353514172,133.84226838652427,136.91380464991994,143.15727207340424,150.4618482187776,133.738941506791,136.00908724113813,-2.2701457343471247,-3.875069129573338,3.0585288843714142,-3.0585288843714142,-3.0585288843714142,-3.0585288843714142,3.0585288843714142,3.0585288843714142,-3.0585288843714142,-3.0585288843714142,3.0585288843714142,6.099990844726591,3.8755016326904297,138.5899963378906,133.58460197448727,134.3360023498535,135.0874027252197,1.0,1.02098343408852,1.0109469675204672,1.071257237293182,2.0,2.0,8.0,0.9185320734977722,0.1797473776996394,0.9958232641220092,0.6294456979877859,-2.3282470701790636,1,2.3282470701790636,1,-2.3282470701790636,1,-2.3282470701790636,1
2023-01-06,137.5800018310547,141.6499938964844,135.5500030517578,140.5099945068359,140.5099945068359,9145700.0,3.0585288843714142,2.4014920370036523,2.073899966182962,1.8391920855642543,3.0628834184548013,136.76199645996093,133.41099853515624,136.85833282470702,144.83883310953777,150.46989959716797,137.0416217365568,135.05458222658092,137.14581689875322,143.07047608761513,150.26478180864012,134.78064196833637,136.34248777933797,-1.5618458110016036,-3.4124244658589915,4.690066083775328,-4.690066083775328,-4.690066083775328,-4.690066083775328,4.690066083775328,4.690066083775328,-4.690066083775328,-4.690066083775328,4.690066083775328,6.610000610351591,3.98400115966797,141.6499938964844,130.06389274597166,130.83899307250974,131.61409339904782,1.0,1.025117853562288,1.014712862586493,1.1276146643196872,2.0,0.0,0.0,0.9746686816215516,0.9734391272068024,0.0235423650592565,0.0228250874206423,3.0585288843714142,1,3.0585288843714142,1,3.0585288843714142,1,3.0585288843714142,1
2023-01-09,142.5899963378906,149.1999969482422,142.5899963378906,147.1000061035156,147.1000061035156,13679700.0,4.690066083775328,2.7198756739047525,2.3166801035119606,2.066368882549061,3.121384856949619,139.66399841308595,135.20199890136718,136.6869995117187,144.91899998982748,150.0449996948242,140.39441652554308,137.24465929511447,137.7880226538992,143.20259182584138,150.20211298279605,136.67592875836394,137.13934098853633,-0.46341223017239486,-2.8226220187216726,0.2311327829934542,-0.2311327829934542,-0.2311327829934542,-0.2311327829934542,0.2311327829934542,0.2311327829934542,-0.2311327829934542,-0.2311327829934542,0.2311327829934542,3.679992675781307,3.9175010681152402,149.1999969482422,132.88519134521488,133.68199157714847,134.47879180908205,1.0,1.0330024670343365,1.0229499438929404,1.1211357870692076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.690066083775328,-1,4.690066083775328,-1,4.690066083775328,-1,4.690066083775328,1
2023-01-10,145.8099975585938,149.2799987792969,145.6000061035156,147.4400024414062,147.4400024414062,6527700.0,0.2311327829934542,2.8530253427968493,2.3146580507910164,2.0680932017237135,3.109135299769189,142.19599914550776,137.0019989013672,136.48999938964843,144.95233332316081,149.6397996520996,142.74294516416413,139.0983580489857,138.41073102728677,143.34152332143367,150.1474177245507,138.3319400942166,137.90235294800817,0.4295871462084335,-2.1721801857356513,-1.722740438729448,-1.722740438729448,1.722740438729448,1.722740438729448,-1.722740438729448,-1.722740438729448,-1.722740438729448,1.722740438729448,-1.722740438729448,3.4799957275390057,3.93450088500977,149.2799987792969,140.58149459838864,141.3649948120117,142.14849502563476,0.0,1.0379118573874233,1.026201510688537,1.119223277201335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2311327829934542,-1,-0.2311327829934542,-1,-0.2311327829934542,-1,0.2311327829934542,-1
2023-01-11,145.2799987792969,147.0399932861328,143.5599975585938,144.8999938964844,144.8999938964844,13595000.0,-1.722740438729448,3.0292866417249615,2.510003060859223,2.119230510863098,3.1036600287250344,143.25799865722652,138.42599792480468,136.1969991048177,144.99699986775715,149.20949966430663,143.4619614082709,140.1532009303491,138.82939314788018,143.39262071733697,150.04350834181673,139.3424099099501,138.42069672196936,0.9217131879807425,-1.5534015109923727,3.243624848175529,3.243624848175529,-3.243624848175529,-3.243624848175529,3.243624848175529,3.243624848175529,3.243624848175529,-3.243624848175529,3.243624848175529,5.880004882812614,3.936500549316416,147.0399932861328,140.6240968322754,141.41099700927737,142.1978971862793,1.0,1.0349067429880237,1.0236081691745744,1.184393603240912,1.0,0.0,0.0,0.9826315641403198,0.9826315641403198,0.015944976,0.015944976,1.722740438729448,-1,1.722740438729448,1,1.722740438729448,-1,1.722740438729448,-1
2023-01-12,147.8399963378906,149.8200073242188,143.9400024414062,149.6000061035156,149.6000061035156,11678000.0,3.243624848175529,2.5904319938886484,2.3917674739951407,2.188395309109749,3.0992756530494026,145.91000061035155,140.53899841308595,136.1276662190755,145.03733342488607,148.86779968261717,145.5079763066858,141.87080187092482,139.52427140308248,143.5961415496707,150.03472611927612,140.92050163203712,139.24879371319503,1.6717079188420882,-0.9083796250254805,-0.06016817714392608,-0.06016817714392608,0.06016817714392608,0.06016817714392608,-0.06016817714392608,-0.06016817714392608,-0.06016817714392608,0.06016817714392608,-0.06016817714392608,3.870010375976591,3.928000640869155,149.8200073242188,138.3796920776367,139.16699218749997,139.95429229736325,0.0,1.0382171657540822,1.0256372304082,1.092932096883412,1.0,1.0,3.0,0.6471138000488281,0.1340219352097656,0.9515993595123292,0.5559603285983107,-3.243624848175529,-1,3.243624848175529,1,-3.243624848175529,1,-3.243624848175529,-1
2023-01-13,146.1999969482422,149.9600067138672,146.0899963378906,149.5099945068359,149.5099945068359,8378100.0,-0.06016817714392608,2.617103893222444,2.368334272773048,2.176061786704629,3.0488867896954783,147.71000061035153,142.23599853515626,135.76966603597006,144.9703333536784,148.59309967041017,146.84198237340252,143.259745986545,140.16851160332465,143.7900383679384,150.0243353942773,142.24196207431385,140.00888266087213,2.2330794134417147,-0.28008781733204147,-0.695601180083825,-0.695601180083825,0.695601180083825,0.695601180083825,-0.695601180083825,-0.695601180083825,-0.695601180083825,0.695601180083825,-0.695601180083825,4.389999389648494,3.9255004882812643,149.9600067138672,141.17840591430667,141.9640060424805,142.74960617065432,0.0,1.038485349219398,1.0250051845491472,1.0883580086021325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06016817714392608,-1,-0.06016817714392608,-1,-0.06016817714392608,-1,0.06016817714392608,-1
2023-01-17,149.6000061035156,150.4900054931641,146.1000061035156,148.4700012207031,148.4700012207031,9407600.0,-0.695601180083825,1.8595253695332952,2.420377365929986,2.015593938490628,3.0501865251088005,147.98399963378907,143.8239990234375,135.81866607666015,144.88366673787434,148.3177996826172,147.38465532250274,144.2070651200283,140.70409157863938,143.9434797729471,149.9935564997511,143.2001219429891,140.63563218382257,2.5644897591665483,0.2888276979676765,-2.0340838200517175,-2.0340838200517175,2.0340838200517175,2.0340838200517175,-2.0340838200517175,-2.0340838200517175,-2.0340838200517175,2.0340838200517175,-2.0340838200517175,4.25,3.988500213623059,150.4900054931641,141.32390563964842,142.10900573730467,142.89410583496092,0.0,1.0289242451788152,1.0220349134754918,1.200825880505713,0.0,2.0,0.0,0.032646984,0.0172121765,0.3542007505893707,0.1792262547946853,0.695601180083825,1,0.695601180083825,1,0.695601180083825,1,0.695601180083825,1
