Date_FFIV_L01d,Open_FFIV_L01d,High_FFIV_L01d,Low_FFIV_L01d,Close_FFIV_L01d,Adj Close_FFIV_L01d,Volume_FFIV_L01d,Daily_Return_FFIV_L01d,Vol5_FFIV_L01d,Vol10_FFIV_L01d,Vol20_FFIV_L01d,Vol60_FFIV_L01d,SMA5_FFIV_L01d,SMA10_FFIV_L01d,SMA30_FFIV_L01d,SMA60_FFIV_L01d,SMA100_FFIV_L01d,EMA5_FFIV_L01d,EMA10_FFIV_L01d,EMA30_FFIV_L01d,EMA60_FFIV_L01d,EMA100_FFIV_L01d,Short12_FFIV_L01d,Long26_FFIV_L01d,MACD_FFIV_L01d,SIGNAL9_FFIV_L01d,Ret5/10_FFIV_L01d,Ret10/30_FFIV_L01d,Ret30/60_FFIV_L01d,Ret30/100_FFIV_L01d,Emaret5/10_FFIV_L01d,Emaret10/30_FFIV_L01d,Emaret30/60_FFIV_L01d,Emaret30/100_FFIV_L01d,RetMACD_FFIV_L01d,DayRange_FFIV_L01d,average20r_FFIV_L01d,PRVHI_FFIV_L01d,HitLevel_FFIV_L01d,hitlevel_2_FFIV_L01d,hitlevel_1.8_FFIV_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-26,146.1399993896484,148.1499938964844,144.8600006103516,147.8099975585938,147.8099975585938,539600.0,1.5946057995981873,1.6314223942737345,1.6565396318748782,1.7641716451457325,2.082577251171165,146.43800048828126,145.77900085449218,144.5376668294271,146.25066655476888,147.069599609375,146.3716237460239,145.74195293302893,145.51483018705585,146.65332378762895,149.52162654779949,145.58667107368143,145.430520426233,0.15615064744844176,-0.3231461548064502,-0.027057226705550753,-0.027057226705550753,0.027057226705550753,0.027057226705550753,-0.027057226705550753,-0.027057226705550753,-0.027057226705550753,0.027057226705550753,-0.027057226705550753,2.5099945068359943,3.8994995117187514,148.1499938964844,138.13040054321291,138.92400054931645,139.71760055541995,0.0,1.0045205388288183,1.0043204499481648,0.93899005600333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5946057995981873,1,1.5946057995981873,-1,1.5946057995981873,1,1.5946057995981873,1
2023-01-27,147.3000030517578,149.4799957275391,146.9700012207031,147.7700042724609,147.7700042724609,392200.0,-0.027057226705550753,1.3666379674801945,1.655141377320204,1.708037979715702,2.071077983264218,147.06200256347657,145.8280014038086,144.31100006103514,146.3316665649414,146.9861996459961,146.83775058816957,146.11068954019836,145.66032528934005,146.68993626254147,149.48694095818882,145.92256848887828,145.60381552595356,0.31875296292471944,-0.19476633126021628,-1.4075940792554709,-1.4075940792554709,1.4075940792554709,1.4075940792554709,-1.4075940792554709,-1.4075940792554709,-1.4075940792554709,1.4075940792554709,-1.4075940792554709,1.989990234375,3.6474990844726576,149.4799957275391,139.57109497070314,140.3509948730469,141.13089477539066,0.0,1.0084620316248518,1.0049760975754698,0.9690307809172355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.027057226705550753,1,0.027057226705550753,-1,-0.027057226705550753,1,-0.027057226705550753,1
2023-01-30,146.6600036621094,146.8699951171875,144.8800048828125,145.6900024414062,145.6900024414062,541900.0,-1.4075940792554709,1.157653654924983,1.7127937411611793,1.6173316068883064,2.075013395760334,146.64600219726563,145.74000091552733,144.09833323160808,146.35083338419597,146.8929997253418,146.4551678725818,146.0342009767816,145.66223994431206,146.6571515470944,149.41175405686639,145.8867890969595,145.61019974191302,0.2765893550464682,-0.1004951939988794,1.352186963889652,1.352186963889652,-1.352186963889652,-1.352186963889652,1.352186963889652,1.352186963889652,1.352186963889652,-1.352186963889652,1.352186963889652,5.289993286132898,3.7634986877441476,146.8699951171875,141.45549774169925,142.18499755859378,142.9144973754883,1.0,1.006216558776224,1.002882659630309,1.0590244658957348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4075940792554709,1,1.4075940792554709,1,-1.4075940792554709,1,-1.4075940792554709,1
2023-01-31,145.1000061035156,148.5599975585938,143.2700042724609,147.6600036621094,147.6600036621094,496500.0,1.352186963889652,1.2902268564487023,1.7668451297272727,1.6412916362958871,2.0276994702244373,146.88400268554688,145.7960006713867,144.1433334350586,146.48816680908203,146.79919982910155,146.85677980242434,146.329801465023,145.79112792610545,146.690031944308,149.37706593023753,146.15959133775178,145.76203706933498,0.39755426841679764,-0.0008853015157440081,1.82175428328021,1.82175428328021,-1.82175428328021,-1.82175428328021,-1.82175428328021,1.82175428328021,1.82175428328021,-1.82175428328021,1.82175428328021,4.440002441406222,3.8589988708496192,148.5599975585938,138.59029800415038,139.3429977416992,140.09569747924803,1.0,1.0074624956044744,1.003601305626915,1.076496760633435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.352186963889652,1,1.352186963889652,-1,1.352186963889652,1,1.352186963889652,-1
2023-02-01,147.5099945068359,151.0200042724609,146.5800018310547,150.3500061035156,150.3500061035156,772700.0,1.82175428328021,1.3646471094602521,1.6307390188667321,1.6751161713733638,1.9980778598136697,147.8560028076172,146.46100158691405,144.34933369954427,146.73950017293294,146.7247999572754,148.02118856945475,147.06074776293073,146.08524909884162,146.8100310970689,149.39633207228266,146.80427053248468,146.10188662742243,0.7023839050622485,0.13976853979985449,4.216824795820444,4.216824795820444,-4.216824795820444,4.216824795820444,-4.216824795820444,4.216824795820444,4.216824795820444,-4.216824795820444,4.216824795820444,8.529998779296875,4.0999984741211035,151.0200042724609,140.07020004272465,140.84199981689457,141.6137995910645,1.0,1.0095247281227644,1.0065309120287644,0.9735080149872539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82175428328021,1,-1.82175428328021,-1,1.82175428328021,1,-1.82175428328021,-1
2023-02-02,151.4900054931641,159.9499969482422,151.4199981689453,156.6900024414062,156.6900024414062,1213200.0,4.216824795820444,2.1104384761199273,1.7822980270195072,1.9011403810759249,2.053503276188014,149.63200378417963,148.03500213623047,144.84833374023438,147.0541669209798,146.68970001220703,150.91079319343856,148.81152134083536,146.7694267338458,147.13396458376846,149.54076118850293,148.32515236462646,146.88619150253234,1.4389608620941203,0.3996070042587077,-2.737895512207951,-2.737895512207951,2.737895512207951,-2.737895512207951,2.737895512207951,-2.737895512207951,-2.737895512207951,2.737895512207951,-2.737895512207951,3.759994506835909,4.029998016357429,159.9499969482422,142.00000762939447,142.8200073242187,143.6400070190429,0.0,1.0107880003033303,1.0141069174865505,0.9374889117924262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.216824795820444,1,-4.216824795820444,-1,4.216824795820444,1,-4.216824795820444,-1
2023-02-03,154.6300048828125,155.0399932861328,151.2799987792969,152.3999938964844,152.3999938964844,547000.0,-2.737895512207951,2.752264462718179,2.051694242586551,1.8135332268233084,2.0875078651876007,150.55800170898436,148.81000213623048,145.16266682942708,147.3071667989095,146.5829998779297,151.40719342778718,149.46397089640791,147.13268913143537,147.30662128254602,149.5973796579679,148.9520510618354,147.29462130949176,1.6574297523436314,0.6511715538756925,-3.5957978654915843,-3.5957978654915843,3.5957978654915843,-3.5957978654915843,3.5957978654915843,-3.5957978654915843,-3.5957978654915843,3.5957978654915843,-3.5957978654915843,4.6300048828125,4.121998596191415,155.0399932861328,151.08400131225585,151.89000091552734,152.69600051879883,0.0,1.0117465193714172,1.0130012772959585,1.1313243188714108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.737895512207951,1,2.737895512207951,-1,-2.737895512207951,1,2.737895512207951,-1
2023-02-06,150.9600067138672,151.2799987792969,146.6499938964844,146.9199981689453,146.9199981689453,574000.0,-3.5957978654915843,3.283716005302161,2.3354769747755455,2.015265515539686,2.14309905596838,150.8040008544922,148.7250015258789,145.3230000813802,147.47750015258788,146.4915998840332,149.9114616748399,149.00143040050563,147.11896713385536,147.29394511488698,149.54436220273973,148.6394275398523,147.26687144722908,1.3725560926232276,0.7954484616251996,1.0754164516377287,1.0754164516377287,-1.0754164516377287,1.0754164516377287,-1.0754164516377287,1.0754164516377287,1.0754164516377287,-1.0754164516377287,1.0754164516377287,3.6000061035155966,4.086499023437504,151.2799987792969,145.9715963745117,146.79599609374998,147.62039581298828,1.0,1.013978815312041,1.0061075338128511,1.1588929383084825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5957978654915843,1,3.5957978654915843,1,-3.5957978654915843,1,3.5957978654915843,1
2023-02-07,146.1799926757812,148.9100036621094,145.3099975585938,148.5,148.5,675900.0,1.0754164516377287,3.261938856224311,2.3385683106871955,2.0110667127471715,2.1311617364214968,150.97200012207028,148.9280014038086,145.6056666056315,147.7150001525879,146.4422999572754,149.44097444989328,148.91026123677733,147.20806602844536,147.33348789800542,149.52368176308153,148.6179771491058,147.3582143029899,1.2597628461159047,0.8883113385233405,-2.154880099826389,-2.154880099826389,2.154880099826389,-2.154880099826389,2.154880099826389,-2.154880099826389,-2.154880099826389,2.154880099826389,-2.154880099826389,4.160003662109403,4.206999206542974,148.9100036621094,142.2897009277344,143.1070007324219,143.9243005371094,0.0,1.0137247441649306,1.0035639801361445,1.162849693580104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0754164516377287,1,1.0754164516377287,1,1.0754164516377287,1,1.0754164516377287,1
2023-02-08,147.9499969482422,148.7400054931641,144.5800018310547,145.3000030517578,145.3000030517578,435000.0,-2.154880099826389,3.2389877403278056,2.4421666381529996,2.0775397426784816,1.9031490789022685,149.96199951171874,148.90900115966798,145.74866689046223,147.7243334452311,146.38899993896484,148.0606506505148,148.25385065768285,147.08496519123972,147.2668162637022,149.44004456087708,148.10751959566764,147.20575421030605,0.9017653853615855,0.8910021478909895,0.13764414593366933,0.13764414593366933,-0.13764414593366933,0.13764414593366933,-0.13764414593366933,-0.13764414593366933,0.13764414593366933,-0.13764414593366933,0.13764414593366933,2.919998168945284,4.1494987487792985,148.7400054931641,139.65460540771485,140.49600524902345,141.33740509033206,1.0,1.0070714217666512,0.9986968297530824,1.1755089868964048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.154880099826389,1,-2.154880099826389,-1,-2.154880099826389,1,-2.154880099826389,1
2023-02-09,147.1900024414062,148.1799926757812,145.2599945068359,145.5,145.5,563800.0,0.13764414593366933,1.9785216256056004,2.3800464626033992,1.9975089674940834,1.8454099494626655,147.7239990234375,148.67800140380857,145.8923334757487,147.65083338419598,146.35519989013673,147.20710043367654,147.75315053810414,146.98270937245005,147.20888786161362,149.3620238765033,147.70636273479568,147.07940204657967,0.6269606882160019,0.838193855955992,0.35051168854701653,-0.35051168854701653,0.35051168854701653,-0.35051168854701653,0.35051168854701653,0.35051168854701653,-0.35051168854701653,0.35051168854701653,0.35051168854701653,1.639999389648409,4.045498657226564,148.1799926757812,139.61110824584964,140.4410079956055,141.27090774536134,0.0,0.9935834328457241,0.9963043082165157,1.191507272975709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13764414593366933,1,-0.13764414593366933,1,0.13764414593366933,1,0.13764414593366933,1
2023-02-10,144.2700042724609,145.6699981689453,144.0299987792969,144.9900054931641,144.9900054931641,554700.0,-0.35051168854701653,1.877021197208243,2.380660541052192,1.998465503463569,1.8458583999457083,146.24200134277345,148.4000015258789,146.0973337809245,147.56883341471354,146.3197999572754,146.46806878683907,147.25076052993322,146.85414783185095,147.1361376200251,149.275449255051,147.2884616206985,146.92463193151184,0.363829689186673,0.7433210226021283,-1.3587151845414456,1.3587151845414456,-1.3587151845414456,1.3587151845414456,-1.3587151845414456,-1.3587151845414456,1.3587151845414456,-1.3587151845414456,-1.3587151845414456,2.230010986328182,4.083499145507818,145.6699981689453,139.27989562988276,140.08899536132807,140.8980950927734,1.0,0.985458219939916,0.9946846336122316,1.1912442506144016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.35051168854701653,1,-0.35051168854701653,-1,-0.35051168854701653,-1,-0.35051168854701653,1
2023-02-13,145.4600067138672,146.9900054931641,144.7599945068359,146.9600067138672,146.9600067138672,532000.0,1.3587151845414456,1.3952650939496494,2.3808581167274223,2.020244147666394,1.847616275333138,146.2500030517578,148.527001953125,146.22433420817057,147.489333597819,146.3211000061035,146.63204809584846,147.19789619973938,146.86097743714234,147.13036283621665,149.22959890770082,147.2379300965706,146.9272522857604,0.31067781081020485,0.6567923802437436,-0.18371597804671794,0.18371597804671794,-0.18371597804671794,0.18371597804671794,-0.18371597804671794,-0.18371597804671794,0.18371597804671794,-0.18371597804671794,-0.18371597804671794,2.8399963378905966,4.087998962402348,146.9900054931641,136.68630004882812,137.50299987792968,138.31969970703125,1.0,0.9846694616371116,0.9961558682664656,1.1785001924037632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3587151845414456,1,-1.3587151845414456,1,-1.3587151845414456,1,1.3587151845414456,1
2023-02-14,146.25,147.9400024414062,145.1000061035156,147.2299957275391,147.2299957275391,529200.0,0.18371597804671794,1.2775896890488663,2.3415978205933623,2.0191109772915583,1.8242697836674988,145.99600219726562,148.48400115966797,146.34833424886068,147.4718335469564,146.3308999633789,146.83136397307868,147.20373247752113,146.88478506878084,147.13362948839116,149.19000280512336,147.2367094244119,146.94967772589214,0.28703169851976895,0.5828402438989487,-0.21735198906812492,0.21735198906812492,-0.21735198906812492,0.21735198906812492,-0.21735198906812492,-0.21735198906812492,0.21735198906812492,-0.21735198906812492,-0.21735198906812492,1.7799987792969034,3.873499298095709,147.9400024414062,137.99640777587894,138.8140075683594,139.63160736083987,1.0,0.9832439930028088,0.9974703868021871,1.159717245326648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18371597804671794,1,0.18371597804671794,-1,0.18371597804671794,1,0.18371597804671794,1
2023-02-15,146.6000061035156,148.3800048828125,146.6000061035156,147.5500030517578,147.5500030517578,431100.0,0.21735198906812492,0.6305384950307907,2.2559629998236748,1.9429270937995005,1.8224049925038537,146.4460021972656,148.2040008544922,146.4383341471354,147.4758336385091,146.3497999572754,147.0709103326384,147.26669076374597,146.92770235800518,147.1472810806327,149.15752756248244,147.28490844400358,146.99414626854886,0.2907621754547165,0.5244246302101023,0.5083022599036571,-0.5083022599036571,0.5083022599036571,-0.5083022599036571,0.5083022599036571,0.5083022599036571,-0.5083022599036571,0.5083022599036571,0.5083022599036571,3.2799987792969034,3.8774993896484444,148.3800048828125,139.41830398559563,140.19300384521478,140.96770370483392,0.0,0.9881379811132589,0.9986705722109173,1.1611156213854712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21735198906812492,1,-0.21735198906812492,-1,0.21735198906812492,1,0.21735198906812492,1
2023-02-16,146.7100067138672,149.3099975585938,146.0299987792969,146.8000030517578,146.8000030517578,495400.0,-0.5083022599036571,0.7324583487563099,1.6495675577499858,1.8890195770974514,1.814551632977046,146.70600280761718,147.21500091552736,146.48900095621744,147.43300043741863,146.37669998168946,146.9806079056782,147.18183845247538,146.91946369308602,147.13589491575155,149.11084390880472,147.2103076144273,146.9797652895273,0.23054232490000004,0.46564816914808194,-0.05449715898608051,0.05449715898608051,-0.05449715898608051,0.05449715898608051,-0.05449715898608051,-0.05449715898608051,0.05449715898608051,-0.05449715898608051,-0.05449715898608051,4.52999877929679,3.82499923706055,149.3099975585938,139.8495062255859,140.6250061035156,141.4005059814453,1.0,0.9965424847689113,0.9986327759667022,0.8732400541261767,0.0,0.0,1.0,0.0168859641999006,0.0168859641999006,0.7540599703788757,0.7540599703788757,-0.5083022599036571,1,0.5083022599036571,-1,-0.5083022599036571,-1,-0.5083022599036571,-1
2023-02-17,146.4499969482422,147.1000061035156,142.5700073242188,146.8800048828125,146.8800048828125,684600.0,0.05449715898608051,0.6795818189157744,1.4823725869481652,1.8022600049336124,1.789250716912123,147.08400268554686,146.66300201416016,146.71666768391927,147.33450063069662,146.40639999389649,146.94707356472298,147.12695962162758,146.91691796339097,147.127505078606,149.06666887858705,147.1594918095635,146.97237562977065,0.187116179792838,0.4099417712770332,-2.6552349030659497,2.6552349030659497,2.6552349030659497,-2.6552349030659497,2.6552349030659497,2.6552349030659497,-2.6552349030659497,2.6552349030659497,2.6552349030659497,3.7400054931640057,3.8254997253417997,147.1000061035156,140.8949992370606,141.6599990844727,142.42499893188483,0.0,1.0028705308469417,0.9987773413019122,0.8225076198163591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05449715898608051,1,-0.05449715898608051,-1,-0.05449715898608051,1,-0.05449715898608051,-1
