Date_AVGO_L01d,Open_AVGO_L01d,High_AVGO_L01d,Low_AVGO_L01d,Close_AVGO_L01d,Adj Close_AVGO_L01d,Volume_AVGO_L01d,Daily_Return_AVGO_L01d,Vol5_AVGO_L01d,Vol10_AVGO_L01d,Vol20_AVGO_L01d,Vol60_AVGO_L01d,SMA5_AVGO_L01d,SMA10_AVGO_L01d,SMA30_AVGO_L01d,SMA60_AVGO_L01d,SMA100_AVGO_L01d,EMA5_AVGO_L01d,EMA10_AVGO_L01d,EMA30_AVGO_L01d,EMA60_AVGO_L01d,EMA100_AVGO_L01d,Short12_AVGO_L01d,Long26_AVGO_L01d,MACD_AVGO_L01d,SIGNAL9_AVGO_L01d,Ret5/10_AVGO_L01d,Ret10/30_AVGO_L01d,Ret30/60_AVGO_L01d,Ret30/100_AVGO_L01d,Emaret5/10_AVGO_L01d,Emaret10/30_AVGO_L01d,Emaret30/60_AVGO_L01d,Emaret30/100_AVGO_L01d,RetMACD_AVGO_L01d,DayRange_AVGO_L01d,average20r_AVGO_L01d,PRVHI_AVGO_L01d,HitLevel_AVGO_L01d,hitlevel_2_AVGO_L01d,hitlevel_1.8_AVGO_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,565.0,567.5700073242188,550.7899780273438,553.47998046875,553.47998046875,2017300.0,-1.0105028105666916,1.514142207431837,1.6198315306298368,1.8096647475857957,2.362426002792062,553.7699951171875,552.925,543.6136657714844,504.0166651407878,504.68150024414064,554.5450790523139,553.4735615500197,539.894275878076,523.6111623235145,518.3127320384597,552.7113182915873,543.0521896509289,9.659128640658423,11.878834089242847,1.2213648197175717,1.2213648197175717,1.2213648197175717,-1.2213648197175717,-1.2213648197175717,1.2213648197175717,1.2213648197175717,1.2213648197175717,-1.2213648197175717,12.12994384765625,11.918997192382813,567.5700073242188,533.2236254882813,535.626025390625,538.0284252929688,1.0,1.0015282273675228,1.0019359867873243,0.8951003398783073,0.0,0.0,1.0,0.0105460351333022,0.0105460351333022,0.976662278,0.976662278,,1,,1,,1,,-1
2023-01-04,562.989990234375,568.1599731445312,556.030029296875,560.239990234375,560.239990234375,1707400.0,1.2213648197175717,1.606041293847932,1.613432814434817,1.760527855836287,2.2989526716986752,555.1099975585937,553.9859985351562,545.1163330078125,505.67933146158856,504.82960021972656,556.4433827796677,554.7038213108115,541.2069026107405,524.8121075009198,519.1429747750124,553.8695755135547,544.3253600645176,9.544215449037097,11.411910361201697,-0.9317383253810994,-0.9317383253810994,-0.9317383253810994,-0.9317383253810994,0.9317383253810994,-0.9317383253810994,-0.9317383253810994,-0.9317383253810994,0.9317383253810994,8.72003173828125,11.763998413085938,568.1599731445312,541.3482135009766,543.7320129394532,546.1158123779297,0.0,1.0020289303816514,1.0031360185418328,0.916448330587989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2213648197175717,1,1.2213648197175717,-1,1.2213648197175717,1,-1.2213648197175717,-1
2023-01-05,555.7100219726562,559.8400268554688,551.1199951171875,555.02001953125,555.02001953125,1627700.0,-0.9317383253810994,1.4445688667673455,1.6061661416968323,1.761371225656859,2.198295065056195,557.1359985351562,555.0859985351562,546.3690002441406,507.63466491699216,504.79750061035156,555.9689283635284,554.7613118963458,542.0980714443217,525.8025308461765,519.8534113048388,554.0465669008925,545.1175570620533,8.929009838839193,10.915330256729197,6.01959784671337,6.01959784671337,6.01959784671337,6.01959784671337,-6.01959784671337,6.01959784671337,6.01959784671337,6.01959784671337,-6.01959784671337,28.70001220703125,12.751498413085937,559.8400268554688,542.2791766357421,544.6319763183594,546.9847760009766,1.0,1.0036931214359752,1.0021768217092404,0.9118839449065334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9317383253810994,1,0.9317383253810994,1,-0.9317383253810994,1,0.9317383253810994,-1
2023-01-06,563.1199951171875,591.0,562.2999877929688,588.4299926757812,588.4299926757812,3526100.0,6.01959784671337,2.8958804247523005,2.295400448418312,2.1308328978080655,2.297707271390255,563.2599975585938,557.8059997558594,548.315000406901,510.2624979654948,505.09220031738283,566.7892831342795,560.8828902198794,545.087227652803,527.8558902504258,521.2113634111942,559.3363247124138,548.3258856260331,11.010439086380643,10.934352022659485,-1.9611471493605794,-1.9611471493605794,-1.9611471493605794,-1.9611471493605794,1.9611471493605794,-1.9611471493605794,-1.9611471493605794,-1.9611471493605794,-1.9611471493605794,41.1099853515625,14.204998779296876,591.0,531.7867303466796,534.3370300292969,536.887329711914,0.0,1.009777588991731,1.0105305278827184,1.077231560850939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01959784671337,1,6.01959784671337,-1,6.01959784671337,1,-6.01959784671337,1
2023-01-09,592.2999877929688,601.6699829101562,560.5599975585938,576.8900146484375,576.8900146484375,3773900.0,-1.9611471493605794,3.2107148770829492,2.348626135805351,2.164552327030883,2.319288840403594,566.8119995117188,560.1859985351563,549.7566670735677,512.7011647542317,505.34460021972654,570.1561936389988,563.7932764796171,547.1390203621988,529.4635664601966,522.3139109604465,562.036892394879,550.4417470351001,11.59514535977894,11.066510690083376,-0.3397566126795776,-0.3397566126795776,-0.3397566126795776,-0.3397566126795776,0.3397566126795776,-0.3397566126795776,-0.3397566126795776,-0.3397566126795776,-0.3397566126795776,25.1400146484375,14.879998779296875,601.6699829101562,559.7490026855469,562.5900024414062,565.4310021972656,0.0,1.011828215974496,1.0112859046477327,1.085040128841312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9611471493605794,1,1.9611471493605794,1,-1.9611471493605794,1,-1.9611471493605794,1
2023-01-10,572.0,575.1300048828125,549.989990234375,574.9299926757812,574.9299926757812,4463500.0,-0.3397566126795776,3.1362251390192823,2.355549967084162,2.110815256243581,2.3164006518350075,571.102001953125,562.4359985351563,551.257334391276,514.9838312784831,505.7079998779297,571.747459984593,565.8181339698288,548.9319863179138,530.9542689590681,523.3558135686709,564.0204462842486,552.255691156632,11.764755127616581,11.206159577590018,0.5583326689422635,0.5583326689422635,0.5583326689422635,0.5583326689422635,-0.5583326689422635,0.5583326689422635,0.5583326689422635,0.5583326689422635,0.5583326689422635,11.47003173828125,14.722000122070312,575.1300048828125,568.9339855957031,571.9099853515625,574.8859851074219,1.0,1.0154079814246224,1.0104792081744776,1.1159432167816108,1.0,0.0,3.0,0.5883270502090454,0.2002847064567832,0.9886106848716736,0.6975397542351341,-0.3397566126795776,-1,-0.3397566126795776,1,-0.3397566126795776,-1,-0.3397566126795776,1
2023-01-11,573.0,578.3400268554688,566.8699951171875,578.1400146484375,578.1400146484375,2250200.0,0.5583326689422635,3.1280493792472837,2.3544939647757657,2.064763350521711,2.2835213080170105,574.6820068359375,564.8960021972656,553.1216674804688,517.5011647542318,505.90489990234374,573.8783115392079,568.0584759113939,550.8163752424638,532.5013425882278,524.4406492336167,566.1926875710469,554.1730484523213,12.01963911872565,11.368855485817145,0.6572781154543494,0.6572781154543494,0.6572781154543494,0.6572781154543494,-0.6572781154543494,0.6572781154543494,0.6572781154543494,0.6572781154543494,0.6572781154543494,11.3499755859375,14.4489990234375,578.3400268554688,542.7416046142578,545.6860046386719,548.630404663086,1.0,1.0173235508847778,1.0102451347433494,1.140321463077523,0.0,1.0,2.0,0.063652806,0.0294868527463347,0.9822797179222108,0.6052715616119588,-0.5583326689422635,1,0.5583326689422635,1,-0.5583326689422635,1,0.5583326689422635,1
2023-01-12,575.5900268554688,585.1099853515625,573.760009765625,581.9400024414062,581.9400024414062,1951400.0,0.6572781154543494,3.0029721908277405,2.244676744759191,1.9914990360381752,2.276138930064355,580.0660034179688,568.6010009765625,555.1400004069011,519.9439982096354,506.24,576.5655418399407,570.5823898259415,552.8243511907827,534.1222822555451,525.5792502872363,568.6153513972561,556.2298598589201,12.385491538335941,11.572182696320905,-0.5052071397518801,-0.5052071397518801,-0.5052071397518801,-0.5052071397518801,0.5052071397518801,-0.5052071397518801,-0.5052071397518801,-0.5052071397518801,-0.5052071397518801,5.260009765625,13.815997314453124,585.1099853515625,546.5522290039063,549.4420288085937,552.3318286132812,0.0,1.0201635284174937,1.0104860439450722,1.1271292147972511,1.0,0.0,0.0,0.6471138000488281,0.6471138000488281,0.074963436,0.074963436,0.6572781154543494,1,0.6572781154543494,1,0.6572781154543494,-1,0.6572781154543494,-1
2023-01-13,577.1500244140625,581.9299926757812,576.6699829101562,579.0,579.0,1964700.0,-0.5052071397518801,1.0552936459745865,2.187765586298577,1.992675944694797,2.278468649167591,578.1800048828125,570.7200012207031,556.0723327636719,522.3468317667644,506.7425,577.3770278932939,572.112864403043,554.5131027268613,535.5936828373304,526.6370869152117,570.2129896438321,557.9165369064076,12.296452737424488,11.717036704541622,0.0414490905656304,0.0414490905656304,0.0414490905656304,0.0414490905656304,-0.0414490905656304,0.0414490905656304,0.0414490905656304,0.0414490905656304,0.0414490905656304,10.82000732421875,13.917498779296874,581.9299926757812,554.7147912597657,557.4779907226563,560.2411901855469,1.0,1.01307121468698,1.0092012674732347,1.097903345560615,0.0,1.0,0.0,0.00493688,0.00493688,0.4795812964439392,0.4795812964439392,-0.5052071397518801,1,-0.5052071397518801,1,0.5052071397518801,1,0.5052071397518801,1
2023-01-17,574.9000244140625,585.3599853515625,574.5399780273438,579.239990234375,579.239990234375,1583500.0,0.0414490905656304,0.5201375021200944,2.1901997492944023,1.8707854238518857,2.278680851671549,578.65,572.7309997558593,557.0219991048177,524.7458318074545,507.237099609375,577.998015340321,573.4087054632852,556.1083857918622,537.0247093093647,527.6787285650962,571.6017589654541,559.4960519677386,12.105706997715515,11.7947707631764,-0.8545701765218853,-0.8545701765218853,-0.8545701765218853,-0.8545701765218853,0.8545701765218853,-0.8545701765218853,-0.8545701765218853,-0.8545701765218853,-0.8545701765218853,13.84002685546875,14.16300048828125,585.3599853515625,551.3114953613281,554.0949951171875,556.8784948730469,0.0,1.0103346950779053,1.0080035580787492,1.1707380875273514,0.0,0.0,3.0,0.1481311321258545,0.1105119138359591,0.8634275794029236,0.7323484420776367,0.0414490905656304,-1,0.0414490905656304,1,0.0414490905656304,1,0.0414490905656304,1
