Date_MPWR_L01d,Open_MPWR_L01d,High_MPWR_L01d,Low_MPWR_L01d,Close_MPWR_L01d,Adj Close_MPWR_L01d,Volume_MPWR_L01d,Daily_Return_MPWR_L01d,Vol5_MPWR_L01d,Vol10_MPWR_L01d,Vol20_MPWR_L01d,Vol60_MPWR_L01d,SMA5_MPWR_L01d,SMA10_MPWR_L01d,SMA30_MPWR_L01d,SMA60_MPWR_L01d,SMA100_MPWR_L01d,EMA5_MPWR_L01d,EMA10_MPWR_L01d,EMA30_MPWR_L01d,EMA60_MPWR_L01d,EMA100_MPWR_L01d,Short12_MPWR_L01d,Long26_MPWR_L01d,MACD_MPWR_L01d,SIGNAL9_MPWR_L01d,Ret5/10_MPWR_L01d,Ret10/30_MPWR_L01d,Ret30/60_MPWR_L01d,Ret30/100_MPWR_L01d,Emaret5/10_MPWR_L01d,Emaret10/30_MPWR_L01d,Emaret30/60_MPWR_L01d,Emaret30/100_MPWR_L01d,RetMACD_MPWR_L01d,DayRange_MPWR_L01d,average20r_MPWR_L01d,PRVHI_MPWR_L01d,HitLevel_MPWR_L01d,hitlevel_2_MPWR_L01d,hitlevel_1.8_MPWR_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-18,405.7900085449219,409.5799865722656,397.2200012207031,397.8500061035156,397.8500061035156,307400.0,-0.9534919941499224,1.259200743873077,2.7306399302387008,2.8711581729426627,3.4173186544268974,399.0,383.8970001220703,372.06699930826824,366.43799896240233,377.35969970703127,395.6336218946211,386.8178665702501,374.6401393261224,374.9044083697672,383.0017440750189,384.189067767994,375.64092773957395,8.54814002842005,3.410173716257953,-3.659670060380851,-3.659670060380851,-3.659670060380851,3.659670060380851,3.659670060380851,-3.659670060380851,-3.659670060380851,3.659670060380851,-3.659670060380851,14.139984130859375,13.520999145507812,409.5799865722656,373.4970001220703,376.25,379.0029998779297,0.0,1.0393412813153717,1.0227904553699563,0.9510586898248298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9534919941499224,1,0.9534919941499224,1,0.9534919941499224,-1,0.9534919941499224,1
2023-01-19,391.5899963378906,393.239990234375,379.1000061035156,383.2900085449219,383.2900085449219,650500.0,-3.659670060380851,1.7942997301823753,2.9765265708464628,2.959761202506748,3.4075273444460166,396.1840026855469,386.44300231933596,372.3413330078125,367.2789993286133,376.04829986572264,391.51908411138805,386.1764378383722,375.19819540475464,375.179346080428,383.0074522823437,384.05075096444443,376.20752631774786,7.843224646696569,4.296783902345677,3.780424720535537,3.780424720535537,3.780424720535537,-3.780424720535537,-3.780424720535537,3.780424720535537,3.780424720535537,3.780424720535537,3.780424720535537,14.660003662109318,13.695999145507812,393.239990234375,379.83378845214844,382.53798828125,385.24218811035155,1.0,1.025206823018525,1.013834728765228,1.0056644327675879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.659670060380851,1,-3.659670060380851,1,3.659670060380851,1,-3.659670060380851,1
2023-01-20,390.3800048828125,397.9400024414062,383.2799987792969,397.7799987792969,397.7799987792969,358900.0,3.780424720535537,2.7071066519894997,2.7979549561626524,3.0501814282188957,3.4351346667741627,395.81199951171874,391.51500244140624,373.4720001220703,368.3921661376953,375.25989990234376,393.60605566735774,388.2861761912676,376.6550859450477,375.92035108694824,383.2999779555507,386.1629429359602,377.8054872408255,8.35745569513466,5.108918260903474,7.7253786215073825,7.7253786215073825,7.7253786215073825,-7.7253786215073825,-7.7253786215073825,7.7253786215073825,7.7253786215073825,7.7253786215073825,7.7253786215073825,30.540008544921818,14.726498413085935,397.9400024414062,363.1087921142578,365.8479919433594,368.5871917724609,1.0,1.0109753062935452,1.0137009242210817,0.9173077149697528,1.0,0.0,0.0,0.9254748821258544,0.9254748821258544,0.0544630140066146,0.0544630140066146,3.780424720535537,-1,3.780424720535537,-1,3.780424720535537,1,3.780424720535537,-1
2023-01-23,403.989990234375,429.6000061035156,399.0599975585938,428.510009765625,428.510009765625,792500.0,7.7253786215073825,4.389423175902123,3.163480463092953,3.4233066867596484,3.5439612674983745,401.82200317382814,397.6210021972656,375.4966674804688,369.83133290608725,374.9273999023437,405.2407070334469,395.5996004775144,380.000564901214,377.64460219116717,384.1952261102056,392.67787629437015,381.5613777982181,11.116498496152076,6.310434307953194,-2.188981510126899,-2.188981510126899,-2.188981510126899,2.188981510126899,2.188981510126899,-2.188981510126899,-2.188981510126899,-2.188981510126899,-2.188981510126899,19.279998779296932,14.65099945068359,429.6000061035156,365.5417059326171,368.48700561523435,371.4323052978515,0.0,1.0105653397414815,1.0243708703049625,0.9241008044439526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.7253786215073825,-1,-7.7253786215073825,1,7.7253786215073825,-1,-7.7253786215073825,-1
2023-01-24,425.9200134277344,434.7999877929688,415.5199890136719,419.1300048828125,419.1300048828125,445800.0,-2.188981510126899,4.70749866804109,3.2050254132969345,3.194336757092813,3.538666357619313,405.3120056152344,401.18800354003906,376.62266743977864,371.26133321126304,374.4869998168945,409.87047298323546,399.8778558239322,382.5250449000268,379.00477932859815,384.887003907683,396.7474345387459,384.3442390637436,12.403195475002292,7.528986541363015,1.3265567947463583,1.3265567947463583,1.3265567947463583,-1.3265567947463583,-1.3265567947463583,1.3265567947463583,1.3265567947463583,1.3265567947463583,1.3265567947463583,24.059997558593693,15.169998168945307,434.7999877929688,397.36780731201173,400.2980072021484,403.2282070922852,1.0,1.0102794750560973,1.0249891736033092,1.0033461269167654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188981510126899,-1,-2.188981510126899,-1,2.188981510126899,-1,2.188981510126899,-1
2023-01-25,407.7900085449219,426.2000122070312,402.1400146484375,424.6900024414062,424.6900024414062,350700.0,1.3265567947463583,4.587025909501216,3.206162636244056,3.1950731832316994,3.534172980984043,410.6800048828125,404.8400024414062,377.90900065104165,372.848166402181,374.2020999145508,414.81031613595906,404.38915520892743,385.24536474140615,380.50265549623117,385.6751820964696,401.0462911391552,387.3328141287557,13.713477010399515,8.765884635170316,1.9002112783034522,1.9002112783034522,1.9002112783034522,-1.9002112783034522,-1.9002112783034522,1.9002112783034522,1.9002112783034522,1.9002112783034522,1.9002112783034522,15.6500244140625,15.208499145507806,426.2000122070312,401.42599182128913,404.4599914550782,407.49399108886723,1.0,1.0144254579739844,1.0257701295714707,1.0034707978116295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3265567947463583,-1,-1.3265567947463583,-1,-1.3265567947463583,-1,-1.3265567947463583,-1
2023-01-26,431.4599914550781,436.4200134277344,420.7699890136719,432.760009765625,432.760009765625,295700.0,1.9002112783034522,3.6286000143321173,3.1863948522317025,3.0981272255445136,3.4835514262866294,420.5740051269531,408.37900390625,379.23333435058595,374.2808334350586,374.275,420.79354734584774,409.5474924010542,388.3108257107106,382.2160113739162,386.6075549216014,405.92532477399675,390.6977915833386,15.227533190658164,10.058214346267887,-1.7769669719646597,-1.7769669719646597,-1.7769669719646597,-1.7769669719646597,1.7769669719646597,-1.7769669719646597,-1.7769669719646597,-1.7769669719646597,-1.7769669719646597,10.649993896484375,15.148999023437494,436.4200134277344,392.74131408691403,395.7830139160156,398.82471374511715,0.0,1.0298619691611341,1.027459708955514,1.0284906397514633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.9002112783034522,-1,-1.9002112783034522,-1,-1.9002112783034522,-1,-1.9002112783034522,-1
2023-01-27,428.6400146484375,432.7799987792969,422.1300048828125,425.0700073242188,425.0700073242188,484200.0,-1.7769669719646597,3.9761755889259267,3.298004415821952,3.145885916334518,3.479585297214461,426.0320068359375,410.9220031738281,380.0183349609375,375.7078333536784,374.2814999389648,422.21903400530476,412.3697678416296,390.68238581480796,383.6210604214671,387.3691876424453,408.87066055095397,393.2438816382186,15.626778912735347,11.171927259561379,-4.10520900236592,-4.10520900236592,-4.10520900236592,-4.10520900236592,4.10520900236592,-4.10520900236592,-4.10520900236592,-4.10520900236592,-4.10520900236592,12.1400146484375,15.261000061035151,432.7799987792969,403.0922155761719,406.1220153808594,409.15181518554687,0.0,1.036770977327582,1.023884549576044,1.048354741250337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7769669719646597,1,1.7769669719646597,-1,1.7769669719646597,-1,1.7769669719646597,1
2023-01-30,416.4500122070312,418.2900085449219,406.1499938964844,407.6199951171875,407.6199951171875,635000.0,-4.10520900236592,2.5238327352582473,3.6252989053807867,3.2876479575691144,3.51429032036957,421.85400390625,411.83800354003904,380.4260009765625,376.686833190918,374.16879974365236,417.35268770926575,411.5061728008219,391.77513480205823,384.4079107393596,387.77019373105406,408.67825048422065,394.30877893295707,14.369471551263587,11.81143611790182,4.646485125431889,4.646485125431889,4.646485125431889,4.646485125431889,-4.646485125431889,4.646485125431889,4.646485125431889,4.646485125431889,4.646485125431889,21.089996337890682,15.804000854492184,418.2900085449219,399.2057986450195,402.25799865722655,405.3101986694336,1.0,1.0243202431055811,1.0142075995328355,1.102702890385299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.10520900236592,1,4.10520900236592,1,4.10520900236592,1,-4.10520900236592,1
2023-01-31,407.7900085449219,426.7900085449219,405.7000122070312,426.5599975585938,426.5599975585938,466500.0,4.646485125431889,3.39771447898407,3.880948337313067,3.3939195284920887,3.509041910893658,423.3400024414062,414.3260040283203,382.2013346354167,378.2204996744792,374.1624996948242,420.4217909923751,414.2432318476895,394.0193194960283,385.7899463727771,388.5383086583321,411.4292884956627,396.69775809041164,14.731530405251078,12.395454975371672,7.316670956889471,7.316670956889471,7.316670956889471,7.316670956889471,-7.316670956889471,7.316670956889471,7.316670956889471,7.316670956889471,7.316670956889471,38.27999877929693,16.63050079345703,426.7900085449219,383.5212066650391,386.6820068359375,389.8428070068359,1.0,1.021755811427346,1.0149152929237415,1.1435003996801787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.646485125431889,1,4.646485125431889,1,4.646485125431889,-1,4.646485125431889,1
2023-02-01,426.5499877929688,464.7200012207031,426.4400024414062,457.7699890136719,457.7699890136719,1083100.0,7.316670956889471,4.636937841886317,4.349552903887341,3.5346430818059753,3.6177354995426096,429.95599975585935,420.31800231933596,385.2260009765625,380.2799992879232,374.35239959716796,432.87119033280743,422.1571876960499,398.1322659165215,388.1499477708392,389.90923302180414,418.5586270368949,401.22162704769016,17.33699998920474,13.383763978138287,3.536711193385531,3.536711193385531,3.536711193385531,3.536711193385531,-3.536711193385531,3.536711193385531,3.536711193385531,3.536711193385531,3.536711193385531,18.199981689453125,16.9114990234375,464.7200012207031,390.2029067993164,393.5290069580078,396.85510711669923,1.0,1.0229302513414615,1.0253791785359143,1.230549394442677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.316670956889471,-1,7.316670956889471,1,-7.316670956889471,1,7.316670956889471,1
2023-02-02,461.3900146484375,479.5899963378906,461.3900146484375,473.9599914550781,473.9599914550781,608400.0,3.536711193385531,4.720756807878207,3.9814182268858054,3.505318730021864,3.5869888733552204,438.19599609375,429.38500061035154,389.0576670328776,382.31699930826824,374.61999938964846,446.56745737356437,431.5758792886005,403.02437724158966,390.96339182606016,391.5736044759284,427.08191387046156,406.60965404083004,20.472259829631525,14.801463148436936,-3.7260536713008894,-3.7260536713008894,-3.7260536713008894,-3.7260536713008894,3.7260536713008894,-3.7260536713008894,-3.7260536713008894,-3.7260536713008894,-3.7260536713008894,19.700012207031307,17.34149932861329,479.5899963378906,427.51470336914065,430.8970031738281,434.2793029785156,0.0,1.020520035564526,1.0347368303105253,1.1358220274767916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.536711193385531,-1,3.536711193385531,1,3.536711193385531,1,3.536711193385531,-1
2023-02-03,460.3900146484375,473.3099975585938,453.6099853515625,456.2999877929688,456.2999877929688,693500.0,-3.7260536713008894,5.1625221932622996,4.344766950502871,3.5568050328903222,3.6293860176082138,444.4419921875,435.23699951171875,392.338666788737,384.0393325805664,374.71379913330077,449.81163418003257,436.0711717439402,406.4615134061948,393.10557530038506,392.85531503666186,431.57700216623186,410.2904195039514,21.286582662280466,16.098487051205645,-1.4507988810622585,-1.4507988810622585,-1.4507988810622585,-1.4507988810622585,1.4507988810622585,-1.4507988810622585,-1.4507988810622585,-1.4507988810622585,-1.4507988810622585,18.190002441406193,17.00500030517578,473.3099975585938,441.4386978149414,444.90699768066406,448.3752975463867,0.0,1.0211493799610514,1.0315096785259648,1.2215364379903155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7260536713008894,-1,-3.7260536713008894,-1,-3.7260536713008894,-1,3.7260536713008894,-1
2023-02-06,446.8399963378906,463.2000122070312,445.010009765625,449.6799926757812,449.6799926757812,473200.0,-1.4507988810622585,4.536165526540565,3.8121316908818605,3.4513418318286617,3.6375836492883633,452.85399169921874,437.3539978027344,395.09466654459635,385.59816589355466,374.98729919433595,449.76775367861546,438.54550282245674,409.2498023913294,394.96047423072594,393.98055617803055,434.3620776292395,413.2081656648277,21.153911964411805,17.109572033846877,3.989504254938251,3.989504254938251,3.989504254938251,3.989504254938251,-3.989504254938251,3.989504254938251,3.989504254938251,3.989504254938251,3.989504254938251,21.57000732421875,17.132501220703126,463.2000122070312,435.8989968872071,439.29999694824227,442.7009970092774,1.0,1.0354403846183098,1.025589706846685,1.1045361128028393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4507988810622585,1,1.4507988810622585,-1,1.4507988810622585,1,1.4507988810622585,1
2023-02-07,451.6499938964844,471.0400085449219,449.4700012207031,467.6199951171875,467.6199951171875,598600.0,3.989504254938251,4.451404144278418,3.819952676711371,3.43385544442855,3.6289438038385518,461.0659912109375,442.2029968261719,399.0953328450521,387.66116587320965,375.36639923095703,455.71850082480614,443.8317741487714,413.0156212768686,397.3427536040525,395.438762889697,439.478680319693,417.23867155018763,22.24000876950538,18.13565938097858,-0.9879806606707888,-0.9879806606707888,-0.9879806606707888,-0.9879806606707888,0.9879806606707888,-0.9879806606707888,-0.9879806606707888,-0.9879806606707888,-0.9879806606707888,14.040008544921818,17.330500793457027,471.0400085449219,425.5085095214843,428.93500976562495,432.36151000976554,0.0,1.0426568669144063,1.0267820543016155,1.112438405905894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.989504254938251,1,-3.989504254938251,-1,3.989504254938251,1,3.989504254938251,-1
2023-02-08,460.0,471.4400024414062,457.3999938964844,463.0,463.0,726900.0,-0.9879806606707888,3.354780063135369,3.8787906850472473,3.463504994639116,3.277812840515199,462.11199340820315,446.03399658203125,402.84166666666664,388.9299992879232,375.8075991821289,458.14566721653745,447.316906121722,416.2404199041674,399.49545020719836,396.77660916910895,443.0973448858941,420.6283995835071,22.468945302387,19.002316565260266,10.244058893257277,10.244058893257277,10.244058893257277,10.244058893257277,-10.244058893257277,10.244058893257277,10.244058893257277,10.244058893257277,10.244058893257277,40.27001953125006,18.875001525878908,471.4400024414062,432.91290679931643,436.37900695800784,439.84510711669924,1.0,1.0360465725693062,1.0242082535817878,1.1199033034601997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9879806606707888,1,0.9879806606707888,-1,-0.9879806606707888,1,0.9879806606707888,-1
2023-02-09,489.6799926757812,529.9500122070312,489.6799926757812,510.4299926757812,510.4299926757812,1785000.0,10.244058893257277,5.585705089689778,4.878325223588083,4.034852167080107,3.5145240864677145,469.40599365234374,453.8009948730469,408.44666646321616,390.8809992472331,376.73229919433595,475.57377570295205,458.79201276791457,422.31716653459415,403.1326483209224,399.02717121874605,453.45621377664594,427.28036944219406,26.17584433445188,20.43702211909859,-3.606763694586247,-3.606763694586247,-3.606763694586247,-3.606763694586247,3.606763694586247,-3.606763694586247,-3.606763694586247,-3.606763694586247,-3.606763694586247,19.850006103515682,18.99650115966797,529.9500122070312,429.9149990844726,433.6899993896484,437.46499969482414,0.0,1.0343873172505107,1.0365781497236455,1.2090468303621569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.244058893257277,-1,-10.244058893257277,1,10.244058893257277,1,-10.244058893257277,-1
2023-02-10,508.6000061035156,508.7799987792969,488.9299926757812,492.0199890136719,492.0199890136719,580300.0,-3.606763694586247,5.557378435939333,5.057132928746247,4.181953344147733,3.546336808472601,476.54999389648435,460.49599304199216,413.5046661376953,392.6151657104492,377.47589904785156,481.0558468065253,464.83346299441587,426.81412282356695,406.04698736002894,400.8686131552792,459.38910227464993,432.0758968178591,27.313205456790854,21.812258786637045,1.910496448102904,1.910496448102904,1.910496448102904,1.910496448102904,-1.910496448102904,1.910496448102904,1.910496448102904,1.910496448102904,1.910496448102904,17.320007324218693,19.49250183105469,508.7799987792969,488.1577096557617,491.95700988769534,495.7563101196289,1.0,1.0348624116106657,1.0348993459025224,1.2092753105013114,0.0,0.0,1.0,0.001356973,0.001356973,0.997753918,0.997753918,3.606763694586247,1,-3.606763694586247,1,-3.606763694586247,-1,3.606763694586247,1
