Date_AAPL_L01d,Open_AAPL_L01d,High_AAPL_L01d,Low_AAPL_L01d,Close_AAPL_L01d,Adj Close_AAPL_L01d,Volume_AAPL_L01d,Daily_Return_AAPL_L01d,Vol5_AAPL_L01d,Vol10_AAPL_L01d,Vol20_AAPL_L01d,Vol60_AAPL_L01d,SMA5_AAPL_L01d,SMA10_AAPL_L01d,SMA30_AAPL_L01d,SMA60_AAPL_L01d,SMA100_AAPL_L01d,EMA5_AAPL_L01d,EMA10_AAPL_L01d,EMA30_AAPL_L01d,EMA60_AAPL_L01d,EMA100_AAPL_L01d,Short12_AAPL_L01d,Long26_AAPL_L01d,MACD_AAPL_L01d,SIGNAL9_AAPL_L01d,Ret5/10_AAPL_L01d,Ret10/30_AAPL_L01d,Ret30/60_AAPL_L01d,Ret30/100_AAPL_L01d,Emaret5/10_AAPL_L01d,Emaret10/30_AAPL_L01d,Emaret30/60_AAPL_L01d,Emaret30/100_AAPL_L01d,RetMACD_AAPL_L01d,DayRange_AAPL_L01d,average20r_AAPL_L01d,PRVHI_AAPL_L01d,HitLevel_AAPL_L01d,hitlevel_2_AAPL_L01d,hitlevel_1.8_AAPL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,130.2799987792969,130.8999938964844,124.1699981689453,125.0699996948242,125.0699996948242,112117500.0,-3.7404704494090883,2.654189787388032,2.170422414329624,1.977911336475029,2.5934461691283412,128.13599853515626,130.48899841308594,140.08533274332683,142.4681660970052,148.62049942016603,128.35596899560903,130.82928324413604,137.3919062165893,141.86102994551385,145.2043854075334,131.75806175220455,136.47787008708838,-4.7198083348838225,-3.8384636798206184,-1.0314231379827732,-1.0314231379827732,-1.0314231379827732,-1.0314231379827732,1.0314231379827732,-1.0314231379827732,-1.0314231379827732,-1.0314231379827732,-1.0314231379827732,3.5800018310547017,4.098498916625986,130.8999938964844,120.76060020446775,121.59599990844724,122.43139961242674,1.0,0.9819678294220572,0.9810951020505735,1.0973304891399642,16.0,1.0,5.0,0.9956108927726746,0.7230929752133107,0.9622354507446288,0.2042364949700551,,1,,-1,,-1,,1
2023-01-04,126.8899993896484,128.6600036621094,125.0800018310547,126.3600006103516,126.3600006103516,89113600.0,1.0314231379827732,2.7882926432497306,2.209388564013308,2.0204874811469278,2.558135702629052,127.4019989013672,129.88799896240235,139.25433298746745,142.23933283487955,148.1991993713379,127.69064620052323,130.01668640162978,136.68017037102558,141.35279947550853,144.83122927293573,130.92759080730409,135.72839827399676,-4.8008074666926746,-4.0309324371950295,1.060465306119525,1.060465306119525,1.060465306119525,1.060465306119525,-1.060465306119525,1.060465306119525,1.060465306119525,1.060465306119525,1.060465306119525,3.009994506835909,3.9799983978271563,128.6600036621094,121.88329627990723,122.70299606323243,123.52269584655762,0.0,0.9808604329815355,0.9821096794151386,1.0934928251864995,3.0,0.0,0.0,0.9953936338424684,0.9388002753257751,0.1639818996191024,0.0581345205397008,1.0314231379827732,1,-1.0314231379827732,-1,-1.0314231379827732,-1,1.0314231379827732,1
2023-01-05,127.129997253418,127.7699966430664,124.7600021362305,125.0199966430664,125.0199966430664,80962700.0,-1.060465306119525,2.458043052926288,2.212668805462867,1.9771734806264323,2.5603807752107417,127.197998046875,129.1599983215332,138.4879997253418,141.98266614278157,147.7283992767334,126.80042968137097,129.10819735461826,135.92790109825404,140.8172977432973,144.4389276367007,130.01873016665212,134.9351833383723,-4.916453171720178,-4.208036584100059,-3.6794101724815627,-3.6794101724815627,-3.6794101724815627,-3.6794101724815627,3.6794101724815627,-3.6794101724815627,-3.6794101724815627,-3.6794101724815627,-3.6794101724815627,5.399993896484418,4.081498336792002,127.7699966430664,119.90400718688966,120.70000686645508,121.49600654602052,1.0,0.984809536232929,0.9821253203086044,1.1191070622502088,13.0,3.0,4.0,0.9971123933792114,0.5945523246373755,0.9946691393852234,0.245703077823747,-1.060465306119525,1,1.060465306119525,1,1.060465306119525,1,-1.060465306119525,1
2023-01-06,126.0100021362305,130.2899932861328,124.8899993896484,129.6199951171875,129.6199951171875,87754700.0,3.6794101724815627,2.728261180363883,2.4306355759424676,2.190724831207843,2.6051329226709092,127.19999694824219,128.57699813842774,137.80266647338868,141.82666613260906,147.29269920349122,127.74028482664316,129.2012514932672,135.5209394220562,140.4501730670314,144.1454834283935,129.95738631288833,134.5414656923586,-4.584079379470268,-4.283245143174101,-0.4088865910060708,-0.4088865910060708,-0.4088865910060708,-0.4088865910060708,0.4088865910060708,-0.4088865910060708,-0.4088865910060708,-0.4088865910060708,-0.4088865910060708,3.5200042724609943,4.136498641967786,130.2899932861328,118.79070030212401,119.6069999694824,120.4232996368408,1.0,0.9892904546682366,0.9886923179943023,1.109512039721735,1.0,0.0,1.0,0.99633526802063,0.506148100010315,0.8711423873901367,0.4369483636950683,3.6794101724815627,1,3.6794101724815627,-1,3.6794101724815627,-1,3.6794101724815627,1
2023-01-09,130.4700012207031,133.4100036621094,129.8899993896484,130.1499938964844,130.1499938964844,70790800.0,0.4088865910060708,2.732419364467899,2.33831821485254,2.1669017909779122,2.605416960205987,127.2439971923828,128.36899795532227,137.1053326924642,141.69016609191894,146.86389915466307,128.54352118325693,129.37375011203395,135.17442680750318,140.11246227455442,143.86834502182103,129.9870182488262,134.2161714852568,-4.229153236430619,-4.272426761825405,-0.4456410743407299,-0.4456410743407299,-0.4456410743407299,-0.4456410743407299,0.4456410743407299,-0.4456410743407299,-0.4456410743407299,-0.4456410743407299,0.4456410743407299,3.139999389648409,4.059997940063487,133.4100036621094,121.18969627380368,122.01699600219725,122.8442957305908,1.0,0.9912361958038263,0.9935827095677596,1.0791066879857385,0.0,0.0,1.0,0.3452754914760589,0.3452754914760589,0.6299076676368713,0.6299076676368713,0.4088865910060708,1,-0.4088865910060708,1,-0.4088865910060708,-1,0.4088865910060708,1
2023-01-10,130.2599945068359,131.2599945068359,128.1199951171875,130.7299957275391,130.7299957275391,63896200.0,0.4456410743407299,1.7344629417267097,2.344530329349192,2.175823245599202,2.56726860696418,128.3759963989258,128.25599746704103,136.52599919637044,141.4858325958252,146.4256990814209,129.272346031351,129.62034022394397,134.88768931847324,139.80484042055392,143.608179689261,130.1013224763205,133.95793624394437,-3.856613767623884,-4.189264162985101,2.111229140844825,-2.111229140844825,-2.111229140844825,-2.111229140844825,2.111229140844825,-2.111229140844825,-2.111229140844825,-2.111229140844825,2.111229140844825,3.0499877929687216,4.040497207641613,131.2599945068359,124.47800819396973,125.29000778198242,126.10200736999512,1.0,1.0009356204329984,0.9973152809814282,1.0775371271959775,2.0,4.0,7.0,0.6960470080375671,0.1744035152886288,0.9954675436019896,0.5286636544351588,0.4456410743407299,1,0.4456410743407299,1,-0.4456410743407299,-1,0.4456410743407299,1
2023-01-11,131.25,133.5099945068359,130.4600067138672,133.4900054931641,133.4900054931641,69458900.0,2.111229140844825,1.8198859871675852,2.3853014202026723,2.2014754197414494,2.550182247008543,129.80199737548827,128.60199813842775,136.16833267211913,141.40433260599772,146.0190991973877,130.67823251862202,130.32391572743853,134.7975161684533,139.59779665244278,143.40781980418976,130.62265832506566,133.92327470684953,-3.3006163817838683,-4.0115346067448545,-0.059930951953391244,0.059930951953391244,0.059930951953391244,0.059930951953391244,-0.059930951953391244,-0.059930951953391244,0.059930951953391244,0.059930951953391244,-0.059930951953391244,2.819992065429716,3.8949970245361483,133.5099945068359,122.37090065002437,123.17900009155268,123.98709953308101,0.0,1.0093311088041481,1.0027187396051276,1.0835012731974143,2.0,2.0,5.0,0.9887082576751708,0.2655545242580981,0.9706506133079528,0.4820487157704688,2.111229140844825,1,2.111229140844825,-1,-2.111229140844825,-1,2.111229140844825,1
2023-01-12,133.8800048828125,134.2599945068359,131.4400024414062,133.4100036621094,133.4100036621094,71379600.0,-0.059930951953391244,1.5565713063844582,2.0857384087730693,2.189093963991107,2.5207889751293706,131.47999877929686,129.33899841308593,135.90966618855794,141.25433260599772,145.63799919128417,131.5888228997845,130.8850226246514,134.70799923256016,139.39491819374334,143.20984324692085,131.05148068461085,133.88525462946137,-2.8337739448505204,-3.775982474365988,1.011911256779258,-1.011911256779258,-1.011911256779258,-1.011911256779258,1.011911256779258,1.011911256779258,-1.011911256779258,-1.011911256779258,1.011911256779258,3.259994506835909,3.782996749877944,134.2599945068359,124.94100105285638,125.72000045776362,126.49899986267084,1.0,1.0165534014680782,1.0053772407340404,0.9527861494672425,2.0,1.0,2.0,0.9934451580047609,0.3260554914556114,0.9529845118522644,0.3472764447868057,-0.059930951953391244,1,0.059930951953391244,-1,0.059930951953391244,1,-0.059930951953391244,1
2023-01-13,132.0299987792969,134.9199981689453,131.6600036621094,134.7599945068359,134.7599945068359,57809700.0,1.011911256779258,0.8338009344241559,1.9427645714551776,2.1936496863497266,2.521291784933027,132.50799865722658,129.85399780273437,135.46733271280925,141.10449918111166,145.30989906311035,132.64588010213498,131.58956296686677,134.7113537663844,139.24295348269717,143.04251950949342,131.62202127264547,133.95005017593357,-2.3280289032881,-3.486391760150411,0.8756366745847755,-0.8756366745847755,-0.8756366745847755,-0.8756366745847755,0.8756366745847755,0.8756366745847755,-0.8756366745847755,-0.8756366745847755,0.8756366745847755,3.1599884033203125,3.652495956420914,134.9199981689453,125.93740165710443,126.69400100708002,127.4506003570556,1.0,1.02043834536788,1.0080273625920788,0.8856311851177904,2.0,0.0,3.0,0.9728547930717468,0.3977190406182739,0.9899473786354064,0.5885129382833838,1.011911256779258,1,-1.011911256779258,1,1.011911256779258,1,1.011911256779258,1
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.9400024414062,135.9400024414062,63646600.0,0.8756366745847755,0.8070679272609018,1.9471600692664988,1.9441995184927734,2.5242243987471276,133.66600036621094,130.4549987792969,135.05499954223632,140.97249921162924,144.99699913024904,133.74392088189205,132.38055196223758,134.79062142283743,139.1346600059335,142.90187560715506,132.2863260678394,134.09745404745007,-1.81112797961066,-3.151339004042461,-0.5369984658148388,0.5369984658148388,0.5369984658148388,0.5369984658148388,-0.5369984658148388,-0.5369984658148388,0.5369984658148388,0.5369984658148388,-0.5369984658148388,3.5800018310546875,3.6354961395263827,137.2899932861328,126.8845070648193,127.61500625610348,128.34550544738767,0.0,1.0246138639144553,1.0102988611200487,1.001522760779213,3.0,2.0,8.0,0.9935203194618224,0.272655552389657,0.9803338646888732,0.5111752534195262,0.8756366745847755,1,0.8756366745847755,-1,0.8756366745847755,1,0.8756366745847755,-1
