Date_CDNS_L01d,Open_CDNS_L01d,High_CDNS_L01d,Low_CDNS_L01d,Close_CDNS_L01d,Adj Close_CDNS_L01d,Volume_CDNS_L01d,Daily_Return_CDNS_L01d,Vol5_CDNS_L01d,Vol10_CDNS_L01d,Vol20_CDNS_L01d,Vol60_CDNS_L01d,SMA5_CDNS_L01d,SMA10_CDNS_L01d,SMA30_CDNS_L01d,SMA60_CDNS_L01d,SMA100_CDNS_L01d,EMA5_CDNS_L01d,EMA10_CDNS_L01d,EMA30_CDNS_L01d,EMA60_CDNS_L01d,EMA100_CDNS_L01d,Short12_CDNS_L01d,Long26_CDNS_L01d,MACD_CDNS_L01d,SIGNAL9_CDNS_L01d,Ret5/10_CDNS_L01d,Ret10/30_CDNS_L01d,Ret30/60_CDNS_L01d,Ret30/100_CDNS_L01d,Emaret5/10_CDNS_L01d,Emaret10/30_CDNS_L01d,Emaret30/60_CDNS_L01d,Emaret30/100_CDNS_L01d,RetMACD_CDNS_L01d,DayRange_CDNS_L01d,average20r_CDNS_L01d,PRVHI_CDNS_L01d,HitLevel_CDNS_L01d,hitlevel_2_CDNS_L01d,hitlevel_1.8_CDNS_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,162.8300018310547,164.0,157.5,159.6399993896484,159.6399993896484,992800.0,-0.6225099625245889,1.398178461707249,1.4419943615652224,1.6251563414937338,2.540961965074882,160.1199981689453,161.25299835205078,164.4269983927409,159.18183263142905,165.0193997192383,160.4795089032159,161.30464234685058,162.39491312169503,162.42938261856756,162.51102625099387,161.5993744812774,162.39310596624705,-0.7937314849696406,-0.1655169585014194,0.25683015765277195,0.25683015765277195,-0.25683015765277195,0.25683015765277195,-0.25683015765277195,0.25683015765277195,0.25683015765277195,0.25683015765277195,0.25683015765277195,4.639999389648409,4.152499389648433,164.0,151.52980087280272,152.36800079345704,153.20620071411133,0.0,0.9929737729240117,0.9948846268053438,0.8872957787186424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,-1,,-1
2023-01-04,161.0,162.1000061035156,157.4600067138672,159.2299957275391,159.2299957275391,1329000.0,-0.25683015765277195,1.3532016134584122,1.3835085380312582,1.4533357591823588,2.4329952909491994,159.95599670410155,161.08099822998048,164.23399810791017,159.1873326619466,164.7481996154785,160.06300451132364,160.92743387061213,162.19072490271725,162.32448468771418,162.4460553495393,161.23485467300998,162.15880150412053,-0.9239468311105554,-0.31720293302324665,1.5260897701330574,1.5260897701330574,-1.5260897701330574,1.5260897701330574,-1.5260897701330574,1.5260897701330574,1.5260897701330574,1.5260897701330574,1.5260897701330574,3.860000610351591,4.1074996948242175,162.1000061035156,154.86450134277345,155.69500122070315,156.52550109863282,0.0,0.9930159265323603,0.9946284524739051,0.9519538271112347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25683015765277195,1,-0.25683015765277195,-1,0.25683015765277195,1,0.25683015765277195,1
2023-01-05,157.5599975585938,158.7400054931641,154.8800048828125,156.8000030517578,156.8000030517578,1728200.0,-1.5260897701330574,1.4476539461478697,1.4038312373795594,1.445426448554459,2.416512349943073,159.647998046875,160.5249984741211,164.0653315226237,159.2221659342448,164.42789962768555,158.97533735813505,160.1769919035477,161.84293639620373,162.14335414227298,162.33425233374163,160.55256980820195,161.76185347061218,-1.209283662410229,-0.49561907890064316,-1.823979945591926,-1.823979945591926,1.823979945591926,-1.823979945591926,1.823979945591926,-1.823979945591926,-1.823979945591926,-1.823979945591926,-1.823979945591926,5.120010375976619,4.194499969482424,158.7400054931641,153.06350677490232,153.88500671386717,154.706506652832,1.0,0.9945366738166486,0.9924979578456796,0.9712228794370699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5260897701330574,1,1.5260897701330574,-1,-1.5260897701330574,1,-1.5260897701330574,-1
2023-01-06,158.75,160.3200073242188,155.1999969482422,159.6600036621094,159.6600036621094,1194200.0,1.823979945591926,1.2613621986750356,1.3943283576880512,1.4569038155581178,2.3579041191005543,159.19400024414062,159.9499984741211,163.88066507975262,159.41583277384441,164.09359970092774,159.20355945945985,160.082994041468,161.70210202626217,162.06193281505452,162.28129691450138,160.41525193957233,161.60616089220457,-1.1909089526322418,-0.6346770536469629,-3.920828237035506,-3.920828237035506,3.920828237035506,-3.920828237035506,3.920828237035506,-3.920828237035506,-3.920828237035506,-3.920828237035506,-3.920828237035506,7.1800079345703125,4.349500274658209,160.3200073242188,149.51210556030276,150.35100555419925,151.18990554809574,1.0,0.9952735339969211,0.9945063834714365,0.9570490122945454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.823979945591926,1,-1.823979945591926,-1,1.823979945591926,1,-1.823979945591926,-1
2023-01-09,161.3399963378906,168.5200042724609,161.3399963378906,165.9199981689453,165.9199981689453,1924900.0,3.920828237035506,2.1938515104858363,1.778507489498885,1.6374659929789568,2.4073252247494117,160.25,160.36599884033203,163.82766520182292,159.71499938964843,163.82649963378907,161.44237236262168,161.14426751919112,161.9742243580482,162.18842676108372,162.35335040468837,161.26213597486048,161.92570439418537,-0.6635684193248892,-0.6404553267825482,0.9643146470489599,0.9643146470489599,-0.9643146470489599,0.9643146470489599,-0.9643146470489599,-0.9643146470489599,0.9643146470489599,0.9643146470489599,0.9643146470489599,4.1300048828125,4.431500244140629,168.5200042724609,150.75110671997075,151.62100677490238,152.49090682983402,0.0,0.9992766618786347,1.0018499252131017,1.0861340004156903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.920828237035506,1,-3.920828237035506,1,3.920828237035506,1,-3.920828237035506,1
2023-01-10,164.5899963378906,166.6100006103516,162.4799957275391,164.3200073242188,164.3200073242188,1302100.0,-0.9643146470489599,2.248750867388791,1.8170752568179522,1.6526201994434286,2.4036397391308415,161.18600158691407,160.6529998779297,163.72799886067708,159.94449946085612,163.55969970703126,162.4015840164874,161.72167475646887,162.12556519457533,162.25831464839962,162.3922941060652,161.7325777209156,162.10306016678044,-0.3704824458648375,-0.5864607505990062,2.5255560561751693,-2.5255560561751693,2.5255560561751693,-2.5255560561751693,2.5255560561751693,2.5255560561751693,-2.5255560561751693,-2.5255560561751693,2.5255560561751693,4.940002441406278,4.524500274658209,166.6100006103516,158.77070373535153,159.65700378417966,160.54330383300777,1.0,1.0033177202379624,1.0042041937856652,1.0995117071846932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9643146470489599,1,-0.9643146470489599,-1,-0.9643146470489599,1,-0.9643146470489599,1
2023-01-11,164.5800018310547,168.6999969482422,163.7599945068359,168.4700012207031,168.4700012207031,1523600.0,2.5255560561751693,2.3267732977370095,1.911812020209401,1.7161899978900679,2.404321618757773,163.03400268554688,161.49499969482423,163.84533233642577,160.29483286539713,163.3370997619629,164.42438975122596,162.94864320451143,162.5348836478739,162.4619765032292,162.51264474199863,162.7691044131906,162.57468543003398,0.19441898315662343,-0.43028480384788026,-0.24336894351426216,0.24336894351426216,-0.24336894351426216,0.24336894351426216,0.24336894351426216,-0.24336894351426216,-0.24336894351426216,-0.24336894351426216,-0.24336894351426216,3.809997558593807,4.294500732421885,168.6999969482422,156.65610000610354,157.56100006103517,158.4659001159668,0.0,1.0095297253390563,1.0090565132528435,1.1139862267929754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5255560561751693,1,-2.5255560561751693,-1,2.5255560561751693,1,2.5255560561751693,-1
2023-01-12,168.1699981689453,168.6600036621094,164.8500061035156,168.0599975585938,168.0599975585938,1039200.0,-0.24336894351426216,2.005683791909692,1.8520211280751384,1.693691135255339,2.3396486341780363,165.28600158691407,162.46699981689454,163.99666544596354,160.5279993693034,163.1372998046875,165.63625902034858,163.87798035979912,162.89134260985585,162.64551817717557,162.62249331262427,163.58308797402185,162.98100484696434,0.6020831270575115,-0.2238112176668019,0.7140288978189028,-0.7140288978189028,0.7140288978189028,-0.7140288978189028,-0.7140288978189028,0.7140288978189028,0.7140288978189028,0.7140288978189028,0.7140288978189028,3.3699951171875,4.114000701904305,168.6600036621094,159.25209533691404,160.11099548339843,160.96989562988279,1.0,1.0173512268534326,1.0107291941033756,1.0934822114398857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24336894351426216,1,0.24336894351426216,1,-0.24336894351426216,1,0.24336894351426216,1
2023-01-13,166.0,169.3699951171875,166.0,169.2599945068359,169.2599945068359,1021100.0,0.7140288978189028,2.0101802136913776,1.7607297291859032,1.6544101939110987,2.33841780648923,167.20599975585938,163.2,163.90399881998698,160.7563326517741,162.98089981079102,166.84417084917771,164.85652838653309,163.30222337740298,162.86238625355787,162.7539289798364,164.45645820983938,163.44611519214,1.0103430176993697,0.02301962940643243,2.1918981651138782,-2.1918981651138782,2.1918981651138782,-2.1918981651138782,-2.1918981651138782,2.1918981651138782,2.1918981651138782,2.1918981651138782,2.1918981651138782,5.110000610351506,4.190500640869146,169.3699951171875,159.60920211791992,160.4320022583008,161.25480239868165,1.0,1.0245465671314913,1.0120568016450298,1.0642643134490488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7140288978189028,1,0.7140288978189028,-1,0.7140288978189028,1,0.7140288978189028,1
2023-01-17,171.7899932861328,174.5200042724609,169.4100036621094,172.9700012207031,172.9700012207031,2034200.0,2.1918981651138782,1.5094471600346442,1.777760164060996,1.639420705539128,2.3459685063883735,168.61600036621093,164.43300018310546,163.7769989013672,161.07716598510743,162.87809982299805,168.88611430635285,166.3317052654731,163.92595098019655,163.19378346559543,162.95622744005158,165.76623405766458,164.15158823129283,1.614645826371742,0.3413448687994944,-0.2948456398431631,-0.2948456398431631,-0.2948456398431631,0.2948456398431631,0.2948456398431631,-0.2948456398431631,-0.2948456398431631,-0.2948456398431631,-0.2948456398431631,5.389999389648409,4.202000427246096,174.5200042724609,160.15089370727537,160.9889938354492,161.82709396362304,0.0,1.0254389336595906,1.0153573188996217,1.0843831348807897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1918981651138782,1,-2.1918981651138782,1,2.1918981651138782,1,2.1918981651138782,1
