Date_ADSK_L01d,Open_ADSK_L01d,High_ADSK_L01d,Low_ADSK_L01d,Close_ADSK_L01d,Adj Close_ADSK_L01d,Volume_ADSK_L01d,Daily_Return_ADSK_L01d,Vol5_ADSK_L01d,Vol10_ADSK_L01d,Vol20_ADSK_L01d,Vol60_ADSK_L01d,SMA5_ADSK_L01d,SMA10_ADSK_L01d,SMA30_ADSK_L01d,SMA60_ADSK_L01d,SMA100_ADSK_L01d,EMA5_ADSK_L01d,EMA10_ADSK_L01d,EMA30_ADSK_L01d,EMA60_ADSK_L01d,EMA100_ADSK_L01d,Short12_ADSK_L01d,Long26_ADSK_L01d,MACD_ADSK_L01d,SIGNAL9_ADSK_L01d,Ret5/10_ADSK_L01d,Ret10/30_ADSK_L01d,Ret30/60_ADSK_L01d,Ret30/100_ADSK_L01d,Emaret5/10_ADSK_L01d,Emaret10/30_ADSK_L01d,Emaret30/60_ADSK_L01d,Emaret30/100_ADSK_L01d,RetMACD_ADSK_L01d,DayRange_ADSK_L01d,average20r_ADSK_L01d,PRVHI_ADSK_L01d,HitLevel_ADSK_L01d,hitlevel_2_ADSK_L01d,hitlevel_1.8_ADSK_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,190.6199951171875,192.9600067138672,183.0,185.1499938964844,185.1499938964844,1181600.0,-0.9204266418610819,2.1830534266134767,1.8910007616222053,1.820748837568218,3.154044020631179,185.6659942626953,187.32799682617187,195.46833190917968,200.41716613769532,202.6809996032715,186.33523559801637,188.06552038321857,194.2721769279054,197.92761586051756,200.07960910292888,188.83270731916392,193.3591598597157,-4.526452540551787,-4.1388350109635414,-1.517695333521769,-1.517695333521769,-1.517695333521769,-1.517695333521769,1.517695333521769,-1.517695333521769,-1.517695333521769,-1.517695333521769,-1.517695333521769,4.7100067138671875,5.595500946044929,192.9600067138672,174.6860014343261,175.80000152587883,176.91400161743158,1.0,0.9911278474566789,0.9907995639940994,1.0385840828808741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2023-01-04,187.8899993896484,190.7100067138672,186.0,187.9600067138672,187.9600067138672,1069600.0,1.517695333521769,2.2715532395647844,1.8799790918904746,1.854270276070052,3.083566424271259,185.9999969482422,187.2699981689453,194.72133229573566,200.30416615804037,202.2879997253418,186.87682596996666,188.0463360797001,193.86494013990296,197.60080900325033,199.8396169764128,188.6984456875798,192.95922258965285,-4.260776902073047,-4.163223389185443,3.1336450198231622,3.1336450198231622,3.1336450198231622,3.1336450198231622,-3.1336450198231622,3.1336450198231622,3.1336450198231622,3.1336450198231622,3.1336450198231622,5.940002441406307,5.593501281738294,190.7100067138672,180.64990463256834,181.76900482177734,182.88810501098632,0.0,0.9932183412552961,0.9937807343970916,1.0138646540109082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.517695333521769,1,1.517695333521769,-1,1.517695333521769,1,1.517695333521769,1
2023-01-05,186.0500030517578,186.3200073242188,180.3800048828125,182.0700073242188,182.0700073242188,1488400.0,-3.1336450198231622,2.504745352131018,2.125235976025046,1.9306330320462064,3.1003722582841915,186.03399963378905,186.68499908447265,193.90699920654296,200.1548329671224,201.77859985351563,185.2745530880507,186.95973085143078,193.10397673243946,197.09160239082306,199.4877435179535,187.67868593937044,192.15261405147254,-4.473928112102101,-4.225364333768775,-2.8121024392941454,-2.8121024392941454,-2.8121024392941454,-2.8121024392941454,2.8121024392941454,-2.8121024392941454,-2.8121024392941454,-2.8121024392941454,-2.8121024392941454,8.990005493164006,5.791001892089854,186.3200073242188,178.40430389404293,179.5230041503906,180.64170440673826,1.0,0.9965128454140602,0.9909864131933351,1.1007974797637163,0.0,1.0,0.0,0.057300758,0.057300758,0.057382729,0.057382729,-3.1336450198231622,-1,3.1336450198231622,1,-3.1336450198231622,1,-3.1336450198231622,-1
2023-01-06,184.2299957275391,188.6000061035156,179.6100006103516,187.1900024414062,187.1900024414062,1294700.0,2.8121024392941454,2.307028987972539,2.2004258865129005,2.050453420530158,3.1220759181991373,185.8480010986328,186.18099975585938,193.18333282470704,200.09083302815756,201.31009994506837,185.91303620583588,187.0015984132445,192.72243000398572,196.76695976953067,199.24422389267534,187.60350386276056,191.7850131914676,-4.181509328707051,-4.21659333275643,-2.8206628080736507,-2.8206628080736507,-2.8206628080736507,-2.8206628080736507,2.8206628080736507,-2.8206628080736507,-2.8206628080736507,-2.8206628080736507,2.8206628080736507,8.610000610351506,5.961502075195318,188.6000061035156,173.57980316162113,174.7380035400391,175.89620391845708,1.0,0.9982114251311185,0.9941788614822261,1.0731411230711918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8121024392941454,1,2.8121024392941454,1,2.8121024392941454,1,-2.8121024392941454,1
2023-01-09,190.5200042724609,199.0899963378906,190.4799957275391,192.4700012207031,192.4700012207031,1400800.0,2.8206628080736507,2.594072540275351,2.282033158050822,2.1175646764407188,3.1383661213699168,186.96800231933594,186.6179992675781,193.02999928792318,200.07133305867512,200.8983999633789,188.09869121079163,187.99585346914606,192.706144276032,196.62607588268386,199.11008086946796,188.35219576398248,191.83575304548506,-3.483557281502584,-4.069986122505661,0.4987745877225228,-0.4987745877225228,-0.4987745877225228,-0.4987745877225228,0.4987745877225228,0.4987745877225228,-0.4987745877225228,-0.4987745877225228,0.4987745877225228,4.070007324218722,5.993502044677738,199.0899963378906,175.4847015380859,176.67700195312497,177.86930236816403,1.0,1.0018755053270931,1.000547021329183,1.0776686934004527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8206628080736507,1,2.8206628080736507,1,2.8206628080736507,1,2.8206628080736507,1
2023-01-10,190.2299957275391,194.3000030517578,190.2299957275391,193.4299926757812,193.4299926757812,1126800.0,0.4987745877225228,2.4575320065352217,2.2817763171451366,2.105140997835071,3.1389212299571434,188.6240020751953,187.1449981689453,192.78899892171225,200.06433283487956,200.5506999206543,189.8757916991215,188.98387877944333,192.75284417279002,196.52128626934277,198.99760387553357,189.13339528887457,191.95384486995144,-2.820449581076872,-3.820078814219903,3.3603888983726597,-3.3603888983726597,-3.3603888983726597,-3.3603888983726597,3.3603888983726597,3.3603888983726597,-3.3603888983726597,-3.3603888983726597,3.3603888983726597,6.220001220703097,5.962502288818359,194.3000030517578,185.90429183959958,187.10299224853512,188.30169265747065,1.0,1.007902983893349,1.0047195185400923,1.0839066454416675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4987745877225228,1,0.4987745877225228,1,0.4987745877225228,1,0.4987745877225228,1
2023-01-11,195.3600006103516,200.2799987792969,194.0599975585938,199.9299926757812,199.9299926757812,1144100.0,3.3603888983726597,2.6990380322085614,2.4187864269648527,2.143107637978229,3.1550276302852933,191.01799926757812,188.50899810791014,192.94166514078776,200.232999420166,200.2613998413086,193.22719202467474,190.9740813060502,193.2158860116927,196.6330471351276,199.01606702009292,190.7944102714756,192.54467063334621,-1.7502603618706019,-3.406115123750043,0.015012273888624084,-0.015012273888624084,-0.015012273888624084,-0.015012273888624084,0.015012273888624084,0.015012273888624084,-0.015012273888624084,-0.015012273888624084,0.015012273888624084,4.710006713867216,5.68100280761719,200.2799987792969,181.1824980163574,182.3749984741211,183.56749893188476,1.0,1.0133097156361295,1.0117979921841527,1.1286350643809446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3603888983726597,1,3.3603888983726597,-1,3.3603888983726597,1,3.3603888983726597,-1
2023-01-12,199.5800018310547,201.8000030517578,197.0899963378906,199.9600067138672,199.9600067138672,1247100.0,0.015012273888624084,1.5271614476302604,2.1871133498551485,2.1119731542129503,3.0979813837546932,194.59599914550776,190.31499938964845,193.1009989420573,200.25399958292644,200.03509994506837,195.4714635877389,192.6078859256533,193.65099057312332,196.7421277770535,199.03475889521715,192.20450203184356,193.0939547874589,-0.8894527556153378,-2.902782650123102,0.31505781299802255,-0.31505781299802255,-0.31505781299802255,0.31505781299802255,0.31505781299802255,0.31505781299802255,-0.31505781299802255,-0.31505781299802255,0.31505781299802255,3.9799957275390057,5.494002532958985,201.8000030517578,187.78179260253907,188.91799316406252,190.05419372558595,1.0,1.0224942845786655,1.0148673957368024,1.0355781963858344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015012273888624084,1,-0.015012273888624084,-1,0.015012273888624084,-1,-0.015012273888624084,-1
2023-01-13,197.0599975585938,201.0399932861328,197.0599975585938,200.5899963378906,200.5899963378906,961000.0,0.31505781299802255,1.5627608305324092,2.0147347140171563,2.0870383524038516,3.095672339614128,197.27599792480464,191.56199951171874,193.0556655883789,200.25216623942057,199.87699996948243,197.17764117112281,194.05917872787825,194.09866836439863,196.86828740199897,199.0655556762602,193.4945780789277,193.64921712452792,-0.15463904560022002,-2.353153929218526,0.054838532509017386,-0.054838532509017386,-0.054838532509017386,0.054838532509017386,0.054838532509017386,0.054838532509017386,-0.054838532509017386,-0.054838532509017386,0.054838532509017386,3.1499938964844034,5.387502288818361,201.0399932861328,189.71319747924804,190.81199798583984,191.91079849243164,1.0,1.0298284546394931,1.016069646711313,0.9653558650211598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31505781299802255,1,-0.31505781299802255,1,-0.31505781299802255,1,-0.31505781299802255,-1
2023-01-17,200.1399993896484,202.6100006103516,199.4600067138672,200.6999969482422,200.6999969482422,1194500.0,0.054838532509017386,1.4178376219519142,1.9745497696476344,1.9635192253111644,3.0858341669867038,198.92199707031247,192.94499969482422,192.8479990641276,200.3134994506836,199.74769989013672,198.35175976349598,195.26660022248987,194.52456053109825,196.99391722318728,199.0979208499628,194.60310405882223,194.17149711146973,0.43160694735249194,-1.7962017539043225,-1.3353227287155427,-1.3353227287155427,1.3353227287155427,-1.3353227287155427,-1.3353227287155427,-1.3353227287155427,-1.3353227287155427,1.3353227287155427,-1.3353227287155427,7.800003051757784,5.513502502441405,202.6100006103516,189.18748825073243,190.2649887084961,191.34248916625975,0.0,1.0309777262170148,1.0157997298948762,1.0056177419575416,0.0,0.0,1.0,0.002644997,0.002644997,0.9864897727966307,0.9864897727966307,0.054838532509017386,-1,0.054838532509017386,1,0.054838532509017386,-1,-0.054838532509017386,-1
