Date_AMD_L01d,Open_AMD_L01d,High_AMD_L01d,Low_AMD_L01d,Close_AMD_L01d,Adj Close_AMD_L01d,Volume_AMD_L01d,Daily_Return_AMD_L01d,Vol5_AMD_L01d,Vol10_AMD_L01d,Vol20_AMD_L01d,Vol60_AMD_L01d,SMA5_AMD_L01d,SMA10_AMD_L01d,SMA30_AMD_L01d,SMA60_AMD_L01d,SMA100_AMD_L01d,EMA5_AMD_L01d,EMA10_AMD_L01d,EMA30_AMD_L01d,EMA60_AMD_L01d,EMA100_AMD_L01d,Short12_AMD_L01d,Long26_AMD_L01d,MACD_AMD_L01d,SIGNAL9_AMD_L01d,Ret5/10_AMD_L01d,Ret10/30_AMD_L01d,Ret30/60_AMD_L01d,Ret30/100_AMD_L01d,Emaret5/10_AMD_L01d,Emaret10/30_AMD_L01d,Emaret30/60_AMD_L01d,Emaret30/100_AMD_L01d,RetMACD_AMD_L01d,DayRange_AMD_L01d,average20r_AMD_L01d,PRVHI_AMD_L01d,HitLevel_AMD_L01d,hitlevel_2_AMD_L01d,hitlevel_1.8_AMD_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,66.0,66.87999725341797,63.59000015258789,64.0199966430664,64.0199966430664,46851800.0,-1.1579435523720798,2.1887229222266606,2.7945262796016945,2.6266890113733234,3.8565027659965607,63.88999862670899,64.5149990081787,69.6973331451416,65.87633317311605,72.18629993438721,64.28574607656162,64.99119874942394,67.27449035725871,69.06111606839912,72.7354221330772,65.3543319005926,67.03514521373694,-1.6808133131443412,-1.2858765406574815,-0.999698613874082,-0.999698613874082,0.999698613874082,-0.999698613874082,0.999698613874082,-0.999698613874082,-0.999698613874082,-0.999698613874082,-0.999698613874082,2.479999542236321,2.5904993057250967,66.87999725341797,59.13520133972168,59.65200119018555,60.16880104064941,1.0,0.9903123244039655,0.989145412202932,1.0638968935803406,0.0,3.0,1.0,0.0111568579450249,0.0072371015842014,0.9094019532203674,0.3011962776346549,,-1,,-1,,-1,,-1
2023-01-04,65.0,65.79000091552734,63.31000137329102,64.66000366210938,64.66000366210938,47477100.0,0.999698613874082,1.9675466012932525,2.789105853775701,2.6422385411757605,3.4027747086776894,64.16799926757812,64.52199974060059,69.40033327738443,65.97999992370606,71.85169994354249,64.41049860507755,64.9309814608213,67.10581379628134,68.91681730097979,72.57551285642437,65.24751217159518,66.85920880250526,-1.6116966309100889,-1.351040558708003,3.6034669023999197,3.6034669023999197,-3.6034669023999197,3.6034669023999197,-3.6034669023999197,3.6034669023999197,3.6034669023999197,3.6034669023999197,3.6034669023999197,2.049999237060547,2.493499374389647,65.79000091552734,61.18089878082276,61.698998641967776,62.217098503112794,0.0,0.9945134919183276,0.9919840599351204,1.055584425974873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.999698613874082,1,-0.999698613874082,-1,-0.999698613874082,-1,-0.999698613874082,-1
2023-01-05,64.1500015258789,64.3499984741211,62.29999923706055,62.33000183105469,62.33000183105469,46159500.0,-3.6034669023999197,2.657554106571158,3.0004718870303035,2.575621255588906,3.434627089780812,64.11999969482422,64.24999961853027,69.0626667022705,66.05533326466879,71.46669994354248,63.71699968040326,64.458076073591,66.79769689529898,68.70085613803141,72.3726314499814,64.79866442689664,66.52371198980522,-1.7250475629085855,-1.4258419595481195,-2.6151086243123807,-2.6151086243123807,2.6151086243123807,-2.6151086243123807,2.6151086243123807,-2.6151086243123807,-2.6151086243123807,-2.6151086243123807,-2.6151086243123807,4.250003814697266,2.601499366760253,64.3499984741211,60.30430229187012,60.80300216674805,61.30170204162598,1.0,0.9979766548719393,0.9885029706387504,1.1649507397562835,0.0,1.0,3.0,0.007448359,0.00463624575,0.9914699196815492,0.8313491940682602,-3.6034669023999197,-1,3.6034669023999197,1,3.6034669023999197,1,3.6034669023999197,1
2023-01-06,63.15000152587891,64.30000305175781,60.04999923706055,63.95999908447266,63.95999908447266,70161300.0,2.6151086243123807,2.338292007148552,2.7931161031260747,2.671733224555385,3.4482512523923297,63.94799957275391,63.877999496459964,68.6863333384196,66.16083323160807,71.0961999130249,63.79799948175973,64.36751662102402,66.61461961718116,68.54541820184916,72.20604467046637,64.66963898960064,66.33380733015096,-1.6641683405503187,-1.4735072357485595,5.12820329306906,-5.12820329306906,5.12820329306906,-5.12820329306906,5.12820329306906,-5.12820329306906,-5.12820329306906,-5.12820329306906,-5.12820329306906,3.6500015258789062,2.672999382019042,64.30000305175781,58.62669986724854,59.14699974060059,59.667299613952636,1.0,1.001095840145993,0.9911521032787791,1.045432260023225,0.0,0.0,1.0,0.008518322,0.008518322,0.9882534742355348,0.9882534742355348,-2.6151086243123807,1,2.6151086243123807,1,2.6151086243123807,-1,2.6151086243123807,1
2023-01-09,66.22000122070312,69.31999969482422,65.66999816894531,67.23999786376953,67.23999786376953,69741300.0,5.12820329306906,3.3649605719807525,2.67562747366305,2.9431978387324786,3.505734514241342,64.44199981689454,64.21599922180175,68.38099988301595,66.31733322143555,70.76659992218018,64.94533227576301,64.88978593788684,66.65496660083203,68.50261753502687,72.10770710993772,65.06507881639585,66.40093255486345,-1.3358537384675913,-1.445976536292366,1.2046478490814034,-1.2046478490814034,1.2046478490814034,-1.2046478490814034,1.2046478490814034,1.2046478490814034,-1.2046478490814034,-1.2046478490814034,1.2046478490814034,1.5900039672851562,2.6449995040893546,69.31999969482422,58.41940441131592,58.95400428771973,59.48860416412354,1.0,1.003519381428796,1.0008560104964646,0.9090885561452231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12820329306906,1,5.12820329306906,1,-5.12820329306906,-1,5.12820329306906,1
2023-01-10,66.66999816894531,68.1500015258789,66.55999755859375,68.05000305175781,68.05000305175781,41149600.0,1.2046478490814034,3.1828861315566064,2.6796151341643997,2.8988723347507133,3.5016583639875414,65.24800109863281,64.56899986267089,68.14466667175293,66.46916662851969,70.4643999862671,65.98022253442795,65.46437086768157,66.74496895250466,68.4877777159033,72.02735653452822,65.52429792952847,66.52308592500377,-0.998787995475297,-1.356538828128952,1.4841946532577681,-1.4841946532577681,1.4841946532577681,-1.4841946532577681,1.4841946532577681,1.4841946532577681,-1.4841946532577681,-1.4841946532577681,1.4841946532577681,1.9099960327148438,2.583499336242675,68.1500015258789,63.501000785827635,64.03000068664551,64.55900058746337,1.0,1.0105159013985978,1.0078798842776484,0.9243646579540838,0.0,1.0,0.0,0.032929555,0.032929555,0.0506291836500167,0.0506291836500167,1.2046478490814034,-1,1.2046478490814034,-1,-1.2046478490814034,-1,1.2046478490814034,1
2023-01-11,68.38999938964844,69.12999725341797,67.22000122070312,69.05999755859375,69.05999755859375,44470100.0,1.4841946532577681,3.180017744286269,2.539194740686467,2.833578038147977,3.432353556376924,66.12799987792968,65.1479995727539,68.00699984232584,66.68783327738444,70.15059993743897,67.0068142091499,66.11812117512014,66.89432563676849,68.50653902222102,71.96859695084636,66.06825171861544,66.7110053052697,-0.6427535866542513,-1.213781779834012,2.51955626220195,-2.51955626220195,2.51955626220195,-2.51955626220195,2.51955626220195,2.51955626220195,-2.51955626220195,-2.51955626220195,2.51955626220195,4.470001220703125,2.579499626159667,69.12999725341797,62.466302986145024,62.98300285339356,63.49970272064209,1.0,1.015042676852746,1.013440990430989,0.8961089853541078,0.0,0.0,1.0,0.0111385937780141,0.0111385937780141,0.6204565763473511,0.6204565763473511,-1.4841946532577681,-1,-1.4841946532577681,-1,-1.4841946532577681,-1,1.4841946532577681,1
2023-01-12,70.06999969482422,71.6500015258789,67.18000030517578,70.80000305175781,70.80000305175781,70066200.0,2.51955626220195,1.5483922453474446,2.4776820191414344,2.8753888968497594,3.4179542520649235,67.8220001220703,65.97099990844727,67.92066663106283,66.90183334350586,69.89909999847413,68.2712104900192,66.9693724254179,67.14630482483231,68.58173456417305,71.94545647759708,66.79621346217581,67.01389402723179,-0.21768056505597144,-1.014561536878404,0.2824815531377608,-0.2824815531377608,0.2824815531377608,-0.2824815531377608,0.2824815531377608,0.2824815531377608,-0.2824815531377608,-0.2824815531377608,0.2824815531377608,1.8699951171875,2.488999366760253,71.6500015258789,63.4550980758667,63.970998001098636,64.48689792633057,1.0,1.0280577862423157,1.019439305124908,0.8616858825099979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.51955626220195,-1,-2.51955626220195,1,-2.51955626220195,-1,2.51955626220195,-1
2023-01-13,69.83999633789062,71.0999984741211,69.2300033569336,71.0,71.0,45757400.0,0.2824815531377608,1.8592640656959425,2.350488070739631,2.734683376623566,3.4174551167778686,69.23000030517578,66.58899993896485,67.69966672261556,67.11983337402344,69.68070003509521,69.18080699334614,67.70221380261465,67.39493032000443,68.66102195551164,71.92673456714961,67.4429498526103,67.30916113632573,0.13378871628457034,-0.7848914862458092,0.8309807575924295,-0.8309807575924295,0.8309807575924295,-0.8309807575924295,0.8309807575924295,0.8309807575924295,0.8309807575924295,-0.8309807575924295,0.8309807575924295,2.0100021362304688,2.484999656677245,71.0999984741211,66.17420291900635,66.6720027923584,67.16980266571045,1.0,1.0396612108401035,1.021839657932639,0.8595101322631763,1.0,0.0,0.0,0.9726446866989136,0.9726446866989136,0.0207303166389465,0.0207303166389465,-0.2824815531377608,-1,0.2824815531377608,1,-0.2824815531377608,-1,-0.2824815531377608,1
2023-01-17,70.87000274658203,72.66000366210938,70.6500015258789,71.58999633789062,71.58999633789062,42621300.0,0.8309807575924295,0.8335636334141447,2.3242402362441705,2.5970106717861965,3.4115022105547204,70.1,67.27099990844727,67.50333315531412,67.35916665395101,69.47170001983642,69.98387010819431,68.409083354483,67.66557974051322,68.75705390247488,71.92006648340191,68.08095700419189,67.62626004014535,0.4546969640465335,-0.5369737961873406,-1.4806503880664712,1.4806503880664712,-1.4806503880664712,1.4806503880664712,1.4806503880664712,-1.4806503880664712,-1.4806503880664712,1.4806503880664712,-1.4806503880664712,2.279998779296875,2.479499626159667,72.66000366210938,65.63299922943115,66.1299991607666,66.62699909210205,0.0,1.0420537838801693,1.0230201411346365,0.8949675338244115,0.0,0.0,1.0,0.0108582414686679,0.0108582414686679,0.6915352940559387,0.6915352940559387,-0.8309807575924295,-1,0.8309807575924295,-1,-0.8309807575924295,-1,0.8309807575924295,1
