Date_ACN_L01d,Open_ACN_L01d,High_ACN_L01d,Low_ACN_L01d,Close_ACN_L01d,Adj Close_ACN_L01d,Volume_ACN_L01d,Daily_Return_ACN_L01d,Vol5_ACN_L01d,Vol10_ACN_L01d,Vol20_ACN_L01d,Vol60_ACN_L01d,SMA5_ACN_L01d,SMA10_ACN_L01d,SMA30_ACN_L01d,SMA60_ACN_L01d,SMA100_ACN_L01d,EMA5_ACN_L01d,EMA10_ACN_L01d,EMA30_ACN_L01d,EMA60_ACN_L01d,EMA100_ACN_L01d,Short12_ACN_L01d,Long26_ACN_L01d,MACD_ACN_L01d,SIGNAL9_ACN_L01d,Ret5/10_ACN_L01d,Ret10/30_ACN_L01d,Ret30/60_ACN_L01d,Ret30/100_ACN_L01d,Emaret5/10_ACN_L01d,Emaret10/30_ACN_L01d,Emaret30/60_ACN_L01d,Emaret30/100_ACN_L01d,RetMACD_ACN_L01d,DayRange_ACN_L01d,average20r_ACN_L01d,PRVHI_ACN_L01d,HitLevel_ACN_L01d,hitlevel_2_ACN_L01d,hitlevel_1.8_ACN_L01d,Hit?_ACN_L01d,Hit?_ACN.1_L01d,Hit?_ACN.2_L01d,HitAt_2.2_ACN_L01d,HitAt_2.0_ACN_L01d,HitAt_1.8_ACN_L01d,ExitPr_2.2_ACN_L01d,ExitPr_2.0_ACN_L01d,ExitPr_1.8_ACN_L01d,ret_2.2_ACN_L01d,Ret2.0_ACN_L01d,Ret_1.8_ACN_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-19,277.2799987792969,278.9500122070312,272.5899963378906,272.8900146484375,272.8900146484375,2212500.0,-1.8027993372007969,1.5683404435288595,1.8417054820999403,1.646761468011275,2.287705356994616,280.3300048828125,276.36000061035156,275.37733459472656,279.9000005086263,276.51470016479493,277.63655827118185,276.66388727119914,276.2829333671497,277.7907458185693,280.55079014956635,276.2481238081868,276.0577972320187,0.1903265761681041,-1.1860094710275921,2.7776709169922817,2.7776709169922817,-2.7776709169922817,2.7776709169922817,-2.7776709169922817,2.7776709169922817,2.7776709169922817,-2.7776709169922817,2.7776709169922817,8.260009765625,6.142001342773426,278.9500122070312,273.69389770507814,274.9289978027344,276.16409790039063,1.0,1.0,1.0,273.69389770507814,274.9289978027344,276.16409790039063,272.8900146484375,272.8900146484375,272.8900146484375,-0.29371610524794245,-0.7416399036088172,-1.1855571657739723,1.0,1.0143653360243632,1.0035157136320767,1.1183802377426835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,1,,1,,1
2023-03-10,260.1400146484375,260.3399963378906,251.6000061035156,252.9499969482422,252.9499969482422,2924600.0,-2.6216555902994143,1.182840044867766,1.2368368730369868,1.3242687185056858,1.813303996925046,262.0400054931641,264.00500335693357,275.31066741943357,274.295667775472,277.5710005187988,260.1391004921611,263.84331357368643,271.1496191061152,274.55417738646696,277.29269302381624,265.018299916981,270.28569576093446,-5.267395843953466,-3.7691211978423245,0.6483492427097961,0.6483492427097961,-0.6483492427097961,0.6483492427097961,-0.6483492427097961,0.6483492427097961,0.6483492427097961,0.6483492427097961,0.6483492427097961,6.019989013671818,5.013497924804684,260.3399963378906,255.9420135498046,256.9200134277343,257.898013305664,1.0,1.0,1.0,255.9420135498046,256.9200134277343,257.898013305664,252.9499969482422,252.9499969482422,252.9499969482422,-1.1690212794939192,-1.5452344200537749,-1.918594212494904,0.0,0.9925569673347712,0.9859605573044367,0.9339772628871292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6216555902994143,1,-2.6216555902994143,-1,-2.6216555902994143,-1,-2.6216555902994143,-1
2023-03-13,253.1100006103516,255.2599945068359,249.2400054931641,251.3099975585938,251.3099975585938,3232100.0,-0.6483492427097961,0.9835885992636613,1.2287516740258706,1.3237240600822717,1.806558800485819,258.3760040283203,262.511003112793,274.445334370931,273.56166763305663,277.4619004821777,257.196066180972,261.56452884366956,269.86964352240415,273.7920731298154,276.77818420272274,262.90933032338296,268.880088486687,-5.970758163304026,-4.209448590934665,-0.4655597390917546,-0.4655597390917546,0.4655597390917546,-0.4655597390917546,0.4655597390917546,-0.4655597390917546,-0.4655597390917546,-0.4655597390917546,-0.4655597390917546,6.7700042724609375,5.149997711181636,255.2599945068359,249.31030090332033,250.31300048828126,251.3157000732422,1.0,1.0,1.0,249.31030090332033,250.31300048828126,251.3157000732422,251.3099975585938,251.3099975585938,251.3099975585938,0.8020914691563191,0.39830015555233667,-0.002269064227475234,1.0,0.9842482827940893,0.9832987191267496,0.9282536376573087,0.0,0.0,2.0,0.008897524,0.005054374,0.9970775842666626,0.9662717282772064,-0.6483492427097961,1,0.6483492427097961,1,0.6483492427097961,1,0.6483492427097961,1
2023-03-15,247.9600067138672,247.9700012207031,242.8000030517578,246.1699981689453,246.1699981689453,4508000.0,-2.4992069333695413,1.2983476250429449,1.420313472628219,1.3127419952609383,1.7755834490260312,252.53399963378905,259.46200408935545,272.62133433024087,272.32966740926105,277.16730056762697,252.4726945206447,257.41410511693994,267.29110285225164,272.2105847453234,275.7004570292192,258.9763835948389,266.07302467994424,-7.096641085105318,-5.13104723396907,-2.7420075761496765,-2.7420075761496765,2.7420075761496765,-2.7420075761496765,2.7420075761496765,-2.7420075761496765,-2.7420075761496765,-2.7420075761496765,-2.7420075761496765,10.270004272460909,5.389498138427728,247.9700012207031,245.35821716308595,246.39201660156252,247.42581604003908,1.0,1.0,1.0,245.35821716308595,246.39201660156252,247.42581604003908,246.1699981689453,246.1699981689453,246.1699981689453,0.3308554387317627,-0.09010780287424158,-0.5075532905954117,1.0,0.9732985780331039,0.9808036525657736,1.0819441122136861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4992069333695413,1,-2.4992069333695413,-1,-2.4992069333695413,-1,-2.4992069333695413,-1
2023-05-04,273.2799987792969,273.7799987792969,265.6799926757812,266.5,266.5,2586200.0,-3.1542964266330276,1.7524278625073582,1.548580539058998,1.298081406089018,1.641676786437377,275.6260009765625,274.90700073242186,278.54966532389324,272.7044993082682,274.11300018310544,273.1840889517787,274.96453202854667,275.45562787610413,274.81287086858646,275.6812846387715,275.3486030260608,275.63423406441416,-0.28563103835335824,0.9653413598957742,-0.31895163358935275,0.31895163358935275,-0.31895163358935275,0.31895163358935275,-0.31895163358935275,0.31895163358935275,0.31895163358935275,-0.31895163358935275,0.31895163358935275,5.989990234375,4.79350128173829,273.7799987792969,269.32138214111325,270.2539825439453,271.1865829467773,1.0,1.0,1.0,269.32138214111325,270.2539825439453,271.1865829467773,266.5,266.5,266.5,-1.0475893591081304,-1.389057252221949,-1.7281765549946484,0.0,1.002615430826516,0.9935248264071268,1.1929764433840149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1542964266330276,-1,3.1542964266330276,-1,3.1542964266330276,-1,3.1542964266330276,-1
2023-05-31,304.6799926757812,310.3500061035156,303.0,305.9200134277344,305.9200134277344,5270100.0,-0.8137922081674092,1.9590189315170263,1.5202913683798054,1.5272514035598952,1.6864936781656272,299.306005859375,293.7600067138672,280.37066955566405,275.33300120035807,276.21450073242187,300.9942097269071,294.7099599638257,284.3027092572538,279.83205547199054,278.51224718704674,292.8445039499327,285.47618709829936,7.368316851633324,4.412476812803737,-0.23535603723202092,-0.23535603723202092,-0.23535603723202092,0.23535603723202092,0.23535603723202092,-0.23535603723202092,-0.23535603723202092,-0.23535603723202092,-0.23535603723202092,6.0,5.872001647949228,310.3500061035156,306.1280023193359,307.2900024414062,308.4520025634765,1.0,1.0,1.0,304.6799926757812,304.6799926757812,304.6799926757812,305.9200134277344,305.9200134277344,305.9200134277344,0.4069911979001272,0.4069911979001272,0.4069911979001272,0.0,1.0188793539581777,1.0213235065548947,0.9954427704804418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8137922081674092,-1,0.8137922081674092,-1,0.8137922081674092,-1,0.8137922081674092,1
2023-06-22,298.2099914550781,307.5700073242188,296.0,307.25,307.25,4889000.0,-1.8997483956348384,1.8704218716369219,1.4477949141429112,1.6390391108457825,1.3580557898646715,316.23200073242185,313.88999938964844,299.7220041910807,288.7413350423177,281.40470123291016,313.06185699416125,312.6138937483754,302.26971968295953,292.6281330857171,287.2409081206533,311.759618810592,304.2013802560287,7.558238554563275,8.506126795864436,-2.8706289094284156,-2.8706289094284156,-2.8706289094284156,-2.8706289094284156,2.8706289094284156,-2.8706289094284156,-2.8706289094284156,-2.8706289094284156,2.8706289094284156,4.989990234375,7.0579986572265625,307.5700073242188,302.31841369628904,303.714013671875,305.10961364746095,1.0,1.0,1.0,298.2099914550781,298.2099914550781,298.2099914550781,307.25,307.25,307.25,3.0314237631047476,3.0314237631047476,3.0314237631047476,0.0,1.0074612168190364,1.0014329601298733,0.8833193207914454,4.0,1.0,0.0,0.9944688081741332,0.9874139131152648,0.0158624183386564,0.0108410071693282,1.8997483956348384,-1,1.8997483956348384,1,1.8997483956348384,1,-1.8997483956348384,1
2023-07-20,316.25,316.25,310.7200012207031,312.4700012207031,312.4700012207031,2097000.0,-1.9855667549072882,1.3602805450470512,1.093227269657883,1.261987762880449,1.4036415484450318,317.84999389648436,314.2269989013672,311.2106648763021,297.7915018717448,286.84860076904295,316.2156429159939,314.78909354725215,309.19568845445576,301.1988368962819,294.5836224570082,314.1870436991889,310.3504103076256,3.836633391563282,3.6233627866030926,0.7456672842715454,0.7456672842715454,0.7456672842715454,0.7456672842715454,-0.7456672842715454,0.7456672842715454,0.7456672842715454,0.7456672842715454,0.7456672842715454,3.940002441406193,4.852499389648432,316.25,312.67520324707027,313.72200317382806,314.7688031005859,1.0,1.0,1.0,312.67520324707027,313.72200317382806,314.7688031005859,312.4700012207031,312.4700012207031,312.4700012207031,-0.0656278541554188,-0.39908005828689636,-0.7303143949586962,1.0,1.0115298653768907,1.0045317623703744,0.866274065259258,0.0,1.0,0.0,0.006902569,0.006902569,0.4817948043346405,0.4817948043346405,1.9855667549072882,-1,-1.9855667549072882,-1,-1.9855667549072882,1,-1.9855667549072882,1
2023-09-12,321.4500122070312,322.489990234375,313.1099853515625,314.8900146484375,314.8900146484375,3205000.0,-3.3694358588618885,1.5824181647238098,1.2676496475048582,1.1910567869003463,1.1295393127234026,324.1460021972656,324.51000061035154,316.496001180013,314.1928334554037,304.0441012573242,322.21261067277584,322.3107318003015,318.1125707736188,312.82213435627574,306.3545751798869,321.8566349025971,318.8200443287572,3.0365905738398737,3.07025307232696,0.3112232655018513,-0.3112232655018513,-0.3112232655018513,-0.3112232655018513,0.3112232655018513,0.3112232655018513,-0.3112232655018513,-0.3112232655018513,0.3112232655018513,3.78997802734375,4.578498840332017,322.489990234375,318.0242111206055,318.95201110839844,319.8798110961914,1.0,1.0,1.0,318.0242111206055,318.95201110839844,319.8798110961914,314.8900146484375,314.8900146484375,314.8900146484375,-0.9855213416375463,-1.2735447084484552,-1.5598972722456155,0.0,0.9988783137271539,0.9996955697783392,1.0643066404951524,0.0,1.0,0.0,0.001677657,0.001677657,0.004234021,0.004234021,3.3694358588618885,-1,3.3694358588618885,1,-3.3694358588618885,1,-3.3694358588618885,1
2023-09-21,314.3299865722656,316.5199890136719,311.6700134277344,312.0,312.0,1911600.0,-1.5151477203040913,1.1086883476544158,1.3226283811714101,1.1160239894536894,1.0421819328538815,314.9079956054687,317.1269989013672,316.3163340250651,315.04283294677737,306.8267010498047,315.12949457916375,316.7331899024708,316.94895908198197,313.27569551825366,307.4845307118616,317.0906034025699,317.2247026658963,-0.13409926332639088,1.1168298609062373,-1.3108962621444311,1.3108962621444311,1.3108962621444311,1.3108962621444311,-1.3108962621444311,-1.3108962621444311,-1.3108962621444311,1.3108962621444311,-1.3108962621444311,5.730010986328182,4.919999694824216,316.5199890136719,312.66321014404303,313.6320098876954,314.6008096313477,1.0,1.0,1.0,312.66321014404303,313.6320098876954,314.3299865722656,312.0,312.0,312.0,-0.21211646350637023,-0.5203582020469752,-0.7412549460119525,1.0,0.993002792876085,0.9949367626303991,1.1851254038175798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5151477203040913,-1,-1.5151477203040913,1,-1.5151477203040913,-1,-1.5151477203040913,-1
