Date_MSI_L01d,Open_MSI_L01d,High_MSI_L01d,Low_MSI_L01d,Close_MSI_L01d,Adj Close_MSI_L01d,Volume_MSI_L01d,Daily_Return_MSI_L01d,Vol5_MSI_L01d,Vol10_MSI_L01d,Vol20_MSI_L01d,Vol60_MSI_L01d,SMA5_MSI_L01d,SMA10_MSI_L01d,SMA30_MSI_L01d,SMA60_MSI_L01d,SMA100_MSI_L01d,EMA5_MSI_L01d,EMA10_MSI_L01d,EMA30_MSI_L01d,EMA60_MSI_L01d,EMA100_MSI_L01d,Short12_MSI_L01d,Long26_MSI_L01d,MACD_MSI_L01d,SIGNAL9_MSI_L01d,Ret5/10_MSI_L01d,Ret10/30_MSI_L01d,Ret30/60_MSI_L01d,Ret30/100_MSI_L01d,Emaret5/10_MSI_L01d,Emaret10/30_MSI_L01d,Emaret30/60_MSI_L01d,Emaret30/100_MSI_L01d,RetMACD_MSI_L01d,DayRange_MSI_L01d,average20r_MSI_L01d,PRVHI_MSI_L01d,HitLevel_MSI_L01d,hitlevel_2_MSI_L01d,hitlevel_1.8_MSI_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,258.2900085449219,259.6000061035156,255.5599975585938,257.3999938964844,257.3999938964844,531500.0,-0.12028930537129998,1.1496291633967535,0.8932713637061481,1.3201790735781926,1.9716362716299272,256.8699981689453,256.4309997558594,262.8730021158854,251.1221669514974,247.7965003967285,257.1839487753192,257.6640864199843,258.28655808432194,253.7207998557237,248.32399642661105,258.0135120219501,258.65682265457866,-0.6433106326285838,0.18757543108361605,0.24086834960720177,-0.24086834960720177,0.24086834960720177,0.24086834960720177,-0.24086834960720177,-0.24086834960720177,-0.24086834960720177,0.24086834960720177,-0.24086834960720177,4.600006103515568,4.783500671386733,259.6000061035156,247.24570678710938,248.2070068359375,249.16830688476566,1.0,1.00171195531548,0.9981365752156764,0.6766289373797143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2023-01-04,259.3999938964844,260.6700134277344,256.0700073242188,258.0199890136719,258.0199890136719,646500.0,0.24086834960720177,1.1512602913855574,0.8640373353530136,1.2847635051115083,1.9534736949921463,257.1479949951172,256.7739990234375,262.70900166829426,251.59166666666667,247.85390029907228,257.4626288547701,257.72879598247295,258.2693600797639,253.86175687729576,248.51599627982017,258.014508482215,258.60964979228925,-0.5951413100742684,0.031032082852039164,-1.1239415626557179,1.1239415626557179,-1.1239415626557179,-1.1239415626557179,1.1239415626557179,1.1239415626557179,1.1239415626557179,-1.1239415626557179,1.1239415626557179,3.199996948242216,4.608000946044937,260.6700134277344,249.0763046264648,250.03300476074216,250.9897048950195,0.0,1.0014565180785517,0.9989672588711394,0.6725263691842036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24086834960720177,1,0.24086834960720177,1,0.24086834960720177,1,0.24086834960720177,1
2023-01-05,256.9400024414062,257.4599914550781,254.2599945068359,255.1199951171875,255.1199951171875,498000.0,-1.1239415626557179,1.156880409175593,0.9387802809857247,1.2956694770033037,1.9521792381193757,257.4119934082031,256.70399780273436,262.4670013427734,252.05999984741212,247.84540023803712,256.6817509422426,257.25446855242103,258.06617524346865,253.90301059007908,248.64676853402548,257.5691987337492,258.3511568533928,-0.7819581196436047,-0.13156595764708964,3.417999916744141,-3.417999916744141,3.417999916744141,3.417999916744141,-3.417999916744141,-3.417999916744141,-3.417999916744141,3.417999916744141,-3.417999916744141,8.42999267578125,4.749001312255869,257.4599914550781,250.5324113464355,251.4540115356445,252.37561172485348,1.0,1.0027580232934774,0.9977737311487683,0.7245522856315083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1239415626557179,1,-1.1239415626557179,-1,-1.1239415626557179,1,-1.1239415626557179,-1
2023-01-06,258.8599853515625,265.0899963378906,256.6600036621094,263.8399963378906,263.8399963378906,359300.0,3.417999916744141,1.76120620635206,1.4356667546799973,1.5272212377220489,1.9859929451947538,258.4179931640625,257.33799743652344,262.42633463541665,252.71983311971027,247.93010025024415,259.06783274079197,258.45183724068823,258.43867983020556,254.22881340148274,248.9476245301416,258.533936826694,258.7577375559482,-0.2238007292542079,-0.1500129119685133,-1.2242309851276543,1.2242309851276543,-1.2242309851276543,-1.2242309851276543,1.2242309851276543,-1.2242309851276543,-1.2242309851276543,-1.2242309851276543,1.2242309851276543,7.839996337890625,4.982001495361338,265.0899963378906,247.01218856811522,247.96198883056638,248.91178909301755,0.0,1.0041967985229445,1.002383405382915,0.9400515912294337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.417999916744141,1,-3.417999916744141,1,3.417999916744141,1,-3.417999916744141,1
2023-01-09,264.4500122070312,268.1300048828125,260.2900085449219,260.6099853515625,260.6099853515625,492100.0,-1.2242309851276543,1.886384316966443,1.4753389466141134,1.5228963312095831,1.9936271293296486,258.99799194335935,257.8569961547852,262.2466674804688,253.3411661783854,247.97030014038086,259.58188361104885,258.8442278063017,258.5787640573899,254.43803215394436,249.17856236818955,258.85332890744303,258.89494109636405,-0.0416121889210217,-0.12833276735901497,0.6676723263714702,-0.6676723263714702,0.6676723263714702,0.6676723263714702,-0.6676723263714702,0.6676723263714702,0.6676723263714702,0.6676723263714702,0.6676723263714702,2.739990234375,4.828501129150401,268.1300048828125,254.12959304809567,255.12599334716793,256.1223936462402,1.0,1.0044249169329857,1.0028498058890427,0.9687717518120904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2242309851276543,1,-1.2242309851276543,-1,-1.2242309851276543,1,-1.2242309851276543,1
2023-01-10,260.9599914550781,262.3999938964844,259.6600036621094,262.3500061035156,262.3500061035156,411600.0,0.6676723263714702,1.8818691137451513,1.4804418099379164,1.4962763750147423,1.9925495892772256,259.9879943847656,258.42899627685546,262.04400126139325,253.9574996948242,248.03960021972657,260.5045911085378,259.4816420421588,258.82206999584963,254.69744113589752,249.43938303621582,259.3912792453004,259.15087183763455,0.24040740766582758,-0.054584732354046456,0.7585249430449063,-0.7585249430449063,0.7585249430449063,0.7585249430449063,-0.7585249430449063,0.7585249430449063,0.7585249430449063,0.7585249430449063,0.7585249430449063,7.3699951171875,4.914000701904307,262.3999938964844,257.50730239868165,258.4730026245117,259.43870285034177,1.0,1.0060325974653401,1.0039422791467183,0.98941735274229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6676723263714702,1,-0.6676723263714702,-1,0.6676723263714702,1,0.6676723263714702,-1
2023-01-11,258.2999877929688,264.5,257.1300048828125,264.3399963378906,264.3399963378906,830300.0,0.7585249430449063,1.885459373575905,1.486742267173277,1.432276504065072,1.8506754362543927,261.2519958496094,259.19999542236326,261.9893341064453,254.80849965413412,248.12060028076172,261.7830595183221,260.3649791868373,259.17806524372327,255.0135904867825,249.73444468575394,260.15262033646815,259.5352514302461,0.6173689062220546,0.07980599536117378,0.1399694039166727,-0.1399694039166727,0.1399694039166727,0.1399694039166727,-0.1399694039166727,0.1399694039166727,0.1399694039166727,0.1399694039166727,0.1399694039166727,4.089996337890625,4.628501129150398,264.5,251.5891923522949,252.57199249267575,253.55479263305662,1.0,1.0079166684548062,1.0054465094956846,1.0380274080833003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7585249430449063,1,-0.7585249430449063,1,0.7585249430449063,1,-0.7585249430449063,-1
2023-01-12,265.7799987792969,266.6199951171875,262.5299987792969,264.7099914550781,264.7099914550781,884700.0,0.1399694039166727,1.6878077233346587,1.4056022931381742,1.4023084720462624,1.8048461401014533,263.1699951171875,260.29099426269534,261.99766743977864,255.54133275349935,248.2352001953125,262.7587034972408,261.1549814174265,259.534963708972,255.33150527262825,250.03099016633462,260.8537543547159,259.91856550615955,0.9351888485563222,0.2508825660002035,0.4911104047870785,-0.4911104047870785,0.4911104047870785,0.4911104047870785,-0.4911104047870785,0.4911104047870785,0.4911104047870785,0.4911104047870785,0.4911104047870785,6.549987792968807,4.500499725341804,266.6199951171875,254.31729751586911,255.2429977416992,256.1686979675293,1.0,1.0110607009767945,1.006140882594351,1.0023488563019984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1399694039166727,1,0.1399694039166727,-1,0.1399694039166727,1,-0.1399694039166727,1
2023-01-13,260.7900085449219,266.5599975585938,260.010009765625,266.010009765625,266.010009765625,556300.0,0.4911104047870785,0.8126923825598324,1.2988469030906336,1.402693077210226,1.7904070174046125,263.6039978027344,261.01099548339846,261.7913340250651,256.2198328653971,248.40870025634766,263.8424722533689,262.03771384437164,259.9527086158528,255.68162017403796,250.34740639602353,261.6470244179327,260.3697835994533,1.277240818479413,0.45615421649604543,-1.0225183718085091,1.0225183718085091,-1.0225183718085091,-1.0225183718085091,1.0225183718085091,-1.0225183718085091,-1.0225183718085091,-1.0225183718085091,-1.0225183718085091,5.100006103515682,4.378998565673838,266.5599975585938,256.7188957214355,257.6189956665039,258.51909561157225,0.0,1.0099344562650843,1.006887399460633,0.925966574009099,0.0,0.0,1.0,0.017503187,0.017503187,0.9812926650047302,0.9812926650047302,0.4911104047870785,1,-0.4911104047870785,1,0.4911104047870785,1,0.4911104047870785,1
2023-01-17,265.9500122070312,267.5599975585938,262.4599914550781,263.2900085449219,263.2900085449219,749500.0,-1.0225183718085091,0.7268641539130389,1.34781847520884,1.2016018159498123,1.7944298245378172,264.14000244140624,261.5689971923828,261.5083343505859,256.87716623942055,248.57990036010742,263.6583176838866,262.2654037899262,260.168018288696,255.9310755304604,250.60369554748686,261.8997912067003,260.5860965583769,1.3136946483234055,0.6276623028615175,-2.442182758432438,-2.442182758432438,-2.442182758432438,-2.442182758432438,2.442182758432438,-2.442182758432438,-2.442182758432438,-2.442182758432438,-2.442182758432438,7.910003662109318,4.6284980773925835,267.5599975585938,256.92620071411136,257.8020004272461,258.6778001403809,0.0,1.0098291665932124,1.005311085159658,1.1216847855239382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0225183718085091,1,-1.0225183718085091,-1,-1.0225183718085091,1,-1.0225183718085091,1
