Date_AKAM_L01d,Open_AKAM_L01d,High_AKAM_L01d,Low_AKAM_L01d,Close_AKAM_L01d,Adj Close_AKAM_L01d,Volume_AKAM_L01d,Daily_Return_AKAM_L01d,Vol5_AKAM_L01d,Vol10_AKAM_L01d,Vol20_AKAM_L01d,Vol60_AKAM_L01d,SMA5_AKAM_L01d,SMA10_AKAM_L01d,SMA30_AKAM_L01d,SMA60_AKAM_L01d,SMA100_AKAM_L01d,EMA5_AKAM_L01d,EMA10_AKAM_L01d,EMA30_AKAM_L01d,EMA60_AKAM_L01d,EMA100_AKAM_L01d,Short12_AKAM_L01d,Long26_AKAM_L01d,MACD_AKAM_L01d,SIGNAL9_AKAM_L01d,Ret5/10_AKAM_L01d,Ret10/30_AKAM_L01d,Ret30/60_AKAM_L01d,Ret30/100_AKAM_L01d,Emaret5/10_AKAM_L01d,Emaret10/30_AKAM_L01d,Emaret30/60_AKAM_L01d,Emaret30/100_AKAM_L01d,RetMACD_AKAM_L01d,DayRange_AKAM_L01d,average20r_AKAM_L01d,PRVHI_AKAM_L01d,HitLevel_AKAM_L01d,hitlevel_2_AKAM_L01d,hitlevel_1.8_AKAM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,85.0,85.68000030517578,84.11000061035156,84.97000122070312,84.97000122070312,1308100.0,0.7947783448287097,0.7325790656115626,0.8873781367288075,1.299894356986276,1.8759633203322004,84.19400024414062,83.91800079345703,88.46033325195313,87.14950002034506,87.99090019226074,84.39585086098134,84.72722619705232,86.7567780897899,87.66087643763096,89.13871438208868,85.00094319199405,86.52604055174258,-1.5250973597485284,-1.3740587473197046,1.0474277708161162,-1.0474277708161162,1.0474277708161162,-1.0474277708161162,1.0474277708161162,-1.0474277708161162,-1.0474277708161162,-1.0474277708161162,-1.0474277708161162,1.279998779296875,1.688500213623047,85.68000030517578,81.13789848327637,81.47899856567383,81.8200986480713,1.0,1.0032889183259133,0.9960889155594415,0.6826540418147043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2023-01-04,85.7699966430664,86.20999908447266,84.93000030517578,85.86000061035156,85.86000061035156,1182400.0,1.0474277708161162,0.7812130669178099,0.85496075944789,1.2660558693347879,1.8432780576804868,84.66600036621094,84.09700088500976,88.29066670735678,87.2125,87.9127001953125,84.88390077743809,84.93318518128855,86.69892147821324,87.60183132853983,89.07378935690576,85.13310587174136,86.4767042597877,-1.3435983880463311,-1.36796667546503,-1.4442090087989505,1.4442090087989505,-1.4442090087989505,1.4442090087989505,-1.4442090087989505,1.4442090087989505,1.4442090087989505,1.4442090087989505,-1.4442090087989505,1.2300033569335938,1.6180004119873046,86.20999908447266,81.96529983520507,82.3029998779297,82.6406999206543,0.0,1.006765990168653,0.9994197273569186,0.6752946533845336,0.0,0.0,1.0,0.4366336166858673,0.4366336166858673,0.5592419505119324,0.5592419505119324,1.0474277708161162,1,1.0474277708161162,-1,1.0474277708161162,-1,1.0474277708161162,-1
2023-01-05,85.36000061035156,85.5,84.2699966430664,84.62000274658203,84.62000274658203,1013300.0,-1.4442090087989505,1.1970141459314376,0.9920838141834765,1.2360957236110186,1.8185132171865033,84.89000091552734,84.10900115966797,88.08066685994466,87.29150009155273,87.7994002532959,84.79593476715274,84.87624292043282,86.56479768907575,87.50406645700022,88.98559556264193,85.05416692940916,86.33917081436505,-1.2850038849558842,-1.3513741173632008,1.4535519825290297,-1.4535519825290297,1.4535519825290297,-1.4535519825290297,1.4535519825290297,-1.4535519825290297,-1.4535519825290297,-1.4535519825290297,1.4535519825290297,1.69000244140625,1.65050048828125,85.5,82.65039817810059,82.97399826049805,83.29759834289551,1.0,1.009285566884533,0.9990538205919959,0.8025946496160445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4442090087989505,1,1.4442090087989505,1,1.4442090087989505,1,1.4442090087989505,1
2023-01-06,85.33999633789062,86.20999908447266,84.5199966430664,85.8499984741211,85.8499984741211,926700.0,1.4535519825290297,1.2010260402719437,1.0314307084693954,1.2962256139072825,1.7990783874877814,85.12000122070313,84.31800079345703,87.88466669718424,87.42133344014486,87.68710021972656,85.1472893361422,85.05328938473977,86.51868161069159,87.44983471985664,88.92350453118607,85.17660255167254,86.30293582619883,-1.1263332745262886,-1.3063659487958184,1.1997656349491506,-1.1997656349491506,1.1997656349491506,-1.1997656349491506,1.1997656349491506,1.1997656349491506,-1.1997656349491506,-1.1997656349491506,1.1997656349491506,1.25,1.6210006713867187,86.20999908447266,81.86889892578125,82.1989990234375,82.52909912109375,1.0,1.0095116157842814,1.0011051889007752,0.795718505639075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4535519825290297,1,1.4535519825290297,-1,1.4535519825290297,1,1.4535519825290297,1
2023-01-09,86.51000213623047,87.62000274658203,86.37000274658203,86.87999725341797,86.87999725341797,1566900.0,1.1997656349491506,1.173101002570237,0.9218375121479876,1.329968900410256,1.8036270628038757,85.63600006103516,84.73400039672852,87.71666666666667,87.5625,87.57510017395019,85.7248586419008,85.3854180881358,86.5419922973191,87.43115152423569,88.8830390405372,85.438663275018,86.34568111710396,-0.9070178420859634,-1.2264963274538474,0.5870190519721784,-0.5870190519721784,0.5870190519721784,-0.5870190519721784,0.5870190519721784,0.5870190519721784,-0.5870190519721784,-0.5870190519721784,0.5870190519721784,1.4000015258789062,1.6400009155273438,87.62000274658203,82.64379760742187,82.96799774169922,83.29219787597657,1.0,1.01064507352519,1.003975392536166,0.6931271188849815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1997656349491506,1,-1.1997656349491506,1,1.1997656349491506,1,1.1997656349491506,1
2023-01-10,86.41999816894531,87.77999877929688,86.37999725341797,87.38999938964844,87.38999938964844,1101800.0,0.5870190519721784,1.168602307235496,0.9222426730752954,1.3243565745234946,1.776159961100435,86.11999969482422,85.15699996948243,87.5456667582194,87.67800000508626,87.49180015563965,86.27990555781668,85.74988741568353,86.59670243230809,87.42980227392134,88.85347389893543,85.738868831115,86.42303802618133,-0.6841691950663318,-1.1180309009763443,1.533360769703682,-1.533360769703682,-1.533360769703682,1.533360769703682,1.533360769703682,1.533360769703682,-1.533360769703682,-1.533360769703682,1.533360769703682,1.2900009155273438,1.6080013275146485,87.77999877929688,84.01200073242188,84.34000091552734,84.66800109863281,1.0,1.011308521033936,1.0061809777027906,0.6963703664227435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5870190519721784,1,0.5870190519721784,-1,0.5870190519721784,1,0.5870190519721784,1
2023-01-11,88.0,88.88999938964844,87.5999984741211,88.7300033569336,88.7300033569336,1019300.0,1.533360769703682,1.2365959911877,0.9766806041335904,1.3091885547223943,1.7821962487381136,86.69400024414062,85.68000030517578,87.45166676839193,87.82383333841959,87.41110015869141,87.09660482418899,86.291726677729,86.73433475002587,87.47243181762666,88.85102893770767,86.19904337354862,86.59392434697779,-0.39488097342916717,-0.973400915466909,-0.10143577581429575,0.10143577581429575,0.10143577581429575,-0.10143577581429575,-0.10143577581429575,-0.10143577581429575,0.10143577581429575,0.10143577581429575,-0.10143577581429575,1.2699966430664062,1.455501174926758,88.88999938964844,84.24239585876465,84.56399612426758,84.88559638977051,0.0,1.0118347331390427,1.0093274080546093,0.7460198155648327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.533360769703682,1,-1.533360769703682,1,1.533360769703682,1,1.533360769703682,1
2023-01-12,88.87000274658203,89.06999969482422,87.80000305175781,88.63999938964844,88.63999938964844,1084300.0,-0.10143577581429575,0.6878082888123308,0.9842593854719748,1.3061462114259959,1.7380418944328933,87.49799957275391,86.19400024414062,87.37200012207032,87.92549997965494,87.32710014343262,87.61106967934214,86.71868535262344,86.85728085580797,87.51071272162736,88.84685013477579,86.57457506833322,86.74548546124969,-0.17091039291646837,-0.8129028109568209,0.0676867768579392,-0.0676867768579392,-0.0676867768579392,0.0676867768579392,-0.0676867768579392,0.0676867768579392,-0.0676867768579392,-0.0676867768579392,0.0676867768579392,1.5100021362304688,1.4105010986328126,89.06999969482422,85.68789680480957,85.97899703979492,86.27009727478027,1.0,1.0151286554159196,1.0102905656732457,0.7535598823943312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10143577581429575,1,-0.10143577581429575,1,-0.10143577581429575,-1,-0.10143577581429575,-1
2023-01-13,88.01000213623047,89.27999877929688,87.7699966430664,88.69999694824219,88.69999694824219,786300.0,0.0676867768579392,0.7053393823597564,0.9500625700979294,1.2654015322595658,1.7161324410419054,88.06799926757813,86.59400024414063,87.16666666666667,87.99749997456868,87.26860008239746,87.97404543564215,87.07892382455411,86.97616576499728,87.54970564709014,88.84394215088403,86.90156304985767,86.8902640899158,0.011298959941868247,-0.6480624567770831,0.2029315798971382,-0.2029315798971382,-0.2029315798971382,0.2029315798971382,-0.2029315798971382,0.2029315798971382,0.2029315798971382,-0.2029315798971382,0.2029315798971382,0.7600021362304688,1.3125011444091796,89.27999877929688,85.96689727783203,86.24899749755859,86.53109771728515,1.0,1.0170219532448177,1.0102794289567878,0.7507992885084065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0676867768579392,1,0.0676867768579392,1,-0.0676867768579392,-1,-0.0676867768579392,1
2023-01-17,88.86000061035156,89.20999908447266,88.44999694824219,88.87999725341797,88.87999725341797,1746800.0,0.2029315798971382,0.6525755436816221,0.8985240904291204,0.9273058726150057,1.699735217915626,88.46799926757812,87.05199966430663,86.95600001017253,88.09649988810222,87.22380004882812,88.27602937490076,87.40639172071117,87.09899360295991,87.59332176533039,88.84465611331045,87.2059375427131,87.0376517316567,0.16828581105640694,-0.48479280321038504,-1.2151150259161647,-1.2151150259161647,1.2151150259161647,-1.2151150259161647,1.2151150259161647,-1.2151150259161647,-1.2151150259161647,1.2151150259161647,-1.2151150259161647,2.029998779296875,1.3590007781982423,89.20999908447266,86.39249626159668,86.65499649047851,86.91749671936036,0.0,1.0162661352838753,1.0099493599617786,0.9689619325878734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2029315798971382,1,0.2029315798971382,1,-0.2029315798971382,1,0.2029315798971382,1
