Date_JBL_L01d,Open_JBL_L01d,High_JBL_L01d,Low_JBL_L01d,Close_JBL_L01d,Adj Close_JBL_L01d,Volume_JBL_L01d,Daily_Return_JBL_L01d,Vol5_JBL_L01d,Vol10_JBL_L01d,Vol20_JBL_L01d,Vol60_JBL_L01d,SMA5_JBL_L01d,SMA10_JBL_L01d,SMA30_JBL_L01d,SMA60_JBL_L01d,SMA100_JBL_L01d,EMA5_JBL_L01d,EMA10_JBL_L01d,EMA30_JBL_L01d,EMA60_JBL_L01d,EMA100_JBL_L01d,Short12_JBL_L01d,Long26_JBL_L01d,MACD_JBL_L01d,SIGNAL9_JBL_L01d,Ret5/10_JBL_L01d,Ret10/30_JBL_L01d,Ret30/60_JBL_L01d,Ret30/100_JBL_L01d,Emaret5/10_JBL_L01d,Emaret10/30_JBL_L01d,Emaret30/60_JBL_L01d,Emaret30/100_JBL_L01d,RetMACD_JBL_L01d,DayRange_JBL_L01d,average20r_JBL_L01d,PRVHI_JBL_L01d,HitLevel_JBL_L01d,hitlevel_2_JBL_L01d,hitlevel_1.8_JBL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,68.80000305175781,69.11000061035156,66.95999908447266,67.18000030517578,67.18000030517578,1054000.0,-1.4955963177542284,1.5817630569338383,1.4413412056098958,1.7681231505548305,2.0065666683545587,68.00999755859375,68.61399917602539,70.0486661275228,66.45016625722249,63.97119983673096,68.01426731934944,68.5922540852531,68.71886784033684,66.90010177870406,64.9468940983154,68.7582912789105,68.8884410378109,-0.13014975890040148,0.3898838143362934,1.756475587697891,1.756475587697891,-1.756475587697891,-1.756475587697891,1.756475587697891,1.756475587697891,1.756475587697891,-1.756475587697891,1.756475587697891,2.75,1.6464996337890625,69.11000061035156,64.89500144958497,65.21000137329102,65.52500129699708,0.0,0.9911971081020639,0.9915735854782483,0.8151814567653889,0.0,1.0,1.0,0.005643358,0.003347263,0.9971864819526672,0.5089130859763337,,1,,-1,,1,,1
2023-01-04,67.76000213623047,68.38999938964844,65.63999938964844,66.0,66.0,1141000.0,-1.756475587697891,1.6410063712414809,1.4911040991502593,1.7860268638219128,1.9943328738137518,67.41999816894531,68.38999938964844,69.93633270263672,66.5468329111735,64.0138998413086,67.3428448795663,68.12093516066162,68.54345701192801,66.87059024497604,64.96774768052697,68.33393877446274,68.67448244241751,-0.3405436679547762,0.24379831787807948,0.8484811493844696,0.8484811493844696,-0.8484811493844696,-0.8484811493844696,0.8484811493844696,0.8484811493844696,0.8484811493844696,-0.8484811493844696,0.8484811493844696,0.9800033569335938,1.6369998931884766,68.38999938964844,65.48770141601562,65.81700134277344,66.14630126953125,0.0,0.9858166218839015,0.9885778097546634,0.8348721563792444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.756475587697891,1,1.756475587697891,1,-1.756475587697891,1,-1.756475587697891,1
2023-01-05,65.41999816894531,65.72000122070312,64.73999786376953,65.44000244140625,65.44000244140625,1840900.0,-0.8484811493844696,1.3947820527170207,1.3679679634610964,1.7888705925908306,1.9876034985052082,67.05399932861329,68.01499938964844,69.81033274332682,66.64866625467936,64.04449985504151,66.7085640668463,67.63349284806972,68.34323413641049,66.82368572682621,64.97709925995032,67.88871780014635,68.4348913312315,-0.5461735310851452,0.08580394808543454,-3.8814193471365055,-3.8814193471365055,3.8814193471365055,3.8814193471365055,-3.8814193471365055,-3.8814193471365055,-3.8814193471365055,3.8814193471365055,-3.8814193471365055,2.4199981689453125,1.7025001525878907,65.72000122070312,64.78859962463379,65.11599960327149,65.44339958190918,1.0,0.9858707627779321,0.9863243972435201,0.7647104095326769,1.0,0.0,3.0,0.9964460730552672,0.2507595255138168,0.9913843870162964,0.7366864708237381,-0.8484811493844696,1,-0.8484811493844696,-1,-0.8484811493844696,1,-0.8484811493844696,1
2023-01-06,66.31999969482422,68.04000091552734,65.62000274658203,67.9800033569336,67.9800033569336,1171200.0,3.8814193471365055,2.3006764257836068,1.8651042561155793,2.026801592593398,2.012713832405442,66.96000061035156,67.78299942016602,69.7173329671224,66.8173329671224,64.10239990234375,67.13237716354206,67.69649475877225,68.31979989257327,66.86159778027236,65.03656270741534,67.90276173195977,68.40119592572795,-0.4984341937681762,-0.031043680285287617,-4.8837886597215014,-4.8837886597215014,4.8837886597215014,4.8837886597215014,-4.8837886597215014,-4.8837886597215014,-4.8837886597215014,4.8837886597215014,-4.8837886597215014,2.8799972534179688,1.7865001678466796,68.04000091552734,61.97450088500977,62.31500091552734,62.655500946044924,1.0,0.9878583300111441,0.9916669600510285,0.9202204413748665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8814193471365055,1,-3.8814193471365055,1,3.8814193471365055,1,3.8814193471365055,1
2023-01-09,68.79000091552734,71.66999816894531,68.79000091552734,71.30000305175781,71.30000305175781,1963000.0,4.8837886597215014,3.1861788145671364,2.436521841133205,2.290896698928933,2.087217343036866,67.58000183105469,67.97799987792969,69.74566650390625,67.05366636912028,64.18649993896484,68.52158579294732,68.35167808476962,68.51207106413356,67.00711926458335,65.16059122908548,68.42541424269794,68.61592237950794,-0.19050813680999568,-0.06293657159022924,-1.2482459348597401,-1.2482459348597401,1.2482459348597401,1.2482459348597401,-1.2482459348597401,1.2482459348597401,-1.2482459348597401,1.2482459348597401,-1.2482459348597401,1.220001220703125,1.7910003662109375,71.66999816894531,64.10970054626465,64.46700057983398,64.82430061340332,1.0,0.9941451933332887,1.0024857869322095,1.0635668741730504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8837886597215014,1,4.8837886597215014,-1,4.8837886597215014,1,4.8837886597215014,1
2023-01-10,71.30000305175781,72.38999938964844,71.16999816894531,72.19000244140625,72.19000244140625,1406400.0,1.2482459348597401,2.885432650395134,2.4355772717042887,2.3056981992706214,2.0450871467099008,68.58200225830078,68.29599990844727,69.7976666768392,67.26966641743978,64.27759994506836,69.74439134243363,69.04955524052173,68.74935695944149,67.17704986054476,65.2997874907156,69.00458165788383,68.88066905075966,0.12391260712416852,-0.02556673584734969,3.892502373683272,-3.892502373683272,3.892502373683272,3.892502373683272,-3.892502373683272,3.892502373683272,3.892502373683272,3.892502373683272,3.892502373683272,3.3499984741210938,1.889500045776367,72.38999938964844,67.72979736328125,68.08799743652344,68.44619750976562,1.0,1.0041876881550442,1.010062861368065,1.0563296065698247,0.0,1.0,1.0,0.030904546,0.029233406,0.9703951478004456,0.6293727159500122,1.2482459348597401,1,-1.2482459348597401,1,1.2482459348597401,1,1.2482459348597401,1
2023-01-11,71.9800033569336,75.11000061035156,71.76000213623047,75.0,75.0,2535000.0,3.892502373683272,2.358330404269443,2.6488097299609215,2.4555186798317687,2.0920134295455752,70.38200225830079,68.90100021362305,69.9946667989095,67.53766644795736,64.37409996032714,71.49626089495575,70.1314542876996,69.15262425238075,67.43354002905149,65.49187090674104,69.92695371051708,69.33395282477747,0.5930008857396132,0.09814678847004289,1.426666259765625,-1.426666259765625,1.426666259765625,1.426666259765625,-1.426666259765625,1.426666259765625,1.426666259765625,1.426666259765625,1.426666259765625,1.7700042724609375,1.890500259399414,75.11000061035156,68.23309928894042,68.6109992980957,68.98889930725097,1.0,1.0214946378149228,1.0194606916556632,1.0787169943836044,0.0,0.0,5.0,0.1013624593615531,0.0225031516723106,0.9969371557235718,0.970964539051056,3.892502373683272,1,3.892502373683272,1,3.892502373683272,1,3.892502373683272,1
2023-01-12,74.9800033569336,76.58000183105469,74.80999755859375,76.06999969482422,76.06999969482422,2215300.0,1.426666259765625,1.631258262387149,2.380132726528369,2.4622407779360485,2.0666103966707183,72.50800170898438,69.78100051879883,70.23400014241537,67.79299977620443,64.50299995422364,73.02084049491191,71.2111898162677,69.59890653899001,67.71670264104404,65.70133880353477,70.8720377081028,69.83291925959574,1.039118448507054,0.2863411204774451,2.090185320972651,-2.090185320972651,2.090185320972651,2.090185320972651,-2.090185320972651,2.090185320972651,2.090185320972651,2.090185320972651,2.090185320972651,2.5100021362304688,1.909500503540039,76.58000183105469,70.95090003967285,71.32900009155273,71.70710014343261,1.0,1.03907942233432,1.025412448286755,0.9666531185156857,2.0,0.0,2.0,0.99099463224411,0.4321431786386231,0.9973000884056092,0.5368011768294277,1.426666259765625,1,1.426666259765625,1,1.426666259765625,-1,1.426666259765625,1
2023-01-13,75.27999877929688,77.69000244140625,75.18000030517578,77.66000366210938,77.66000366210938,1514100.0,2.090185320972651,1.6040179894251898,2.390202941227597,2.491403357015938,2.077664625058301,74.44400177001953,70.70200119018554,70.4163335164388,68.07399984995524,64.66309997558594,74.56722821731107,72.38370142460255,70.11897732112675,68.04271251058715,65.93814404825902,71.91634016256535,70.41270328941157,1.5036368731537806,0.5298002710127122,0.8627326002460739,0.8627326002460739,0.8627326002460739,0.8627326002460739,-0.8627326002460739,0.8627326002460739,0.8627326002460739,0.8627326002460739,0.8627326002460739,2.1500015258789062,1.81300048828125,77.69000244140625,72.3791007232666,72.76100082397461,73.14290092468262,1.0,1.0529263743153203,1.0301660007672164,0.9593801559657714,0.0,0.0,2.0,0.0022911,0.0016147955,0.9976656436920166,0.9965797662734984,2.090185320972651,1,2.090185320972651,-1,-2.090185320972651,-1,2.090185320972651,-1
2023-01-17,76.9000015258789,79.02999877929688,76.87999725341797,78.33000183105469,78.33000183105469,2245900.0,0.8627326002460739,1.1969654687045332,2.326074602832802,2.0160390028483848,2.059795909264771,75.85000152587891,71.71500167846679,70.60900014241537,68.38316656748454,64.82579998016358,75.82148608855894,73.4648469530484,70.64872083789629,68.38000068502872,66.18352737069061,72.90305734233294,70.99916984805179,1.9038874942811503,0.8046177156663998,0.07659588560096699,0.07659588560096699,0.07659588560096699,0.07659588560096699,-0.07659588560096699,0.07659588560096699,0.07659588560096699,0.07659588560096699,0.07659588560096699,1.55999755859375,1.797500228881836,79.02999877929688,73.7014013671875,74.06400146484376,74.4266015625,1.0,1.0576587847818972,1.0320784597430208,1.1537845247767429,0.0,0.0,3.0,0.4416297674179077,0.1729669518059692,0.9328574538230896,0.7364299694697062,0.8627326002460739,1,-0.8627326002460739,-1,-0.8627326002460739,-1,-0.8627326002460739,-1
