Date_FTNT_L01d,Open_FTNT_L01d,High_FTNT_L01d,Low_FTNT_L01d,Close_FTNT_L01d,Adj Close_FTNT_L01d,Volume_FTNT_L01d,Daily_Return_FTNT_L01d,Vol5_FTNT_L01d,Vol10_FTNT_L01d,Vol20_FTNT_L01d,Vol60_FTNT_L01d,SMA5_FTNT_L01d,SMA10_FTNT_L01d,SMA30_FTNT_L01d,SMA60_FTNT_L01d,SMA100_FTNT_L01d,EMA5_FTNT_L01d,EMA10_FTNT_L01d,EMA30_FTNT_L01d,EMA60_FTNT_L01d,EMA100_FTNT_L01d,Short12_FTNT_L01d,Long26_FTNT_L01d,MACD_FTNT_L01d,SIGNAL9_FTNT_L01d,Ret5/10_FTNT_L01d,Ret10/30_FTNT_L01d,Ret30/60_FTNT_L01d,Ret30/100_FTNT_L01d,Emaret5/10_FTNT_L01d,Emaret10/30_FTNT_L01d,Emaret30/60_FTNT_L01d,Emaret30/100_FTNT_L01d,RetMACD_FTNT_L01d,DayRange_FTNT_L01d,average20r_FTNT_L01d,PRVHI_FTNT_L01d,HitLevel_FTNT_L01d,hitlevel_2_FTNT_L01d,hitlevel_1.8_FTNT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,49.52999877929688,50.25,48.02000045776367,48.52000045776367,48.52000045776367,4647500.0,-0.7567988065123726,1.6643283059574596,1.7051730283279822,2.05988558384563,3.2555783718162825,48.60599975585937,49.136999893188474,51.535666402180986,52.01183319091797,51.565299949646,48.809450925408015,49.40821680738652,50.96664673853464,51.73309236059872,52.61235179907674,49.65161994608952,50.783295312404775,-1.1316753663152568,-0.850716620612009,0.45342378117789706,0.45342378117789706,0.45342378117789706,-0.45342378117789706,-0.45342378117789706,0.45342378117789706,0.45342378117789706,0.45342378117789706,0.45342378117789706,1.5100021362304545,1.6780000686645509,50.25,45.20859798431396,45.54599800109863,45.8833980178833,0.0,0.9891934766370889,0.9878812488960542,0.8277998747603108,0.0,1.0,1.0,0.0170072130858898,0.0092509350429449,0.9969893097877502,0.5521374084055424,,1,,-1,,-1,,-1
2023-01-04,49.02000045776367,49.47000122070312,47.95999908447266,48.29999923706055,48.29999923706055,4674800.0,-0.45342378117789706,1.668458881680468,1.3199605153750893,1.9228627731300094,3.2110403923427975,48.555999755859375,48.9689998626709,51.40733299255371,51.95899982452393,51.523099937438964,48.639633695958864,49.206722703690886,50.79460496424599,51.620531930318776,52.52695867903682,49.443678298546594,50.59934745497187,-1.155669156425276,-0.9117071277746625,1.7598312371584692,1.7598312371584692,1.7598312371584692,-1.7598312371584692,-1.7598312371584692,1.7598312371584692,1.7598312371584692,1.7598312371584692,1.7598312371584692,1.6300010681152344,1.696500205993652,49.47000122070312,46.55839984893799,46.893999862670896,47.22959987640381,0.0,0.991566090629383,0.9884753753842361,0.6864559103333598,1.0,0.0,0.0,0.4995180964469909,0.4995180964469909,0.4965220093727112,0.4965220093727112,-0.45342378117789706,1,0.45342378117789706,1,0.45342378117789706,1,0.45342378117789706,-1
2023-01-05,47.77000045776367,48.18000030517578,46.54999923706055,47.45000076293945,47.45000076293945,6585100.0,-1.7598312371584692,1.7411784487293807,1.3011769427621984,1.9292389449874525,3.218189764217015,48.47399978637695,48.66699981689453,51.244999694824216,51.895999844868975,51.454699935913084,48.2430893849524,48.88731871446335,50.578824048032665,51.48379320351945,52.42642485891607,49.136958677683964,50.366062514821316,-1.2291038371373517,-0.9751864696472003,-2.613272589740435,-2.613272589740435,-2.613272589740435,2.613272589740435,2.613272589740435,-2.613272589740435,-2.613272589740435,-2.613272589740435,-2.613272589740435,1.779998779296875,1.7155000686645507,48.18000030517578,45.73770076751708,46.077000808715816,46.41630084991454,1.0,0.9960342730958611,0.9868221586609462,0.6744509000001869,0.0,1.0,0.0,0.0460317805409431,0.0460317805409431,0.031730168,0.031730168,-1.7598312371584692,1,-1.7598312371584692,1,-1.7598312371584692,1,1.7598312371584692,1
2023-01-06,48.31999969482422,48.86000061035156,47.08000183105469,48.68999862670898,48.68999862670898,5223700.0,2.613272589740435,1.6526161949027696,1.6423820271496785,2.0006889325014585,3.165723288018943,48.369999694824216,48.53499984741211,51.12533302307129,51.89783312479655,51.400799903869625,48.392059132204594,48.851442334871635,50.45696434343114,51.39219338132894,52.352436220654546,49.068195592918585,50.241909634220406,-1.173714041301821,-1.0148919839781245,-1.4787456171916469,-1.4787456171916469,-1.4787456171916469,1.4787456171916469,1.4787456171916469,-1.4787456171916469,-1.4787456171916469,-1.4787456171916469,-1.4787456171916469,1.3699989318847656,1.672999954223633,48.86000061035156,44.405900154113766,44.74900016784668,45.09210018157959,1.0,0.9966003883155118,0.9905963226322364,0.8209082383917676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.613272589740435,1,2.613272589740435,1,2.613272589740435,1,2.613272589740435,1
2023-01-09,49.40999984741211,50.66999816894531,49.29999923706055,49.40999984741211,49.40999984741211,4539700.0,1.4787456171916469,1.777601259835454,1.636906924226921,1.9353156413553434,3.169148354687367,48.47399978637695,48.56099967956543,50.99399973551432,51.917833137512204,51.36549991607666,48.73137270394044,48.95299824624263,50.389418246913785,51.32720342939724,52.29417015385767,49.12078086284066,50.180286687049424,-1.0595058242087632,-1.0238147520242522,2.0036463904556134,2.0036463904556134,2.0036463904556134,-2.0036463904556134,-2.0036463904556134,2.0036463904556134,2.0036463904556134,2.0036463904556134,2.0036463904556134,2.0500030517578267,1.722000122070313,50.66999816894531,45.17940071105957,45.514000701904294,45.848600692749024,0.0,0.99820844105841,0.9954726870622433,0.8458087607252323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4787456171916469,1,1.4787456171916469,-1,1.4787456171916469,1,1.4787456171916469,1
2023-01-10,49.11999893188477,50.15000152587891,48.09999847412109,48.41999816894531,48.41999816894531,5314100.0,-2.0036463904556134,2.0205173243771637,1.7453515831012099,1.955396723081204,3.169859564150557,48.45399932861328,48.529999542236325,50.844333012898765,51.90483309427897,51.330399894714354,48.6275811922754,48.856089141279476,50.262358887044854,51.23188522413652,52.217453876928715,49.01296814070291,50.04989494496763,-1.0369268042647235,-1.0264371624723465,-0.7848019051742803,-0.7848019051742803,-0.7848019051742803,0.7848019051742803,0.7848019051742803,-0.7848019051742803,-0.7848019051742803,-0.7848019051742803,-0.7848019051742803,0.9099998474121094,1.6795000076293944,50.15000152587891,46.881597900390624,47.22599792480469,47.57039794921875,1.0,0.9984339539596141,0.9953228358425643,0.8925818287917467,0.0,0.0,1.0,0.002503231,0.002503231,0.9773955941200256,0.9773955941200256,-2.0036463904556134,1,2.0036463904556134,1,-2.0036463904556134,1,-2.0036463904556134,1
2023-01-11,48.84000015258789,49.06000137329102,48.15000152587891,48.79999923706055,48.79999923706055,4111100.0,0.7848019051742803,2.0307323065046505,1.759998914734715,1.8234038244416904,3.1580707629438307,48.55399932861328,48.55499954223633,50.734999593098955,51.91599973042806,51.29569988250732,48.68505387387045,48.84589097687603,50.1680131031749,51.15215125734714,52.14978150782241,48.9802036939887,49.957310077715256,-0.9771063837265572,-1.0165710067231888,0.8196674537606555,0.8196674537606555,0.8196674537606555,-0.8196674537606555,-0.8196674537606555,0.8196674537606555,0.8196674537606555,0.8196674537606555,-0.8196674537606555,1.4500007629394602,1.6070001602172854,49.06000137329102,46.45510150909425,46.79100151062013,47.126901512146006,0.0,0.999979400398878,0.9967072541868114,0.9652271708235616,0.0,0.0,1.0,0.006755798,0.006755798,0.6210547089576721,0.6210547089576721,0.7848019051742803,1,0.7848019051742803,-1,0.7848019051742803,1,0.7848019051742803,1
2023-01-12,48.13000106811523,48.63999938964844,47.18999862670898,48.40000152587891,48.40000152587891,4932500.0,-0.8196674537606555,1.8354067841560948,1.7132070458522703,1.7305605983677057,3.0971894759314162,48.74399948120117,48.60899963378906,50.62866630554199,51.88166643778483,51.26679988861084,48.590036424539946,48.76482016760382,50.05394784012355,51.061916839921956,52.07552843887303,48.89094182197181,49.84195388869034,-0.9510120667185333,-1.0034592187222577,0.9710689900589307,-0.9710689900589307,-0.9710689900589307,0.9710689900589307,0.9710689900589307,-0.9710689900589307,-0.9710689900589307,-0.9710689900589307,0.9710689900589307,3.1599998474121094,1.6590002059936526,48.63999938964844,45.524601020812995,45.84600105285645,46.16740108489991,1.0,1.002777260351564,0.9964157820645467,0.9899722942196861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8196674537606555,1,0.8196674537606555,1,-0.8196674537606555,1,-0.8196674537606555,1
2023-01-13,46.25,49.04000091552734,45.88000106811523,48.86999893188477,48.86999893188477,6281700.0,0.9710689900589307,1.448982162584131,1.4728631307443538,1.764544715908204,3.0865420697645924,48.779999542236325,48.57499961853027,50.485666275024414,51.8368330637614,51.25229988098145,48.68335726032156,48.78394357929126,49.97756403959202,50.9900506790027,52.01205260705148,48.887719838881495,49.76995722522326,-0.8822373863417639,-0.979214852246159,2.5168806407192537,-2.5168806407192537,-2.5168806407192537,2.5168806407192537,2.5168806407192537,-2.5168806407192537,-2.5168806407192537,-2.5168806407192537,2.5168806407192537,2.020000457763672,1.6605001449584964,49.04000091552734,44.9901989364624,45.32199897766113,45.653799018859864,1.0,1.0042202763832417,0.9979381265311974,0.8346986718249739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9710689900589307,1,0.9710689900589307,1,0.9710689900589307,1,0.9710689900589307,1
2023-01-17,48.7599983215332,50.45000076293945,48.43000030517578,50.09999847412109,50.09999847412109,5436600.0,2.5168806407192537,1.7435493140245408,1.6603227823552082,1.700879845632569,3.103614304919298,48.917999267578125,48.69599952697754,50.30966618855794,51.80866635640462,51.24739986419678,49.15557099825474,49.02322628744213,49.985463035368085,50.96086863949838,51.974190148973655,49.07422424430297,49.79440472514162,-0.7201804808386498,-0.9274079779646572,-3.433128659463564,3.433128659463564,3.433128659463564,-3.433128659463564,-3.433128659463564,-3.433128659463564,3.433128659463564,3.433128659463564,-3.433128659463564,3.209999084472649,1.7645000457763675,50.45000076293945,45.386900596618645,45.71900062561034,46.051100654602045,0.0,1.0045588907252556,1.0026996328237685,0.9761552449566022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5168806407192537,1,2.5168806407192537,-1,2.5168806407192537,1,2.5168806407192537,-1
