Date_CTSH_L01d,Open_CTSH_L01d,High_CTSH_L01d,Low_CTSH_L01d,Close_CTSH_L01d,Adj Close_CTSH_L01d,Volume_CTSH_L01d,Daily_Return_CTSH_L01d,Vol5_CTSH_L01d,Vol10_CTSH_L01d,Vol20_CTSH_L01d,Vol60_CTSH_L01d,SMA5_CTSH_L01d,SMA10_CTSH_L01d,SMA30_CTSH_L01d,SMA60_CTSH_L01d,SMA100_CTSH_L01d,EMA5_CTSH_L01d,EMA10_CTSH_L01d,EMA30_CTSH_L01d,EMA60_CTSH_L01d,EMA100_CTSH_L01d,Short12_CTSH_L01d,Long26_CTSH_L01d,MACD_CTSH_L01d,SIGNAL9_CTSH_L01d,Ret5/10_CTSH_L01d,Ret10/30_CTSH_L01d,Ret30/60_CTSH_L01d,Ret30/100_CTSH_L01d,Emaret5/10_CTSH_L01d,Emaret10/30_CTSH_L01d,Emaret30/60_CTSH_L01d,Emaret30/100_CTSH_L01d,RetMACD_CTSH_L01d,DayRange_CTSH_L01d,average20r_CTSH_L01d,PRVHI_CTSH_L01d,HitLevel_CTSH_L01d,hitlevel_2_CTSH_L01d,hitlevel_1.8_CTSH_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,57.63999938964844,58.09999847412109,57.06000137329102,57.59000015258789,57.59000015258789,2635800.0,0.6994256609268459,1.57316962058068,1.2253557463791176,1.4968189031380368,2.5677166622589715,56.794000244140626,56.11000022888184,58.395999908447266,58.54150002797444,60.522199935913086,56.92975206313309,56.78707493843503,57.691407299334266,58.946119127899955,61.0569578126373,56.85664954006852,57.526780605640646,-0.6701310655721286,-0.7935857967013003,0.8161160261466189,-0.8161160261466189,-0.8161160261466189,-0.8161160261466189,0.8161160261466189,0.8161160261466189,-0.8161160261466189,-0.8161160261466189,0.8161160261466189,1.0100021362304545,1.300499916076656,58.09999847412109,54.27970169067383,54.547001647949216,54.81430160522461,1.0,1.0121903406249981,1.0025124929370413,0.8186399462287625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,-1
2023-01-04,58.2400016784668,58.63000106811523,57.61999893188477,58.06000137329102,58.06000137329102,3066600.0,0.8161160261466189,1.5729663138744423,1.1245452504742386,1.3735857270823257,2.5561585469160666,57.11000061035156,56.41800041198731,58.33233324686686,58.53433335622152,60.41559993743896,57.306501833185735,57.018516108408846,57.715187562170186,58.91706608676524,60.997612140571036,57.04178059133352,57.56627844028141,-0.5244978489478882,-0.739768207150618,-0.8439574007523472,0.8439574007523472,0.8439574007523472,0.8439574007523472,-0.8439574007523472,-0.8439574007523472,0.8439574007523472,0.8439574007523472,-0.8439574007523472,0.8500022888183452,1.262499999999995,58.63000106811523,55.23889865875245,55.49899864196777,55.75909862518311,0.0,1.0122655924228259,1.005050740433675,0.8186931680361288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8161160261466189,1,0.8161160261466189,1,0.8161160261466189,1,-0.8161160261466189,-1
2023-01-05,57.0,57.63000106811523,56.77999877929688,57.56999969482422,57.56999969482422,2682600.0,-0.8439574007523472,1.3335480099885881,1.2038626559025474,1.3561453071063994,2.557432626640318,57.508000183105466,56.67100028991699,58.31133321126302,58.52466665903727,60.29349994659424,57.3943344537319,57.118785851393454,57.70582060298658,58.872899975554056,60.92973862679387,57.12304506879363,57.56655408876606,-0.4435090199724314,-0.6805163697149808,3.786695009087819,-3.786695009087819,-3.786695009087819,-3.786695009087819,3.786695009087819,3.786695009087819,-3.786695009087819,-3.786695009087819,3.786695009087819,2.0999984741210938,1.3224998474121048,57.63000106811523,55.85250106811524,56.105001068115236,56.35750106811523,1.0,1.0147694568457688,1.0048241326952456,0.8877091928085665,0.0,1.0,1.0,0.0185272749513387,0.0114707099756693,0.6026448607444763,0.3587284050881862,-0.8439574007523472,1,-0.8439574007523472,-1,-0.8439574007523472,-1,0.8439574007523472,-1
2023-01-06,57.93999862670898,59.93000030517578,57.83000183105469,59.75,59.75,4411600.0,3.786695009087819,1.7358610946662025,1.5991583671186405,1.6164979008702343,2.594004979294178,58.03199996948242,57.08300018310547,58.328666559855144,58.566833305358884,60.193999977111815,58.17955630248794,57.597188423867365,57.83770314472938,58.901657353404744,60.90637746586726,57.52719198128692,57.728290822931534,-0.20109884164461533,-0.5846328641009076,1.8577416072829498,-1.8577416072829498,-1.8577416072829498,-1.8577416072829498,1.8577416072829498,1.8577416072829498,-1.8577416072829498,-1.8577416072829498,1.8577416072829498,2.5900001525878906,1.4089998245239208,59.93000030517578,54.7205014038086,54.98500137329102,55.24950134277344,1.0,1.0166249108023901,1.0101110469895653,0.9892733954419247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.786695009087819,-1,-3.786695009087819,-1,-3.786695009087819,-1,-3.786695009087819,-1
2023-01-09,58.56999969482422,61.15000152587891,58.56000137329102,60.86000061035156,60.86000061035156,6787100.0,1.8577416072829498,1.7087528112788601,1.5900416072232293,1.6653856204058994,2.600808638930287,58.76600036621094,57.62300033569336,58.356333287556964,58.63533331553141,60.10319995880127,59.07303773844249,58.19042700322812,58.03269007799533,58.965865329042344,60.90545911229269,58.03993177037379,57.960269325703386,0.0796624446704044,-0.45177380234664527,0.5750878583816023,-0.5750878583816023,-0.5750878583816023,-0.5750878583816023,0.5750878583816023,0.5750878583816023,0.5750878583816023,-0.5750878583816023,0.5750878583816023,1.470001220703118,1.401000022888179,61.15000152587891,56.830200691223155,57.11200065612794,57.393800621032725,1.0,1.0198358298571546,1.0151676277468353,0.9547588184625332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8577416072829498,-1,-1.8577416072829498,-1,-1.8577416072829498,-1,-1.8577416072829498,-1
2023-01-10,60.54999923706055,61.25,59.77999877929688,61.20999908447266,61.20999908447266,6993900.0,0.5750878583816023,1.7198772162590903,1.594002628636799,1.6147058229787383,2.5551808183547675,59.49000015258789,58.14200019836426,58.36599998474121,58.672999954223634,60.026299934387204,59.785358187119215,58.73944010890895,58.237677755832586,59.03944348495809,60.9114896067913,58.52763443408131,58.200990048575186,0.3266443855061212,-0.29609016477609196,0.4737802971163613,-0.4737802971163613,-0.4737802971163613,-0.4737802971163613,0.4737802971163613,0.4737802971163613,0.4737802971163613,-0.4737802971163613,0.4737802971163613,1.1800003051757812,1.380999946594234,61.25,58.06780147552492,58.34800148010255,58.62820148468019,1.0,1.0231846161058207,1.017806061417525,0.9871783491164062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5750878583816023,-1,-0.5750878583816023,-1,-0.5750878583816023,-1,-0.5750878583816023,1
2023-01-11,61.68999862670898,62.20999908447266,61.02999877929688,61.5,61.5,4884600.0,0.4737802971163613,1.747480182059432,1.5997169672673275,1.6003896887986182,2.5540109525505192,60.177999877929686,58.64400024414063,58.412666702270506,58.72133331298828,59.949999961853024,60.35690545807948,59.24136008910732,58.448150158682104,59.120117469057824,60.92314327794395,58.98492144422264,58.44536115608814,0.5395602881345027,-0.12896007419397304,5.853656055481453,5.853656055481453,-5.853656055481453,-5.853656055481453,-5.853656055481453,5.853656055481453,5.853656055481453,-5.853656055481453,5.853656055481453,5.290004730224602,1.507000160217281,62.20999908447266,58.211800117492686,58.48800010681153,58.76420009613038,1.0,1.026157827354936,1.0188305158303967,0.9995796514211512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4737802971163613,-1,-0.4737802971163613,1,-0.4737802971163613,-1,0.4737802971163613,-1
2023-01-12,62.20000076293945,67.41000366210938,62.11999893188477,65.0999984741211,65.0999984741211,11756000.0,5.853656055481453,2.298124278696494,2.0084762098299582,2.0373371235398285,2.646672780627652,61.683999633789064,59.59599990844727,58.595333353678384,58.808333269755046,59.91499996185303,61.93793646342669,60.30656706820073,58.877301662903974,59.31617914135498,61.00585328182864,59.92570252574548,58.938297253720215,0.9874052720252635,0.09431299504987427,-1.5975436864883654,-1.5975436864883654,1.5975436864883654,1.5975436864883654,1.5975436864883654,-1.5975436864883654,-1.5975436864883654,1.5975436864883654,-1.5975436864883654,1.3899993896484304,1.474000167846675,67.41000366210938,58.89459873199465,59.1959987640381,59.497398796081555,0.0,1.035035903895386,1.0270512727640597,0.9858340019546077,0.0,1.0,0.0,0.0114350551739335,0.0114350551739335,0.1098521873354911,0.1098521873354911,-5.853656055481453,-1,5.853656055481453,-1,-5.853656055481453,-1,-5.853656055481453,-1
2023-01-13,64.38999938964844,65.0999984741211,63.70999908447266,64.05999755859375,64.05999755859375,5249500.0,-1.5975436864883654,2.764186818620277,2.193208463426799,2.0369179685139236,2.6514262505844766,62.545999145507814,60.28899955749512,58.65699996948242,58.863999875386554,59.886499900817874,62.645290161815716,60.989008975544905,59.21166914004525,59.47171417142838,61.066331386319035,60.56174791541444,59.31768246148862,1.2440654539258205,0.32426348682506356,-1.717137864569775,-1.717137864569775,1.717137864569775,1.717137864569775,1.717137864569775,-1.717137864569775,-1.717137864569775,1.717137864569775,-1.717137864569775,1.1799964904785227,1.4495000839233352,65.0999984741211,64.1672032928467,64.46200332641602,64.75680335998535,0.0,1.037436341697133,1.0271570437705413,1.076728909719865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5975436864883654,-1,1.5975436864883654,-1,1.5975436864883654,-1,1.5975436864883654,-1
2023-01-17,63.9900016784668,64.05999755859375,62.88000106811523,62.95999908447266,62.95999908447266,5486000.0,-1.717137864569775,3.07191586458582,2.3610334048421,1.9158331051386013,2.6538429074935026,62.965998840332034,60.86599960327148,58.66833330790202,58.916499837239584,59.85589992523193,62.750193136034696,61.34737081353177,59.45349687839541,59.58608416857737,61.10382975657951,60.9307096337311,59.58748369282077,1.3432259409103295,0.5280559776421168,-3.1289667005279735,-3.1289667005279735,3.1289667005279735,3.1289667005279735,3.1289667005279735,-3.1289667005279735,-3.1289667005279735,3.1289667005279735,-3.1289667005279735,2.4399986267089915,1.5204999923706015,64.05999755859375,61.91109828948976,62.20099830627442,62.49089832305909,0.0,1.0345020085227956,1.022866869499051,1.2323794794595588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.717137864569775,-1,1.717137864569775,-1,1.717137864569775,-1,1.717137864569775,1
