Date_TRMB_L01d,Open_TRMB_L01d,High_TRMB_L01d,Low_TRMB_L01d,Close_TRMB_L01d,Adj Close_TRMB_L01d,Volume_TRMB_L01d,Daily_Return_TRMB_L01d,Vol5_TRMB_L01d,Vol10_TRMB_L01d,Vol20_TRMB_L01d,Vol60_TRMB_L01d,SMA5_TRMB_L01d,SMA10_TRMB_L01d,SMA30_TRMB_L01d,SMA60_TRMB_L01d,SMA100_TRMB_L01d,EMA5_TRMB_L01d,EMA10_TRMB_L01d,EMA30_TRMB_L01d,EMA60_TRMB_L01d,EMA100_TRMB_L01d,Short12_TRMB_L01d,Long26_TRMB_L01d,MACD_TRMB_L01d,SIGNAL9_TRMB_L01d,Ret5/10_TRMB_L01d,Ret10/30_TRMB_L01d,Ret30/60_TRMB_L01d,Ret30/100_TRMB_L01d,Emaret5/10_TRMB_L01d,Emaret10/30_TRMB_L01d,Emaret30/60_TRMB_L01d,Emaret30/100_TRMB_L01d,RetMACD_TRMB_L01d,DayRange_TRMB_L01d,average20r_TRMB_L01d,PRVHI_TRMB_L01d,HitLevel_TRMB_L01d,hitlevel_2_TRMB_L01d,hitlevel_1.8_TRMB_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,51.11000061035156,51.70999908447266,50.02999877929688,50.59999847412109,50.59999847412109,920500.0,0.0791081877841738,1.8657491283168404,1.662749846328374,2.3736931961793273,3.277063549715179,49.844000244140624,49.501000595092776,54.73166669209798,55.46766688028971,58.28260013580322,50.12406492944851,50.49354496241212,53.31915858858926,55.45589202222371,57.510281864655845,50.81880564998154,52.8976648166908,-2.0788591667092575,-2.0301531744928445,0.39525843670084065,-0.39525843670084065,-0.39525843670084065,-0.39525843670084065,0.39525843670084065,-0.39525843670084065,-0.39525843670084065,-0.39525843670084065,-0.39525843670084065,1.6800003051757812,1.6460000991821275,51.70999908447266,47.0649006652832,47.389000701904294,47.713100738525384,1.0,1.006929145773305,0.9926826283787629,0.7004906316472236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,1,,-1
2023-01-04,51.40999984741211,51.70000076293945,50.02000045776367,50.79999923706055,50.79999923706055,1729000.0,0.39525843670084065,1.8734456037144127,1.644749323688368,2.377358393401214,3.2046805181842775,50.2,49.625000381469725,54.49199994405111,55.40416685740153,58.087400131225586,50.34937636531919,50.549263921439106,53.15663217881322,55.30323979975934,57.37740498094109,50.815912355686,52.74228218116263,-1.9263698254766268,-2.009396504689601,-1.3385832980085712,1.3385832980085712,1.3385832980085712,1.3385832980085712,-1.3385832980085712,1.3385832980085712,1.3385832980085712,1.3385832980085712,-1.3385832980085712,0.94000244140625,1.6040002822875963,51.70000076293945,48.08879886627198,48.41799888610841,48.747198905944835,0.0,1.0115868939871078,0.9960456880948737,0.6918390295100922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39525843670084065,1,-0.39525843670084065,-1,0.39525843670084065,1,-0.39525843670084065,1
2023-01-05,50.18000030517578,50.7400016784668,49.79999923706055,50.11999893188477,50.11999893188477,840500.0,-1.3385832980085712,1.9686546487384626,1.689621900108315,2.3585388748846983,3.2039240944869123,50.51199951171875,49.72200012207031,54.26233329772949,55.34250017801921,57.87120014190674,50.27291722084105,50.471215741520126,52.96072035643074,55.13329747622247,57.233693970068686,50.708848752024274,52.54803897751242,-1.8391902254881458,-1.97535524884931,2.7533940493309026,-2.7533940493309026,-2.7533940493309026,-2.7533940493309026,2.7533940493309026,-2.7533940493309026,-2.7533940493309026,-2.7533940493309026,2.7533940493309026,1.2900009155273509,1.5850004196166978,50.7400016784668,48.17120014190674,48.49200019836426,48.81280025482178,1.0,1.0158883268514731,0.9960710571805002,0.7163850119667481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3385832980085712,1,1.3385832980085712,-1,-1.3385832980085712,1,-1.3385832980085712,1
2023-01-06,50.86999893188477,51.56000137329102,50.27000045776367,51.5,51.5,1316300.0,2.7533940493309026,1.4766521269975632,1.8464589368305977,2.4684013434540457,3.2084987232735127,50.715999603271484,49.890999984741214,54.05300000508626,55.326000150044756,57.66940013885498,50.681944813894034,50.658267424880094,52.86648033343521,55.01417296880533,57.120155475611874,50.83056432863593,52.47040646065965,-1.6398421320237233,-1.9082526254841927,1.4368964630423242,-1.4368964630423242,-1.4368964630423242,-1.4368964630423242,1.4368964630423242,1.4368964630423242,-1.4368964630423242,-1.4368964630423242,1.4368964630423242,1.4800033569335938,1.6100006103515618,51.56000137329102,47.25300075531006,47.5700008392334,47.88700092315674,1.0,1.0165360409449118,1.0004673943705054,0.7480383778461402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7533940493309026,1,-2.7533940493309026,1,2.7533940493309026,1,2.7533940493309026,1
2023-01-09,52.29000091552734,53.2400016784668,51.7599983215332,52.2400016784668,52.2400016784668,1523700.0,1.4368964630423242,1.5319586631958713,1.640772544936569,2.499397173732989,3.211163951762282,51.05199966430664,50.24200019836426,53.83733342488607,55.330000178019205,57.472700119018555,51.20129710208496,50.945855470986764,52.82606235569532,54.92321653305653,57.02351876675752,51.047400843994524,52.453339439756476,-1.4059385957619526,-1.8077898195397448,0.49769968066515935,-0.49769968066515935,-0.49769968066515935,-0.49769968066515935,0.49769968066515935,0.49769968066515935,-0.49769968066515935,-0.49769968066515935,0.49769968066515935,1.029998779296868,1.5590005874633779,53.2400016784668,48.018000030517584,48.3400001525879,48.66200027465821,1.0,1.0161219589734558,1.0050139825651503,0.656467312270336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4368964630423242,1,1.4368964630423242,1,1.4368964630423242,1,1.4368964630423242,-1
2023-01-10,52.29999923706055,52.84999847412109,51.81999969482422,52.5,52.5,1370200.0,0.49769968066515935,1.5030873225370318,1.5981202015050775,2.5086671546740433,3.1908579090219527,51.43199996948242,50.638000106811525,53.636000061035155,55.313666852315265,57.29160011291504,51.63419806805664,51.22842720353462,52.80502607468272,54.84376681066123,56.933944137712814,51.270877637226135,52.45679577755229,-1.1859181403261516,-1.6834154836970263,1.4476158505394345,-1.4476158505394345,-1.4476158505394345,-1.4476158505394345,1.4476158505394345,1.4476158505394345,-1.4476158505394345,-1.4476158505394345,1.4476158505394345,1.1800003051757955,1.533500480651855,52.84999847412109,49.81020038604736,50.12200050354004,50.43380062103272,1.0,1.01567992142257,1.0079208144124718,0.6370395524681411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49769968066515935,1,0.49769968066515935,1,0.49769968066515935,1,-0.49769968066515935,1
2023-01-11,52.9900016784668,53.81000137329102,52.63000106811523,53.2599983215332,53.2599983215332,1436000.0,1.4476158505394345,1.5148157198705172,1.610721399274889,2.471153301864656,3.1825158837561425,51.92399978637695,51.06199989318848,53.49600003560384,55.32966683705648,57.10980007171631,52.176131485882166,51.59780377044345,52.83437912286662,54.79183997495211,56.861192735412224,51.576896204042605,52.516292262291614,-0.9393960582490095,-1.5346115986074231,1.6522739313708295,-1.6522739313708295,-1.6522739313708295,-1.6522739313708295,1.6522739313708295,1.6522739313708295,-1.6522739313708295,-1.6522739313708295,1.6522739313708295,1.5999984741210938,1.452000427246094,53.81000137329102,49.476297416687004,49.782997512817374,50.089697608947745,1.0,1.0168814361950493,1.0112083785195911,0.6518095814045565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4476158505394345,1,1.4476158505394345,1,1.4476158505394345,1,1.4476158505394345,1
2023-01-12,53.43000030517578,54.41999816894531,52.81999969482422,54.13999938964844,54.13999938964844,2822600.0,1.6522739313708295,0.8045093384647499,1.496376204384511,2.080691923834518,3.1432270551784733,52.72799987792969,51.619999694824216,53.42100003560384,55.32366682688395,56.95110004425049,52.83075412047093,52.06002115575344,52.91861268846545,54.77046815248313,56.807307718664426,51.971219771058884,52.63656686431805,-0.6653470932591645,-1.3607586975377715,0.6834114075655298,-0.6834114075655298,-0.6834114075655298,-0.6834114075655298,0.6834114075655298,0.6834114075655298,-0.6834114075655298,-0.6834114075655298,0.6834114075655298,1.8800010681152415,1.4305004119873057,54.41999816894531,50.61560043334961,50.906000518798834,51.196400604248055,1.0,1.0214645522986427,1.0148046994143858,0.7191723999326298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6522739313708295,1,1.6522739313708295,-1,1.6522739313708295,1,1.6522739313708295,-1
2023-01-13,53.70000076293945,54.56999969482422,52.68999862670898,54.5099983215332,54.5099983215332,842500.0,0.6834114075655298,0.5162747287259423,1.1123163465527552,2.078240145385791,3.1302605955645615,53.32999954223633,52.0229995727539,53.246333312988284,55.302833493550615,56.82370002746582,53.39050218749169,52.50547154953158,53.02128272930854,54.76192815802575,56.761816443473705,52.36180108651647,52.7753395648525,-0.4135384783360294,-1.171314653697423,1.6877674040931823,-1.6877674040931823,-1.6877674040931823,-1.6877674040931823,1.6877674040931823,1.6877674040931823,-1.6877674040931823,-1.6877674040931823,1.6877674040931823,1.1000022888183594,1.366500473022462,54.56999969482422,51.27289726257324,51.5589973449707,51.84509742736816,1.0,1.0251235026856649,1.0168559697083228,0.5352203156225105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6834114075655298,1,-0.6834114075655298,-1,0.6834114075655298,1,-0.6834114075655298,-1
2023-01-17,54.70000076293945,55.58000183105469,54.47999954223633,55.43000030517578,55.43000030517578,1012300.0,1.6877674040931823,0.5620668970781364,1.1229746983401274,1.7501802275557317,3.129741527226456,53.96799926757812,52.509999465942386,53.056666692097984,55.3128334681193,56.70840003967285,54.07033489338639,53.03720405055779,53.17668386323546,54.783832162850345,56.73544384667573,52.833831735540976,52.971981101172744,-0.13814936563176872,-0.9646815960842923,-1.9303620583316277,1.9303620583316277,1.9303620583316277,1.9303620583316277,-1.9303620583316277,-1.9303620583316277,1.9303620583316277,1.9303620583316277,-1.9303620583316277,2.150001525878899,1.3780006408691414,55.58000183105469,51.5636986541748,51.836998748779294,52.11029884338379,0.0,1.0277661362876491,1.0194793609754347,0.6416337475760725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6877674040931823,1,-1.6877674040931823,1,1.6877674040931823,1,-1.6877674040931823,-1
