Date_CSCO_L01d,Open_CSCO_L01d,High_CSCO_L01d,Low_CSCO_L01d,Close_CSCO_L01d,Adj Close_CSCO_L01d,Volume_CSCO_L01d,Daily_Return_CSCO_L01d,Vol5_CSCO_L01d,Vol10_CSCO_L01d,Vol20_CSCO_L01d,Vol60_CSCO_L01d,SMA5_CSCO_L01d,SMA10_CSCO_L01d,SMA30_CSCO_L01d,SMA60_CSCO_L01d,SMA100_CSCO_L01d,EMA5_CSCO_L01d,EMA10_CSCO_L01d,EMA30_CSCO_L01d,EMA60_CSCO_L01d,EMA100_CSCO_L01d,Short12_CSCO_L01d,Long26_CSCO_L01d,MACD_CSCO_L01d,SIGNAL9_CSCO_L01d,Ret5/10_CSCO_L01d,Ret10/30_CSCO_L01d,Ret30/60_CSCO_L01d,Ret30/100_CSCO_L01d,Emaret5/10_CSCO_L01d,Emaret10/30_CSCO_L01d,Emaret30/60_CSCO_L01d,Emaret30/100_CSCO_L01d,RetMACD_CSCO_L01d,DayRange_CSCO_L01d,average20r_CSCO_L01d,PRVHI_CSCO_L01d,HitLevel_CSCO_L01d,hitlevel_2_CSCO_L01d,hitlevel_1.8_CSCO_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,47.86000061035156,48.04999923706055,47.31000137329102,47.93999862670898,47.93999862670898,17718900.0,0.6297213285139668,0.7203102948095331,0.6662215479906072,1.0461451280391039,1.5842017255015424,47.5359992980957,47.49099960327148,48.30566685994466,45.81300017038981,45.20880023956299,47.649116652632216,47.70133502333005,47.50928257125067,46.59614677649382,46.21246673998906,47.74096701258084,47.630931025726426,0.11003598685441318,0.29510845901279037,-0.8135156462669331,0.8135156462669331,-0.8135156462669331,-0.8135156462669331,0.8135156462669331,0.8135156462669331,-0.8135156462669331,-0.8135156462669331,0.8135156462669331,1.3100013732910156,0.841000175476076,48.04999923706055,45.912197799682616,46.07199783325195,46.23179786682129,0.0,1.0009475415383997,0.9989053058856256,0.6368347279305061,0.0,0.0,1.0,0.1186578348278999,0.1186578348278999,0.6608229875564575,0.6608229875564575,,1,,1,,1,,1
2023-01-04,48.27999877929688,48.47999954223633,47.16999816894531,47.54999923706055,47.54999923706055,18339800.0,-0.8135156462669331,0.8537826738589847,0.659822789274504,1.0482356047971921,1.5320406807514881,47.539999389648436,47.505999374389646,48.29766680399577,45.93433348337809,45.2253002166748,47.616077514108326,47.6738194258265,47.51190945291583,46.627420627659944,46.23895253201027,47.711587354808486,47.62493607841784,0.08665127639064707,0.25341702248836173,-1.409039284322684,1.409039284322684,-1.409039284322684,-1.409039284322684,1.409039284322684,1.409039284322684,-1.409039284322684,-1.409039284322684,1.409039284322684,0.7300033569335938,0.818500328063967,48.47999954223633,46.19979885101318,46.367998886108396,46.53619892120361,0.0,1.0007156994002135,0.998788812970859,0.6294603868203499,0.0,1.0,0.0,0.002361077,0.002361077,0.0141791310161352,0.0141791310161352,-0.8135156462669331,-1,-0.8135156462669331,1,-0.8135156462669331,1,-0.8135156462669331,1
2023-01-05,47.4900016784668,47.4900016784668,46.7599983215332,46.88000106811523,46.88000106811523,17372100.0,-1.409039284322684,0.9919152264951421,0.8033892497107801,1.0423734887245435,1.5395458196669027,47.50199966430664,47.45699958801269,48.273000208536786,46.050833511352536,45.228000221252444,47.370718698777296,47.52948881533354,47.47114117002547,46.63570195357651,46.25164656242819,47.58365100300952,47.569755707284315,0.01389529572520587,0.20551267713573057,3.071669355588787,-3.071669355588787,3.071669355588787,3.071669355588787,-3.071669355588787,-3.071669355588787,3.071669355588787,3.071669355588787,-3.071669355588787,1.3100013732910085,0.8595005035400411,47.4900016784668,46.6792988204956,46.8429988861084,47.00669895172119,1.0,1.00094822843173,0.9966595450421712,0.7707307010405776,0.0,0.0,1.0,0.0168150216341018,0.0168150216341018,0.8155148029327393,0.8155148029327393,1.409039284322684,1,-1.409039284322684,1,-1.409039284322684,-1,-1.409039284322684,-1
2023-01-06,47.45999908447266,48.59000015258789,47.27999877929688,48.31999969482422,48.31999969482422,20823000.0,3.071669355588787,1.7274735166552346,1.2806788498262855,1.2557653215328428,1.5744961677007556,47.66599960327149,47.5229995727539,48.271000162760416,46.19650014241537,45.245300216674806,47.687145697459606,47.67321806615003,47.525906236141516,46.69092483033873,46.292604050198406,47.69693541713486,47.625329335990976,0.07160608114388367,0.17873135793736122,0.5380838946038297,-0.5380838946038297,0.5380838946038297,0.5380838946038297,-0.5380838946038297,0.5380838946038297,0.5380838946038297,0.5380838946038297,-0.5380838946038297,0.9899978637695455,0.8800003051757844,48.59000015258789,45.59910057067871,45.771000671386716,45.942900772094724,1.0,1.0030090699619805,1.0002921479160531,1.0198393185942036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.071669355588787,1,3.071669355588787,1,-3.071669355588787,1,-3.071669355588787,-1
2023-01-09,48.2599983215332,49.20999908447266,48.22000122070312,48.58000183105469,48.58000183105469,13938000.0,0.5380838946038297,1.7287887593177982,1.2482200377278294,1.2010955261770624,1.5676722205403624,47.854000091552734,47.648999786376955,48.27133356730143,46.35166683197021,45.26340023040771,47.984764408657966,47.83808784158723,47.59391240355527,46.75286178118187,46.33789905575991,47.83279178850714,47.69604581710681,0.1367459714003303,0.17033428062995504,0.4734449023616718,-0.4734449023616718,0.4734449023616718,0.4734449023616718,-0.4734449023616718,0.4734449023616718,0.4734449023616718,0.4734449023616718,-0.4734449023616718,0.6199989318847727,0.8745002746582063,49.20999908447266,46.65399948120116,46.82999954223632,47.005999603271476,1.0,1.0043023002811151,1.0030661043049305,1.0392346075093282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5380838946038297,1,0.5380838946038297,1,0.5380838946038297,1,-0.5380838946038297,-1
2023-01-10,48.79999923706055,49.20999908447266,48.59000015258789,48.81000137329102,48.81000137329102,12474400.0,0.4734449023616718,1.7250824440345296,1.2497722154586002,1.1799245661620141,1.5159759591484432,48.02800064086914,47.78199996948242,48.285000228881835,46.488333511352536,45.284900245666506,48.25984339686899,48.014799392806104,47.672369756441455,46.82030898092315,46.38685157689914,47.98313172462773,47.778561043490825,0.20457068113690724,0.1771815607313455,0.8194994876613968,-0.8194994876613968,0.8194994876613968,0.8194994876613968,-0.8194994876613968,0.8194994876613968,0.8194994876613968,0.8194994876613968,0.8194994876613968,0.529998779296875,0.8535001754760778,49.20999908447266,47.28609848022461,47.46099853515625,47.63589859008789,1.0,1.0051483962903152,1.0051035099003163,1.0591967073995097,0.0,0.0,3.0,0.360146015882492,0.121716354294164,0.9840414524078368,0.8034239510695139,0.4734449023616718,1,0.4734449023616718,-1,0.4734449023616718,1,-0.4734449023616718,1
2023-01-11,48.83000183105469,49.22999954223633,48.70000076293945,49.20999908447266,49.20999908447266,12530900.0,0.8194994876613968,1.5941046355845958,1.2588243507012222,1.127531606571392,1.5071881950982429,48.36000061035156,47.95,48.322666803995766,46.638500150044756,45.283300247192386,48.57656195940355,48.232108427654566,47.771571648572504,46.898659476121495,46.4427554879402,48.17188054921926,47.88459349097096,0.28728705824830314,0.19920266023473704,-0.4267406794952061,0.4267406794952061,-0.4267406794952061,-0.4267406794952061,0.4267406794952061,-0.4267406794952061,-0.4267406794952061,-0.4267406794952061,-0.4267406794952061,0.5800018310546946,0.8085002899169957,49.22999954223633,47.33229869842529,47.502998733520506,47.67369876861572,0.0,1.008550586242994,1.0071415814688185,1.1164426286275613,0.0,1.0,0.0,0.007790056,0.007790056,0.1489492356777191,0.1489492356777191,0.8194994876613968,-1,-0.8194994876613968,-1,0.8194994876613968,-1,0.8194994876613968,-1
2023-01-12,49.20999908447266,49.43000030517578,48.84999847412109,49.0,49.0,14241700.0,-0.4267406794952061,1.3034268159582658,1.206175584705736,1.119032218164302,1.4772798490683632,48.784000396728516,48.14300003051758,48.34666684468587,46.76683349609375,45.28630023956299,48.7177079729357,48.37172507717192,47.85082509060009,46.967555886740456,46.4933939931295,48.299283541647064,47.967216195343475,0.3320673463035888,0.2257755974485074,-0.24489577935667903,0.24489577935667903,-0.24489577935667903,-0.24489577935667903,0.24489577935667903,-0.24489577935667903,-0.24489577935667903,-0.24489577935667903,-0.24489577935667903,0.6000022888183594,0.7765003204345735,49.43000030517578,47.451298904418934,47.61299896240234,47.77469902038574,0.0,1.0133145081487362,1.0071525854248904,1.0778738673712067,0.0,0.0,1.0,0.004016689,0.004016689,0.9013451337814332,0.9013451337814332,0.4267406794952061,1,0.4267406794952061,1,0.4267406794952061,-1,0.4267406794952061,-1
2023-01-13,48.56000137329102,49.02000045776367,48.41999816894531,48.88000106811523,48.88000106811523,12649300.0,-0.24489577935667903,0.5381699156933458,1.2079775604785168,1.110368798028584,1.4742097426417033,48.896000671386716,48.2810001373291,48.31866683959961,46.885000165303545,45.298000259399416,48.77180567132888,48.46413889370706,47.91722354076236,47.030259007441266,46.54065353916882,48.38862469956524,48.03482988962286,0.35379480994237866,0.2513794399472817,-1.636659614523587,1.636659614523587,-1.636659614523587,-1.636659614523587,1.636659614523587,-1.636659614523587,-1.636659614523587,-1.636659614523587,-1.636659614523587,0.9899978637695241,0.7605003356933622,49.02000045776367,47.72169960021972,47.87699966430664,48.032299728393546,0.0,1.0127379410598025,1.0063483388881953,1.0879066150122674,0.0,1.0,1.0,0.003862654,0.0024962445,0.9406738877296448,0.4709931468648224,-0.24489577935667903,1,-0.24489577935667903,-1,0.24489577935667903,1,0.24489577935667903,1
2023-01-17,48.91999816894531,48.93999862670898,47.95000076293945,48.08000183105469,48.08000183105469,19290800.0,-1.636659614523587,0.9500365679498177,1.353373856614435,1.043527365631647,1.4946645900863986,48.79600067138672,48.32500038146973,48.25566685994466,46.988333511352536,45.30470027923584,48.541204391237486,48.39429579140663,47.927725365942514,47.06467680493679,46.5711356835626,48.34114425825592,48.038175959358554,0.302968298897369,0.26169721173729915,-2.4542434697113853,-2.4542434697113853,-2.4542434697113853,-2.4542434697113853,2.4542434697113853,-2.4542434697113853,-2.4542434697113853,-2.4542434697113853,-2.4542434697113853,1.3800010681152344,0.7835004806518583,48.93999862670898,47.34689971923827,47.49899978637695,47.65109985351562,0.0,1.0097465139410036,1.0030356594187066,1.2969222477411868,0.0,1.0,1.0,0.00226993,0.002026791,0.9941044449806212,0.5129998029903106,-1.636659614523587,1,1.636659614523587,1,-1.636659614523587,1,-1.636659614523587,1
