Date_ENPH_L01d,Open_ENPH_L01d,High_ENPH_L01d,Low_ENPH_L01d,Close_ENPH_L01d,Adj Close_ENPH_L01d,Volume_ENPH_L01d,Daily_Return_ENPH_L01d,Vol5_ENPH_L01d,Vol10_ENPH_L01d,Vol20_ENPH_L01d,Vol60_ENPH_L01d,SMA5_ENPH_L01d,SMA10_ENPH_L01d,SMA30_ENPH_L01d,SMA60_ENPH_L01d,SMA100_ENPH_L01d,EMA5_ENPH_L01d,EMA10_ENPH_L01d,EMA30_ENPH_L01d,EMA60_ENPH_L01d,EMA100_ENPH_L01d,Short12_ENPH_L01d,Long26_ENPH_L01d,MACD_ENPH_L01d,SIGNAL9_ENPH_L01d,Ret5/10_ENPH_L01d,Ret10/30_ENPH_L01d,Ret30/60_ENPH_L01d,Ret30/100_ENPH_L01d,Emaret5/10_ENPH_L01d,Emaret10/30_ENPH_L01d,Emaret30/60_ENPH_L01d,Emaret30/100_ENPH_L01d,RetMACD_ENPH_L01d,DayRange_ENPH_L01d,average20r_ENPH_L01d,PRVHI_ENPH_L01d,HitLevel_ENPH_L01d,hitlevel_2_ENPH_L01d,hitlevel_1.8_ENPH_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,269.1700134277344,271.7200012207031,250.5099945068359,253.3099975585938,253.3099975585938,3091400.0,-4.3968879348561885,2.6524122578880087,3.3641403538808854,3.3461691091589105,3.6591778938163473,265.13599853515626,284.26800231933595,306.78900044759115,291.48383280436195,291.9907000732422,267.01572605474774,279.67793181997496,295.74298024755427,293.4903906015175,282.87169212752315,283.3102468668263,294.83031711513513,-11.520070248308855,-4.337493045373197,0.6592705321704114,0.6592705321704114,-0.6592705321704114,0.6592705321704114,-0.6592705321704114,0.6592705321704114,0.6592705321704114,-0.6592705321704114,0.6592705321704114,9.460006713867216,15.921002197265619,271.7200012207031,230.23729537963868,233.46299591064457,236.6886964416504,0.0,0.9326973010395749,0.9547257601526541,1.0053706923158143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2023-01-04,252.4499969482422,256.2200012207031,246.7599945068359,251.6399993896484,251.6399993896484,3604500.0,-0.6592705321704114,1.7619034379891627,3.2951182121245584,3.3365621120778504,3.6582921128432435,260.5559967041016,278.9310012817383,304.7790003458659,291.4253328959147,291.57810012817384,261.890483833048,274.5801259235519,292.8976266438184,292.11824662735785,282.25324276637707,278.4379011011066,291.63103432065463,-13.19313321954803,-6.108621080208165,4.4786219598618064,4.4786219598618064,-4.4786219598618064,4.4786219598618064,-4.4786219598618064,4.4786219598618064,4.4786219598618064,-4.4786219598618064,4.4786219598618064,12.440002441406193,15.015502929687486,256.2200012207031,236.69379638671876,239.87799682617188,243.062197265625,0.0,0.9341234767982036,0.9537852856326646,0.987578861546359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6592705321704114,1,-0.6592705321704114,1,-0.6592705321704114,-1,-0.6592705321704114,1
2023-01-05,248.5500030517578,251.8500061035156,239.4100036621094,240.3699951171875,240.3699951171875,4099300.0,-4.4786219598618064,2.1541111297963855,3.375881288223923,3.0758032092930874,3.7011123681249023,255.15399475097655,272.76100006103513,302.5213333129883,291.1284996032715,290.98919998168947,254.71698759442785,268.36010214057654,289.5087471904874,290.4215826434178,281.42387152579903,272.58130018050366,287.83392030558304,-15.252620125079375,-7.937420889182407,2.7956905425849414,2.7956905425849414,-2.7956905425849414,-2.7956905425849414,-2.7956905425849414,2.7956905425849414,2.7956905425849414,2.7956905425849414,2.7956905425849414,11.639999389648494,14.742502593994136,251.8500061035156,223.18589477539064,226.18899536132815,229.19209594726564,0.0,0.9354489633557631,0.9491611665172122,1.0975608836170643,1.0,0.0,2.0,0.8633905649185181,0.2895478413061726,0.9958729147911072,0.6868141842637024,-4.4786219598618064,-1,-4.4786219598618064,1,4.4786219598618064,-1,-4.4786219598618064,-1
2023-01-06,240.8200073242188,241.7400054931641,230.1000061035156,233.6499938964844,233.6499938964844,5401500.0,-2.7956905425849414,2.0174467502077316,2.2430780116559332,2.9746689581501786,3.716450271057987,248.78599548339844,264.415998840332,299.62833302815756,290.7593327840169,290.3143998718262,247.69465636178003,262.0491733689234,285.90495665539044,288.56021907794457,280.47785414700076,266.5918684445007,283.8202961271313,-17.228427682630638,-9.795622247872053,2.443822642515432,2.443822642515432,-2.443822642515432,-2.443822642515432,-2.443822642515432,2.443822642515432,2.443822642515432,2.443822642515432,2.443822642515432,16.029998779296903,15.053502655029297,241.7400054931641,219.4165003967285,222.36500091552733,225.31350143432616,0.0,0.9408885868272602,0.9452220481270723,0.7540597099082949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7956905425849414,1,-2.7956905425849414,1,2.7956905425849414,1,2.7956905425849414,1
2023-01-09,236.3600006103516,243.1699981689453,227.1399993896484,227.9400024414062,227.9400024414062,4658000.0,-2.443822642515432,1.5777769310764498,2.0231728454172946,2.928420611000418,3.7097605733934866,241.38199768066406,257.32299957275393,296.7003331502279,290.4228327433268,289.66439987182616,241.10977172165545,255.84750592755663,282.1652821899721,286.5726709915007,279.4375006478801,260.6454275209477,279.6810151133739,-19.035587592426225,-11.643615316782888,-0.8291652932373439,-0.8291652932373439,0.8291652932373439,0.8291652932373439,0.8291652932373439,-0.8291652932373439,-0.8291652932373439,-0.8291652932373439,-0.8291652932373439,9.0,14.806502532958984,243.1699981689453,208.62229965209963,211.6330001831055,214.64370071411136,1.0,0.9380506137478675,0.94239641245487,0.6908750873482381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.443822642515432,1,-2.443822642515432,1,-2.443822642515432,1,-2.443822642515432,1
2023-01-10,227.3600006103516,233.4499969482422,224.4499969482422,229.8300018310547,229.8300018310547,3655800.0,0.8291652932373439,2.045396245822213,2.2935214874584138,2.961301653230394,3.7113993855147354,236.68599853515624,250.91099853515624,293.71399943033856,290.108332824707,289.0313998413086,237.34984842478855,251.1170506372835,278.7888124893968,284.71225560919095,278.455173938636,255.9045927994257,275.98834746283177,-20.08375466340607,-13.331643186107526,-3.9115891839798036,-3.9115891839798036,3.9115891839798036,3.9115891839798036,3.9115891839798036,-3.9115891839798036,-3.9115891839798036,-3.9115891839798036,-3.9115891839798036,12.990005493164091,14.917501831054688,233.4499969482422,210.59569259643555,213.55699310302734,216.51829360961915,1.0,0.9433065904522042,0.9451761551931395,0.7744977567403445,0.0,0.0,1.0,0.2274212092161178,0.2274212092161178,0.7444367408752441,0.7444367408752441,0.8291652932373439,1,0.8291652932373439,-1,0.8291652932373439,1,0.8291652932373439,1
2023-01-11,229.2200012207031,242.0,229.0099945068359,238.8200073242188,238.8200073242188,5298600.0,3.9115891839798036,3.3496041087990966,2.551421535613571,3.181248199203213,3.7028451377455665,234.12200012207032,247.33899841308593,291.2676666259766,290.1241663614909,288.47959991455076,237.83990139126533,248.88122458036264,276.210179898095,283.20759173099515,277.67031915419204,253.27619503400928,273.2351370821938,-19.958942048184497,-14.657102958522922,-1.2143010667223109,-1.2143010667223109,1.2143010667223109,1.2143010667223109,1.2143010667223109,-1.2143010667223109,-1.2143010667223109,-1.2143010667223109,-1.2143010667223109,12.669998168945284,14.912000274658203,242.0,200.63149291992187,203.6149932861328,206.59849365234373,1.0,0.9465632254686274,0.9556361746141597,0.8020190113593179,0.0,0.0,1.0,0.002806865,0.002806865,0.9830295443534852,0.9830295443534852,3.9115891839798036,-1,-3.9115891839798036,-1,3.9115891839798036,1,3.9115891839798036,-1
2023-01-12,240.8600006103516,243.2200012207031,230.5500030517578,241.7200012207031,241.7200012207031,3699800.0,1.2143010667223109,2.790534297087723,2.6279811449089943,3.1631724384471873,3.6985165076489395,234.39200134277343,244.772998046875,289.2119995117188,290.11466649373375,288.0597998046875,239.1332680010779,247.57918396951544,273.9850070801988,281.84734286180526,276.9584316703606,251.4983190627314,270.9006825739352,-19.402363511203816,-15.606155069059103,-1.700314657287687,-1.700314657287687,-1.700314657287687,1.700314657287687,1.700314657287687,-1.700314657287687,-1.700314657287687,-1.700314657287687,-1.700314657287687,13.229995727539091,14.908499145507813,243.2200012207031,209.19359939575196,212.1759994506836,215.15839950561525,1.0,0.9575892897217627,0.9658860012662556,0.8308055270610158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2143010667223109,1,-1.2143010667223109,-1,1.2143010667223109,1,-1.2143010667223109,-1
2023-01-13,238.4199981689453,251.6499938964844,238.4199981689453,245.8300018310547,245.8300018310547,3965500.0,1.700314657287687,2.2854904046449063,2.761860119039929,3.1414919304315574,3.67295018880063,236.8280029296875,242.80699920654297,286.7199996948242,290.0214998881022,287.7104997253418,241.3655126110702,247.26115085343167,272.1685551286411,280.6664464345675,276.3420271190872,250.62627025785807,269.0435951114996,-18.41732485364153,-16.16838902597559,-2.1274847205726357,-2.1274847205726357,-2.1274847205726357,2.1274847205726357,2.1274847205726357,-2.1274847205726357,-2.1274847205726357,-2.1274847205726357,-2.1274847205726357,15.810012817382812,14.564000701904297,251.6499938964844,210.4213031005859,213.40300292968746,216.38470275878905,1.0,0.9753755192544122,0.9761562290638361,0.8791555669094215,0.0,0.0,1.0,0.005844618,0.005844618,0.9562498331069946,0.9562498331069946,1.700314657287687,1,-1.700314657287687,1,1.700314657287687,1,-1.700314657287687,-1
2023-01-17,249.0800018310547,260.9800109863281,245.1699981689453,251.0599975585938,251.0599975585938,4428000.0,2.1274847205726357,1.197808748740907,2.905968145849818,3.077141013480518,3.656802794479344,241.452001953125,241.41699981689453,284.621999613444,290.15266647338865,287.36699966430666,244.59700759357807,247.9518502543702,270.8067127047671,279.6957431927323,275.8413928703646,250.69299753489435,267.71147677424733,-17.018479239352985,-16.33840706865107,-0.2987333734140425,0.2987333734140425,0.2987333734140425,-0.2987333734140425,-0.2987333734140425,0.2987333734140425,0.2987333734140425,0.2987333734140425,0.2987333734140425,14.600006103515597,14.594501495361328,260.9800109863281,219.60919235229494,222.52199249267582,225.43479263305667,0.0,1.0001449862116463,0.9864697817041879,0.944372758063145,0.0,1.0,1.0,0.00614428,0.003669704,0.9969660639762878,0.506723920814693,2.1274847205726357,-1,2.1274847205726357,-1,2.1274847205726357,-1,-2.1274847205726357,1
