Date_TEL_L01d,Open_TEL_L01d,High_TEL_L01d,Low_TEL_L01d,Close_TEL_L01d,Adj Close_TEL_L01d,Volume_TEL_L01d,Daily_Return_TEL_L01d,Vol5_TEL_L01d,Vol10_TEL_L01d,Vol20_TEL_L01d,Vol60_TEL_L01d,SMA5_TEL_L01d,SMA10_TEL_L01d,SMA30_TEL_L01d,SMA60_TEL_L01d,SMA100_TEL_L01d,EMA5_TEL_L01d,EMA10_TEL_L01d,EMA30_TEL_L01d,EMA60_TEL_L01d,EMA100_TEL_L01d,Short12_TEL_L01d,Long26_TEL_L01d,MACD_TEL_L01d,SIGNAL9_TEL_L01d,Ret5/10_TEL_L01d,Ret10/30_TEL_L01d,Ret30/60_TEL_L01d,Ret30/100_TEL_L01d,Emaret5/10_TEL_L01d,Emaret10/30_TEL_L01d,Emaret30/60_TEL_L01d,Emaret30/100_TEL_L01d,RetMACD_TEL_L01d,DayRange_TEL_L01d,average20r_TEL_L01d,PRVHI_TEL_L01d,HitLevel_TEL_L01d,hitlevel_2_TEL_L01d,hitlevel_1.8_TEL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,116.0,116.5299987792969,113.4599990844727,114.6600036621094,114.6600036621094,1700800.0,-0.12195068460518758,1.7130164067874218,1.2542216021875132,1.580120020600699,2.2469711980038176,114.23800201416016,114.5260009765625,120.82733408610027,118.81050046284993,121.25130004882813,114.62527031155193,115.45134106835533,118.44110078997308,119.63962687964684,120.8801792662988,115.89870686489458,118.11350120521185,-2.214794340317269,-1.7990248763778967,-2.5815445577652305,-2.5815445577652305,2.5815445577652305,-2.5815445577652305,2.5815445577652305,-2.5815445577652305,-2.5815445577652305,-2.5815445577652305,-2.5815445577652305,2.2599945068360086,2.594498443603515,116.5299987792969,109.4266024780273,109.94600219726559,110.46540191650386,1.0,0.9974852962650702,0.9928448578495567,0.7937508454014196,0.0,1.0,0.0,0.004425228,0.004425228,0.1338443309068679,0.1338443309068679,,-1,,1,,-1,,-1
2023-01-04,116.370002746582,118.1999969482422,115.9400024414062,117.620002746582,117.620002746582,1644000.0,2.5815445577652305,2.016000212564065,1.4938812906871222,1.6983442766266066,2.229352557050046,114.99000244140625,114.73400115966797,120.53500086466471,118.86816711425782,121.08490013122558,115.62351445656196,115.84564319166927,118.38812672265753,119.57340969495618,120.81562131541331,116.1635216159234,118.07694576383186,-1.913424147908458,-1.821904730684009,-1.1562664330842543,1.1562664330842543,-1.1562664330842543,1.1562664330842543,-1.1562664330842543,1.1562664330842543,1.1562664330842543,1.1562664330842543,1.1562664330842543,1.6699981689452983,2.4909984588623053,118.1999969482422,110.82210220336917,111.34100189208988,111.85990158081057,0.0,1.0022312590788325,0.9980825456272033,0.8796104012870666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.5815445577652305,-1,2.5815445577652305,1,-2.5815445577652305,1,-2.5815445577652305,-1
2023-01-05,116.370002746582,117.1699981689453,115.5,116.2600021362305,116.2600021362305,1209700.0,-1.1562664330842543,1.946893430626029,1.5364086733071027,1.6284709536304043,2.2156625140725525,115.79600219726562,114.8750015258789,120.25400085449219,118.94466718037923,120.87440017700196,115.83567701645148,115.92098118158948,118.25082836224288,119.46477338155535,120.7254110346374,116.17836477289373,117.9423573469725,-1.7639925740787703,-1.8103222993629613,3.560983410956129,-3.560983410956129,3.560983410956129,-3.560983410956129,3.560983410956129,-3.560983410956129,-3.560983410956129,-3.560983410956129,3.560983410956129,3.75,2.57299842834473,117.1699981689453,112.71980033874513,113.21800003051759,113.71619972229006,1.0,1.0080174159665125,0.9992641179856443,0.943467041817317,0.0,1.0,0.0,0.003647674,0.003647674,0.1034439876675605,0.1034439876675605,1.1562664330842543,-1,-1.1562664330842543,1,-1.1562664330842543,1,1.1562664330842543,-1
2023-01-06,117.8399963378906,120.7900009155273,117.0400009155273,120.4000015258789,120.4000015258789,1981900.0,3.560983410956129,2.109499999818589,1.8830805965814215,1.8256805239444354,2.2492546677313925,116.74800262451171,115.3650016784668,120.04833424886068,119.1193339029948,120.70660026550293,117.35711851959397,116.73534851691483,118.3894846953807,119.49543659940201,120.71896728198872,116.82784735027607,118.12440506392853,-1.2965577136524615,-1.7075693822208615,0.8388721955401357,-0.8388721955401357,0.8388721955401357,-0.8388721955401357,0.8388721955401357,0.8388721955401357,-0.8388721955401357,-0.8388721955401357,0.8388721955401357,2.5500030517577983,2.636498641967775,120.7900009155273,111.5094016265869,112.02400131225583,112.53860099792479,1.0,1.011988045992488,1.0053263215519423,1.031440370801005,0.0,1.0,1.0,0.003433822,0.002453353,0.99180907,0.5500139854296779,-3.560983410956129,1,3.560983410956129,1,3.560983410956129,1,-3.560983410956129,1
2023-01-09,121.5999984741211,123.3600006103516,120.8099975585938,121.4100036621094,121.4100036621094,1951300.0,0.8388721955401357,1.9297180090944657,1.8060890624755284,1.8328842706892068,2.238343896517379,118.07000274658203,116.08300170898437,119.8533342997233,119.34050064086914,120.5462003326416,118.7080802337658,117.58528581604111,118.58435688678256,119.55820928998259,120.73265117070399,117.53279447517352,118.36778273786786,-0.8349882626943383,-1.5330531583155569,1.062509881576908,-1.062509881576908,1.062509881576908,-1.062509881576908,1.062509881576908,1.062509881576908,-1.062509881576908,-1.062509881576908,1.062509881576908,1.6800003051757955,2.60949859619141,123.3600006103516,114.98970390319819,115.51700363159175,116.0443033599853,1.0,1.0171170714776914,1.0095487663267773,0.9853808510214326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388721955401357,-1,0.8388721955401357,-1,0.8388721955401357,1,0.8388721955401357,1
2023-01-10,121.5800018310547,123.1800003051758,121.5,122.6999969482422,122.6999969482422,1932200.0,1.062509881576908,1.804621436946383,1.7832068058200607,1.8466574019480766,2.2098074902839495,119.6780014038086,116.95800170898437,119.6770009358724,119.52783393859863,120.413500289917,120.03871913859126,118.51523329462312,118.84988205203801,119.66121872140093,120.77160851283345,118.32774870179946,118.68868749419188,-0.36093879239241744,-1.2986302851309293,0.8557482297254781,-0.8557482297254781,0.8557482297254781,-0.8557482297254781,0.8557482297254781,0.8557482297254781,-0.8557482297254781,-0.8557482297254781,0.8557482297254781,1.8099975585937926,2.5529987335205093,123.1800003051758,117.6191036987305,118.14100341796879,118.66290313720707,1.0,1.0232562086824306,1.012854768130784,0.9656402990283522,0.0,1.0,0.0,0.000977343,0.000977343,0.00190598,0.00190598,-1.062509881576908,-1,-1.062509881576908,1,1.062509881576908,1,1.062509881576908,1
2023-01-11,122.9100036621094,123.9599990844727,122.1500015258789,123.75,123.75,2543400.0,0.8557482297254781,1.677316329797144,1.7588661638132905,1.8131957171273039,2.156614607873782,120.90400085449218,117.94700164794922,119.64800084431967,119.79833399454752,120.28070030212402,121.27581275906086,119.46700905923709,119.16601869384202,119.79527712397794,120.83058656208428,119.16194120921494,119.06359953165915,0.09834167755579415,-1.0192358925935845,0.30706848761050276,-0.30706848761050276,-0.30706848761050276,-0.30706848761050276,-0.30706848761050276,0.30706848761050276,0.30706848761050276,-0.30706848761050276,0.30706848761050276,2.009994506835909,2.47099838256836,123.9599990844727,117.56340309143067,118.07400283813477,118.58460258483888,1.0,1.0250705754722709,1.0151406125763716,0.9700365753124053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8557482297254781,-1,0.8557482297254781,-1,0.8557482297254781,1,0.8557482297254781,-1
2023-01-12,124.7099990844727,125.0199966430664,123.0100021362305,124.129997253418,124.129997253418,1659500.0,0.30706848761050276,1.280744402661136,1.5856550427748268,1.788838351329095,2.097371865526203,122.4779998779297,119.13700103759766,119.65433400472006,120.00200055440267,120.17330032348633,122.22720759051325,120.3148250945427,119.486275375105,119.93739909543498,120.8959214272592,119.92625752370773,119.43888825178944,0.48736927191829693,-0.7179148596912083,0.08861726640252279,-0.08861726640252279,-0.08861726640252279,-0.08861726640252279,-0.08861726640252279,0.08861726640252279,0.08861726640252279,-0.08861726640252279,0.08861726640252279,2.1599960327149006,2.3919979095459056,125.0199966430664,118.5238026428223,119.01800231933598,119.51220199584965,1.0,1.0280433350783917,1.0158948200645084,0.8864160596717393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30706848761050276,-1,-0.30706848761050276,1,0.30706848761050276,1,-0.30706848761050276,1
2023-01-13,123.0699996948242,124.629997253418,122.4700012207031,124.2399978637695,124.2399978637695,1864800.0,0.08861726640252279,0.41201732210172637,1.4366642465589958,1.7744800871038071,2.095398671004021,123.24599914550784,119.99700088500977,119.59166717529297,120.190833791097,120.11800025939941,122.89813768159867,121.02849287076575,119.79296714856723,120.07846790751152,120.96214076263564,120.58990988371724,119.794526000825,0.7953838828922386,-0.41525511117451885,-0.02414583049952877,-0.02414583049952877,0.02414583049952877,-0.02414583049952877,0.02414583049952877,-0.02414583049952877,-0.02414583049952877,0.02414583049952877,-0.02414583049952877,1.9199981689452983,2.3069980621337955,124.629997253418,119.75760124206542,120.23600082397459,120.71440040588378,0.0,1.0270756621960202,1.0154479723450687,0.8096254542387271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08861726640252279,-1,0.08861726640252279,1,0.08861726640252279,1,0.08861726640252279,1
2023-01-17,124.8899993896484,125.1800003051758,123.2600021362305,124.2099990844727,124.2099990844727,1673100.0,-0.02414583049952877,0.47836292973956973,1.3733855359228282,1.4835725253284862,2.091795848853782,123.80599822998047,120.93800048828125,119.5053337097168,120.39383379618327,120.05650024414062,123.33542481589002,121.60694854598519,120.07793695088371,120.2139279461004,121.02645478881063,121.14684668383346,120.1215980810952,1.0252486027382588,-0.12715436839196334,-0.7406796358799791,-0.7406796358799791,0.7406796358799791,-0.7406796358799791,0.7406796358799791,-0.7406796358799791,-0.7406796358799791,0.7406796358799791,-0.7406796358799791,2.590003967285199,2.2879985809326255,125.1800003051758,119.55460151672365,120.01600112915041,120.47740074157717,0.0,1.0237146118682285,1.0142136308045853,0.9257286128419904,0.0,0.0,1.0,0.002549415,0.002549415,0.968204141,0.968204141,0.02414583049952877,1,-0.02414583049952877,-1,-0.02414583049952877,-1,-0.02414583049952877,1
