Date_JNPR_L01d,Open_JNPR_L01d,High_JNPR_L01d,Low_JNPR_L01d,Close_JNPR_L01d,Adj Close_JNPR_L01d,Volume_JNPR_L01d,Daily_Return_JNPR_L01d,Vol5_JNPR_L01d,Vol10_JNPR_L01d,Vol20_JNPR_L01d,Vol60_JNPR_L01d,SMA5_JNPR_L01d,SMA10_JNPR_L01d,SMA30_JNPR_L01d,SMA60_JNPR_L01d,SMA100_JNPR_L01d,EMA5_JNPR_L01d,EMA10_JNPR_L01d,EMA30_JNPR_L01d,EMA60_JNPR_L01d,EMA100_JNPR_L01d,Short12_JNPR_L01d,Long26_JNPR_L01d,MACD_JNPR_L01d,SIGNAL9_JNPR_L01d,Ret5/10_JNPR_L01d,Ret10/30_JNPR_L01d,Ret30/60_JNPR_L01d,Ret30/100_JNPR_L01d,Emaret5/10_JNPR_L01d,Emaret10/30_JNPR_L01d,Emaret30/60_JNPR_L01d,Emaret30/100_JNPR_L01d,RetMACD_JNPR_L01d,DayRange_JNPR_L01d,average20r_JNPR_L01d,PRVHI_JNPR_L01d,HitLevel_JNPR_L01d,hitlevel_2_JNPR_L01d,hitlevel_1.8_JNPR_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,32.2400016784668,32.7400016784668,32.02999877929688,32.52999877929688,32.52999877929688,3062400.0,1.7834784454081825,1.4294082568168798,1.1263887751941803,1.246087355389716,1.8477830735287162,31.931999588012694,31.79199981689453,32.1653335571289,30.516000175476073,29.53400011062622,32.05815130155974,31.9849676478505,31.712173790820156,30.9193730034859,30.406009367537617,31.985752759546415,31.814545933009455,0.1712068265369595,0.2507053524495167,-2.151856384440851,2.151856384440851,-2.151856384440851,-2.151856384440851,2.151856384440851,-2.151856384440851,-2.151856384440851,-2.151856384440851,2.151856384440851,1.6499996185302699,0.6220002174377439,32.7400016784668,30.77899932861328,30.889999389648438,31.000999450683594,0.0,1.0044036163791044,1.0022880640216674,0.9039404583652968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2023-01-04,32.7599983215332,33.09000015258789,31.44000053405762,31.82999992370605,31.82999992370605,5179700.0,-2.151856384440851,1.8814727571566028,1.352663031449927,1.3170767529566705,1.828136819556529,31.941999435424805,31.80799980163574,32.17400023142497,30.60083351135254,29.5649001121521,31.98210084227518,31.956791698006054,31.719775476812796,30.949229623820987,30.43420720033303,31.961790784801742,31.815690673061056,0.1461001117406866,0.2297843043077507,-2.0735150769527766,2.0735150769527766,-2.0735150769527766,-2.0735150769527766,2.0735150769527766,-2.0735150769527766,-2.0735150769527766,-2.0735150769527766,2.0735150769527766,0.6599998474121094,0.6160002708435053,33.09000015258789,31.37160120010376,31.49600124359131,31.620401287078856,0.0,1.004212765173061,1.0007919801370644,1.0270191379609197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.151856384440851,1,-2.151856384440851,1,-2.151856384440851,1,-2.151856384440851,1
2023-01-05,31.75,31.79999923706055,31.13999938964844,31.17000007629395,31.17000007629395,3047300.0,-2.0735150769527766,2.0413304465521565,1.503475786436958,1.3701926565067217,1.8386548505522673,31.90399932861329,31.746999740600586,32.15066687266032,30.681500180562338,29.587500114440918,31.711400586948105,31.81373867587658,31.68430609613416,30.956467999311904,30.448777356292652,31.839976829646698,31.767861739967195,0.07211508967950309,0.1982504613821012,2.502408356548972,-2.502408356548972,2.502408356548972,2.502408356548972,-2.502408356548972,-2.502408356548972,2.502408356548972,2.502408356548972,-2.502408356548972,0.7800006866455114,0.635000324249267,31.79999923706055,31.734799556732177,31.85799961090088,31.981199665069582,1.0,1.0049453362300538,0.9967832108646171,1.0972732770806397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0735150769527766,1,-2.0735150769527766,-1,-2.0735150769527766,1,-2.0735150769527766,-1
2023-01-06,31.47999954223633,32.06000137329102,31.28000068664551,31.95000076293945,31.95000076293945,2018500.0,2.502408356548972,2.145667760490882,1.728052963903586,1.4875519010039375,1.835693481761044,31.887999725341796,31.766999816894536,32.14100017547607,30.78383353551229,29.616600112915037,31.790933978945223,31.838513600797096,31.701447687540956,30.989042844021,30.47850455246388,31.856903588614813,31.781353519446622,0.07555006916819096,0.17371038293931917,-0.3755894721999317,0.3755894721999317,-0.3755894721999317,-0.3755894721999317,0.3755894721999317,0.3755894721999317,-0.3755894721999317,-0.3755894721999317,0.3755894721999317,0.5199985504150355,0.6380002975463857,32.06000137329102,30.402998523712164,30.529998588562016,30.65699865341187,0.0,1.0038089813059057,0.9985055953789663,1.1616757457251314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.502408356548972,1,-2.502408356548972,1,2.502408356548972,1,-2.502408356548972,1
2023-01-09,32.0099983215332,32.29999923706055,31.78000068664551,31.82999992370605,31.82999992370605,3330300.0,-0.3755894721999317,2.150232936899697,1.685158176268723,1.4469891169221887,1.83823118925254,31.861999893188475,31.810999870300293,32.14433352152506,30.882500203450522,29.6439001083374,31.803955960532168,31.836965659507815,31.709741380196768,31.016615207289362,30.50526683704293,31.852764563244236,31.78495695679917,0.067807606445065,0.15252982764046835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3299980163574219,0.6365001678466783,32.29999923706055,30.656400718688975,30.78400077819825,30.911600837707528,0.0,1.0016032197383333,0.99896316441307,1.164596303151976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3755894721999317,1,-0.3755894721999317,1,-0.3755894721999317,1,-0.3755894721999317,-1
2023-01-10,31.85000038146973,32.0099983215332,31.68000030517578,31.82999992370605,31.82999992370605,1836500.0,0.0,1.9008077969930828,1.6651279223777666,1.4467789884732938,1.8317363178284516,31.722000122070312,31.826999855041503,32.13800017038981,30.97433354059855,29.67400011062622,31.81263728159013,31.835699162089313,31.717499995907044,31.043283558647286,30.531499175392696,31.849262311007593,31.78829347286635,0.06096883814124254,0.1342176297406232,-1.0367575384764107,-1.0367575384764107,1.0367575384764107,1.0367575384764107,-1.0367575384764107,-1.0367575384764107,1.0367575384764107,1.0367575384764107,-1.0367575384764107,0.5499992370605362,0.6239999771118148,32.0099983215332,30.899698867797856,31.02699890136719,31.154298934936527,1.0,0.9967009226930147,0.9992755968580503,1.1509207250340872,0.0,0.0,1.0,0.002642907,0.002642907,0.9905381202697754,0.9905381202697754,0.0,1,0.0,1,0.0,-1,-0.0,-1
2023-01-11,31.86000061035156,32.34999847412109,31.79999923706055,32.15999984741211,32.15999984741211,2162900.0,1.0367575384764107,1.698514001630436,1.6922660391516173,1.3832463064529537,1.8093361231889034,31.788000106811523,31.864999771118164,32.14633350372314,31.080166880289713,29.693000106811525,31.928424803530795,31.89466292305709,31.7460483734235,31.079897207459247,30.563746713452485,31.897068085839056,31.81582727838826,0.08124080745079709,0.12362226528265799,1.4614406579119095,1.4614406579119095,-1.4614406579119095,-1.4614406579119095,1.4614406579119095,-1.4614406579119095,-1.4614406579119095,-1.4614406579119095,1.4614406579119095,0.5799980163574183,0.5889997482299787,32.34999847412109,30.63719837188721,30.761998367309573,30.886798362731938,0.0,0.9975835661427987,1.0010585432602048,1.2234018130083284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0367575384764107,1,1.0367575384764107,1,-1.0367575384764107,1,-1.0367575384764107,-1
2023-01-12,32.13000106811523,32.18999862670898,31.61000061035156,31.69000053405762,31.69000053405762,2318500.0,-1.4614406579119095,1.502858675350052,1.706133007142733,1.411464695565144,1.7889757792769163,31.892000198364258,31.89799976348877,32.14033349355062,31.164833545684814,29.712600116729735,31.84895004703974,31.85745157960264,31.742432383786994,31.099900595216567,30.586048769306053,31.865211539411142,31.806506778808213,0.05870476060292873,0.11063876434671215,-0.7888923817824554,-0.7888923817824554,0.7888923817824554,0.7888923817824554,-0.7888923817824554,-0.7888923817824554,0.7888923817824554,0.7888923817824554,-0.7888923817824554,0.7600002288818324,0.5884997367858871,32.18999862670898,31.054199028015134,31.17199897766113,31.289798927307125,1.0,0.9998119140645496,0.9997331383352602,1.208767752040447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4614406579119095,1,-1.4614406579119095,-1,-1.4614406579119095,1,1.4614406579119095,-1
2023-01-13,31.36000061035156,32.11000061035156,31.35000038146973,31.94000053405762,31.94000053405762,2291300.0,0.7888923817824554,0.9967531953814118,1.5773317436382543,1.4291553928937788,1.7518041438619485,31.89000015258789,31.888999938964844,32.09700012207031,31.239833545684814,29.74230012893677,31.879300209379032,31.872460480412634,31.75517871606252,31.127444855506436,30.612859695340738,31.876717538587524,31.816395205122987,0.06032233346453708,0.10057547817027715,0.5635516431354461,-0.5635516431354461,0.5635516431354461,0.5635516431354461,-0.5635516431354461,0.5635516431354461,0.5635516431354461,0.5635516431354461,-0.5635516431354461,0.42000007629394176,0.5719997406005841,32.11000061035156,30.895299205780027,31.0129991531372,31.13069910049438,1.0,1.0000313654747708,1.0002145968294667,1.1036810632918268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888923817824554,1,-0.7888923817824554,1,0.7888923817824554,-1,-0.7888923817824554,1
2023-01-17,31.92000007629395,32.34000015258789,31.92000007629395,32.11999893188477,32.11999893188477,3955300.0,0.5635516431354461,0.9973049402204438,1.5855927458004329,1.336981507241705,1.7508457467146366,31.947999954223633,31.904999923706054,32.07033348083496,31.319000180562337,29.77330011367798,31.959533116880948,31.917467471589383,31.778715504180088,31.159987612109003,30.64270403665844,31.91414544524864,31.838884370068303,0.07526107518033598,0.09551259757228893,-0.1867919071883649,0.1867919071883649,-0.1867919071883649,-0.1867919071883649,0.1867919071883649,-0.1867919071883649,-0.1867919071883649,-0.1867919071883649,0.1867919071883649,1.0200004577636648,0.5984997749328596,32.34000015258789,30.851601181030276,30.966001129150396,31.080401077270512,0.0,1.0013477520959224,1.0013179505964567,1.1859496464327557,0.0,1.0,0.0,0.016628835,0.016628835,0.4098543524742126,0.4098543524742126,0.5635516431354461,1,0.5635516431354461,1,-0.5635516431354461,1,0.5635516431354461,1
