Date_WDC_L01d,Open_WDC_L01d,High_WDC_L01d,Low_WDC_L01d,Close_WDC_L01d,Adj Close_WDC_L01d,Volume_WDC_L01d,Daily_Return_WDC_L01d,Vol5_WDC_L01d,Vol10_WDC_L01d,Vol20_WDC_L01d,Vol60_WDC_L01d,SMA5_WDC_L01d,SMA10_WDC_L01d,SMA30_WDC_L01d,SMA60_WDC_L01d,SMA100_WDC_L01d,EMA5_WDC_L01d,EMA10_WDC_L01d,EMA30_WDC_L01d,EMA60_WDC_L01d,EMA100_WDC_L01d,Short12_WDC_L01d,Long26_WDC_L01d,MACD_WDC_L01d,SIGNAL9_WDC_L01d,Ret5/10_WDC_L01d,Ret10/30_WDC_L01d,Ret30/60_WDC_L01d,Ret30/100_WDC_L01d,Emaret5/10_WDC_L01d,Emaret10/30_WDC_L01d,Emaret30/60_WDC_L01d,Emaret30/100_WDC_L01d,RetMACD_WDC_L01d,DayRange_WDC_L01d,average20r_WDC_L01d,PRVHI_WDC_L01d,HitLevel_WDC_L01d,hitlevel_2_WDC_L01d,hitlevel_1.8_WDC_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,31.93000030517578,32.29000091552734,30.95999908447266,31.40999984741211,31.40999984741211,3475900.0,-0.44373817126432524,2.8270036352586243,2.305103216898124,3.0000874120161893,3.170977310377277,31.181999588012694,31.215999794006347,34.065666580200194,34.76016648610433,37.21199996948242,31.321344668109624,31.658668789244096,33.39281001075231,35.12719948273698,37.49889957881247,31.865811544984886,33.12562996577212,-1.2598184207872336,-1.1857797022595045,-5.2212651945732445,-5.2212651945732445,-5.2212651945732445,-5.2212651945732445,5.2212651945732445,-5.2212651945732445,-5.2212651945732445,-5.2212651945732445,-5.2212651945732445,1.2199974060058594,1.188499641418457,32.29000091552734,28.968500366210936,29.20500030517578,29.441500244140624,1.0,0.9989108083605196,0.9893449682492943,0.7683453514272753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,-1,,1,,-1
2023-01-04,32.43999862670898,33.54999923706055,32.33000183105469,33.04999923706055,33.04999923706055,6348400.0,5.2212651945732445,3.5243536963314286,2.816558456820226,3.2461662982551105,3.2167559355918574,31.557999420166016,31.364999771118164,33.93866653442383,34.71533311208089,37.051899948120116,31.897562857759933,31.911637961574357,33.37069318664316,35.05909455664923,37.41080254234213,32.04799426684268,33.120027689571266,-1.0720334227285875,-1.1630304463533212,6.5960676414516906,-6.5960676414516906,-6.5960676414516906,-6.5960676414516906,6.5960676414516906,-6.5960676414516906,-6.5960676414516906,-6.5960676414516906,6.5960676414516906,2.1100006103515696,1.2309997558593757,33.54999923706055,29.67530170440673,29.913001632690424,30.150701560974113,1.0,1.0061533445068147,0.9995589350872126,0.8676568598269878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.2212651945732445,-1,-5.2212651945732445,-1,5.2212651945732445,1,-5.2212651945732445,-1
2023-01-05,33.45999908447266,35.36999893188477,33.2599983215332,35.22999954223633,35.22999954223633,10042200.0,6.5960676414516906,3.2106372366243736,3.4126662582507463,3.5286355711577446,3.306036473579693,32.56199951171875,31.679999542236327,33.914666493733726,34.72483310699463,36.89749996185303,33.00837508591873,32.51497643078562,33.49064843539111,35.06469799879962,37.367618324518254,32.53753353998016,33.27632190087979,-0.7387883608996333,-1.0781820292625837,5.506666624798478,-5.506666624798478,-5.506666624798478,-5.506666624798478,5.506666624798478,5.506666624798478,-5.506666624798478,-5.506666624798478,5.506666624798478,2.2800025939941406,1.2864999771118175,35.36999893188477,30.84179977416992,31.087999725341795,31.33419967651367,1.0,1.027840908529892,1.0151745044682225,0.9671348002454816,0.0,0.0,4.0,0.036804248,0.0139779275955092,0.9888677000999452,0.9206711798906326,-6.5960676414516906,-1,-6.5960676414516906,-1,6.5960676414516906,-1,-6.5960676414516906,1
2023-01-06,35.90000152587891,37.45000076293945,35.16999816894531,37.16999816894531,37.16999816894531,8388000.0,5.506666624798478,3.3441116285215275,3.483376468824307,3.7190099569732156,3.3792259863458414,33.68199920654297,32.2589994430542,33.94599978129069,34.76399974822998,36.773099937438964,34.39558278026092,33.361344019541924,33.7280258375559,35.13372423388637,37.363705054110866,33.2502204059748,33.56474236518094,-0.31452195920613946,-0.9254500152512949,1.129948895164273,-1.129948895164273,-1.129948895164273,-1.129948895164273,1.129948895164273,1.129948895164273,-1.129948895164273,-1.129948895164273,1.129948895164273,1.3699989318847656,1.3034997940063486,37.45000076293945,32.539698982238775,32.79699897766114,33.054298973083505,1.0,1.0441117141900431,1.0310011119490023,0.9366408020212231,1.0,0.0,0.0,0.9807281494140624,0.9807281494140624,0.017341373,0.017341373,-5.506666624798478,-1,-5.506666624798478,-1,-5.506666624798478,-1,5.506666624798478,-1
2023-01-09,37.31000137329102,37.97999954223633,36.61000061035156,37.59000015258789,37.59000015258789,7727200.0,1.129948895164273,3.069741429260569,3.1870666853396084,3.6684532066770434,3.3738712287807213,34.88999938964844,32.953999519348145,33.96566645304362,34.81916643778483,36.65659992218018,35.46038857103658,34.13019058918665,33.97718547078377,35.214257870565106,37.368186145169815,33.91787882853066,33.86290960869257,0.05496921983809244,-0.7293661682334175,1.5429582708248322,-1.5429582708248322,-1.5429582708248322,-1.5429582708248322,1.5429582708248322,1.5429582708248322,1.5429582708248322,-1.5429582708248322,1.5429582708248322,0.9099998474121094,1.2779998779296882,37.97999954223633,34.58230121612549,34.843001174926755,35.10370113372802,1.0,1.058748555517931,1.0389742324577402,0.8687767039085434,0.0,0.0,1.0,0.001132724,0.001132724,0.997467875480652,0.997467875480652,-1.129948895164273,1,-1.129948895164273,1,-1.129948895164273,1,-1.129948895164273,1
2023-01-10,37.43999862670898,38.22999954223633,37.31999969482422,38.16999816894531,38.16999816894531,6550200.0,1.5429582708248322,2.488741935307654,3.096217518109981,3.6711930651441844,3.3663350096576004,36.24199905395508,33.711999320983885,33.99333305358887,34.87033309936523,36.55629989624023,36.3635917703395,34.86470105823368,34.24768951582645,35.31116738854479,37.38406361098715,34.5720510347483,34.18195320574833,0.3900978289999699,-0.50547336878674,0.6549646633292144,-0.6549646633292144,-0.6549646633292144,-0.6549646633292144,0.6549646633292144,0.6549646633292144,0.6549646633292144,-0.6549646633292144,0.6549646633292144,0.6300010681152344,1.2625000000000004,38.22999954223633,35.168399810791016,35.42399978637695,35.67959976196289,1.0,1.0750474544355013,1.0429916410182969,0.8433818279694256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5429582708248322,1,1.5429582708248322,1,1.5429582708248322,1,1.5429582708248322,-1
2023-01-11,38.31999969482422,38.45000076293945,37.81999969482422,38.41999816894531,38.41999816894531,3043300.0,0.6549646633292144,2.752146807192346,3.1379450293132987,3.664269396944775,3.3228186608869423,37.31599884033203,34.43699913024902,34.07033297220866,34.948666381835935,36.453299865722656,37.04906056987477,35.5111187147267,34.516870719253475,35.413096266590706,37.40457716659028,35.16404290154784,34.49588246228144,0.6681604392663942,-0.27074660717611315,-1.1972907506395043,-1.1972907506395043,1.1972907506395043,1.1972907506395043,1.1972907506395043,-1.1972907506395043,-1.1972907506395043,1.1972907506395043,-1.1972907506395043,1.0400009155273366,1.2060001373291012,38.45000076293945,35.452499542236325,35.70499954223633,35.95749954223633,0.0,1.0836019334667908,1.0433087413410684,0.8563630807084437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6549646633292144,-1,0.6549646633292144,1,0.6549646633292144,-1,-0.6549646633292144,-1
2023-01-12,38.41999816894531,38.63000106811523,37.59000015258789,37.95999908447266,37.95999908447266,4091900.0,-1.1972907506395043,2.4585491353022717,2.8302607755609954,3.680839545327123,3.3280608997896275,37.8619987487793,35.211999130249026,34.13466631571452,35.01649971008301,36.35619987487793,37.3527067414074,35.956369691044145,34.73900803313859,35.49660127701306,37.415575620409726,35.594190006613196,34.752483693554865,0.8417063130583315,-0.048256023129224224,-1.9494148620046665,-1.9494148620046665,1.9494148620046665,1.9494148620046665,1.9494148620046665,-1.9494148620046665,-1.9494148620046665,1.9494148620046665,-1.9494148620046665,0.7600021362304688,1.1845003128051754,38.63000106811523,35.79680046081543,36.03800048828125,36.27920051574707,0.0,1.075258425649959,1.0388342055207829,0.7689171833512957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1972907506395043,-1,-1.1972907506395043,1,1.1972907506395043,1,1.1972907506395043,-1
2023-01-13,37.56999969482422,37.7400016784668,36.97999954223633,37.22000122070312,37.22000122070312,4133800.0,-1.9494148620046665,1.5259130584307912,3.0133179443180933,3.6985348313966258,3.337327517208202,37.87199935913086,35.77699928283691,34.15033302307129,35.0766663869222,36.267799873352054,37.30847156783931,36.18612087825486,34.89907210975566,35.55310619319962,37.411702860019496,35.84431480878087,34.93526276963992,0.9090520391409527,0.14320558932481117,0.26866864815006525,0.26866864815006525,-0.26866864815006525,-0.26866864815006525,-0.26866864815006525,0.26866864815006525,0.26866864815006525,-0.26866864815006525,0.26866864815006525,0.7399978637695312,1.1360000610351562,37.7400016784668,36.02410037994384,36.26100044250488,36.497900505065914,1.0,1.0585571769094388,1.0310160542866837,0.8147328825291112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9494148620046665,-1,-1.9494148620046665,1,-1.9494148620046665,1,1.9494148620046665,1
2023-01-17,37.27999877929688,37.56999969482422,36.83000183105469,37.31999969482422,37.31999969482422,6684500.0,0.26866864815006525,1.4162533499637338,2.993496021963978,2.7834230677107303,3.334904427269918,37.817999267578124,36.353999328613284,34.199666341145836,35.14266637166341,36.18249988555908,37.312314276834286,36.39228066308565,35.0552609862117,35.61103712767911,37.4098869557582,36.07134325278754,35.1119099492832,0.9594333035043405,0.30645113216071707,0.4019333523727288,0.4019333523727288,-0.4019333523727288,-0.4019333523727288,-0.4019333523727288,0.4019333523727288,0.4019333523727288,-0.4019333523727288,0.4019333523727288,1.0400009155273438,1.1435000419616697,37.56999969482422,35.24080154418945,35.46800155639649,35.695201568603515,1.0,1.040270670792816,1.0252810100654635,1.0754728796675619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26866864815006525,1,0.26866864815006525,1,0.26866864815006525,1,0.26866864815006525,1
