Date_SWKS_L01d,Open_SWKS_L01d,High_SWKS_L01d,Low_SWKS_L01d,Close_SWKS_L01d,Adj Close_SWKS_L01d,Volume_SWKS_L01d,Daily_Return_SWKS_L01d,Vol5_SWKS_L01d,Vol10_SWKS_L01d,Vol20_SWKS_L01d,Vol60_SWKS_L01d,SMA5_SWKS_L01d,SMA10_SWKS_L01d,SMA30_SWKS_L01d,SMA60_SWKS_L01d,SMA100_SWKS_L01d,EMA5_SWKS_L01d,EMA10_SWKS_L01d,EMA30_SWKS_L01d,EMA60_SWKS_L01d,EMA100_SWKS_L01d,Short12_SWKS_L01d,Long26_SWKS_L01d,MACD_SWKS_L01d,SIGNAL9_SWKS_L01d,Ret5/10_SWKS_L01d,Ret10/30_SWKS_L01d,Ret30/60_SWKS_L01d,Ret30/100_SWKS_L01d,Emaret5/10_SWKS_L01d,Emaret10/30_SWKS_L01d,Emaret30/60_SWKS_L01d,Emaret30/100_SWKS_L01d,RetMACD_SWKS_L01d,DayRange_SWKS_L01d,average20r_SWKS_L01d,PRVHI_SWKS_L01d,HitLevel_SWKS_L01d,hitlevel_2_SWKS_L01d,hitlevel_1.8_SWKS_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2023-01-03,92.19999694824219,92.69999694824219,90.43000030517578,90.5,90.5,2090900.0,-0.6913170990953144,2.5166634676042707,2.3849527885352866,2.1566074500784085,2.935294429117711,89.48600006103516,89.81900024414062,92.63866653442383,89.505499903361,93.72520004272461,90.15275934880036,90.49633481768689,91.49547651840884,92.17459478744188,94.69423098098733,90.71113570641651,91.44427407046526,-0.7331383640487417,-0.36955338748530087,-3.2928213888768996,-3.2928213888768996,3.2928213888768996,-3.2928213888768996,3.2928213888768996,-3.2928213888768996,-3.2928213888768996,-3.2928213888768996,-3.2928213888768996,2.1299972534179688,2.7089996337890625,92.69999694824219,85.23619850158691,85.78199844360351,86.32779838562011,1.0,0.9962925418653032,0.9962034322209988,0.734715886994219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,-1,,-1
2023-01-04,91.7699966430664,93.62999725341797,91.5,93.4800033569336,93.4800033569336,1966200.0,3.2928213888768996,2.673854757674772,2.584154811362849,2.29072904347927,2.8629905126273907,90.57000122070312,89.9990005493164,92.61033325195312,89.6101666768392,93.55750007629395,91.26184068484477,91.03882000664083,91.62351050799109,92.21739506840882,94.67018686961993,91.1371153449576,91.59506883242588,-0.4579534874682736,-0.38723340748189544,-1.1339379010726776,1.1339379010726776,-1.1339379010726776,1.1339379010726776,-1.1339379010726776,-1.1339379010726776,1.1339379010726776,1.1339379010726776,1.1339379010726776,2.160003662109375,2.6874996185302735,93.62999725341797,86.74019775390624,87.28199768066406,87.82379760742188,0.0,1.0063445223602658,1.0024497316440137,0.8001175810313981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2928213888768996,1,-3.2928213888768996,-1,-3.2928213888768996,1,-3.2928213888768996,-1
2023-01-05,92.54000091552734,94.1500015258789,91.98999786376953,92.41999816894531,92.41999816894531,1971300.0,-1.1339379010726776,2.6023363174034566,2.485538733311752,2.2757950814628547,2.8218593843207156,91.69400024414062,90.28100051879883,92.62166646321614,89.75183334350587,93.34760002136231,91.64789317954495,91.28994330887801,91.67489680869782,92.22403779301656,94.62562867752736,91.3344819332634,91.65617470920509,-0.32169277594168477,-0.37412528117385335,3.2676956635947114,-3.2676956635947114,3.2676956635947114,-3.2676956635947114,3.2676956635947114,3.2676956635947114,-3.2676956635947114,-3.2676956635947114,3.2676956635947114,3.4300003051757812,2.7909996032714846,94.1500015258789,87.71749809265137,88.25499801635742,88.79249794006347,1.0,1.0156511305504148,1.0039210219405639,0.8064877697691124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1339379010726776,1,1.1339379010726776,-1,-1.1339379010726776,1,1.1339379010726776,1
2023-01-06,93.33000183105469,96.04000091552734,92.61000061035156,95.44000244140625,95.44000244140625,1787200.0,3.2676956635947114,2.1470268630034717,2.564002872593394,2.385366837147695,2.8114192795933577,92.59400024414063,90.63500061035157,92.66366653442383,89.98983332316081,93.1765000152588,92.9119296001654,92.04449951479222,91.91780684951773,92.32947925689818,94.64175489067347,91.96610047297769,91.9364582449237,0.029642228053987196,-0.2933717793282853,1.0896907888972807,-1.0896907888972807,1.0896907888972807,-1.0896907888972807,1.0896907888972807,1.0896907888972807,1.0896907888972807,-1.0896907888972807,1.0896907888972807,2.7600021362304688,2.760499954223633,96.04000091552734,88.00980239868164,88.56800231933593,89.12620223999023,1.0,1.0216141625265827,1.0094240295720633,0.8484564555923204,1.0,0.0,0.0,0.9718676805496216,0.9718676805496216,0.026616733521223,0.026616733521223,3.2676956635947114,-1,-3.2676956635947114,1,3.2676956635947114,1,3.2676956635947114,-1
2023-01-09,96.91999816894531,98.51000213623047,95.75,96.4800033569336,96.4800033569336,1679700.0,1.0896907888972807,2.1027156868485712,2.1779748509176153,2.2693107063668747,2.7937931852909013,93.66400146484375,91.41000061035156,92.71333338419596,90.27483342488607,93.02860008239746,94.10128751908813,92.85095475881792,92.2121421080607,92.46556201427639,94.6781558504014,92.66054707050937,92.27301714210961,0.38752992839975775,-0.1571914377826767,1.0675774704177117,-1.0675774704177117,1.0675774704177117,-1.0675774704177117,-1.0675774704177117,1.0675774704177117,1.0675774704177117,-1.0675774704177117,1.0675774704177117,2.3299942016601562,2.7739994049072267,98.51000213623047,89.96690101623535,90.51900100708008,91.0711009979248,1.0,1.0246581428666672,1.0134660194234726,0.8122686812734081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0896907888972807,1,1.0896907888972807,1,1.0896907888972807,1,-1.0896907888972807,1
2023-01-10,96.98999786376953,97.87999725341797,95.55000305175781,97.51000213623047,97.51000213623047,1500200.0,1.0675774704177117,1.845976853414106,2.16331944532057,2.2715766960172985,2.710870276617128,95.06600189208984,92.2760009765625,92.86666666666666,90.50333340962727,92.91590011596679,95.23752572480225,93.69805428198384,92.55393952923295,92.63095349368471,94.73423201447721,93.40661708062031,92.66094195648893,0.745675124131381,0.023381874600134855,3.0150699903629263,-3.0150699903629263,3.0150699903629263,-3.0150699903629263,-3.0150699903629263,3.0150699903629263,3.0150699903629263,-3.0150699903629263,3.0150699903629263,3.259994506835909,2.7769992828369126,97.87999725341797,92.40720344543458,92.96200332641601,93.51680320739746,1.0,1.0302353904157158,1.016430132457024,0.8379510873725686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0675774704177117,1,1.0675774704177117,1,1.0675774704177117,1,1.0675774704177117,1
2023-01-11,98.08000183105469,100.4899978637695,97.2300033569336,100.4499969482422,100.4499969482422,1636500.0,3.0150699903629263,1.7822483723520506,2.145731696150177,2.3106486900239007,2.6800261490813164,96.46000061035156,93.51500091552734,93.1736666361491,90.83350003560385,92.80960006713867,96.97501613261558,94.92568022130354,93.06336258852387,92.887315574162,94.84741547851216,94.49021398333137,93.2379089929151,1.2523049904162775,0.2691664977633634,0.796419189708893,0.796419189708893,0.796419189708893,-0.796419189708893,-0.796419189708893,0.796419189708893,0.796419189708893,0.796419189708893,0.796419189708893,3.5199966430664062,2.706499099731444,100.4899978637695,91.77059883117676,92.32599868774415,92.88139854431152,1.0,1.0314922703950402,1.0215888462061515,0.8621739346893932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0150699903629263,1,3.0150699903629263,1,3.0150699903629263,1,3.0150699903629263,-1
2023-01-12,100.6399993896484,102.5199966430664,99.0,101.25,101.25,1650700.0,0.796419189708893,1.190325586597529,1.9303062158869702,2.2924571444133277,2.6769290256715674,98.2260009765625,94.96000061035156,93.53966674804687,91.15733337402344,92.74100006103515,98.40001075507706,96.07555654470289,93.59153274410298,93.16150194877964,94.9741993304228,95.53018106281885,93.83139721566212,1.698783847156733,0.5550899676420373,0.35555615837195564,0.35555615837195564,0.35555615837195564,-0.35555615837195564,-0.35555615837195564,0.35555615837195564,0.35555615837195564,0.35555615837195564,0.35555615837195564,1.9700012207031676,2.618999099731446,102.5199966430664,94.53569984436032,95.07699966430661,95.6182994842529,1.0,1.0343934324475448,1.0241940228500537,0.8563757658230082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.796419189708893,1,0.796419189708893,-1,0.796419189708893,-1,-0.796419189708893,-1
2023-01-13,100.0999984741211,101.7099990844727,99.73999786376953,101.6100006103516,101.6100006103516,968900.0,0.35555615837195564,1.0221435721648475,1.5919409097240458,2.2689113127571905,2.676634856697346,99.46000061035157,96.0270004272461,93.73933334350586,91.48600006103516,92.71840003967286,99.47000737350191,97.08181910209356,94.1088532516029,93.43850190489677,95.10560133596596,96.46553791628544,94.40759005971319,2.0579478565722553,0.8556615454280809,0.9447879920343183,0.9447879920343183,0.9447879920343183,-0.9447879920343183,-0.9447879920343183,0.9447879920343183,0.9447879920343183,0.9447879920343183,0.9447879920343183,2.6800003051758097,2.652499008178713,101.7099990844727,96.75819862365722,97.28199844360351,97.8057982635498,1.0,1.0357503636251395,1.024599747856979,0.8476730799048031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35555615837195564,1,-0.35555615837195564,-1,-0.35555615837195564,-1,-0.35555615837195564,-1
2023-01-17,101.1399993896484,103.8199996948242,101.1399993896484,102.5699996948242,102.5699996948242,2697900.0,0.9447879920343183,1.0303728924848108,1.5615124532063067,2.1005797292363493,2.676224503556147,100.6779998779297,97.17100067138672,93.99266662597657,91.8340000152588,92.69930000305176,100.50333814727603,98.07967011895367,94.6547336672946,93.73789527505832,95.2534112044582,97.40468588221448,95.01221299564733,2.3924728865671483,1.1630238136558946,-0.7507035637685208,-0.7507035637685208,-0.7507035637685208,0.7507035637685208,0.7507035637685208,-0.7507035637685208,-0.7507035637685208,-0.7507035637685208,-0.7507035637685208,2.989997863769503,2.650498580932618,103.8199996948242,95.87450126647953,96.40500106811527,96.93550086975101,0.0,1.0360910063940059,1.0247112171705193,0.7849041537603123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9447879920343183,1,-0.9447879920343183,-1,-0.9447879920343183,-1,-0.9447879920343183,-1
