Date_MPWR_L01d,Open_MPWR_L01d,High_MPWR_L01d,Low_MPWR_L01d,Close_MPWR_L01d,Adj Close_MPWR_L01d,Volume_MPWR_L01d,Daily_Return_MPWR_L01d,Vol5_MPWR_L01d,Vol10_MPWR_L01d,Vol20_MPWR_L01d,Vol60_MPWR_L01d,SMA5_MPWR_L01d,SMA10_MPWR_L01d,SMA30_MPWR_L01d,SMA60_MPWR_L01d,SMA100_MPWR_L01d,EMA5_MPWR_L01d,EMA10_MPWR_L01d,EMA30_MPWR_L01d,EMA60_MPWR_L01d,EMA100_MPWR_L01d,Short12_MPWR_L01d,Long26_MPWR_L01d,MACD_MPWR_L01d,SIGNAL9_MPWR_L01d,Ret5/10_MPWR_L01d,Ret10/30_MPWR_L01d,Ret30/60_MPWR_L01d,Ret30/100_MPWR_L01d,Emaret5/10_MPWR_L01d,Emaret10/30_MPWR_L01d,Emaret30/60_MPWR_L01d,Emaret30/100_MPWR_L01d,RetMACD_MPWR_L01d,DayRange_MPWR_L01d,average20r_MPWR_L01d,PRVHI_MPWR_L01d,HitLevel_MPWR_L01d,hitlevel_2_MPWR_L01d,hitlevel_1.8_MPWR_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,371.4400024414062,386.1700134277344,368.9200134277344,383.2099914550781,383.2099914550781,585800.0,0.2983704842060385,4.143709951821446,3.033477501316368,4.268457320304124,3.636967389599199,371.5359985351562,372.2259979248047,360.8089986165365,367.8341659545898,410.7393997192383,376.8515347781972,374.0138404694415,368.3961474853945,377.5003250417458,391.4353919635535,373.114988367312,368.4561688275588,4.658819539753267,3.915912961835992,2.126769676734721,-2.126769676734721,2.126769676734721,2.126769676734721,-2.126769676734721,-2.126769676734721,-2.126769676734721,2.126769676734721,-2.126769676734721,11.95999145507812,14.32849731445313,386.1700134277344,353.2328057861328,356.1180053710937,359.0032049560547,0.0,0.9981462890999142,1.0075871371636782,0.7106730309535425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,-1,,-1
2022-12-05,378.5599975585938,383.6000061035156,371.6400146484375,375.0599975585938,375.0599975585938,471300.0,-2.126769676734721,3.746270482638877,3.122503160858542,4.178888099788489,3.635256728260091,375.45,372.0009979248047,362.216665649414,366.6318323771159,410.5301995849609,376.2543557049961,374.2040508492873,368.8260732965687,377.4203143045933,391.1111267278117,373.4142205505862,368.945341326154,4.468879224432158,4.026506214355225,-2.986192150572278,-2.986192150572278,2.986192150572278,2.986192150572278,-2.986192150572278,-2.986192150572278,-2.986192150572278,2.986192150572278,-2.986192150572278,14.91000366210938,14.53249816894531,383.6000061035156,354.6473193359375,357.5130187988281,360.3787182617187,0.0,1.009271486083197,1.0054791091947173,0.7472090867943042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.126769676734721,1,2.126769676734721,1,2.126769676734721,1,2.126769676734721,-1
2022-12-06,374.2000122070312,374.9100036621094,360.0,363.8599853515625,363.8599853515625,546500.0,-2.986192150572278,4.178528408521873,3.1777788537678,4.247097996050962,3.652550272988952,377.2319946289062,371.5589965820312,363.3123321533203,365.2474985758464,410.0662994384766,372.1228989205183,372.3233116678828,368.5056805259232,376.9757133553136,390.5715001659058,371.9443382122748,368.5686482909991,3.37568992127575,3.896342955739331,1.074590177408906,1.074590177408906,-1.074590177408906,-1.074590177408906,1.074590177408906,-1.074590177408906,1.074590177408906,-1.074590177408906,-1.074590177408906,10.3699951171875,14.34599914550781,374.9100036621094,351.6285101318359,354.535009765625,357.441509399414,1.0,1.0152680949702761,0.9994617238806061,0.7482235768335375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.986192150572278,1,-2.986192150572278,-1,-2.986192150572278,1,2.986192150572278,-1
2022-12-07,360.0400085449219,369.010009765625,358.6400146484375,367.7699890136719,367.7699890136719,369600.0,1.074590177408906,1.727027289442669,3.153704967276435,4.248684726014819,3.591258614267917,374.393994140625,370.9339965820312,364.1659983317057,364.3381652832031,409.6535992431641,370.6719289515695,371.4954348216627,368.4582165573909,376.6738863277188,390.1199850935844,371.302130643259,368.5094883445304,2.792642298728595,3.675602824337184,4.780166303670367,4.780166303670367,-4.780166303670367,-4.780166303670367,4.780166303670367,-4.780166303670367,4.780166303670367,-4.780166303670367,-4.780166303670367,23.760009765625,15.0125,369.010009765625,343.3488055419922,346.2180053710937,349.0872052001953,1.0,1.0093277984506028,0.9977832678603749,0.74227794497582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.074590177408906,1,-1.074590177408906,1,1.074590177408906,1,-1.074590177408906,-1
2022-12-08,370.2900085449219,388.9100036621094,365.1499938964844,385.3500061035156,385.3500061035156,622400.0,4.780166303670367,3.054417415856066,3.517678562721182,4.270289448242716,3.639682208124178,375.0499938964844,371.8999969482422,365.8999989827474,363.5988321940104,409.2446994018555,375.5646213355516,374.0144477819996,369.5480094313344,376.9583492711876,390.0255300640781,373.4633422525292,369.7569341044552,3.70640814807399,3.681763889084545,0.1946282569406602,0.1946282569406602,0.1946282569406602,-0.1946282569406602,0.1946282569406602,0.1946282569406602,0.1946282569406602,-0.1946282569406602,0.1946282569406602,13.42001342773438,14.43200073242188,388.9100036621094,335.982509765625,338.985009765625,341.987509765625,1.0,1.008470010685912,1.0041446889625385,0.8237564702244613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.780166303670367,1,4.780166303670367,1,4.780166303670367,1,-4.780166303670367,1
2022-12-09,380.0,391.510009765625,378.0899963378906,386.1000061035156,386.1000061035156,673600.0,0.1946282569406602,3.054002674483327,3.44736298074278,3.231904095210283,3.626147431059309,375.6279968261719,373.5819976806641,367.7873321533203,363.0524988810221,408.6847994995117,379.0764162582063,376.2118220222752,370.6158801843783,377.2580757247065,389.9477969163441,375.4074443834502,370.9675320303116,4.439912353138595,3.833393581895356,1.794869869523721,1.794869869523721,1.794869869523721,-1.794869869523721,1.794869869523721,1.794869869523721,1.794869869523721,-1.794869869523721,1.794869869523721,10.45001220703125,13.9280014038086,391.510009765625,357.1596020507812,360.0460021972656,362.93240234375,1.0,1.0054767070100008,1.0076143121195205,1.0666662373589022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1946282569406602,1,0.1946282569406602,1,0.1946282569406602,1,0.1946282569406602,1
2022-12-12,385.8500061035156,393.2300109863281,382.7799987792969,393.0299987792969,393.0299987792969,534800.0,1.794869869523721,2.804521409261556,3.120960058744828,3.235069377148449,3.634071642680632,379.2219970703125,377.3359985351562,369.3283325195313,362.6369990030925,408.0547994995117,383.7276104319031,379.2696723417337,372.0619523517925,377.7751879560046,390.0088306166006,378.1186065981959,372.6017888265327,5.51681777166317,4.170078419848918,2.160137969301039,2.160137969301039,2.160137969301039,-2.160137969301039,2.160137969301039,2.160137969301039,2.160137969301039,-2.160137969301039,2.160137969301039,26.17001342773438,14.73500213623047,393.2300109863281,360.8684066772461,363.6540069580078,366.4396072387695,1.0,1.0049981940299306,1.011754006226347,0.9647273968188581,0.0,0.0,2.0,0.004708865,0.0034405549999999,0.9813724756240844,0.9779132604598998,1.794869869523721,1,1.794869869523721,1,1.794869869523721,1,1.794869869523721,1
2022-12-13,412.8800048828125,416.1400146484375,389.9700012207031,401.5199890136719,401.5199890136719,736300.0,2.160137969301039,1.725745768294403,3.107506804287251,3.249985807272753,3.645127013903398,386.7539978027344,381.9929962158203,371.3973317464193,362.3679987589518,407.7055993652344,389.6584032924927,383.3151844639043,373.9624708461073,378.553706023469,390.2367743472357,381.7188192774999,374.7438777292838,6.974941548216123,4.73105104552236,-1.526692202869543,-1.526692202869543,-1.526692202869543,1.526692202869543,-1.526692202869543,-1.526692202869543,-1.526692202869543,1.526692202869543,-1.526692202869543,16.05999755859381,15.07450103759766,416.1400146484375,360.8130062866211,363.7600067138672,366.7070071411133,0.0,1.0124635834533053,1.0165483108566646,0.9561601153252222,0.0,1.0,0.0,0.0124000236392021,0.0124000236392021,0.1648739874362945,0.1648739874362945,2.160137969301039,1,2.160137969301039,1,2.160137969301039,1,2.160137969301039,-1
2022-12-14,401.510009765625,406.489990234375,390.4299926757812,395.3900146484375,395.3900146484375,596200.0,-1.526692202869543,2.352934599063876,2.271281650425825,3.116637075531558,3.644346682246805,392.2780029296875,383.3359985351562,372.9476654052734,362.1104990641276,407.3566995239258,391.5689404111411,385.5106081338194,375.3448930269028,379.1057161423204,390.3388187096357,383.822080103798,376.2732212047767,7.548858899021297,5.294612616222148,-5.586895479672172,-5.586895479672172,-5.586895479672172,5.586895479672172,-5.586895479672172,-5.586895479672172,-5.586895479672172,5.586895479672172,-5.586895479672172,11.47998046875,14.36800079345704,406.489990234375,382.9761123657227,385.9910125732422,389.0059127807617,0.0,1.0233268058014415,1.0157150857836283,0.728760389927161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.526692202869543,1,-1.526692202869543,-1,-1.526692202869543,1,1.526692202869543,-1
2022-12-15,383.760009765625,384.489990234375,373.010009765625,373.2999877929688,373.2999877929688,662800.0,-5.586895479672172,3.150905522015582,2.955860102507456,2.922570575080669,3.709073737726826,389.8679992675781,382.4589965820313,374.2396647135417,361.6011657714844,406.8685995483398,385.479289538417,383.2904953445738,375.2129636569716,378.9153643931614,390.0014161172265,382.2032966713628,376.0529816927909,6.150314978571828,5.465753088692084,-1.679611363167055,-1.679611363167055,-1.679611363167055,1.679611363167055,-1.679611363167055,-1.679611363167055,-1.679611363167055,1.679611363167055,-1.679611363167055,15.010009765625,14.19900207519531,384.489990234375,374.8803884887695,377.7539886474609,380.6275888061523,0.0,1.019372018312446,1.0057105360566676,1.0113904956515438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.586895479672172,1,5.586895479672172,1,-5.586895479672172,1,5.586895479672172,1
