Date_CRM_L01d,Open_CRM_L01d,High_CRM_L01d,Low_CRM_L01d,Close_CRM_L01d,Adj Close_CRM_L01d,Volume_CRM_L01d,Daily_Return_CRM_L01d,Vol5_CRM_L01d,Vol10_CRM_L01d,Vol20_CRM_L01d,Vol60_CRM_L01d,SMA5_CRM_L01d,SMA10_CRM_L01d,SMA30_CRM_L01d,SMA60_CRM_L01d,SMA100_CRM_L01d,EMA5_CRM_L01d,EMA10_CRM_L01d,EMA30_CRM_L01d,EMA60_CRM_L01d,EMA100_CRM_L01d,Short12_CRM_L01d,Long26_CRM_L01d,MACD_CRM_L01d,SIGNAL9_CRM_L01d,Ret5/10_CRM_L01d,Ret10/30_CRM_L01d,Ret30/60_CRM_L01d,Ret30/100_CRM_L01d,Emaret5/10_CRM_L01d,Emaret10/30_CRM_L01d,Emaret30/60_CRM_L01d,Emaret30/100_CRM_L01d,RetMACD_CRM_L01d,DayRange_CRM_L01d,average20r_CRM_L01d,PRVHI_CRM_L01d,HitLevel_CRM_L01d,hitlevel_2_CRM_L01d,hitlevel_1.8_CRM_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,144.2899932861328,145.2100067138672,142.7799987792969,144.5599975585938,144.5599975585938,15086700.0,-1.659865606398771,4.976146349717173,3.706160610081664,4.02686582869539,3.111423652511328,151.4359985351562,150.4910003662109,153.517333984375,152.2918332417806,161.8389996337891,149.6321221132984,150.8505770060264,152.2219900756106,155.1300462508811,160.6555871385966,151.077067992474,151.9743956926164,-0.8973277001423412,-0.5101428851923587,-7.353351592652044,7.353351592652044,-7.353351592652044,7.353351592652044,-7.353351592652044,7.353351592652044,7.353351592652044,7.353351592652044,7.353351592652044,11.50999450683591,5.458500671386723,145.2100067138672,135.6472938537597,136.7329940795898,137.8186943054199,0.0,1.0062794330999574,0.9919227694258052,0.9203586033762574,2.0,0.0,1.0,0.9865024089813232,0.631253249544281,0.9957190155982972,0.367230936431917,,-1,,1,,1,,1
2022-12-05,142.8000030517578,144.3899993896484,132.8800048828125,133.9299926757812,133.9299926757812,20294600.0,-7.353351592652044,5.597780564675265,4.333398783479351,4.241086782380651,3.210505791589669,147.4839965820312,149.0800003051758,152.6426671346029,151.8141665140788,161.5678996276855,144.3980789674593,147.7741071278,151.0418612111055,154.4349625271073,160.1263674462637,148.4390564052905,150.6377732469249,-2.198716841634365,-0.8478576764807599,0.4927861117098613,0.4927861117098613,-0.4927861117098613,0.4927861117098613,-0.4927861117098613,0.4927861117098613,0.4927861117098613,0.4927861117098613,0.4927861117098613,3.639999389648409,5.332501220703129,144.3899993896484,133.2013052368164,134.2930053710937,135.3847055053711,0.0,0.9892943136579189,0.9771541291911107,1.021766119354644,4.0,1.0,1.0,0.9863920211791992,0.5803923207672322,0.988902509212494,0.1904194676271179,7.353351592652044,1,-7.353351592652044,-1,-7.353351592652044,1,-7.353351592652044,1
2022-12-06,132.7100067138672,134.5500030517578,130.9100036621094,133.2700042724609,133.2700042724609,16981800.0,-0.4927861117098613,5.655939438126781,4.312181107786497,4.156892953478538,3.198257753999348,143.8019989013672,147.9220001220703,151.7300008138021,151.2748331705729,161.226799621582,140.6887207357932,145.1369975177383,149.8952897957091,153.7410294695779,159.5945582745052,146.1053560771629,149.351271841409,-3.245915764246149,-1.327469294033838,2.093500754466735,2.093500754466735,-2.093500754466735,2.093500754466735,-2.093500754466735,2.093500754466735,2.093500754466735,2.093500754466735,2.093500754466735,3.729995727539091,5.195001220703128,134.5500030517578,132.6584967041015,133.7249969482422,134.7914971923828,0.0,0.9721474749036443,0.9693511864099197,1.0373567845133014,0.0,1.0,1.0,0.0131120774894952,0.0100708487447476,0.95022714138031,0.4879408450797199,-0.4927861117098613,1,0.4927861117098613,1,-0.4927861117098613,1,-0.4927861117098613,1
2022-12-07,132.5,133.75,130.0200042724609,130.4799957275391,130.4799957275391,12915900.0,-2.093500754466735,3.566217822694715,4.112872613335875,4.145147665163224,3.158640235100638,137.847998046875,146.0449996948242,150.5703338623047,150.8144996643067,160.8526995849609,137.2858123997085,142.4720881013384,148.6426901784078,152.9783726255766,159.0180322834761,143.7014544849131,147.9533995366779,-4.251945051764864,-1.912364445580043,0.2682333355201987,0.2682333355201987,0.2682333355201987,0.2682333355201987,-0.2682333355201987,0.2682333355201987,0.2682333355201987,0.2682333355201987,0.2682333355201987,4.440010070800781,5.197501754760742,133.75,123.1210003662109,124.1600006103516,125.1990008544922,0.0,0.9438734522573339,0.9635979526183335,0.9922137751331284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.093500754466735,1,-2.093500754466735,1,-2.093500754466735,1,-2.093500754466735,1
2022-12-08,128.4299926757812,131.4600067138672,127.0199966430664,130.1300048828125,130.1300048828125,15156900.0,-0.2682333355201987,2.887725227448692,3.973140119163729,4.088227877504419,3.151211648084475,134.4739990234375,143.833999633789,149.5776672363281,150.3119997660319,160.4158996582031,134.9005432274099,140.2280729706974,147.4483233851436,152.2292458143384,158.4459921369284,141.613539161513,146.633148080836,-5.019608919323076,-2.53381334032865,-0.7530897493023365,-0.7530897493023365,-0.7530897493023365,-0.7530897493023365,0.7530897493023365,-0.7530897493023365,-0.7530897493023365,-0.7530897493023365,-0.7530897493023365,5.009994506835909,5.116001510620118,131.4600067138672,122.3154961395264,123.3549964904785,124.3944968414307,1.0,0.934924978557346,0.9620081084306081,0.9718489864584204,0.0,1.0,1.0,0.00867903,0.0065789695,0.964836836,0.484497654,-0.2682333355201987,1,-0.2682333355201987,1,-0.2682333355201987,1,-0.2682333355201987,1
2022-12-09,129.7400054931641,133.3699951171875,128.3600006103516,131.1100006103516,131.1100006103516,10287500.0,0.7530897493023365,3.219389530443896,3.974631263471933,3.298337087650722,3.126896536567508,131.7839996337891,141.6099990844727,148.6230005900065,149.9174997965495,159.9024996948242,133.6370290217238,138.5702416324526,146.3942380448345,151.5368115453553,157.9046853740259,139.997610153642,145.4832853052446,-5.485675151602607,-3.124185702583441,-1.52543664914154,-1.52543664914154,-1.52543664914154,-1.52543664914154,1.52543664914154,-1.52543664914154,-1.52543664914154,-1.52543664914154,-1.52543664914154,3.139999389648409,5.056001663208006,133.3699951171875,120.2048033905029,121.228003692627,122.251203994751,1.0,0.9306122483284375,0.9643991916834945,1.2050409518036587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7530897493023365,1,0.7530897493023365,1,0.7530897493023365,1,0.7530897493023365,1
2022-12-12,131.1000061035156,134.0899963378906,130.9499969482422,133.1100006103516,133.1100006103516,11852400.0,1.52543664914154,1.37161219481879,4.057244030095319,3.318025564946656,3.12500751368296,131.6200012207031,139.5519989013672,147.6260004679362,149.6108332316081,159.3800996398926,133.4613528845997,137.5774705375252,145.5371904684162,150.9326538097814,157.4137015173194,138.9379779162127,144.5667456982155,-5.628767782002797,-3.625102118467313,-1.88565434251881,-1.88565434251881,-1.88565434251881,-1.88565434251881,1.88565434251881,-1.88565434251881,-1.88565434251881,-1.88565434251881,-1.88565434251881,5.840011596679688,5.072501754760741,134.0899963378906,122.2467914581299,123.2579917907715,124.2691921234131,1.0,0.9431609884264697,0.9700814556566311,1.222788658700569,3.0,0.0,1.0,0.982010781764984,0.7599200531840324,0.8643735647201538,0.2316507368814199,1.52543664914154,1,1.52543664914154,1,1.52543664914154,1,1.52543664914154,1
2022-12-13,137.3899993896484,139.8800048828125,134.0399932861328,135.6199951171875,135.6199951171875,12579800.0,1.88565434251881,1.601149991867002,4.184743319264158,3.358824399382024,3.133455480348742,132.0899993896484,137.9459991455078,146.7270004272461,149.323999786377,158.9115995788574,134.1809002954623,137.2215659156456,144.8973714134982,150.4305994264176,156.9821429747426,138.427519024055,143.9040234329541,-5.476504408899189,-3.995382576553689,0.641494726817936,0.641494726817936,0.641494726817936,0.641494726817936,-0.641494726817936,0.641494726817936,0.641494726817936,0.641494726817936,0.641494726817936,4.040008544921818,5.049502182006831,139.8800048828125,122.930492477417,123.9449928283691,124.9594931793213,0.0,0.9575486074831181,0.9778411971916098,1.245895236450614,0.0,4.0,2.0,0.2321820557117462,0.1312771670359738,0.6233246922492981,0.2544107177915672,1.88565434251881,1,1.88565434251881,1,1.88565434251881,1,1.88565434251881,1
2022-12-14,135.0099945068359,137.2700042724609,133.2299957275391,134.75,134.75,9611800.0,-0.641494726817936,1.097151493624135,3.482505829184679,3.290328183640982,3.124937808092734,132.9440002441406,135.3959991455078,145.8913335164388,149.073166402181,158.4861996459961,134.3706001969749,136.7721902946191,144.2427022900467,149.9164814124367,156.5419025197972,137.861746866508,143.2259476231057,-5.364200756597654,-4.269146212562482,3.198513958140117,3.198513958140117,3.198513958140117,3.198513958140117,-3.198513958140117,3.198513958140117,3.198513958140117,3.198513958140117,3.198513958140117,4.440002441406307,4.922002029418941,137.2700042724609,128.7711000823975,129.7810005187988,130.7909009552002,0.0,0.9818901672365364,0.9824409472973199,1.0584068320294537,0.0,0.0,1.0,0.049928524,0.049928524,0.8105390071868896,0.8105390071868896,-0.641494726817936,1,-0.641494726817936,-1,-0.641494726817936,1,-0.641494726817936,1
2022-12-15,131.6699981689453,134.1199951171875,129.6799926757812,130.4400024414062,130.4400024414062,10807300.0,-3.198513958140117,2.065840202017208,2.693425669585128,3.239304341849961,3.145567224407622,133.0059997558594,133.7399993896484,145.2390004475911,148.7866663614909,158.0859996032715,133.0604009451187,135.6208834122168,143.3522055256183,149.2779083314193,156.0250332113142,136.719940031877,142.2788405726094,-5.558900540732424,-4.527097078196471,1.663598687772219,1.663598687772219,1.663598687772219,1.663598687772219,-1.663598687772219,1.663598687772219,1.663598687772219,1.663598687772219,1.663598687772219,2.990005493164105,4.90050239562988,134.1199951171875,126.4415998077392,127.426000213623,128.4104006195068,0.0,0.9945117419086378,0.9811202935515794,0.8314827460907602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.198513958140117,1,3.198513958140117,-1,-3.198513958140117,1,-3.198513958140117,-1
