Date_GEN_L01d,Open_GEN_L01d,High_GEN_L01d,Low_GEN_L01d,Close_GEN_L01d,Adj Close_GEN_L01d,Volume_GEN_L01d,Daily_Return_GEN_L01d,Vol5_GEN_L01d,Vol10_GEN_L01d,Vol20_GEN_L01d,Vol60_GEN_L01d,SMA5_GEN_L01d,SMA10_GEN_L01d,SMA30_GEN_L01d,SMA60_GEN_L01d,SMA100_GEN_L01d,EMA5_GEN_L01d,EMA10_GEN_L01d,EMA30_GEN_L01d,EMA60_GEN_L01d,EMA100_GEN_L01d,Short12_GEN_L01d,Long26_GEN_L01d,MACD_GEN_L01d,SIGNAL9_GEN_L01d,Ret5/10_GEN_L01d,Ret10/30_GEN_L01d,Ret30/60_GEN_L01d,Ret30/100_GEN_L01d,Emaret5/10_GEN_L01d,Emaret10/30_GEN_L01d,Emaret30/60_GEN_L01d,Emaret30/100_GEN_L01d,RetMACD_GEN_L01d,DayRange_GEN_L01d,average20r_GEN_L01d,PRVHI_GEN_L01d,HitLevel_GEN_L01d,hitlevel_2_GEN_L01d,hitlevel_1.8_GEN_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,23.38999938964844,23.92000007629395,23.30999946594238,23.79999923706055,23.79999923706055,3278000.0,0.1683459923964543,1.992614652013414,1.440433867373377,1.992811973619522,1.841363713106358,23.23400001525879,23.10900020599365,22.56933345794678,21.85050013860067,22.69560012817383,23.39059930345753,23.14576523267723,22.61654127123271,22.45947767739503,22.71653600758841,23.07283446457736,22.68963557979985,0.3831988847775101,0.3161133761742422,-0.8403313529497467,-0.8403313529497467,-0.8403313529497467,0.8403313529497467,0.8403313529497467,-0.8403313529497467,-0.8403313529497467,-0.8403313529497467,-0.8403313529497467,0.2899990081787074,0.8085002899169931,23.92000007629395,21.97159999847412,22.13600006103516,22.30040012359619,0.0,1.0054091396490932,1.0105779207694825,0.7228147393941703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,-1,,-1
2022-12-05,23.70000076293945,23.71999931335449,23.43000030517578,23.60000038146973,23.60000038146973,3138100.0,-0.8403313529497467,2.062663451362528,1.507461653304693,1.972481665758633,1.806506930476642,23.34799995422363,23.20700016021728,22.62933349609375,21.86500015258789,22.69790012359619,23.46039966279493,23.2283534415486,22.67999024608671,22.49687186441387,22.73403035162566,23.15393691333004,22.75707000955318,0.3968669037768571,0.3322640816947652,-1.991530564008654,-1.991530564008654,-1.991530564008654,1.991530564008654,1.991530564008654,-1.991530564008654,-1.991530564008654,-1.991530564008654,-1.991530564008654,0.6999988555908203,0.762000179290772,23.71999931335449,22.14129943847657,22.30299949645996,22.46469955444336,0.0,1.0060757440872543,1.009989783470027,0.7642462180883748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8403313529497467,-1,-0.8403313529497467,1,0.8403313529497467,-1,0.8403313529497467,-1
2022-12-06,23.70000076293945,23.71999931335449,23.02000045776367,23.1299991607666,23.1299991607666,3025300.0,-1.991530564008654,2.122521346566641,1.587343585707431,1.954995446631809,1.826165296450573,23.44999961853028,23.21500015258789,22.66700013478597,21.871333471934,22.69400011062622,23.35026616211882,23.21047084504278,22.70902307929186,22.51763013642543,22.7418713181433,23.15025418216643,22.78469439112454,0.3655597910418891,0.33892322356419,-2.075225074156133,-2.075225074156133,-2.075225074156133,2.075225074156133,2.075225074156133,-2.075225074156133,-2.075225074156133,-2.075225074156133,-2.075225074156133,0.7800006866455078,0.7275001525878908,23.71999931335449,22.04359891891479,22.19599895477295,22.3483989906311,0.0,1.010122742381985,1.0060229418872775,0.8119423441329278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.991530564008654,1,-1.991530564008654,1,1.991530564008654,-1,1.991530564008654,-1
2022-12-07,23.1200008392334,23.3700008392334,22.59000015258789,22.64999961853027,22.64999961853027,3188600.0,-2.075225074156133,2.282162578757662,1.718676579535037,2.026439506854655,1.747883117088858,23.3879997253418,23.16900005340576,22.68033345540364,21.88683347702026,22.68270009994507,23.11684398092264,23.10856698567687,22.70521511408144,22.52197011944526,22.7400520765668,23.07329194160702,22.774717000562,0.2985749410450182,0.3308535670603557,0.6181072819203641,0.6181072819203641,0.6181072819203641,-0.6181072819203641,-0.6181072819203641,0.6181072819203641,0.6181072819203641,0.6181072819203641,-0.6181072819203641,0.5599994659423793,0.6915000915527344,23.3700008392334,22.11949897766113,22.26499900817871,22.41049903869629,1.0,1.0094522711999323,1.0003581786465123,0.8481262696080608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.075225074156133,1,-2.075225074156133,1,2.075225074156133,1,2.075225074156133,1
2022-12-08,22.64999961853027,23.09000015258789,22.53000068664551,22.79000091552734,22.79000091552734,2962900.0,0.6181072819203641,1.224069280928801,1.73576084983719,1.513353378648949,1.744614298990373,23.1939998626709,23.14500007629395,22.70066680908203,21.90783348083496,22.66370010375977,23.00789629245754,23.05064588201331,22.71068516578762,22.53075801439877,22.74104116248682,23.02970870682553,22.77584914241129,0.2538595644142454,0.3154547665311336,-0.5265503923329466,-0.5265503923329466,-0.5265503923329466,0.5265503923329466,0.5265503923329466,0.5265503923329466,-0.5265503923329466,-0.5265503923329466,0.5265503923329466,0.5799999237060618,0.6340000152587895,23.09000015258789,21.84870063781738,21.98700065612793,22.12530067443848,0.0,1.002117078687208,0.9981454059997024,1.1469633426839116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6181072819203641,-1,0.6181072819203641,1,0.6181072819203641,1,0.6181072819203641,1
2022-12-09,22.78000068664551,23.22999954223633,22.64999961853027,22.67000007629395,22.67000007629395,2603400.0,-0.5265503923329466,1.118073764832124,1.733222693766047,1.49013568333563,1.746460237095675,22.96800003051758,23.10100002288818,22.7286668141683,21.92600015004476,22.64310010910034,22.89526422040301,22.9814375537007,22.70806032130416,22.53532332790353,22.73963440830478,22.97436891751298,22.76800847084704,0.2063604466659434,0.2936359025580956,-2.029109320355382,2.029109320355382,2.029109320355382,-2.029109320355382,-2.029109320355382,-2.029109320355382,2.029109320355382,2.029109320355382,-2.029109320355382,0.6199989318847585,0.6314999580383299,23.22999954223633,21.69520011901855,21.82200012207031,21.94880012512207,1.0,0.9942426738133057,0.9962503070969199,1.1631307894635965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5265503923329466,-1,-0.5265503923329466,-1,-0.5265503923329466,1,-0.5265503923329466,-1
2022-12-12,22.54999923706055,23.14999961853027,22.53000068664551,23.1299991607666,23.1299991607666,2426900.0,2.029109320355382,1.752990077327987,1.865427020969869,1.528382371155463,1.751456561602241,22.87399978637695,23.11099987030029,22.74766680399577,21.9571667989095,22.62430009841919,22.97350920052421,23.00844875498541,22.73528218191464,22.55482089619412,22.74736440340303,22.99831203185969,22.79482259602627,0.2034894358334256,0.2756066092131616,0.5188021454333028,-0.5188021454333028,-0.5188021454333028,0.5188021454333028,0.5188021454333028,0.5188021454333028,-0.5188021454333028,-0.5188021454333028,0.5188021454333028,0.75,0.6350000381469725,23.14999961853027,21.84069963455201,21.96699962615967,22.09329961776734,0.0,0.9897451393166287,0.9984814467575251,1.2205237747930833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.029109320355382,-1,-2.029109320355382,1,2.029109320355382,-1,-2.029109320355382,-1
2022-12-13,23.40999984741211,23.6200008392334,22.8700008392334,23.01000022888184,23.01000022888184,3033400.0,-0.5188021454333028,1.525409552137051,1.767306477185455,1.512903019515382,1.753526641550541,22.85,23.14999980926514,22.76366678873698,21.98533347447713,22.60010009765625,22.98567287664342,23.0087308411484,22.75300592688027,22.56974480874126,22.75256511281845,23.00011021601695,22.8107616799415,0.1893485360754532,0.2583549945856199,0.0869207195338254,-0.0869207195338254,-0.0869207195338254,0.0869207195338254,0.0869207195338254,0.0869207195338254,-0.0869207195338254,-0.0869207195338254,0.0869207195338254,0.4900016784667898,0.6225000381469725,23.6200008392334,21.75299953460693,21.87999954223633,22.00699954986572,0.0,0.9870410448493796,0.9989978602181854,1.168155826506027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5188021454333028,-1,-0.5188021454333028,-1,0.5188021454333028,-1,0.5188021454333028,-1
2022-12-14,23.18000030517578,23.29000091552734,22.79999923706055,22.98999977111816,22.98999977111816,2275200.0,-0.0869207195338254,1.071715537290015,1.706012102841764,1.430798486491932,1.732771220970103,22.91800003051758,23.15299987792969,22.76466681162516,22.02000013987223,22.58230009078979,22.98711517480167,23.00532519205199,22.76829585231497,22.58352365996673,22.75726678922043,22.9985547629556,22.82403857558421,0.1745161873713847,0.2415872331427729,4.610698027383339,-4.610698027383339,-4.610698027383339,4.610698027383339,4.610698027383339,4.610698027383339,-4.610698027383339,-4.610698027383339,4.610698027383339,1.079999923706051,0.650500106811523,23.29000091552734,22.25050075531006,22.37500076293945,22.49950077056885,0.0,0.989850133950196,0.999208443388724,1.1923496697460225,0.0,0.0,1.0,0.002444768,0.002444768,0.9879928827285768,0.9879928827285768,0.0869207195338254,-1,0.0869207195338254,1,0.0869207195338254,-1,0.0869207195338254,1
2022-12-15,22.88999938964844,22.93000030517578,21.85000038146973,21.93000030517578,21.93000030517578,3292800.0,-4.610698027383339,2.406825346224236,1.800653021447268,1.741490079141292,1.832287906287109,22.74599990844727,22.96999988555908,22.75366681416829,22.03233346939087,22.55860010147095,22.63474355159304,22.80981157625632,22.71421226862857,22.56209666472768,22.74088527468489,22.83416176945101,22.75781351851692,0.0763482509340924,0.2085394367010368,1.459186914597069,-1.459186914597069,-1.459186914597069,1.459186914597069,1.459186914597069,1.459186914597069,-1.459186914597069,-1.459186914597069,1.459186914597069,0.4500007629394496,0.6450001716613766,22.93000030517578,21.85890068054199,21.9890007019043,22.1191007232666,0.0,0.9902481507084101,0.9923248807173175,1.033972597957692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.610698027383339,-1,-4.610698027383339,1,4.610698027383339,1,-4.610698027383339,1
