Date_AVGO_L01d,Open_AVGO_L01d,High_AVGO_L01d,Low_AVGO_L01d,Close_AVGO_L01d,Adj Close_AVGO_L01d,Volume_AVGO_L01d,Daily_Return_AVGO_L01d,Vol5_AVGO_L01d,Vol10_AVGO_L01d,Vol20_AVGO_L01d,Vol60_AVGO_L01d,SMA5_AVGO_L01d,SMA10_AVGO_L01d,SMA30_AVGO_L01d,SMA60_AVGO_L01d,SMA100_AVGO_L01d,EMA5_AVGO_L01d,EMA10_AVGO_L01d,EMA30_AVGO_L01d,EMA60_AVGO_L01d,EMA100_AVGO_L01d,Short12_AVGO_L01d,Long26_AVGO_L01d,MACD_AVGO_L01d,SIGNAL9_AVGO_L01d,Ret5/10_AVGO_L01d,Ret10/30_AVGO_L01d,Ret30/60_AVGO_L01d,Ret30/100_AVGO_L01d,Emaret5/10_AVGO_L01d,Emaret10/30_AVGO_L01d,Emaret30/60_AVGO_L01d,Emaret30/100_AVGO_L01d,RetMACD_AVGO_L01d,DayRange_AVGO_L01d,average20r_AVGO_L01d,PRVHI_AVGO_L01d,HitLevel_AVGO_L01d,hitlevel_2_AVGO_L01d,hitlevel_1.8_AVGO_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,537.0499877929688,542.7000122070312,536.0800170898438,540.7999877929688,540.7999877929688,1932000.0,-1.80662954281094,3.030525202665204,2.158721336951076,2.710525349496148,2.502636625985136,537.2360107421875,531.2380004882813,496.1529978434245,482.080832417806,499.6162997436523,539.4353293733005,531.3562922887662,506.1319812721999,497.6432393769323,502.4550456117047,528.0670196997403,509.4882273432979,18.57879235644236,16.48740052600484,-1.878693301380164,-1.878693301380164,-1.878693301380164,1.878693301380164,1.878693301380164,-1.878693301380164,-1.878693301380164,-1.878693301380164,-1.878693301380164,13.989990234375,12.9459945678711,542.7000122070312,523.7605920410156,526.3659912109375,528.9713903808594,0.0,1.011290627267615,1.0152045570962087,0.7964217480394915,0.0,0.0,1.0,0.0580182150006294,0.0580182150006294,0.5151576995849609,0.5151576995849609,,-1,,1,,1,,1
2022-12-05,537.77001953125,539.47998046875,525.489990234375,530.6400146484375,530.6400146484375,1854800.0,-1.878693301380164,3.102244055108732,2.292729206584836,2.63357479548736,2.502795979837029,538.9220092773437,532.7860046386719,498.8499979654948,482.2181655883789,500.0762997436523,536.5035577983463,531.2260599905246,507.7131447158282,498.725100861244,503.0131638104519,528.4628650764629,511.0550264029379,17.40783867352502,16.67148815550888,-0.9083384575533994,-0.9083384575533994,-0.9083384575533994,0.9083384575533994,0.9083384575533994,-0.9083384575533994,-0.9083384575533994,-0.9083384575533994,-0.9083384575533994,11.82000732421875,12.72849578857423,539.47998046875,514.2188241577148,516.8080230712891,519.3972219848632,0.0,1.0115168277418118,1.0099345612071737,0.8705768336306362,2.0,1.0,1.0,0.9769293665885924,0.4894993020442962,0.997612476,0.2597536914423246,1.878693301380164,1,-1.878693301380164,-1,-1.878693301380164,1,-1.878693301380164,1
2022-12-06,530.6500244140625,533.5700073242188,521.75,525.8200073242188,525.8200073242188,1965500.0,-0.9083384575533994,3.151254989336012,2.324263309126089,2.633784626202996,2.500652582210708,539.8080078125,533.6240051269531,501.1599985758464,482.1641657511393,500.3898999023438,532.9423743069705,530.2431413239235,508.8813294002405,499.613458450194,503.4647844740909,528.0562715761176,512.1487286934032,15.90754288271444,16.51869910094999,-1.392112742432271,-1.392112742432271,-1.392112742432271,1.392112742432271,1.392112742432271,-1.392112742432271,-1.392112742432271,-1.392112742432271,1.392112742432271,8.95001220703125,12.41099700927735,533.5700073242188,511.4772897338867,514.0229888916016,516.5686880493164,0.0,1.011588689088445,1.0050905570910498,0.8824803994990549,0.0,1.0,1.0,0.0127476248890161,0.011629435444508,0.7197979688644409,0.3709897575899958,-0.9083384575533994,1,0.9083384575533994,1,-0.9083384575533994,1,-0.9083384575533994,1
2022-12-07,519.5999755859375,525.0,516.0499877929688,518.5,518.5,1652400.0,-1.392112742432271,0.7534829719650151,2.225258692528877,2.658618339649456,2.426833060904694,533.302001953125,532.4690063476562,503.1076649983724,482.4116658528646,500.6642999267578,528.1282495379803,528.1080247195738,509.5018887937734,500.2326893206794,503.7625115142079,526.5860759490226,512.6191932346326,13.96688271439007,16.00833582363801,2.426232804212874,2.426232804212874,2.426232804212874,-2.426232804212874,-2.426232804212874,2.426232804212874,2.426232804212874,2.426232804212874,-2.426232804212874,12.03997802734375,12.51449584960938,525.0,506.2658139038086,508.7480133056641,511.2302127075195,1.0,1.0015644020507082,1.0000382967450974,0.8369981728262215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.392112742432271,1,-1.392112742432271,1,-1.392112742432271,1,-1.392112742432271,1
2022-12-08,520.8099975585938,532.4199829101562,520.3800048828125,531.0800170898438,531.0800170898438,2751400.0,2.426232804212874,1.796454446900802,2.366004689380387,2.595802678562707,2.439808036915507,529.3680053710938,532.2130065917969,505.4376658121745,482.7504994710287,500.8851000976563,529.1121720552682,528.6483869687138,510.8940261031973,501.2440771163897,504.3034522186759,527.2774515091489,513.9866616683519,13.29078984079706,15.46482662706982,-2.568342467115225,2.568342467115225,2.568342467115225,-2.568342467115225,-2.568342467115225,2.568342467115225,2.568342467115225,2.568342467115225,-2.568342467115225,11.6400146484375,12.09749603271484,532.4199829101562,497.4681091308594,499.9710083007812,502.4739074707031,1.0,0.9946543936629395,1.0008773035121012,0.9114732444495517,1.0,0.0,0.0,0.4375419318675995,0.4375419318675995,0.3409697711467743,0.3409697711467743,2.426232804212874,1,2.426232804212874,1,2.426232804212874,1,2.426232804212874,-1
2022-12-09,550.9400024414062,552.6400146484375,541.0,544.719970703125,544.719970703125,3702800.0,2.568342467115225,2.158850871544247,2.484963535224017,2.021973101049027,2.443446849830557,530.152001953125,533.6940063476562,508.4149983723958,483.4934987386068,501.2145999145508,534.3147716045538,531.5704931022431,513.0763451096443,502.669516250381,505.1037793173779,529.9609160005299,516.2632030783351,13.6977129221948,15.11140388609481,-2.186450804128591,2.186450804128591,2.186450804128591,-2.186450804128591,-2.186450804128591,2.186450804128591,2.186450804128591,2.186450804128591,-2.186450804128591,14.6300048828125,11.97899627685547,552.6400146484375,505.8054916381836,508.2249908447266,510.6444900512695,1.0,0.9933632299549868,1.0051625862193652,1.2289795219999635,2.0,0.0,4.0,0.8374184966087341,0.3397877688957367,0.9983964562416076,0.592988816400369,2.568342467115225,-1,2.568342467115225,1,2.568342467115225,1,-2.568342467115225,-1
2022-12-12,544.75,556.8699951171875,542.239990234375,556.6300048828125,556.6300048828125,2341600.0,2.186450804128591,1.953369536569933,2.465595168518431,2.017747722935312,2.457009097200746,535.35,537.1360046386719,511.2059987386068,484.3956654866536,501.6041000366211,541.7531826973068,536.1267679714375,515.8862586433971,504.4387125989853,506.1241006157034,534.0638527516503,519.2533365453335,14.81051620631683,15.05122635013922,-2.588788426445856,2.588788426445856,2.588788426445856,-2.588788426445856,-2.588788426445856,2.588788426445856,2.588788426445856,2.588788426445856,-2.588788426445856,16.80999755859375,12.21849517822266,556.8699951171875,526.2862228393554,528.6820220947266,531.0778213500977,1.0,0.996674948945429,1.010494560357727,1.2219541325669865,0.0,0.0,4.0,0.2818424999713897,0.0879887517473157,0.933985948562622,0.8680756986141205,-2.186450804128591,-1,2.186450804128591,1,2.186450804128591,1,-2.186450804128591,1
2022-12-13,575.8200073242188,581.8400268554688,565.030029296875,571.0399780273438,571.0399780273438,4041400.0,2.588788426445856,1.722366237035317,2.515982730047887,2.05040877425847,2.475815733940945,544.393994140625,542.1010009765625,514.5699981689453,485.5489985148112,502.1892996215821,551.5154478073191,542.4746243452387,519.4445631197808,506.6223606458167,507.4095635347457,539.7524874094493,523.0893840625195,16.6631033469298,15.37360174949734,0.5954091735937431,0.5954091735937431,0.5954091735937431,-0.5954091735937431,-0.5954091735937431,0.5954091735937431,0.5954091735937431,0.5954091735937431,0.5954091735937431,17.9200439453125,12.28149566650391,581.8400268554688,529.9893057250977,532.4330047607422,534.8767037963867,1.0,1.004229826471325,1.0166658919262677,1.2270639696993064,0.0,1.0,2.0,0.062899172,0.0274176933333333,0.993417501,0.5967937855413997,-2.588788426445856,1,2.588788426445856,1,2.588788426445856,1,2.588788426445856,1
2022-12-14,568.5499877929688,585.6500244140625,567.72998046875,574.4400024414062,574.4400024414062,3521800.0,0.5954091735937431,0.8414750441615274,1.885772088502937,2.014508707203203,2.462263073619407,555.5819946289063,544.4419982910156,518.1213317871094,486.9053319295247,502.8025997924805,559.1569660186815,548.2865112718146,522.9926559792406,508.8458898850163,508.73689895864,545.0890281835965,526.8931335720666,18.19589461152987,15.93806032190384,-2.861918106596895,-2.861918106596895,-2.861918106596895,2.861918106596895,2.861918106596895,-2.861918106596895,-2.861918106596895,-2.861918106596895,-2.861918106596895,8.78997802734375,12.30799560546875,585.6500244140625,554.8207363891602,557.2770355224609,559.7333346557617,0.0,1.0204613096948045,1.0198262304896972,0.9360952780993465,0.0,1.0,1.0,0.006169022,0.005192318,0.9826666116714478,0.5333120378357239,0.5954091735937431,1,0.5954091735937431,-1,0.5954091735937431,-1,0.5954091735937431,-1
2022-12-15,563.780029296875,566.489990234375,557.7000122070312,558.0,558.0,3687600.0,-2.861918106596895,2.316707222840454,2.156041483087197,2.050063906133185,2.474782132151152,560.9659912109375,545.1669982910156,521.5203318277995,488.1696650187175,503.2716998291016,558.771310679121,550.0526001314846,525.2511943031606,510.4575000527207,509.712405909954,547.0753315399662,529.1973459000617,17.87798563990452,16.32604538550398,-0.3745567841341846,-0.3745567841341846,-0.3745567841341846,0.3745567841341846,0.3745567841341846,-0.3745567841341846,-0.3745567841341846,-0.3745567841341846,-0.3745567841341846,8.92999267578125,12.27449645996094,566.489990234375,558.5724340820312,561.034033203125,563.4956323242187,0.0,1.0289800977855381,1.0158506850900302,1.0516947674835688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.861918106596895,1,2.861918106596895,-1,2.861918106596895,-1,2.861918106596895,-1
