Date_NVDA_L01d,Open_NVDA_L01d,High_NVDA_L01d,Low_NVDA_L01d,Close_NVDA_L01d,Adj Close_NVDA_L01d,Volume_NVDA_L01d,Daily_Return_NVDA_L01d,Vol5_NVDA_L01d,Vol10_NVDA_L01d,Vol20_NVDA_L01d,Vol60_NVDA_L01d,SMA5_NVDA_L01d,SMA10_NVDA_L01d,SMA30_NVDA_L01d,SMA60_NVDA_L01d,SMA100_NVDA_L01d,EMA5_NVDA_L01d,EMA10_NVDA_L01d,EMA30_NVDA_L01d,EMA60_NVDA_L01d,EMA100_NVDA_L01d,Short12_NVDA_L01d,Long26_NVDA_L01d,MACD_NVDA_L01d,SIGNAL9_NVDA_L01d,Ret5/10_NVDA_L01d,Ret10/30_NVDA_L01d,Ret30/60_NVDA_L01d,Ret30/100_NVDA_L01d,Emaret5/10_NVDA_L01d,Emaret10/30_NVDA_L01d,Emaret30/60_NVDA_L01d,Emaret30/100_NVDA_L01d,RetMACD_NVDA_L01d,DayRange_NVDA_L01d,average20r_NVDA_L01d,PRVHI_NVDA_L01d,HitLevel_NVDA_L01d,hitlevel_2_NVDA_L01d,hitlevel_1.8_NVDA_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,166.5899963378906,169.3300018310547,164.4499969482422,168.7599945068359,168.7599945068359,37138900.0,-1.511532830127251,4.382383534190446,3.503913095760422,4.587259898633614,3.863760617935434,164.8,161.9529998779297,149.1083335876465,137.5619997660319,150.7553994750976,166.4481933677042,163.1034551208111,152.2827854632062,148.5248468827491,153.5506820624691,161.8279395034813,153.8726687230288,7.95527078045248,7.501885288984568,-1.576196071286649,-1.576196071286649,-1.576196071286649,1.576196071286649,1.576196071286649,-1.576196071286649,-1.576196071286649,-1.576196071286649,-1.576196071286649,5.229995727539091,6.599499511718763,169.3300018310547,158.1211953735352,159.4419952392578,160.7627951049805,0.0,1.0175791749718512,1.0205068509702362,0.763835747960153,0.0,0.0,2.0,0.002898751,0.0026885585,0.994731069,0.9828383328474732,,1,,1,,-1,,1
2022-12-05,166.7899932861328,169.9499969482422,164.7200012207031,166.1000061035156,166.1000061035156,35225500.0,-1.576196071286649,4.176592177696064,3.493570366408533,4.515595546834448,3.858298265559463,166.3660003662109,163.1540008544922,150.48966700236,137.9324999491374,150.8791995239258,166.332130946308,163.6482825722119,153.1742190529036,149.1010816112989,153.7991835286284,162.4851805188711,154.7783974178797,7.706783100991458,7.542864851385946,-3.750759035159502,-3.750759035159502,-3.750759035159502,3.750759035159502,3.750759035159502,-3.750759035159502,-3.750759035159502,-3.750759035159502,-3.750759035159502,7.539993286132898,6.747499084472674,169.9499969482422,154.8111029052734,156.1310028076172,157.4509027099609,0.0,1.0196869184629023,1.016400101069877,0.7736676879437571,0.0,5.0,1.0,0.0272674690932035,0.0126812428378219,0.5228643417358398,0.178596358621638,-1.576196071286649,-1,-1.576196071286649,1,1.576196071286649,1,-1.576196071286649,1
2022-12-06,165.3000030517578,165.7299957275391,158.1900024414062,159.8699951171875,159.8699951171875,35269400.0,-3.750759035159502,4.648578934466727,3.766081425186596,4.633111902310202,3.89306584136773,167.0619995117187,163.8240005493164,151.6190002441406,138.1794998168945,150.9016995239258,164.1780856699345,162.9613212167529,153.6062046054381,149.4541607426395,153.919397619491,162.0828443032275,155.1555528030136,6.927291500213869,7.419750181151531,0.8319271105749223,0.8319271105749223,0.8319271105749223,-0.8319271105749223,-0.8319271105749223,0.8319271105749223,0.8319271105749223,0.8319271105749223,-0.8319271105749223,5.190002441406278,6.669499206542987,165.7299957275391,155.1054989624023,156.4549987792968,157.8044985961914,1.0,1.0197651073807563,1.0074665843655206,0.8128621765661909,0.0,0.0,3.0,0.00702962,0.0040355576666666,0.9961963891983032,0.9751549363136292,3.750759035159502,1,-3.750759035159502,-1,-3.750759035159502,1,-3.750759035159502,1
2022-12-07,157.7200012207031,161.8600006103516,156.6699981689453,161.1999969482422,161.1999969482422,37238800.0,0.8319271105749223,2.035866694596927,3.471962029930679,4.620895057920166,3.678919165078524,165.4559997558594,163.9059997558593,152.5720001220703,138.6776664733887,150.9035995483399,163.1853894293704,162.64108044066,154.0961266920706,149.8392701264297,154.0635679032286,161.9470216332298,155.6032894063639,6.343732226865853,7.204546590294395,6.507447699600216,6.507447699600216,6.507447699600216,-6.507447699600216,-6.507447699600216,6.507447699600216,6.507447699600216,6.507447699600216,-6.507447699600216,12.19999694824222,7.053498840332049,161.8600006103516,151.0570974731445,152.3909973144531,153.7248971557617,1.0,1.0094566397954245,1.003346688224375,0.7513613675298191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8319271105749223,-1,-0.8319271105749223,1,0.8319271105749223,1,0.8319271105749223,1
2022-12-08,162.7299957275391,171.7899932861328,159.5899963378906,171.6900024414062,171.6900024414062,51545600.0,6.507447699600216,3.931479353876699,3.942418412168132,4.555103716473218,3.761634838942966,165.5239990234375,164.5559997558594,153.9963333129882,139.3511665344238,150.9212995910644,166.0202604333823,164.2863389862502,155.2312154500923,150.5556875793798,154.4126062109153,163.4459417575646,156.79489777933,6.651043978234583,7.093846067882433,-0.9785123831794642,-0.9785123831794642,-0.9785123831794642,0.9785123831794642,0.9785123831794642,-0.9785123831794642,-0.9785123831794642,-0.9785123831794642,0.9785123831794642,6.080001831054688,6.744499206542983,171.7899932861328,146.3423031616211,147.7530029296875,149.1637026977539,0.0,1.0058824914862676,1.0105542643279501,0.8654947631402218,0.0,0.0,1.0,0.006789484,0.006789484,0.9899861216545104,0.9899861216545104,-6.507447699600216,1,6.507447699600216,1,6.507447699600216,1,6.507447699600216,1
2022-12-09,171.6000061035156,175.8300018310547,169.75,170.0099945068359,170.0099945068359,46533800.0,-0.9785123831794642,3.883788720111142,3.91663890859847,3.363194187109584,3.757351519237414,165.7739990234375,165.2869995117188,155.2713333129883,140.0298332214356,150.8406994628906,167.3501717912002,165.3270036263567,156.1846850666564,151.1935337081488,154.7214653850919,164.4557960266832,157.7737938332193,6.682002193463916,7.01147729299873,3.140998629033525,3.140998629033525,3.140998629033525,-3.140998629033525,-3.140998629033525,3.140998629033525,3.140998629033525,3.140998629033525,-3.140998629033525,7.410003662109403,6.661499786376973,175.8300018310547,156.9520950317383,158.3009948730468,159.6498947143554,1.0,1.0029463872727884,1.0122373727247602,1.1645592525136144,1.0,0.0,0.0,0.9470929503440856,0.9470929503440856,0.051227428,0.051227428,-0.9785123831794642,1,-0.9785123831794642,-1,-0.9785123831794642,-1,-0.9785123831794642,-1
2022-12-12,170.3699951171875,175.3800048828125,167.9700012207031,175.3500061035156,175.3500061035156,45732800.0,3.140998629033525,3.915210581849591,3.816964470437044,3.338740598762856,3.767271283483788,167.6239990234375,166.9949996948242,156.5050003051758,140.7526667277018,150.7891995239258,170.0167832286387,167.1493677131128,157.4211573916151,151.9855491965215,155.1299513399122,166.1318283461959,159.0757354828709,7.056092863325034,7.020400407063992,3.06244364429471,3.06244364429471,3.06244364429471,-3.06244364429471,-3.06244364429471,3.06244364429471,3.06244364429471,3.06244364429471,3.06244364429471,10.78999328613281,6.891999816894549,175.3800048828125,161.1747023010253,162.5070022583007,163.8393022155761,1.0,1.003766575824203,1.0171548092269627,1.1432348089130944,1.0,1.0,0.0,0.9869681000709534,0.5000518946908414,0.033530992,0.0221792513088366,3.140998629033525,1,-3.140998629033525,-1,-3.140998629033525,1,-3.140998629033525,-1
2022-12-13,185.3099975585938,187.8999938964844,177.1100006103516,180.7200012207031,180.7200012207031,65658900.0,3.06244364429471,2.813740735477084,3.771025189120198,3.386799291770331,3.779794673668069,171.7940002441406,169.4279998779297,158.0300003051758,141.5343332926432,150.8644995117187,173.5845225593268,169.6167556235838,158.924308606395,152.9276623776422,155.6366850009179,168.3761626345816,160.679014426414,7.697148208167675,7.155749967284729,-2.202299524488417,-2.202299524488417,-2.202299524488417,2.202299524488417,2.202299524488417,-2.202299524488417,-2.202299524488417,-2.202299524488417,-2.202299524488417,8.320007324218722,7.00000076293947,187.8999938964844,160.2176052856445,161.5960052490234,162.9744052124023,0.0,1.0139646361163182,1.0233925411505238,1.113448086009557,0.0,1.0,4.0,0.202510729432106,0.0445194362750773,0.9902641773223876,0.6573401349861572,3.06244364429471,1,-3.06244364429471,1,3.06244364429471,1,-3.06244364429471,1
2022-12-14,179.8699951171875,182.5200042724609,174.1999969482422,176.7400054931641,176.7400054931641,49688800.0,-2.202299524488417,3.508362905925961,3.095093485407219,3.4161237539702,3.787029649581372,174.902001953125,170.1790008544922,159.4070007324219,142.2840001424154,150.9294995117187,174.6363502039393,170.9118919635075,160.0737084055414,153.7083949388068,156.0545725354179,169.6629076897482,161.8687174683955,7.794190221352721,7.283438018098328,-4.085097316002083,-4.085097316002083,-4.085097316002083,4.085097316002083,4.085097316002083,-4.085097316002083,-4.085097316002083,-4.085097316002083,-4.085097316002083,6.199996948242188,7.065500640869159,182.5200042724609,172.4999922180176,173.8999923706055,175.2999925231934,0.0,1.0277531368436643,1.0217916857489766,0.9060249886468893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.202299524488417,-1,-2.202299524488417,1,-2.202299524488417,1,-2.202299524488417,1
2022-12-15,171.4600067138672,173.1999969482422,167.0,169.5200042724609,169.5200042724609,47854200.0,-4.085097316002083,3.221579427034306,3.392554317529322,3.383510725390855,3.8341673304103,174.4680023193359,169.9960006713867,160.6513341267904,142.8991668701172,150.9713995361328,172.9309015601132,170.6588214742262,160.6831468485684,154.2268083595823,156.3212147480326,169.6409225486271,162.4354794538818,7.205443094745277,7.267839033427718,-2.247520919401409,-2.247520919401409,-2.247520919401409,2.247520919401409,2.247520919401409,-2.247520919401409,-2.247520919401409,-2.247520919401409,2.247520919401409,6.309997558593807,7.015500640869159,173.1999969482422,166.9759028625488,168.3890029907226,169.8021031188964,0.0,1.0263065109195944,1.0133135812509413,1.0026728427578495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.085097316002083,1,-4.085097316002083,1,-4.085097316002083,1,-4.085097316002083,1
