Date_ADBE_L01d,Open_ADBE_L01d,High_ADBE_L01d,Low_ADBE_L01d,Close_ADBE_L01d,Adj Close_ADBE_L01d,Volume_ADBE_L01d,Daily_Return_ADBE_L01d,Vol5_ADBE_L01d,Vol10_ADBE_L01d,Vol20_ADBE_L01d,Vol60_ADBE_L01d,SMA5_ADBE_L01d,SMA10_ADBE_L01d,SMA30_ADBE_L01d,SMA60_ADBE_L01d,SMA100_ADBE_L01d,EMA5_ADBE_L01d,EMA10_ADBE_L01d,EMA30_ADBE_L01d,EMA60_ADBE_L01d,EMA100_ADBE_L01d,Short12_ADBE_L01d,Long26_ADBE_L01d,MACD_ADBE_L01d,SIGNAL9_ADBE_L01d,Ret5/10_ADBE_L01d,Ret10/30_ADBE_L01d,Ret30/60_ADBE_L01d,Ret30/100_ADBE_L01d,Emaret5/10_ADBE_L01d,Emaret10/30_ADBE_L01d,Emaret30/60_ADBE_L01d,Emaret30/100_ADBE_L01d,RetMACD_ADBE_L01d,DayRange_ADBE_L01d,average20r_ADBE_L01d,PRVHI_ADBE_L01d,HitLevel_ADBE_L01d,hitlevel_2_ADBE_L01d,hitlevel_1.8_ADBE_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,337.2000122070312,343.5299987792969,334.2200012207031,341.5299987792969,341.5299987792969,2741800.0,-0.7497563808355525,2.889152976966753,2.526742058126228,3.182906589392474,3.489033214629894,337.2639953613281,333.9629943847656,323.0829976399739,312.6571645100911,349.6164984130859,339.1791731749083,335.7063863755945,326.1526609959901,329.791618687246,345.2140865484381,334.4078417144322,327.1543778471175,7.253463867314679,6.382296778772007,-2.178433071179238,-2.178433071179238,-2.178433071179238,2.178433071179238,-2.178433071179238,-2.178433071179238,-2.178433071179238,2.178433071179238,-2.178433071179238,9.680023193359377,10.40049896240233,343.5299987792969,327.4479183959961,329.5590179443359,331.6701174926758,0.0,1.0098843315938153,1.010344714727674,0.7938473804248559,0.0,1.0,1.0,0.007948799,0.0049589859999999,0.9960489869117736,0.4991482494558867,,-1,,-1,,1,,-1
2022-12-05,337.7999877929688,340.510009765625,330.8299865722656,334.0899963378906,334.0899963378906,2542300.0,-2.178433071179238,3.002624845819959,2.538132386192241,3.252340159628397,3.475727811190282,338.2879943847656,334.2859954833984,324.0069976806641,311.645664469401,349.2277984619141,337.4827808959025,335.4124972778302,326.6647471470805,329.9325491020212,344.9938075343679,334.3589424257335,327.6681273649526,6.690815060780949,6.444000435173796,-0.8800031349734884,-0.8800031349734884,-0.8800031349734884,0.8800031349734884,-0.8800031349734884,-0.8800031349734884,-0.8800031349734884,0.8800031349734884,-0.8800031349734884,6.82000732421875,10.10200042724609,340.510009765625,320.6489010620118,322.7290008544922,324.8091006469727,0.0,1.011971781514748,1.0061723508660962,0.7804018834494362,0.0,1.0,0.0,0.085364476,0.085364476,0.1003995239734649,0.1003995239734649,2.178433071179238,-1,2.178433071179238,-1,-2.178433071179238,1,2.178433071179238,-1
2022-12-06,334.0899963378906,334.2200012207031,327.3999938964844,331.1499938964844,331.1499938964844,2182200.0,-0.8800031349734884,3.022115096500042,2.353752449852942,3.131667511091065,3.47581043328107,339.1619934082031,335.2519958496094,324.5046641031901,310.5588312784831,348.7406985473633,335.3718518960965,334.6374966630401,326.9541179051066,329.9724653247905,344.7196726108455,333.8652580366182,327.9260434043253,5.939214632292931,6.343043274597623,-1.349841855078058,-1.349841855078058,-1.349841855078058,1.349841855078058,-1.349841855078058,-1.349841855078058,-1.349841855078058,1.349841855078058,1.349841855078058,5.510009765625,9.771000671386712,334.2200012207031,318.2856088256836,320.3060089111328,322.326408996582,0.0,1.0116628613908318,1.0021944798188465,0.7515971735559184,0.0,0.0,1.0,0.008430297,0.008430297,0.6796566843986511,0.6796566843986511,0.8800031349734884,1,0.8800031349734884,-1,-0.8800031349734884,1,0.8800031349734884,-1
2022-12-07,327.5299987792969,331.0,325.489990234375,326.6799926757812,326.6799926757812,2055900.0,-1.349841855078058,0.7310680602528941,2.212831671275072,3.158803448714459,3.362266007489346,335.5119934082031,334.8319946289063,324.6009969075521,309.8636642456055,348.2551983642578,332.4745654893247,333.1906777562657,326.9364324064404,329.8645154018722,344.3624512259927,332.7598325964894,327.8337433503591,4.926089246130346,6.059652468904168,1.806046904849779,1.806046904849779,1.806046904849779,-1.806046904849779,1.806046904849779,-1.806046904849779,1.806046904849779,-1.806046904849779,-1.806046904849779,11.85000610351557,10.06650085449218,331.0,312.7237997436524,314.6779998779297,316.632200012207,1.0,1.0020308655988819,0.9978507433888505,0.7005284460404239,1.0,0.0,0.0,0.8890256881713867,0.8890256881713867,0.042548109,0.042548109,-1.349841855078058,1,1.349841855078058,1,-1.349841855078058,-1,1.349841855078058,-1
2022-12-08,325.7099914550781,336.2000122070312,324.3500061035156,332.5799865722656,332.5799865722656,2065800.0,1.806046904849779,1.493220107693539,2.240952745402125,3.15146657805422,3.36930771170651,333.2059936523438,334.5119934082031,325.0043294270833,309.2146642049154,347.7026983642578,332.5097058503051,333.0796429955384,327.3005326752034,329.9535472435244,344.1291350942357,332.7321639773781,328.1853169223522,4.546847055025864,5.757091386128508,0.5833098809770361,-0.5833098809770361,-0.5833098809770361,0.5833098809770361,-0.5833098809770361,0.5833098809770361,-0.5833098809770361,0.5833098809770361,0.5833098809770361,6.190002441406193,9.751000976562487,336.2000122070312,308.8536981201172,310.8669982910156,312.8802984619141,0.0,0.9960958058856035,0.9982888862852513,0.7110825039387646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.806046904849779,1,1.806046904849779,-1,-1.806046904849779,1,-1.806046904849779,-1
2022-12-09,331.5,334.6900024414062,328.5,330.6400146484375,330.6400146484375,1969200.0,-0.5833098809770361,1.492863916815229,2.243998711882342,2.147648005384037,2.563848611380288,331.0279968261719,334.14599609375,325.4039967854818,309.5731643676758,346.9941986083984,331.8864754496826,332.6360742051564,327.5159831250895,329.9760543715543,343.8620237982793,332.4102948498488,328.3671463835437,4.04314846630507,5.41430280216382,-2.277400933248615,2.277400933248615,2.277400933248615,-2.277400933248615,2.277400933248615,-2.277400933248615,2.277400933248615,-2.277400933248615,-2.277400933248615,5.6199951171875,9.391000366210925,334.6900024414062,314.7478100585937,316.6980102539062,318.6482104492187,1.0,0.9906687516713404,0.9977464898920992,1.044863360409508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5833098809770361,1,0.5833098809770361,-1,-0.5833098809770361,1,0.5833098809770361,1
2022-12-12,334.760009765625,338.2699890136719,332.6499938964844,338.1700134277344,338.1700134277344,2914700.0,2.277400933248615,1.663006355773401,2.288760915557233,2.068675681369056,2.542091048455669,331.8440002441406,335.0659973144531,325.8203308105469,310.2176645914714,346.2867987060547,333.9809881090332,333.6422449728979,328.2033399188085,330.2447087668389,343.7493107216349,333.2964054002928,329.0932846831134,4.203120717179331,5.172066385166923,-1.268586171748342,1.268586171748342,1.268586171748342,-1.268586171748342,1.268586171748342,1.268586171748342,1.268586171748342,-1.268586171748342,-1.268586171748342,16.8800048828125,9.701000976562485,338.2699890136719,314.0298016357422,315.9080017089843,317.7862017822266,1.0,0.9903839927174445,1.0010152885050956,1.1063894336702038,1.0,2.0,2.0,0.9100627303123474,0.2083278506233246,0.9970456957817078,0.3937226955003723,2.277400933248615,-1,-2.277400933248615,-1,2.277400933248615,1,2.277400933248615,-1
2022-12-13,353.6300048828125,355.6700134277344,338.7900085449219,342.4599914550781,342.4599914550781,3428000.0,1.268586171748342,1.571801797220862,2.279863696998387,2.087874211579353,2.538964012157386,334.1059997558594,336.6339965820313,326.6189971923828,310.9909978230795,345.6923986816406,336.8073225577149,335.2454716060215,329.1231238888905,330.6452098385844,343.7237796470496,334.7061878702597,330.0834111106664,4.622776759593364,5.062208460052211,0.7416860628161668,-0.7416860628161668,-0.7416860628161668,0.7416860628161668,-0.7416860628161668,-0.7416860628161668,-0.7416860628161668,0.7416860628161668,0.7416860628161668,10.95001220703119,9.828001403808576,355.6700134277344,316.9277868652344,318.8679870605469,320.8081872558594,0.0,0.992490369802695,1.0046588278857613,1.0919545269318718,0.0,0.0,1.0,0.0016709,0.0016709,0.9957404136657716,0.9957404136657716,-1.268586171748342,1,-1.268586171748342,1,1.268586171748342,1,-1.268586171748342,1
2022-12-14,343.8900146484375,345.9500122070312,335.0,339.9200134277344,339.9200134277344,3236500.0,-0.7416860628161668,1.387859216956335,1.442273607876055,2.060114134138939,2.529479578321478,336.75400390625,336.1329986572266,327.4156646728516,311.8053314208984,345.1719989013672,337.8448861810547,336.0953883008784,329.8196974075256,330.9493017595402,343.6484575436968,335.5083148791019,330.8120483193381,4.696266559763842,4.989020079994538,-3.297841118448725,-3.297841118448725,-3.297841118448725,3.297841118448725,-3.297841118448725,-3.297841118448725,-3.297841118448725,3.297841118448725,3.297841118448725,9.910003662109377,9.908502197265609,345.9500122070312,334.0484103393555,336.0140106201172,337.9796109008789,0.0,1.0018474986136563,1.0052053611595826,0.7000940307022739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7416860628161668,1,-0.7416860628161668,-1,-0.7416860628161668,1,-0.7416860628161668,-1
2022-12-15,332.760009765625,334.5,324.5899963378906,328.7099914550781,328.7099914550781,5498700.0,-3.297841118448725,2.140680347189965,1.756464240589996,2.134137417412977,2.559848320864406,335.9800048828125,334.5929992675781,328.3319976806641,312.5121648152669,344.6664987182617,334.7999212723959,334.7525888743692,329.7481034751096,330.8758817495578,343.3526463340212,334.4624189677137,330.656340403467,3.806078564246718,4.752431776844975,2.99048320567619,2.99048320567619,2.99048320567619,-2.99048320567619,2.99048320567619,2.99048320567619,2.99048320567619,-2.99048320567619,-2.99048320567619,17.23001098632812,10.24400329589842,334.5,324.1513073730468,326.1330078125,328.1147082519531,1.0,1.0041453515712242,1.0001413951664597,0.8230324000031825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.297841118448725,1,3.297841118448725,1,-3.297841118448725,1,3.297841118448725,1
