Date_ADBE_L01d,Open_ADBE_L01d,High_ADBE_L01d,Low_ADBE_L01d,Close_ADBE_L01d,Adj Close_ADBE_L01d,Volume_ADBE_L01d,Daily_Return_ADBE_L01d,Vol5_ADBE_L01d,Vol10_ADBE_L01d,Vol20_ADBE_L01d,Vol60_ADBE_L01d,SMA5_ADBE_L01d,SMA10_ADBE_L01d,SMA30_ADBE_L01d,SMA60_ADBE_L01d,SMA100_ADBE_L01d,EMA5_ADBE_L01d,EMA10_ADBE_L01d,EMA30_ADBE_L01d,EMA60_ADBE_L01d,EMA100_ADBE_L01d,Short12_ADBE_L01d,Long26_ADBE_L01d,MACD_ADBE_L01d,SIGNAL9_ADBE_L01d,Ret5/10_ADBE_L01d,Ret10/30_ADBE_L01d,Ret30/60_ADBE_L01d,Ret30/100_ADBE_L01d,Emaret5/10_ADBE_L01d,Emaret10/30_ADBE_L01d,Emaret30/60_ADBE_L01d,Emaret30/100_ADBE_L01d,RetMACD_ADBE_L01d,DayRange_ADBE_L01d,average20r_ADBE_L01d,PRVHI_ADBE_L01d,HitLevel_ADBE_L01d,hitlevel_2_ADBE_L01d,hitlevel_1.8_ADBE_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-16,345.0,354.4700012207031,337.239990234375,338.5400085449219,338.5400085449219,11940700.0,2.99048320567619,2.545474658553449,2.056464016931916,2.24468497230575,2.583968480679323,337.5600036621094,334.2940002441406,330.0856648763021,313.3701649983724,344.124098815918,336.0466170299046,335.4412106326515,330.315323157033,331.1271645953074,343.2573465758212,335.0897404411303,331.2403158213525,3.849424619777835,4.571830345431547,-2.888875327123748,-2.888875327123748,-2.888875327123748,2.888875327123748,-2.888875327123748,-2.888875327123748,-2.888875327123748,2.888875327123748,2.888875327123748,14.44000244140619,10.18800354003904,354.4700012207031,311.9631927490234,314.0119934082032,316.0607940673829,0.0,1.0097698535288806,1.0018048062613156,0.9161481643544427,1.0,1.0,1.0,0.9707132577896118,0.3276071195965372,0.9941284656524658,0.3551263398841552,2.99048320567619,-1,2.99048320567619,1,2.99048320567619,-1,2.99048320567619,-1
2022-12-19,338.0,340.739990234375,326.2999877929688,328.760009765625,328.760009765625,4086300.0,-2.888875327123748,2.687874984059952,2.147689033365426,2.29237761097847,2.612542191634053,335.6780029296875,333.7610015869141,331.5193318684896,314.1068318684896,343.3766989135742,333.6177479418114,334.2264468386467,330.2149803575874,331.0495529615474,342.9702705993816,334.1159357218219,331.0565894468542,3.059346274967709,4.269333531338779,2.877476327434778,2.877476327434778,2.877476327434778,-2.877476327434778,2.877476327434778,-2.877476327434778,2.877476327434778,-2.877476327434778,-2.877476327434778,16.98001098632812,10.55450439453123,340.739990234375,332.0563934326172,334.0939941406251,336.1315948486329,1.0,1.0057436349173772,0.9981787829700706,0.9368827470133572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.888875327123748,1,-2.888875327123748,-1,2.888875327123748,1,2.888875327123748,-1
2022-12-20,327.0,342.5,325.5199890136719,338.2200012207031,338.2200012207031,3873600.0,2.877476327434778,3.031889133510119,2.325178270328461,2.277528920791466,2.604726338328174,334.8300048828125,334.4680023193359,332.8086649576823,315.12783203125,342.6576989746094,335.1518323681087,334.9525476353842,330.7314333164981,331.284649625782,342.8762058592098,334.7473304139575,331.5872125412133,3.160117872744138,4.047490399619851,0.9343041957022928,0.9343041957022928,0.9343041957022928,-0.9343041957022928,0.9343041957022928,0.9343041957022928,0.9343041957022928,-0.9343041957022928,-0.9343041957022928,8.850006103515682,10.43000488281248,342.5,317.5200805664063,319.6309814453126,321.7418823242188,1.0,1.0010823234538622,1.0005949640751546,1.0209215123909103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.877476327434778,1,-2.877476327434778,1,2.877476327434778,1,-2.877476327434778,-1
2022-12-21,340.2900085449219,345.2900085449219,336.4400024414062,341.3800048828125,341.3800048828125,2583000.0,0.9343041957022928,3.051285022539694,2.263473263116381,2.198160278995416,2.605678386960198,335.1220031738281,335.9380035400391,334.1156646728516,316.1913319905599,341.9605990600586,337.22788987301,336.1211762258256,331.4184379336797,331.6156448801108,342.8465781171029,335.7677418707044,332.312604566517,3.45513730418736,3.929019780533353,1.423638115773345,-1.423638115773345,-1.423638115773345,1.423638115773345,-1.423638115773345,-1.423638115773345,-1.423638115773345,1.423638115773345,1.423638115773345,8.940002441406307,10.33150482177733,345.2900085449219,319.5539892578125,321.639990234375,323.7259912109375,0.0,0.9975709792949526,1.003292603160596,1.0297125667973646,1.0,0.0,2.0,0.9940593242645264,0.4793534775575002,0.8438997268676758,0.4877832452664896,0.9343041957022928,1,0.9343041957022928,1,0.9343041957022928,1,-0.9343041957022928,1
2022-12-22,336.010009765625,339.8800048828125,330.9400024414062,336.5199890136719,336.5199890136719,2319300.0,-1.423638115773345,2.609040005039636,2.281093113117822,2.20356488019278,2.612541182386808,336.6840026855469,336.3320037841797,335.370664469401,317.1099985758464,341.2261990356445,336.9919229198973,336.1936876417976,331.7475702614212,331.7764430484243,342.7212991249557,335.8834722003917,332.6242626737136,3.259209526678035,3.79505772976229,0.5735240866422668,0.5735240866422668,0.5735240866422668,-0.5735240866422668,0.5735240866422668,0.5735240866422668,0.5735240866422668,-0.5735240866422668,-0.5735240866422668,5.6300048828125,10.43800506591795,339.8800048828125,322.5606979370118,324.6269989013672,326.6932998657227,1.0,1.001046581643753,1.002374331545898,1.0351830951844991,0.0,1.0,0.0,0.009272139,0.009272139,0.1920782625675201,0.1920782625675201,-1.423638115773345,1,-1.423638115773345,1,-1.423638115773345,1,-1.423638115773345,1
2022-12-23,335.0,338.9200134277344,333.2900085449219,338.4500122070312,338.4500122070312,1629800.0,0.5735240866422668,2.227835869883882,2.26956743004423,2.203739173639567,2.605738078534243,336.6660034179687,337.1130035400391,335.6539978027344,318.1133321126302,340.3652990722656,337.4779526822753,336.6039284718401,332.1799858708154,331.9952485946081,342.6367191859869,336.2783245091055,333.0557996761816,3.222524832923853,3.680551150394602,0.9927657698192764,-0.9927657698192764,-0.9927657698192764,0.9927657698192764,-0.9927657698192764,-0.9927657698192764,-0.9927657698192764,-0.9927657698192764,0.9927657698192764,5.70001220703125,10.21700592041015,338.9200134277344,316.916393737793,319.0039947509766,321.0915957641602,0.0,0.9986740347676405,1.002596595394484,1.0298711649691035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5735240866422668,1,0.5735240866422668,1,0.5735240866422668,1,0.5735240866422668,1
2022-12-27,338.0,338.1600036621094,332.4599914550781,335.0899963378906,335.0899963378906,1464300.0,-0.9927657698192764,1.711632230436801,2.179927333608677,2.183630540096194,2.60479319070696,337.9320007324219,336.8050018310547,335.4519978841146,319.1114985148112,339.4102990722656,336.6819672341471,336.3286680838493,332.3677284815944,332.0967157337321,342.4872791295889,336.095504790457,333.2064809103823,2.889023880074717,3.522245696330625,-2.017371404549031,-2.017371404549031,-2.017371404549031,2.017371404549031,-2.017371404549031,-2.017371404549031,-2.017371404549031,-2.017371404549031,2.017371404549031,11.30999755859381,10.481005859375,338.1600036621094,316.4426004028321,318.4860015869141,320.5294027709961,0.0,1.0033461465692024,1.0010504580305646,0.9983041057452173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9927657698192764,1,-0.9927657698192764,-1,-0.9927657698192764,1,-0.9927657698192764,1
2022-12-28,335.0599975585938,338.5,327.1900024414062,328.3299865722656,328.3299865722656,1672100.0,-2.017371404549031,1.281770042936532,2.203259080266717,2.229488055716855,2.586252084663768,335.9539978027344,335.3920013427734,335.0506642659505,319.8296651204427,338.3592990112305,333.8979736801866,334.8743623544704,332.1072290035732,331.9732164169628,342.2069367027112,334.900809679966,332.8452591075588,2.055550572407185,3.228906671545938,2.817287600370936,2.817287600370936,2.817287600370936,-2.817287600370936,2.817287600370936,-2.817287600370936,2.817287600370936,2.817287600370936,-2.817287600370936,9.739990234375,10.03550567626953,338.5,315.1017907714844,317.1979919433594,319.2941931152344,1.0,1.0016756406166842,0.9970843134499193,0.9882354267909703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.017371404549031,1,2.017371404549031,1,-2.017371404549031,1,-2.017371404549031,-1
2022-12-29,330.75,339.5,329.760009765625,337.5799865722656,337.5799865722656,1793100.0,2.817287600370936,1.944903688359157,2.418609068109947,1.938701549101834,2.575127736900483,335.193994140625,335.1579986572266,334.7713307698568,320.5398315429687,337.3916989135742,335.1253113108796,335.3662940304332,332.4603101370373,332.1570449466448,342.1153139278509,335.3129907403198,333.1959796605,2.117011079819804,3.006527553200711,-0.3110337800620712,-0.3110337800620712,-0.3110337800620712,0.3110337800620712,-0.3110337800620712,0.3110337800620712,-0.3110337800620712,-0.3110337800620712,0.3110337800620712,5.0,9.82700500488281,339.5,316.421887512207,318.4289886474609,320.4360897827149,0.0,1.00010739855096,0.9992814342888862,1.2475406899171488,0.0,1.0,1.0,0.017030568793416,0.0137541014701127,0.97689873,0.5350382215,2.817287600370936,-1,2.817287600370936,1,2.817287600370936,1,-2.817287600370936,1
2022-12-30,333.0,336.6400146484375,331.6400146484375,336.5299987792969,336.5299987792969,1740900.0,-0.3110337800620712,1.83147362831085,2.14038508013537,1.939065173100648,2.575088973924987,335.19599609375,335.9399993896484,334.7086639404297,321.1923314412435,336.491298828125,335.5935404670187,335.5778767120447,332.7228706946024,332.3004204821416,342.0047136278795,335.5002227463163,333.4429440396702,2.057278706646116,2.816677783889793,-0.1158929812653283,0.1158929812653283,0.1158929812653283,-0.1158929812653283,0.1158929812653283,0.1158929812653283,0.1158929812653283,0.1158929812653283,-0.1158929812653283,13.89999389648443,10.05650482177734,336.6400146484375,317.8805889892578,319.8459899902344,321.8113909912109,1.0,0.9977853089919327,1.0000466769595406,1.103823177182231,1.0,0.0,0.0,0.7494639754295349,0.7494639754295349,0.1341819167137146,0.1341819167137146,0.3110337800620712,1,-0.3110337800620712,1,-0.3110337800620712,1,-0.3110337800620712,1
2023-01-03,340.1600036621094,345.8200073242188,331.9200134277344,336.9200134277344,336.9200134277344,2229100.0,0.1158929812653283,1.80779883908518,1.91330979038032,1.933297684373062,2.575097063084616,334.8899963378906,335.7779998779297,334.6783315022786,321.8341649373372,335.4764990234375,336.0356981205906,335.8219015694428,332.99365409674,332.4518825459315,341.9040264952034,335.7186520819191,333.7005047350823,2.018147346836713,2.656971696479177,-1.332657620630795,1.332657620630795,1.332657620630795,-1.332657620630795,-1.332657620630795,1.332657620630795,1.332657620630795,1.332657620630795,-1.332657620630795,8.899993896484375,10.01750335693359,345.8200073242188,314.5157040405273,316.5270050048828,318.5383059692383,1.0,0.9973553849854311,1.0006366367117472,0.9896612435041405,0.0,1.0,0.0,0.001721556,0.001721556,0.00818185,0.00818185,0.1158929812653283,-1,0.1158929812653283,1,0.1158929812653283,1,0.1158929812653283,1
2023-01-04,342.8900146484375,345.6300048828125,336.7300109863281,341.4100036621094,341.4100036621094,2186800.0,1.332657620630795,1.812616685677564,1.662032075754207,1.88877040004796,2.538146250739413,336.1539978027344,337.0429992675781,335.0299987792969,322.7114985148112,334.5416989135742,337.8271333010969,336.8379201317458,333.5366443912799,332.7455914349865,341.8942438648451,336.5942446327176,334.2715787296769,2.322665903040615,2.590110537791465,3.798951724197128,-3.798951724197128,-3.798951724197128,3.798951724197128,3.798951724197128,-3.798951724197128,-3.798951724197128,-3.798951724197128,3.798951724197128,9.389984130859432,10.14600219726563,345.6300048828125,323.7814999389649,325.7850006103516,327.7885012817383,0.0,0.9973623500064515,1.0029367630846437,0.8799545332307223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.332657620630795,1,1.332657620630795,1,1.332657620630795,1,1.332657620630795,-1
2023-01-05,337.5299987792969,337.5499877929688,328.1600036621094,328.4400024414062,328.4400024414062,2081600.0,-3.798951724197128,2.462236541366431,1.878886249797662,2.074216410129404,2.58740048505782,336.1760009765625,336.0649993896484,335.2616658528646,323.4234985351562,333.369398803711,334.6980896812,335.3110260062295,333.2078287816107,332.6044245827379,341.6278232425988,335.3397458340543,333.839610115731,1.500135718323293,2.372115573897831,1.312263282960702,1.312263282960702,1.312263282960702,-1.312263282960702,-1.312263282960702,-1.312263282960702,1.312263282960702,1.312263282960702,-1.312263282960702,12.44000244140631,10.49250183105469,337.5499877929688,323.3088000488281,325.3380004882812,327.3672009277344,1.0,1.000330297969487,0.9981720364751199,0.9058294209910546,2.0,0.0,0.0,0.984172821044922,0.7888201177120209,0.4020171463489532,0.2058902366744766,-3.798951724197128,1,-3.798951724197128,1,-3.798951724197128,1,3.798951724197128,1
2023-01-06,332.2799987792969,334.8800048828125,322.4400024414062,332.75,332.75,2216600.0,1.312263282960702,2.10215162655662,1.909512549987382,2.069837384901749,2.589760477958042,335.2100036621094,335.2019989013672,335.3239990234375,324.2221654256185,332.1866989135742,334.0487264541334,334.8453849141878,333.1782914408617,332.6091975472383,341.4520247625474,334.9413233980459,333.7588982553065,1.182425142739419,2.134177487666148,2.773857546604996,-2.773857546604996,2.773857546604996,-2.773857546604996,-2.773857546604996,-2.773857546604996,2.773857546604996,2.773857546604996,-2.773857546604996,11.03997802734375,10.4520004272461,334.8800048828125,314.4664837646485,316.5649841308594,318.6634844970704,1.0,1.000023880408734,0.9976208169622569,0.9225423040071444,0.0,2.0,0.0,0.063104853,0.048088815,0.0256774015724658,0.0182565287686883,1.312263282960702,-1,1.312263282960702,1,1.312263282960702,1,1.312263282960702,1
2023-01-09,338.8999938964844,349.4599914550781,338.4200134277344,341.9800109863281,341.9800109863281,3133800.0,2.773857546604996,2.501760267888348,2.074447242887695,2.122165671828818,2.609455552442816,336.3000061035156,335.7480010986328,335.5306660970052,325.1526657104492,331.1308990478516,336.692487964865,336.1425896545769,333.7461443147628,332.9164373321265,341.4624799352955,336.0241984116278,334.3678695687154,1.65632884291233,2.038607758715385,-0.959120028634674,-0.959120028634674,-0.959120028634674,0.959120028634674,0.959120028634674,-0.959120028634674,-0.959120028634674,-0.959120028634674,0.959120028634674,7.830017089843693,10.53400115966798,349.4599914550781,311.8856039428711,313.9760040283203,316.0664041137695,0.0,1.0016441051117997,1.001635907877229,0.9775142772430199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.773857546604996,1,2.773857546604996,-1,2.773857546604996,1,2.773857546604996,-1
2023-01-10,337.6499938964844,344.6300048828125,336.7999877929688,338.7000122070312,338.7000122070312,1670200.0,-0.959120028634674,2.571815298121622,2.0986625062299,2.130748574775823,2.590762432027246,336.656005859375,335.7730010986328,335.677333577474,325.8853327433268,330.1396990966797,337.3616627122537,336.6075755732049,334.0657486949091,333.106062737861,341.4077776040427,336.435862072459,334.6887690234055,1.747093049053547,1.980304816783017,1.248887013964562,1.248887013964562,1.248887013964562,-1.248887013964562,-1.248887013964562,1.248887013964562,1.248887013964562,1.248887013964562,-1.248887013964562,9.720001220703068,10.73900146484376,344.6300048828125,326.2851889038086,328.3919891357422,330.4987893676758,1.0,1.0026297670088216,1.0022402559947283,0.9849414102978813,0.0,0.0,2.0,0.019003808,0.011753945,0.9936741590499878,0.8780204951763153,-0.959120028634674,1,0.959120028634674,1,-0.959120028634674,-1,0.959120028634674,1
2023-01-11,337.3900146484375,343.1900024414062,333.4700012207031,342.9299926757812,342.9299926757812,2344400.0,1.248887013964562,2.562294565807766,2.097321730034786,2.088493816516151,2.571540849719358,336.9600036621094,336.5570007324219,336.1426666259766,326.8018325805664,329.1786990356445,339.2177727000962,337.7571059554915,334.6376354033525,333.4281588013994,341.4379204767504,337.4349590883547,335.2992300346926,2.135729053662146,2.011389664158843,0.4694882056183552,0.4694882056183552,0.4694882056183552,-0.4694882056183552,-0.4694882056183552,0.4694882056183552,0.4694882056183552,0.4694882056183552,0.4694882056183552,9.070007324218691,10.34850158691406,343.1900024414062,321.0042016601562,323.152001953125,325.2998022460937,1.0,1.001197428455835,1.0043246069996739,1.0042269282527065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.248887013964562,1,1.248887013964562,1,-1.248887013964562,1,1.248887013964562,1
2023-01-12,344.1700134277344,346.4400024414062,337.3699951171875,344.5400085449219,344.5400085449219,2121800.0,0.4694882056183552,1.36206057453608,1.93994370126259,2.072355051700711,2.562965997044605,340.1800048828125,338.1780029296875,336.7346669514974,327.6524993896484,328.3734991455078,340.9918513150382,338.9903609717516,335.2764981866796,333.79248174381,341.4993479632489,338.5280436201343,335.9837321465614,2.544311473572861,2.117974026041647,-0.0464397916471617,-0.0464397916471617,-0.0464397916471617,0.0464397916471617,0.0464397916471617,-0.0464397916471617,-0.0464397916471617,-0.0464397916471617,-0.0464397916471617,9.149993896484377,10.25850067138672,346.4400024414062,320.4232989501953,322.4929992675781,324.5626995849609,0.0,1.0059199650355177,1.0059042691879176,0.936105856798305,0.0,1.0,1.0,0.03206763,0.0272435124626183,0.9529845118522644,0.5779902637004852,0.4694882056183552,-1,0.4694882056183552,1,0.4694882056183552,1,0.4694882056183552,1
