Date_AAPL_L01d,Open_AAPL_L01d,High_AAPL_L01d,Low_AAPL_L01d,Close_AAPL_L01d,Adj Close_AAPL_L01d,Volume_AAPL_L01d,Daily_Return_AAPL_L01d,Vol5_AAPL_L01d,Vol10_AAPL_L01d,Vol20_AAPL_L01d,Vol60_AAPL_L01d,SMA5_AAPL_L01d,SMA10_AAPL_L01d,SMA30_AAPL_L01d,SMA60_AAPL_L01d,SMA100_AAPL_L01d,EMA5_AAPL_L01d,EMA10_AAPL_L01d,EMA30_AAPL_L01d,EMA60_AAPL_L01d,EMA100_AAPL_L01d,Short12_AAPL_L01d,Long26_AAPL_L01d,MACD_AAPL_L01d,SIGNAL9_AAPL_L01d,Ret5/10_AAPL_L01d,Ret10/30_AAPL_L01d,Ret30/60_AAPL_L01d,Ret30/100_AAPL_L01d,Emaret5/10_AAPL_L01d,Emaret10/30_AAPL_L01d,Emaret30/60_AAPL_L01d,Emaret30/100_AAPL_L01d,RetMACD_AAPL_L01d,DayRange_AAPL_L01d,average20r_AAPL_L01d,PRVHI_AAPL_L01d,HitLevel_AAPL_L01d,hitlevel_2_AAPL_L01d,hitlevel_1.8_AAPL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,145.9600067138672,148.0,145.6499938964844,147.8099975585938,147.8099975585938,65447400.0,-0.3371316891853239,2.96367728423837,2.26129034211186,2.742903061780473,2.724196192011657,145.9079986572266,147.8199981689453,147.0373321533203,147.3074984232585,152.9591993713379,147.2642216378576,147.2728706993227,147.081229900108,148.3179199259987,149.9705957105986,147.2435408244821,147.0251979630895,0.2183428613925855,0.2468668075471588,0.7983172283820262,-0.7983172283820262,0.7983172283820262,0.7983172283820262,-0.7983172283820262,0.7983172283820262,-0.7983172283820262,0.7983172283820262,0.7983172283820262,5.149993896484403,3.960499572753911,148.0,140.0715058898926,140.8950057983398,141.7185057067871,0.0,0.9870653528926889,0.9999412718620608,0.8244149688046254,2.0,3.0,2.0,0.9954894185066224,0.3345825830631136,0.8314284682273865,0.2466900581203682,,1,,1,,1,,1
2022-12-05,147.7700042724609,150.9199981689453,145.7700042724609,146.6300048828125,146.6300048828125,68826400.0,-0.7983172283820262,2.656414730843755,2.260088424694042,2.750587296491033,2.71412429450175,146.3899993896485,147.3539993286133,147.015998840332,147.1284985860189,152.940799407959,147.0528160528426,147.1559860054118,147.0521186086696,148.2625784491729,149.9044453971771,147.1491506796098,146.9959244015875,0.1532262780223164,0.2281387016421903,2.536998633858153,-2.536998633858153,2.536998633858153,2.536998633858153,-2.536998633858153,2.536998633858153,-2.536998633858153,2.536998633858153,2.536998633858153,5.3800048828125,4.055500030517581,150.9199981689453,139.2869009399414,140.0790008544922,140.871100769043,0.0,0.9934579316248147,0.9992989075377103,0.8216748574303647,13.0,6.0,7.0,0.9962658286094666,0.4402544343993024,0.9810091257095336,0.3047904775598341,-0.7983172283820262,1,-0.7983172283820262,1,-0.7983172283820262,1,-0.7983172283820262,-1
2022-12-06,147.0700073242188,147.3000030517578,141.9199981689453,142.9100036621094,142.9100036621094,64727200.0,-2.536998633858153,2.759440703437819,2.296873704003291,2.823830053477476,2.682342428105397,146.7380004882813,146.8440002441406,146.7979990641276,146.7864987691243,152.8681994628906,145.6718785892649,146.3839892157204,146.7848853863109,148.0870841938593,149.7659416004431,146.496974215379,146.6932636060706,-0.1962893906916463,0.143253083175423,1.378490777567259,-1.378490777567259,-1.378490777567259,1.378490777567259,-1.378490777567259,1.378490777567259,1.378490777567259,1.378490777567259,1.378490777567259,3.3699951171875,4.027000427246101,147.3000030517578,141.9978981018066,142.8089981079102,143.6200981140137,0.0,0.9992781471787539,0.9951353243597831,0.8133894960055222,6.0,6.0,8.0,0.9965142607688904,0.2955608350528484,0.9943127632141112,0.3695770758166118,-2.536998633858153,1,-2.536998633858153,1,-2.536998633858153,1,2.536998633858153,-1
2022-12-07,142.1900024414062,143.3699951171875,140.0,140.9400024414062,140.9400024414062,69721100.0,-1.378490777567259,1.048325771621075,2.225215426316328,2.844311546886204,2.581963924538938,145.3200012207031,145.9200012207031,146.4179992675781,146.5714988708496,152.8068994140625,144.0945865399786,145.3941734385724,146.407796164059,147.8527536445986,149.5911705279869,145.6420554809216,146.2670961123918,-0.6250406314701422,-0.01040565975369004,-1.213276163940124,-1.213276163940124,-1.213276163940124,-1.213276163940124,1.213276163940124,-1.213276163940124,-1.213276163940124,-1.213276163940124,-1.213276163940124,2.419998168945312,3.950000000000006,143.3699951171875,138.4406021118164,139.2460021972656,140.0514022827148,1.0,0.9958881579291345,0.9910616301337352,0.7823388505919372,0.0,0.0,1.0,0.00555314,0.00555314,0.8903078436851501,0.8903078436851501,-1.378490777567259,1,-1.378490777567259,-1,-1.378490777567259,-1,1.378490777567259,-1
2022-12-08,142.3600006103516,143.5200042724609,141.1000061035156,142.6499938964844,142.6499938964844,62128300.0,1.213276163940124,1.379680754413009,2.270708016999158,2.737049891540748,2.583986360729982,144.1880004882813,145.0779998779297,146.1946655273437,146.3604988098145,152.7233993530273,143.6130556588139,144.8952317036473,146.1653573080864,147.6821713577751,149.4537214857789,145.1817383140851,145.9991626149171,-0.8174243008320161,-0.1718093879693553,0.3434912410375334,0.3434912410375334,0.3434912410375334,0.3434912410375334,-0.3434912410375334,0.3434912410375334,0.3434912410375334,0.3434912410375334,0.3434912410375334,4.670013427734403,3.815000915527351,143.5200042724609,134.6799951171875,135.4699951171875,136.2599951171875,0.0,0.9938653731758277,0.991151012840396,0.8296187891996826,4.0,2.0,2.0,0.7746621370315552,0.3558213684881325,0.9924322366714478,0.3933665696531534,1.213276163940124,1,-1.213276163940124,-1,-1.213276163940124,1,-1.213276163940124,-1
2022-12-09,142.3399963378906,145.5700073242188,140.8999938964844,142.1600036621094,142.1600036621094,76097000.0,-0.3434912410375334,1.379187621374919,2.216026500822078,1.847446897128285,2.573579425020588,143.0580017089844,144.4830001831055,146.1066655476888,146.1903322855632,152.6145994567871,143.1287049932457,144.3979175142767,145.9069473954427,147.5011166792287,149.3092914298647,144.716856059935,145.7147804702647,-0.9979244103297162,-0.3370323924414275,-1.638999557563823,-1.638999557563823,-1.638999557563823,-1.638999557563823,1.638999557563823,-1.638999557563823,-1.638999557563823,-1.638999557563823,-1.638999557563823,3.440002441406193,3.70500106811524,145.5700073242188,135.1270022583007,135.8900024414062,136.6530026245117,1.0,0.9901372585541884,0.9912103128432892,1.199507549725365,2.0,1.0,6.0,0.7706232070922852,0.1833661394824489,0.995149314403534,0.5729895654237933,-0.3434912410375334,1,0.3434912410375334,-1,-0.3434912410375334,1,0.3434912410375334,1
2022-12-12,142.6999969482422,144.5,141.0599975585938,144.4900054931641,144.4900054931641,70462700.0,1.638999557563823,1.747654139970808,2.146586945995107,1.831493134774523,2.579555317453309,142.6300018310547,144.5100006103516,145.7316655476888,146.0868324279785,152.5059994506836,143.5824718265519,144.4146607831653,145.8155317888441,147.4023917223086,149.2138600251775,144.6819559727395,145.6240563978869,-0.9421004251474016,-0.4580459989826223,-0.6782446468834621,-0.6782446468834621,-0.6782446468834621,-0.6782446468834621,0.6782446468834621,-0.6782446468834621,-0.6782446468834621,-0.6782446468834621,-0.6782446468834621,5.729995727539006,3.849000549316405,144.5,137.4190049743653,138.1600051879883,138.9010054016114,1.0,0.9869905281893534,0.9942375036433254,1.172042037853107,1.0,8.0,2.0,0.9323529601097108,0.1266310343461373,0.9855442643165588,0.2329231845681353,1.638999557563823,1,-1.638999557563823,-1,1.638999557563823,-1,1.638999557563823,1
2022-12-13,149.5,149.9700012207031,144.2400054931641,145.4700012207031,145.4700012207031,93886200.0,0.6782446468834621,1.222950864168952,2.012714811212839,1.830806574074295,2.559681827157529,143.1420013427734,144.9400009155274,145.4693323771159,145.9366658528646,152.4197994995117,144.2116482912689,144.6065408627177,145.7932394941253,147.3390346566822,149.1397242072671,144.8031937031954,145.6126449032807,-0.8094512000852774,-0.5283270392031534,1.553581142415134,1.553581142415134,1.553581142415134,1.553581142415134,-1.553581142415134,1.553581142415134,1.553581142415134,1.553581142415134,1.553581142415134,5.5,3.872500610351565,149.9700012207031,136.0321987915039,136.8019989013672,137.5717990112305,0.0,0.9875948698675536,0.9972691928795689,1.0993596154364487,2.0,6.0,1.0,0.9922767281532288,0.3453805886273262,0.9960166811943054,0.2644677189219715,0.6782446468834621,1,-0.6782446468834621,1,-0.6782446468834621,-1,0.6782446468834621,-1
2022-12-14,145.3500061035156,146.6600036621094,141.1600036621094,143.2100067138672,143.2100067138672,82291200.0,-1.553581142415134,1.286112799829946,1.300901468408986,1.833562090266347,2.557597369436091,143.5960021972656,144.4580017089844,145.221332804362,145.708499399821,152.322399597168,143.8777677654684,144.3526255629266,145.6265793147539,147.203656691344,149.022304058883,144.5580880125295,145.4346717040649,-0.8765836915353589,-0.5979783696695945,4.685431463789918,4.685431463789918,4.685431463789918,4.685431463789918,-4.685431463789918,4.685431463789918,4.685431463789918,4.685431463789918,4.685431463789918,5.770004272460909,4.032000732421876,146.6600036621094,141.4504998779296,142.225,142.9995001220703,0.0,0.9940328711354091,0.9967104318635951,0.7094940909364101,0.0,1.0,1.0,0.2094983905553817,0.1070828207776908,0.7598470449447632,0.3864737637341022,-1.553581142415134,-1,-1.553581142415134,1,1.553581142415134,1,1.553581142415134,1
2022-12-15,141.1100006103516,141.8000030517578,136.0299987792969,136.5,136.5,98931900.0,-4.685431463789918,2.449118003855611,1.874539228833658,2.086593976317028,2.613603880726105,142.3660034179688,143.277001953125,144.9369995117187,145.4214993794759,152.1713995361328,141.4185118436456,142.9248754605763,145.0377677460601,146.8527171276934,148.7743376418754,143.3183821644481,144.7728441704304,-1.454462005982379,-0.7692750969321513,1.457879482171495,1.457879482171495,1.457879482171495,1.457879482171495,-1.457879482171495,1.457879482171495,1.457879482171495,1.457879482171495,1.457879482171495,3.919998168945312,3.961500549316407,141.8000030517578,137.7896020507813,138.5960021972656,139.40240234375,0.0,0.993641697392201,0.9894604517787655,0.8983727788490696,0.0,1.0,1.0,0.1560073941946029,0.0934814643114804,0.8758769631385803,0.5699561089277267,4.685431463789918,1,-4.685431463789918,-1,-4.685431463789918,1,-4.685431463789918,1
