Date_TEL_L01d,Open_TEL_L01d,High_TEL_L01d,Low_TEL_L01d,Close_TEL_L01d,Adj Close_TEL_L01d,Volume_TEL_L01d,Daily_Return_TEL_L01d,Vol5_TEL_L01d,Vol10_TEL_L01d,Vol20_TEL_L01d,Vol60_TEL_L01d,SMA5_TEL_L01d,SMA10_TEL_L01d,SMA30_TEL_L01d,SMA60_TEL_L01d,SMA100_TEL_L01d,EMA5_TEL_L01d,EMA10_TEL_L01d,EMA30_TEL_L01d,EMA60_TEL_L01d,EMA100_TEL_L01d,Short12_TEL_L01d,Long26_TEL_L01d,MACD_TEL_L01d,SIGNAL9_TEL_L01d,Ret5/10_TEL_L01d,Ret10/30_TEL_L01d,Ret30/60_TEL_L01d,Ret30/100_TEL_L01d,Emaret5/10_TEL_L01d,Emaret10/30_TEL_L01d,Emaret30/60_TEL_L01d,Emaret30/100_TEL_L01d,RetMACD_TEL_L01d,DayRange_TEL_L01d,average20r_TEL_L01d,PRVHI_TEL_L01d,HitLevel_TEL_L01d,hitlevel_2_TEL_L01d,hitlevel_1.8_TEL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,124.9599990844727,126.2799987792969,123.8899993896484,125.7799987792969,125.7799987792969,1617500.0,-0.8044197538737794,1.635102275479972,1.430262826729782,2.140020357618696,2.338097849141564,125.452001953125,126.0160011291504,121.778000386556,119.2303335825602,122.9390998077393,125.919141730612,125.4789342885116,122.614810003588,121.6022561820364,122.3797467806475,125.1802776209014,123.0310035156476,2.149274105253824,2.221091448808882,1.454922761023206,-1.454922761023206,-1.454922761023206,1.454922761023206,1.454922761023206,-1.454922761023206,-1.454922761023206,-1.454922761023206,1.454922761023206,2.309997558593807,2.55850067138673,126.2799987792969,122.3756986236572,122.8869987487793,123.3982988739014,0.0,0.995524384435534,1.00350821789009,0.6683407574315343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,-1,,-1,,-1
2022-12-05,124.9899978637695,125.4499969482422,123.1399993896484,123.9499969482422,123.9499969482422,1069000.0,-1.454922761023206,1.264390234461844,1.404047656806514,2.082869898830552,2.337514222698561,125.318000793457,125.7720008850098,122.0800003051758,119.1455003102621,123.0543997955322,125.2627601364887,125.2009456811899,122.7009510967916,121.6792312891252,122.4108408433722,124.9910036712616,123.0990771032472,1.891926568014341,2.155258472649974,2.517140132315063,-2.517140132315063,-2.517140132315063,2.517140132315063,2.517140132315063,-2.517140132315063,-2.517140132315063,-2.517140132315063,2.517140132315063,3.739997863769489,2.62400054931642,125.4499969482422,120.6512973022461,121.1629974365234,121.6746975708008,0.0,0.9963902928445268,1.0004937219520385,0.6740928262465317,0.0,0.0,1.0,0.004863039,0.004863039,0.8277342915534973,0.8277342915534973,1.454922761023206,1,1.454922761023206,-1,1.454922761023206,1,1.454922761023206,1
2022-12-06,123.6600036621094,124.0999984741211,120.3600006103516,120.8300018310547,120.8300018310547,1325500.0,-2.517140132315063,1.677489440578734,1.552631027171138,2.177647923232044,2.349469165774433,124.6960006713867,125.3860008239746,122.2583335876465,118.9751669565837,123.1060997772217,123.7851740346774,124.4062286175289,122.5802446925505,121.651387700336,122.379537100554,124.350849541999,122.9309974534552,1.419852088543792,2.008177195828737,-0.6041510522856649,0.6041510522856649,0.6041510522856649,-0.6041510522856649,-0.6041510522856649,-0.6041510522856649,0.6041510522856649,0.6041510522856649,-0.6041510522856649,2.110000610351506,2.61300048828126,124.0999984741211,119.6771957397461,120.2019958496094,120.7267959594726,1.0,0.9944969921039545,0.9950078497696377,0.7129853318376361,0.0,0.0,3.0,0.007008694,0.004845731,0.9554949998855592,0.7852579752604166,-2.517140132315063,1,2.517140132315063,-1,-2.517140132315063,1,-2.517140132315063,1
2022-12-07,120.4100036621094,121.9899978637695,119.879997253418,121.5599975585938,121.5599975585938,1071100.0,0.6041510522856649,1.333755425542074,1.459009398066655,2.179481803069653,2.305804026316337,123.7839996337891,124.8850006103516,122.4013336181641,118.895666885376,123.1709997558594,123.0434485426495,123.8887320613589,122.5144222968113,121.6483913022461,122.3633085947726,123.9214876983982,122.8294419056877,1.092045792710522,1.824950915205094,-0.4689040031852926,0.4689040031852926,0.4689040031852926,-0.4689040031852926,0.4689040031852926,-0.4689040031852926,0.4689040031852926,0.4689040031852926,-0.4689040031852926,1.279998779296903,2.556500625610365,121.9899978637695,118.3513973999023,118.8739974975586,119.3965975952148,1.0,0.9911838814014368,0.993177075068532,0.6694294928325342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6041510522856649,-1,-0.6041510522856649,1,0.6041510522856649,1,0.6041510522856649,1
2022-12-08,122.5400009155273,122.8099975585938,121.5299987792969,122.129997253418,122.129997253418,1484900.0,0.4689040031852926,1.317353416836581,1.453748997351217,2.083119688340715,2.306571175923822,122.8499984741211,124.3720001220703,122.5106669108073,118.8306668599447,123.1921997070312,122.7389647795724,123.5689620962787,122.4896206811086,121.6641816613009,122.3586885682111,123.6458737837858,122.7776311907047,0.8682425930811348,1.633609250780303,0.3275148657003748,-0.3275148657003748,-0.3275148657003748,0.3275148657003748,-0.3275148657003748,0.3275148657003748,-0.3275148657003748,-0.3275148657003748,0.3275148657003748,2.220001220703097,2.47800064086915,122.8099975585938,116.3656964874267,116.8769966125488,117.3882967376708,0.0,0.9877625056567766,0.9932831246404772,0.6978710851267428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4689040031852926,-1,0.4689040031852926,-1,0.4689040031852926,1,0.4689040031852926,-1
2022-12-09,122.5899963378906,123.2200012207031,121.0,121.7300033569336,121.7300033569336,1203900.0,-0.3275148657003748,1.328800246497074,1.414005536020559,1.388540451818354,2.30000703141363,122.0399993896485,123.7460006713867,122.6016670227051,118.7881669362386,123.1873997497559,122.4026443053595,123.2346059618523,122.440613111807,121.6663397496823,122.3462393561066,123.351124487347,122.7000291289439,0.6510953584031398,1.43710647230487,-1.76619883117907,1.76619883117907,1.76619883117907,-1.76619883117907,1.76619883117907,-1.76619883117907,1.76619883117907,1.76619883117907,-1.76619883117907,2.939994812011804,2.43200035095216,123.2200012207031,117.3583961486817,117.8539962768555,118.3495964050293,1.0,0.9862136855132105,0.9932489607931206,1.0183394615323287,0.0,0.0,1.0,0.00458907,0.00458907,0.9763984084129332,0.9763984084129332,0.3275148657003748,1,0.3275148657003748,1,-0.3275148657003748,1,0.3275148657003748,1
2022-12-12,121.5299987792969,124.3099975585938,121.370002746582,123.879997253418,123.879997253418,1597700.0,1.76619883117907,1.592763507869609,1.356771690955665,1.398851167070784,2.305394230461551,122.0259994506836,123.6720001220703,122.6426668802897,118.80733350118,123.1779997253418,122.8950952880457,123.3519498330461,122.5334766048141,121.738918684231,122.3766107996178,123.432489528281,122.7874341752012,0.6450553530797833,1.278696248459853,-1.315793444423511,1.315793444423511,1.315793444423511,-1.315793444423511,1.315793444423511,-1.315793444423511,1.315793444423511,1.315793444423511,-1.315793444423511,3.650001525878892,2.42650032043458,124.3099975585938,117.8696004486083,118.3560005187988,118.8424005889892,1.0,0.9866905955288019,0.9962963330079602,0.9699185466576591,0.0,1.0,3.0,0.2074411064386367,0.0535659058596591,0.9919987320899964,0.6625809238901749,1.76619883117907,-1,1.76619883117907,1,1.76619883117907,1,1.76619883117907,1
2022-12-13,127.629997253418,127.8499984741211,124.1999969482422,125.5100021362305,125.5100021362305,1396900.0,1.315793444423511,0.8082241629623693,1.408121831317333,1.42814641151699,2.310498544379207,122.9619995117188,123.8290000915527,122.7520001729329,118.8431668599447,123.2025997161865,123.7667309041073,123.7443229790796,122.7255105100668,121.8625607646244,122.438658152818,123.7521068525809,122.9891058760182,0.7630009765627079,1.175557194080424,1.00390575634193,-1.00390575634193,-1.00390575634193,1.00390575634193,1.00390575634193,-1.00390575634193,-1.00390575634193,-1.00390575634193,1.00390575634193,3.740005493163991,2.464500427246099,127.8499984741211,118.9716968536377,119.4569969177247,119.9422969818116,0.0,0.9929984044190546,1.0001810824487802,0.9859786223329955,0.0,0.0,1.0,0.00539363,0.00539363,0.8799609541893005,0.8799609541893005,-1.315793444423511,1,1.315793444423511,1,1.315793444423511,1,1.315793444423511,1
2022-12-14,125.120002746582,126.4400024414062,122.6999969482422,124.25,124.25,1711700.0,-1.00390575634193,1.140232430312276,1.322517433160008,1.367652458131395,2.306807657726683,123.5,123.6419998168945,122.7790000915527,118.8868335723877,123.2144997406006,123.9278206027382,123.8362642556106,122.8238646707077,121.9408374608662,122.4745263082077,123.8287057983377,123.0825054407576,0.7462003575800935,1.089685826780358,4.128770425286114,-4.128770425286114,-4.128770425286114,4.128770425286114,4.128770425286114,-4.128770425286114,-4.128770425286114,-4.128770425286114,4.128770425286114,3.6199951171875,2.525000000000004,126.4400024414062,122.4280975341797,122.9209976196289,123.4138977050781,0.0,0.9988515244245095,1.000739333891231,0.966998176544753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.00390575634193,1,-1.00390575634193,1,-1.00390575634193,1,-1.00390575634193,-1
2022-12-15,122.2300033569336,122.2799987792969,118.6600036621094,119.120002746582,119.120002746582,2827100.0,-4.128770425286114,2.338880223507984,1.795016126254116,1.629666903472704,2.364440640843117,122.8980010986328,122.873999786377,122.9616668701172,118.8688336690267,123.1751997375488,122.3252146506861,122.9787621630599,122.5849058368931,121.8483510767913,122.4081000990666,123.1042899442214,122.7889867226705,0.3153032215509199,0.9348093057344702,-2.249832306398859,2.249832306398859,-2.249832306398859,2.249832306398859,-2.249832306398859,2.249832306398859,-2.249832306398859,-2.249832306398859,2.249832306398859,2.969993591308594,2.520499420166018,122.2799987792969,120.8850024414062,121.3900024414062,121.8950024414062,0.0,1.000195332717235,0.9946856879929622,1.101461975099982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.128770425286114,1,-4.128770425286114,-1,-4.128770425286114,1,4.128770425286114,1
