Date_MU_L01d,Open_MU_L01d,High_MU_L01d,Low_MU_L01d,Close_MU_L01d,Adj Close_MU_L01d,Volume_MU_L01d,Daily_Return_MU_L01d,Vol5_MU_L01d,Vol10_MU_L01d,Vol20_MU_L01d,Vol60_MU_L01d,SMA5_MU_L01d,SMA10_MU_L01d,SMA30_MU_L01d,SMA60_MU_L01d,SMA100_MU_L01d,EMA5_MU_L01d,EMA10_MU_L01d,EMA30_MU_L01d,EMA60_MU_L01d,EMA100_MU_L01d,Short12_MU_L01d,Long26_MU_L01d,MACD_MU_L01d,SIGNAL9_MU_L01d,Ret5/10_MU_L01d,Ret10/30_MU_L01d,Ret30/60_MU_L01d,Ret30/100_MU_L01d,Emaret5/10_MU_L01d,Emaret10/30_MU_L01d,Emaret30/60_MU_L01d,Emaret30/100_MU_L01d,RetMACD_MU_L01d,DayRange_MU_L01d,average20r_MU_L01d,PRVHI_MU_L01d,HitLevel_MU_L01d,hitlevel_2_MU_L01d,hitlevel_1.8_MU_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,54.34000015258789,55.41999816894531,53.38000106811523,54.68000030517578,54.68000030517578,15946500.0,-1.459724903207817,3.581675842401626,2.752101338314741,3.490173096739857,2.984000890268053,55.73800048828125,57.03900032043457,56.92000020345052,54.74533322652181,57.04319995880127,55.93357642821601,56.73751785818155,56.71716303687971,56.61335770060091,58.05312341815756,56.89293660503112,56.82820004440799,0.0647365606231247,0.6783901853234134,1.170445109869293,-1.170445109869293,-1.170445109869293,1.170445109869293,-1.170445109869293,1.170445109869293,-1.170445109869293,-1.170445109869293,1.170445109869293,1.569999694824219,2.054000473022461,55.41999816894531,53.34399707794189,53.75999717712402,54.17599727630615,0.0,0.9771910477945872,0.9858305146168883,0.788528609336155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,1,,1
2022-12-05,54.36999893188477,55.27000045776367,53.70000076293945,54.04000091552734,54.04000091552734,13806900.0,-1.170445109869293,3.08958422804879,2.751988288885806,3.307696184937754,2.948271623193184,55.39600067138672,56.58500022888184,56.85300025939942,54.68866659800211,56.99009998321533,55.30238459065313,56.24706023224442,56.54444290001827,56.52898534699194,57.97365564582825,56.45402342203053,56.62166677560202,-0.167643353571485,0.5091834775444338,0.6661743231912424,0.6661743231912424,-0.6661743231912424,0.6661743231912424,-0.6661743231912424,0.6661743231912424,0.6661743231912424,-0.6661743231912424,0.6661743231912424,1.38999938964843,2.055500411987305,55.27000045776367,50.9011971282959,51.31199722290039,51.72279731750488,0.0,0.978987372047615,0.9832048886165656,0.8319954841734034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.170445109869293,1,1.170445109869293,-1,-1.170445109869293,1,-1.170445109869293,1
2022-12-06,53.86000061035156,54.63000106811523,53.2400016784668,53.68000030517578,53.68000030517578,17988000.0,-0.6661743231912424,3.076000297416925,2.690000038586549,3.30335079125383,2.946735953738973,55.10800094604492,56.2370002746582,56.76766688028972,54.61766662597656,56.91159999847412,54.76158982882735,55.78032206368648,56.35964015196392,56.43557600135862,57.88863276779552,56.02725063482211,56.40376555557044,-0.3765149207483347,0.3320437978858801,-0.2608036305002384,-0.2608036305002384,0.2608036305002384,-0.2608036305002384,0.2608036305002384,-0.2608036305002384,-0.2608036305002384,-0.2608036305002384,-0.2608036305002384,1.80000305175782,2.076000595092774,54.63000106811523,50.7478995513916,51.15899963378906,51.57009971618652,1.0,0.9799242611963775,0.9817367093417638,0.814324668669392,1.0,0.0,1.0,0.8580543398857117,0.4302162069428558,0.99046737,0.5651039557886696,-0.6661743231912424,1,0.6661743231912424,1,-0.6661743231912424,1,-0.6661743231912424,-1
2022-12-07,53.11999893188477,54.2400016784668,52.43999862670898,53.81999969482422,53.81999969482422,11367300.0,0.2608036305002384,1.4875125451845,2.481483620428647,3.276870050284658,2.78342252760714,54.34200057983399,55.75700035095215,56.69933357238769,54.62099997202555,56.84529998779297,54.44772645082631,55.42389981480243,56.19579238053555,56.34981940114438,57.80806577625153,55.68767356713013,56.21237549181146,-0.524701924681338,0.1606946533724365,-2.564104563248347,-2.564104563248347,2.564104563248347,-2.564104563248347,2.564104563248347,-2.564104563248347,-2.564104563248347,-2.564104563248347,-2.564104563248347,1.650001525878906,2.101500511169434,54.2400016784668,50.06279975891113,50.47799987792968,50.89319999694823,1.0,0.9746220248181986,0.9823871404351194,0.7572725138163728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608036305002384,1,0.2608036305002384,1,0.2608036305002384,1,-0.2608036305002384,1
2022-12-08,54.56000137329102,55.70000076293945,54.04999923706055,55.20000076293945,55.20000076293945,13609100.0,2.564104563248347,1.623478296343967,2.680186854908344,3.285930484853568,2.799069275961342,54.28400039672852,55.38400039672852,56.69100023905436,54.65583330790202,56.77329998016357,54.69848455486402,55.38319089628189,56.13154776004548,56.31212042939995,57.75642092450278,55.61264698187002,56.13738477115427,-0.5247377892842522,0.0236081648410987,0.5978293958217465,0.5978293958217465,-0.5978293958217465,0.5978293958217465,-0.5978293958217465,0.5978293958217465,0.5978293958217465,0.5978293958217465,0.5978293958217465,1.340000152587891,2.052500534057618,55.70000076293945,49.61670055389404,50.03700065612793,50.45730075836182,0.0,0.980138668349696,0.9876369286359801,0.8156553728883227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.564104563248347,1,2.564104563248347,-1,2.564104563248347,1,2.564104563248347,1
2022-12-09,54.68000030517578,55.86000061035156,54.52000045776367,54.86999893188477,54.86999893188477,9932200.0,-0.5978293958217465,1.481830710003305,2.678595149603778,2.741050050679755,2.798135792055362,54.32200012207031,55.03000030517578,56.77966690063477,54.69216664632162,56.68899997711182,54.75565601387095,55.2898832663915,56.05015751306737,56.26483775735027,57.69926405336183,55.49839343571845,56.04350433861579,-0.545110902897342,-0.0901356487065893,-0.8747941526883971,-0.8747941526883971,0.8747941526883971,-0.8747941526883971,0.8747941526883971,-0.8747941526883971,-0.8747941526883971,-0.8747941526883971,-0.8747941526883971,2.040000915527337,1.989500617980957,55.86000061035156,51.18449958801269,51.59499969482422,52.00549980163574,1.0,0.9871342871310345,0.9903377033742937,0.9772149723933392,0.0,1.0,0.0,0.0248269122093915,0.0248269122093915,0.3015148639678955,0.3015148639678955,-0.5978293958217465,1,0.5978293958217465,1,-0.5978293958217465,1,-0.5978293958217465,1
2022-12-12,53.52000045776367,55.38000106811523,53.34000015258789,55.34999847412109,55.34999847412109,13250600.0,0.8747941526883971,1.325007378205098,2.311079862250732,2.582357799529125,2.799790680279686,54.58399963378906,54.99000015258789,56.82333348592122,54.73383331298828,56.60609996795655,54.95377016728767,55.30081330416051,56.00498596216762,56.23484302675259,57.65274394288182,55.47556344162655,55.9921335338384,-0.5165700922118504,-0.1754225374076416,0.198729536922605,0.198729536922605,-0.198729536922605,0.198729536922605,-0.198729536922605,0.198729536922605,0.198729536922605,0.198729536922605,0.198729536922605,3.239997863769524,2.063500595092774,55.38000106811523,51.48309925079346,51.88099937438965,52.27889949798584,0.0,0.9926168300114158,0.9937244478672661,0.8949495157766834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8747941526883971,1,0.8747941526883971,1,0.8747941526883971,1,0.8747941526883971,1
2022-12-13,57.18999862670898,57.88999938964844,54.65000152587891,55.2400016784668,55.2400016784668,14210500.0,-0.198729536922605,1.236846861356692,2.281208444430117,2.579532485516192,2.792877625670132,54.89599990844727,55.0020004272461,56.86133359273275,54.78616669972737,56.54559997558594,55.04918067101405,55.28975664494347,55.95563213741273,56.20222527762846,57.60496686833895,55.4393231703712,55.93642006307013,-0.4970968926989272,-0.2397574084658987,1.176686289153906,1.176686289153906,-1.176686289153906,1.176686289153906,-1.176686289153906,1.176686289153906,1.176686289153906,1.176686289153906,1.176686289153906,2.039997100830064,2.06450023651123,57.88999938964844,50.84029975891112,51.25299987792968,51.66569999694823,0.0,0.9980727879354307,0.9956488147438531,0.8843495700243615,1.0,0.0,1.0,0.7145086526870728,0.3668486793435364,0.8088923096656799,0.5454192608594894,-0.198729536922605,1,-0.198729536922605,1,-0.198729536922605,1,-0.198729536922605,1
2022-12-14,55.2400016784668,56.09999847412109,54.06000137329102,54.59000015258789,54.59000015258789,11235300.0,-1.176686289153906,1.474088958167741,1.644701294474016,2.504853577834304,2.776966920077747,55.05,54.696000289917,56.85233357747396,54.84933338165283,56.48999996185303,54.89612049820533,55.1625281917879,55.86752684806919,56.1493654374632,57.54526455713596,55.30865809071224,55.83668525488626,-0.52802716417402,-0.297411359607523,-4.671183788116676,4.671183788116676,-4.671183788116676,4.671183788116676,-4.671183788116676,4.671183788116676,4.671183788116676,4.671183788116676,4.671183788116676,1.870002746582031,1.995000267028809,56.09999847412109,53.34809886932374,53.76099891662598,54.17389896392822,0.0,1.0064721315673288,0.9951704952199375,0.6566057629188946,1.0,0.0,0.0,0.9816364645957948,0.9816364645957948,0.011058433,0.011058433,-1.176686289153906,-1,-1.176686289153906,-1,-1.176686289153906,-1,-1.176686289153906,-1
2022-12-15,53.56000137329102,53.72000122070312,51.84999847412109,52.04000091552734,52.04000091552734,17785000.0,-4.671183788116676,2.104101325566526,1.85768038244715,2.279164032189157,2.839673465044668,54.41800003051758,54.35100021362305,56.80533358256022,54.88166675567627,56.41379997253418,53.94408063731267,54.59479595974052,55.62058969113101,56.01463217444891,57.43624943551995,54.8057877560684,55.55544937789671,-0.7496616218283023,-0.3878614120516789,0.0576456163895479,-0.0576456163895479,0.0576456163895479,-0.0576456163895479,0.0576456163895479,-0.0576456163895479,-0.0576456163895479,-0.0576456163895479,-0.0576456163895479,0.920001983642564,1.917000198364257,53.72000122070312,51.71099788665771,52.10999794006347,52.50899799346923,1.0,1.0012327246348953,0.9880810009271268,0.8150709454039742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.671183788116676,1,4.671183788116676,1,4.671183788116676,1,4.671183788116676,-1
