Date_JBL_L01d,Open_JBL_L01d,High_JBL_L01d,Low_JBL_L01d,Close_JBL_L01d,Adj Close_JBL_L01d,Volume_JBL_L01d,Daily_Return_JBL_L01d,Vol5_JBL_L01d,Vol10_JBL_L01d,Vol20_JBL_L01d,Vol60_JBL_L01d,SMA5_JBL_L01d,SMA10_JBL_L01d,SMA30_JBL_L01d,SMA60_JBL_L01d,SMA100_JBL_L01d,EMA5_JBL_L01d,EMA10_JBL_L01d,EMA30_JBL_L01d,EMA60_JBL_L01d,EMA100_JBL_L01d,Short12_JBL_L01d,Long26_JBL_L01d,MACD_JBL_L01d,SIGNAL9_JBL_L01d,Ret5/10_JBL_L01d,Ret10/30_JBL_L01d,Ret30/60_JBL_L01d,Ret30/100_JBL_L01d,Emaret5/10_JBL_L01d,Emaret10/30_JBL_L01d,Emaret30/60_JBL_L01d,Emaret30/100_JBL_L01d,RetMACD_JBL_L01d,DayRange_JBL_L01d,average20r_JBL_L01d,PRVHI_JBL_L01d,HitLevel_JBL_L01d,hitlevel_2_JBL_L01d,hitlevel_1.8_JBL_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,71.63999938964844,72.80999755859375,71.5,71.7699966430664,71.7699966430664,1002800.0,-1.075129394736128,2.673043700014656,2.044133761660676,1.857266670549205,2.150536593445049,70.8979995727539,70.49299926757813,66.5593329111735,62.90199972788493,61.45759983062744,71.29302777214842,70.25634665404748,66.99334898049702,64.36048646532294,62.61968460729921,69.8545749902989,67.51455069031525,2.340024299983654,2.108101470773102,-1.240071661246788,-1.240071661246788,-1.240071661246788,-1.240071661246788,1.240071661246788,-1.240071661246788,-1.240071661246788,-1.240071661246788,-1.240071661246788,1.319999694824219,1.760500144958497,72.80999755859375,69.31280178070068,69.67800178527833,70.04320178985596,0.0,1.0057452556904052,1.0147556935063207,1.1006140335551347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,1,,1,,1
2022-12-05,71.04000091552734,71.6500015258789,70.33000183105469,70.87999725341797,70.87999725341797,866200.0,-1.240071661246788,2.476469481466085,1.986464271494254,1.893522313234557,2.13263874298695,71.25599975585938,70.64399871826171,66.83733278910319,63.07116635640462,61.64699981689453,71.15535093257161,70.36973767211484,67.24410048197579,64.57424091739162,62.78325515474711,70.01233226154798,67.76384302832285,2.248489233225129,2.136179023263508,-0.1410813741478688,-0.1410813741478688,-0.1410813741478688,-0.1410813741478688,0.1410813741478688,-0.1410813741478688,-0.1410813741478688,-0.1410813741478688,-0.1410813741478688,1.169998168945312,1.702999877929688,71.6500015258789,68.93689723968505,69.28899726867675,69.64109729766845,0.0,1.0086631709515541,1.0111640782877052,1.0490841632074202,0.0,1.0,0.0,0.002907833,0.002907833,0.005094721,0.005094721,1.240071661246788,1,-1.240071661246788,-1,-1.240071661246788,1,-1.240071661246788,-1
2022-12-06,70.63999938964844,71.41999816894531,70.25,70.77999877929688,70.77999877929688,1203300.0,-0.1410813741478688,2.464953388179751,1.984717176751601,1.808730171070384,2.129844876802895,71.63399963378906,70.7999984741211,67.10066604614258,63.22649968465169,61.82209980010986,71.0302335481467,70.44433060069339,67.47222295277071,64.77770838827377,62.94160651364908,70.13043480274011,67.98726197283945,2.143172829900664,2.137577784590939,-0.2825613897872608,-0.2825613897872608,-0.2825613897872608,-0.2825613897872608,0.2825613897872608,-0.2825613897872608,-0.2825613897872608,-0.2825613897872608,-0.2825613897872608,1.109992980957031,1.677499389648438,71.41999816894531,67.90340179443359,68.24400177001954,68.58460174560547,0.0,1.0117796776503154,1.008317247711167,1.0972986510072258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1410813741478688,-1,0.1410813741478688,1,-0.1410813741478688,1,0.1410813741478688,1
2022-12-07,70.30999755859375,71.0199966430664,69.91000366210938,70.58000183105469,70.58000183105469,816300.0,-0.2825613897872608,0.7138714842524683,1.858757944858553,1.811584491387785,2.062286888126649,71.31199951171875,70.78099899291992,67.29633280436198,63.41783307393392,62.00019981384278,70.88015630911603,70.46899809712272,67.6727248158858,64.96794751754527,63.09286186646899,70.19959896094235,68.1793167771517,2.020282183790655,2.114118664430883,1.657690760260822,1.657690760260822,1.657690760260822,1.657690760260822,-1.657690760260822,1.657690760260822,1.657690760260822,1.657690760260822,-1.657690760260822,1.199996948242188,1.65099925994873,71.0199966430664,67.72949951171876,68.06499938964843,68.40049926757813,1.0,1.0075020206885177,1.0058345971007938,1.026039885909285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2825613897872608,1,-0.2825613897872608,-1,-0.2825613897872608,1,-0.2825613897872608,-1
2022-12-08,71.06999969482422,72.19999694824219,71.0,71.75,71.75,1115400.0,1.657690760260822,1.151909946844356,1.921870929153405,1.740419238803166,2.068906676875221,71.1519989013672,70.9109992980957,67.5499994913737,63.62916641235351,62.16849983215332,71.17010420607735,70.7019075340095,67.93577482776413,65.1903098940192,63.2642903443607,70.43812219772045,68.44381183069602,1.994310367024426,2.090157004949591,-0.3902422011106272,-0.3902422011106272,-0.3902422011106272,-0.3902422011106272,0.3902422011106272,-0.3902422011106272,-0.3902422011106272,-0.3902422011106272,0.3902422011106272,1.129997253417969,1.614999008178711,72.19999694824219,67.3877982711792,67.71799812316894,68.04819797515869,0.0,1.003398620886139,1.0066221222085507,1.1042574606765538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.657690760260822,-1,-1.657690760260822,1,1.657690760260822,1,-1.657690760260822,-1
2022-12-09,71.26000213623047,72.12999725341797,71.0,71.47000122070312,71.47000122070312,1060800.0,-0.3902422011106272,1.06140766473381,1.930602945314615,1.655801169131168,2.070416897901448,71.09199981689453,70.99499969482422,67.79966621398925,63.83649978637695,62.32209983825683,71.27006987761928,70.84156093159015,68.1637894337602,65.39620141292686,63.42677966864471,70.59687281664085,68.66797400773358,1.928898808907277,2.057905365741129,0.8115318611281555,0.8115318611281555,0.8115318611281555,0.8115318611281555,-0.8115318611281555,0.8115318611281555,0.8115318611281555,0.8115318611281555,-0.8115318611281555,1.3800048828125,1.575999450683594,72.12999725341797,68.64699913024903,68.96999893188476,69.2929987335205,1.0,1.001366295126238,1.0060488354631671,1.1659630282346285,0.0,0.0,1.0,0.003706926,0.003706926,0.9906041026115416,0.9906041026115416,0.3902422011106272,1,-0.3902422011106272,1,-0.3902422011106272,1,0.3902422011106272,1
2022-12-12,71.48999786376953,72.41000366210938,71.02999877929688,72.05000305175781,72.05000305175781,1028400.0,0.8115318611281555,0.881834442460188,1.755879030510638,1.578898490484642,2.062965116475701,71.3260009765625,71.29100036621094,68.02299969991049,64.06399981180827,62.47659988403321,71.53004760233213,71.06127768071154,68.41451289298585,65.6143588437082,63.59753656732021,70.82043131435115,68.9184946776613,1.901936636689854,2.026711619930874,1.124215856051915,1.124215856051915,1.124215856051915,1.124215856051915,-1.124215856051915,1.124215856051915,1.124215856051915,1.124215856051915,-1.124215856051915,1.75,1.528999328613281,72.41000366210938,68.66279846191406,68.97799835205078,69.2931982421875,1.0,1.00049095412004,1.0065966998753786,1.1120911452462483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8115318611281555,1,0.8115318611281555,-1,0.8115318611281555,1,0.8115318611281555,-1
2022-12-13,72.91999816894531,73.79000091552734,72.04000091552734,72.86000061035156,72.86000061035156,1474800.0,1.124215856051915,0.8939368260266678,1.748054382395323,1.586093278175217,2.053810430222027,71.74200134277343,71.68800048828125,68.30999972025553,64.28516648610433,62.65699989318848,71.97336527167195,71.38831821337335,68.70131855217073,65.85192086884405,63.78095169688519,71.13421120604352,69.2104580800828,1.923753125960715,2.006119921136842,-0.356851680006065,-0.356851680006065,-0.356851680006065,-0.356851680006065,0.356851680006065,-0.356851680006065,-0.356851680006065,-0.356851680006065,0.356851680006065,2.129997253417969,1.541999053955078,73.79000091552734,69.04620513916015,69.35200500488281,69.65780487060547,0.0,1.0007532760590947,1.008195277223788,1.1021132277960604,0.0,0.0,1.0,0.002124812,0.002124812,0.9970067143440248,0.9970067143440248,1.124215856051915,1,-1.124215856051915,1,1.124215856051915,1,-1.124215856051915,-1
2022-12-14,72.66000366210938,73.2699966430664,71.13999938964844,72.5999984741211,72.5999984741211,2103100.0,-0.356851680006065,0.9123706064594574,0.9401762437725087,1.586070027529513,2.048394722018372,72.14600067138672,71.72900009155273,68.52833290100098,64.51183312733968,62.83499988555909,72.18224300582168,71.60862371532748,68.95284628907076,66.0731693149187,63.95558628653342,71.35971693959391,69.46153514630787,1.898181793286042,1.984532295566682,-5.853994613395137,-5.853994613395137,-5.853994613395137,-5.853994613395137,5.853994613395137,-5.853994613395137,-5.853994613395137,-5.853994613395137,5.853994613395137,4.080001831054688,1.699499130249023,73.2699966430664,70.39760299682617,70.70600280761718,71.0144026184082,0.0,1.0058135562924582,1.0080104777990784,0.5927709542793276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.356851680006065,1,-0.356851680006065,-1,-0.356851680006065,1,0.356851680006065,1
2022-12-15,71.33000183105469,72.30000305175781,68.22000122070312,68.3499984741211,68.3499984741211,2043300.0,-5.853994613395137,2.833648239002499,2.07392477179854,2.100024771596699,2.199502839635981,71.46600036621093,71.30899963378906,68.6843329111735,64.66933307647705,62.97179988861084,70.90482816192149,71.0161463987445,68.91395288165467,66.14781945128598,64.04260434965397,70.89668332952117,69.37919909651625,1.517484233004922,1.89112268305433,1.053403418839481,1.053403418839481,1.053403418839481,1.053403418839481,-1.053403418839481,-1.053403418839481,1.053403418839481,1.053403418839481,-1.053403418839481,1.870002746582031,1.64949951171875,72.30000305175781,69.53109855651856,69.87099838256836,70.21089820861816,1.0,1.0022016959041378,0.9984324939824533,0.9875715752732219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.853994613395137,1,5.853994613395137,-1,-5.853994613395137,1,-5.853994613395137,-1
