Date_SWKS_L01d,Open_SWKS_L01d,High_SWKS_L01d,Low_SWKS_L01d,Close_SWKS_L01d,Adj Close_SWKS_L01d,Volume_SWKS_L01d,Daily_Return_SWKS_L01d,Vol5_SWKS_L01d,Vol10_SWKS_L01d,Vol20_SWKS_L01d,Vol60_SWKS_L01d,SMA5_SWKS_L01d,SMA10_SWKS_L01d,SMA30_SWKS_L01d,SMA60_SWKS_L01d,SMA100_SWKS_L01d,EMA5_SWKS_L01d,EMA10_SWKS_L01d,EMA30_SWKS_L01d,EMA60_SWKS_L01d,EMA100_SWKS_L01d,Short12_SWKS_L01d,Long26_SWKS_L01d,MACD_SWKS_L01d,SIGNAL9_SWKS_L01d,Ret5/10_SWKS_L01d,Ret10/30_SWKS_L01d,Ret30/60_SWKS_L01d,Ret30/100_SWKS_L01d,Emaret5/10_SWKS_L01d,Emaret10/30_SWKS_L01d,Emaret30/60_SWKS_L01d,Emaret30/100_SWKS_L01d,RetMACD_SWKS_L01d,DayRange_SWKS_L01d,average20r_SWKS_L01d,PRVHI_SWKS_L01d,HitLevel_SWKS_L01d,hitlevel_2_SWKS_L01d,hitlevel_1.8_SWKS_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,92.98999786376952,93.98999786376952,91.9800033569336,93.95999908447266,93.95999908447266,1203000.0,-1.063495970567906,3.19098872181114,2.535563279922035,3.486176921407328,3.044758955942368,93.21199951171874,93.4550003051758,90.09266662597656,90.58849983215332,96.71620002746582,93.84451924385542,93.3734475082554,91.53737681556188,92.4821439907698,96.01819420116873,93.14124109971858,91.70693786014442,1.434303239574163,1.369378415495582,0.2341434896198091,-0.2341434896198091,0.2341434896198091,0.2341434896198091,-0.2341434896198091,-0.2341434896198091,-0.2341434896198091,0.2341434896198091,-0.2341434896198091,2.529998779296875,2.826498794555664,93.98999786376952,90.66070281982422,91.23700256347657,91.81330230712892,0.0,0.9973998096125029,1.0050450288403283,1.1449763254997436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,-1,,1,,-1
2022-12-05,93.5999984741211,94.83000183105467,92.3000030517578,93.73999786376952,93.73999786376952,1517500.0,-0.2341434896198091,3.009887109813372,2.528670878579687,3.183076896133792,3.022212250939554,93.71199951171874,93.39599990844728,90.41266657511392,90.44016647338869,96.65940002441408,93.8096787838268,93.4400930274398,91.6794813993172,92.52338510135992,95.97308140240835,93.2333575249572,91.85753489745,1.375822627507191,1.370667257897904,-1.600170721339166,-1.600170721339166,1.600170721339166,1.600170721339166,-1.600170721339166,-1.600170721339166,-1.600170721339166,1.600170721339166,-1.600170721339166,2.590003967285156,2.846998977661133,94.83000183105467,87.77170051574707,88.33700027465821,88.90230003356933,0.0,1.0033834383012252,1.0039553230782685,1.0532274479213786,0.0,1.0,0.0,0.044595528,0.044595528,0.2058103382587433,0.2058103382587433,-0.2341434896198091,-1,0.2341434896198091,1,-0.2341434896198091,-1,0.2341434896198091,-1
2022-12-06,93.73999786376952,93.76000213623048,91.16999816894533,92.23999786376952,92.23999786376952,1982400.0,-1.600170721339166,3.091532057071651,2.458802251836611,3.213345136870576,3.02500165039438,94.10599975585936,93.41199951171876,90.6553332010905,90.2504997253418,96.57120002746582,93.28645181047438,93.22189390677246,91.71564375186252,92.5140937165209,95.89915895609867,93.08053296169754,91.88586548754776,1.194667474149796,1.335467301148282,-0.3035546246547066,-0.3035546246547066,-0.3035546246547066,0.3035546246547066,-0.3035546246547066,-0.3035546246547066,-0.3035546246547066,0.3035546246547066,0.3035546246547066,1.360000610351562,2.734999084472656,93.76000213623048,88.5666040802002,89.13600387573243,89.70540367126465,0.0,1.0074294549711842,1.0006925186884368,1.0622622756095492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.600170721339166,1,-1.600170721339166,-1,1.600170721339166,1,1.600170721339166,-1
2022-12-07,91.4499969482422,92.56999969482422,91.20999908447266,91.95999908447266,91.95999908447266,1525600.0,-0.3035546246547066,0.5674467553761856,2.330036291327584,3.215477039968009,2.941230790337535,93.3739990234375,93.18999938964843,90.8313331604004,90.1518330891927,96.49120002746582,92.84430090180716,92.99245848453612,91.73140861203092,92.49592667940458,95.8211557903239,92.90814313443218,91.89135686509776,1.016786269334432,1.271731094785512,3.490647147053595,3.490647147053595,3.490647147053595,-3.490647147053595,3.490647147053595,-3.490647147053595,3.490647147053595,-3.490647147053595,-3.490647147053595,3.3699951171875,2.785998916625977,92.56999969482422,87.74300415039062,88.29000396728516,88.83700378417969,1.0,1.001974456862262,0.9984067785157698,1.0932420028144072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3035546246547066,1,0.3035546246547066,-1,-0.3035546246547066,1,0.3035546246547066,-1
2022-12-08,92.63999938964844,95.4499969482422,92.08000183105467,95.16999816894533,95.16999816894533,1843200.0,3.490647147053595,2.000401162980266,2.597924569645241,3.167657240862837,2.962999466683178,93.41399841308592,93.20799942016602,91.14899978637696,90.07116635640462,96.40050003051758,93.61953332418652,93.38837479079234,91.9532530995738,92.58360115447148,95.80826157999958,93.25612083204958,92.13421918390128,1.121901648148295,1.241765205458069,-0.6829899531205483,-0.6829899531205483,-0.6829899531205483,0.6829899531205483,-0.6829899531205483,-0.6829899531205483,-0.6829899531205483,0.6829899531205483,0.6829899531205483,2.060005187988281,2.714499282836914,95.4499969482422,86.44080207824707,86.99800186157226,87.55520164489747,0.0,1.0022100999292056,1.0024752388497178,1.0690711478287087,1.0,0.0,0.0,0.9905576705932616,0.9905576705932616,0.006377891,0.006377891,3.490647147053595,-1,-3.490647147053595,1,3.490647147053595,1,-3.490647147053595,-1
2022-12-09,94.58000183105467,95.9800033569336,93.91999816894533,94.5199966430664,94.5199966430664,1839200.0,-0.6829899531205483,1.95377099564027,2.495354929443334,2.482331217529063,2.963993970208434,93.52599792480468,93.36899871826172,91.50499979654948,89.9764996846517,96.27629997253418,93.91968776381316,93.59412421847853,92.11884945721847,92.64708953114672,95.78275138322864,93.4505632645137,92.31094344013572,1.139619824377974,1.22133612924205,2.327554650625458,2.327554650625458,2.327554650625458,-2.327554650625458,2.327554650625458,2.327554650625458,2.327554650625458,-2.327554650625458,-2.327554650625458,3.199996948242188,2.670499420166016,95.9800033569336,89.47809852600098,90.02099838256837,90.56389823913574,1.0,1.001681491808825,1.0034784613676673,0.8374953668864922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6829899531205483,1,-0.6829899531205483,1,-0.6829899531205483,1,0.6829899531205483,1
2022-12-12,93.9499969482422,96.73999786376952,93.54000091552734,96.72000122070312,96.72000122070312,1681800.0,2.327554650625458,2.158286020343716,2.469421959204534,2.421860110753276,2.979643106146574,94.1219985961914,93.91699905395508,91.79366658528646,89.92383308410645,96.16199996948242,94.85312558277649,94.16246549161028,92.41569795808849,92.7806276193289,95.80131078595088,93.95355371931208,92.63754031277035,1.316013406541714,1.240271584701983,1.592225905801274,1.592225905801274,1.592225905801274,-1.592225905801274,1.592225905801274,1.592225905801274,1.592225905801274,-1.592225905801274,1.592225905801274,4.930000305175781,2.789499664306641,96.73999786376952,90.10490463256836,90.63900451660156,91.17310440063476,1.0,1.0021827735585818,1.0073347706812938,0.8128020787984064,2.0,0.0,0.0,0.9323529601097108,0.8698074221611023,0.1901518404483795,0.1152677052241897,2.327554650625458,1,2.327554650625458,1,2.327554650625458,1,2.327554650625458,-1
2022-12-13,100.5400009155273,101.7300033569336,96.8000030517578,98.26000213623048,98.26000213623048,2549100.0,1.592225905801274,1.763708968031254,2.411393249828063,2.377369987302,2.986811370133713,95.3259994506836,94.71599960327148,92.2019999186198,89.8974998474121,96.08389999389648,95.98875110059448,94.90747215426848,92.79274984054923,92.96027924283386,95.84999774338216,94.6160842449918,93.05401896636,1.56206527863182,1.30463032348795,-1.221254377720243,-1.221254377720243,-1.221254377720243,1.221254377720243,-1.221254377720243,-1.221254377720243,-1.221254377720243,1.221254377720243,-1.221254377720243,3.720001220703125,2.816999816894531,101.7300033569336,90.60309860229492,91.16099853515624,91.71889846801758,0.0,1.0064403041721268,1.0113929801498498,0.7959558514723246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.592225905801274,1,1.592225905801274,1,1.592225905801274,1,-1.592225905801274,1
2022-12-14,98.2699966430664,99.5999984741211,95.87999725341795,97.05999755859376,97.05999755859376,2246800.0,-1.221254377720243,2.001976395747733,1.703975944151509,2.331491666501094,2.98275756566362,96.34599914550782,94.85999908447266,92.5566665649414,89.87949981689454,95.99610000610352,96.3458332532609,95.29884040960034,93.06805614493922,93.0946962367932,95.87395813576258,94.99207090862288,93.35075812134028,1.641312787282601,1.371966816246881,-3.42056437083669,-3.42056437083669,-3.42056437083669,3.42056437083669,3.42056437083669,-3.42056437083669,-3.42056437083669,3.42056437083669,-3.42056437083669,2.010002136230469,2.745999908447266,99.5999984741211,95.53260375976562,96.09600372314452,96.65940368652343,0.0,1.0156651916021195,1.0109864174544048,0.7816564421260201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.221254377720243,1,-1.221254377720243,1,-1.221254377720243,1,-1.221254377720243,1
2022-12-15,94.81999969482422,95.62000274658205,93.61000061035156,93.73999786376952,93.73999786376952,2584000.0,-3.42056437083669,2.303045337979987,2.041501608808661,2.252152931826871,3.015386707437774,96.05999908447264,94.7369987487793,92.90166651407876,89.81249974568685,95.9047999572754,95.4772214567638,95.01541449217656,93.11140722357344,93.11585366718586,95.83170149671322,94.79944428633776,93.37959069485356,1.419853591484184,1.381544171294342,-0.7787451932737941,-0.7787451932737941,-0.7787451932737941,0.7787451932737941,-0.7787451932737941,-0.7787451932737941,-0.7787451932737941,0.7787451932737941,-0.7787451932737941,3.030006408691406,2.710500335693359,95.62000274658205,93.5587986755371,94.10799865722656,94.657198638916,0.0,1.0139649804529023,1.0048603373153233,0.7468869336963297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.42056437083669,1,-3.42056437083669,-1,-3.42056437083669,1,-3.42056437083669,1
