Date_TRMB_L01d,Open_TRMB_L01d,High_TRMB_L01d,Low_TRMB_L01d,Close_TRMB_L01d,Adj Close_TRMB_L01d,Volume_TRMB_L01d,Daily_Return_TRMB_L01d,Vol5_TRMB_L01d,Vol10_TRMB_L01d,Vol20_TRMB_L01d,Vol60_TRMB_L01d,SMA5_TRMB_L01d,SMA10_TRMB_L01d,SMA30_TRMB_L01d,SMA60_TRMB_L01d,SMA100_TRMB_L01d,EMA5_TRMB_L01d,EMA10_TRMB_L01d,EMA30_TRMB_L01d,EMA60_TRMB_L01d,EMA100_TRMB_L01d,Short12_TRMB_L01d,Long26_TRMB_L01d,MACD_TRMB_L01d,SIGNAL9_TRMB_L01d,Ret5/10_TRMB_L01d,Ret10/30_TRMB_L01d,Ret30/60_TRMB_L01d,Ret30/100_TRMB_L01d,Emaret5/10_TRMB_L01d,Emaret10/30_TRMB_L01d,Emaret30/60_TRMB_L01d,Emaret30/100_TRMB_L01d,RetMACD_TRMB_L01d,DayRange_TRMB_L01d,average20r_TRMB_L01d,PRVHI_TRMB_L01d,HitLevel_TRMB_L01d,hitlevel_2_TRMB_L01d,hitlevel_1.8_TRMB_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,59.56000137329102,61.22999954223633,59.56000137329102,61.04000091552734,61.04000091552734,633800.0,-0.1308868091548724,3.307333871699469,2.399403163569576,3.634300484476663,3.242299001857924,59.15199966430664,58.57899971008301,57.82066688537598,57.26366678873698,60.81520008087158,59.80758003821877,59.06302105574724,58.08125463716962,58.56735780427628,60.01424032989965,58.87964181368702,58.15055735869765,0.729084454989362,0.4361935411138249,-1.949545254845397,-1.949545254845397,-1.949545254845397,1.949545254845397,-1.949545254845397,-1.949545254845397,-1.949545254845397,1.949545254845397,-1.949545254845397,1.170001983642571,1.896499443054199,61.22999954223633,57.80570156097412,58.18700141906739,58.56830127716064,0.0,1.0097816616374384,1.0126061784372453,0.6602104514522796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2022-12-05,60.34999847412109,60.72000122070312,59.54999923706055,59.84999847412109,59.84999847412109,1112000.0,-1.949545254845397,3.329169293143652,2.530226429696706,3.63747025411383,3.232482900256661,59.62999954223633,58.76499938964844,57.95300013224284,57.20983339945475,60.84400005340576,59.82171951685288,59.20610785908794,58.1953671427794,58.6094115967302,60.01098801592384,59.02892745375379,58.27644188576605,0.7524855679877405,0.499451946488608,-2.188801323295251,-2.188801323295251,-2.188801323295251,2.188801323295251,-2.188801323295251,-2.188801323295251,-2.188801323295251,2.188801323295251,-2.188801323295251,1.779998779296875,1.79949951171875,60.72000122070312,57.05770076751709,57.43700065612793,57.81630054473877,0.0,1.014719648797278,1.0103977727978692,0.6956005830797168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.949545254845397,1,-1.949545254845397,1,-1.949545254845397,-1,-1.949545254845397,1
2022-12-06,59.7599983215332,59.86000061035156,58.08000183105469,58.54000091552734,58.54000091552734,1283700.0,-2.188801323295251,3.398466319702164,2.579235569544176,3.42231082455559,3.231393889397992,60.05999984741211,58.91799964904785,58.03433354695638,57.11166674296062,60.84260005950928,59.3944799830777,59.08499750571328,58.21760157973088,58.60713583669077,59.98185955849024,58.95370798633434,58.29596477685948,0.6577432094748517,0.5311101990858568,-1.810730025133721,-1.810730025133721,-1.810730025133721,1.810730025133721,-1.810730025133721,-1.810730025133721,-1.810730025133721,1.810730025133721,-1.810730025133721,1.66999816894532,1.702499389648437,59.86000061035156,56.76110229492187,57.12100219726562,57.48090209960937,0.0,1.0193828745912408,1.0052379197838588,0.7536532190582388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.188801323295251,1,-2.188801323295251,-1,2.188801323295251,-1,-2.188801323295251,-1
2022-12-07,57.90000152587891,58.61999893188477,56.95000076293945,57.47999954223633,57.47999954223633,1397100.0,-1.810730025133721,1.889205059762396,2.628681609245803,3.282214860647331,3.193122164155709,59.60599975585937,58.8879997253418,58.01200014750163,57.04166673024496,60.83440006256104,58.75631983613058,58.79317969417201,58.17001435150543,58.570180548348,59.93231777599016,58.72698361031926,58.23552290762814,0.4914607026911213,0.5231802998069097,0.4001383856437429,0.4001383856437429,0.4001383856437429,-0.4001383856437429,0.4001383856437429,-0.4001383856437429,0.4001383856437429,-0.4001383856437429,-0.4001383856437429,0.979999542236314,1.704999351501464,58.61999893188477,56.114501953125,56.45500183105469,56.79550170898438,1.0,1.0121926374450887,0.9993730589460688,0.8008865113502546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.810730025133721,1,1.810730025133721,1,1.810730025133721,1,1.810730025133721,1
2022-12-08,57.90999984741211,58.13000106811523,57.15000152587891,57.70999908447266,57.70999908447266,973400.0,0.4001383856437429,1.182738429975808,2.572519784047488,3.265627590854403,3.192422875434146,58.92399978637695,58.7879997253418,58.00133349100749,56.98316669464111,60.80270004272461,58.40754625224461,58.59623776513576,58.14033594718074,58.54197787740127,59.88831146526704,58.5705244524967,58.19659521702403,0.3739292354726729,0.4933300869400624,-0.3638868269002716,-0.3638868269002716,-0.3638868269002716,0.3638868269002716,-0.3638868269002716,0.3638868269002716,-0.3638868269002716,0.3638868269002716,0.3638868269002716,2.049999237060547,1.688499450683592,58.13000106811523,54.86900035858155,55.21000022888185,55.55100009918214,0.0,1.0023133983409973,0.9967798015693864,0.7877566294613607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4001383856437429,1,0.4001383856437429,-1,0.4001383856437429,1,0.4001383856437429,-1
2022-12-09,57.70999908447266,58.38999938964844,56.34000015258789,57.5,57.5,1751200.0,-0.3638868269002716,1.136941676877136,2.573099208301444,2.47048078188105,3.170115039434986,58.21599960327148,58.68399963378906,57.97666676839193,56.95116672515869,60.74850006103516,58.10503083482975,58.39692180783835,58.09902395058844,58.50781466830614,59.84101816892512,58.40582838288182,58.14499557131855,0.2608328115632759,0.4468306318647051,-2.226084833559795,2.226084833559795,2.226084833559795,-2.226084833559795,2.226084833559795,-2.226084833559795,2.226084833559795,-2.226084833559795,-2.226084833559795,1.69000244140625,1.619499588012693,58.38999938964844,54.41530227661132,54.75300216674804,55.09070205688476,1.0,0.9920250829282584,0.9950016034412036,1.0415378363487044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3638868269002716,1,0.3638868269002716,1,-0.3638868269002716,1,0.3638868269002716,1
2022-12-12,57.5,58.88000106811523,57.18999862670898,58.77999877929688,58.77999877929688,1188900.0,2.226084833559795,1.782835047776726,2.597068286110002,2.258974614078039,3.178767356534574,58.00199966430664,58.81599960327149,57.92800000508626,56.95283336639405,60.69140007019043,58.33002014965213,58.46657216628535,58.14295781050512,58.51673873751895,59.82000788398199,58.46339305925337,58.1920328459836,0.2713602132697659,0.4117365481457173,6.379721126024932,-6.379721126024932,-6.379721126024932,6.379721126024932,-6.379721126024932,6.379721126024932,-6.379721126024932,6.379721126024932,6.379721126024932,3.229999542236314,1.657999610900876,58.88000106811523,54.82710029602051,55.15100021362305,55.47490013122559,0.0,0.9861602294536268,0.9976644429188554,1.149666875371218,1.0,0.0,0.0,0.8412384986877441,0.8412384986877441,0.1401133388280868,0.1401133388280868,2.226084833559795,-1,2.226084833559795,-1,2.226084833559795,1,2.226084833559795,-1
2022-12-13,53.31000137329102,56.54000091552734,53.31000137329102,55.02999877929688,55.02999877929688,3277900.0,-6.379721126024932,3.248039946937224,3.303511507176242,2.486874536796721,3.284909270495219,57.29999923706055,58.67999954223633,57.75699996948242,56.88800004323323,60.61020004272461,57.23001302620038,57.84174064137835,57.94212174397556,58.40241939462642,59.72515621854267,57.93517855464468,57.95780810030311,-0.0226295456584324,0.3248633293848873,0.8540748981129899,-0.8540748981129899,-0.8540748981129899,0.8540748981129899,-0.8540748981129899,0.8540748981129899,0.8540748981129899,0.8540748981129899,0.8540748981129899,2.310001373291009,1.704999732971189,56.54000091552734,55.2324019241333,55.56400184631347,55.89560176849365,0.0,0.9764826122027745,0.9894241146895854,1.3283788378932095,0.0,0.0,3.0,0.088348158,0.0344709513049168,0.9864155650138856,0.9517318806369528,6.379721126024932,1,6.379721126024932,1,-6.379721126024932,-1,6.379721126024932,-1
2022-12-14,54.86000061035156,56.04000091552734,53.72999954223633,54.56000137329102,54.56000137329102,1823700.0,-0.8540748981129899,3.230138597641953,2.497817723439611,2.471770694812758,3.285195447624967,56.71599960327148,58.16099967956543,57.57933336893718,56.82300008138021,60.51400005340576,56.34000914189727,57.24506077445338,57.72392042973784,58.27643847589411,59.62287592457729,57.41592052674412,57.70611871311704,-0.2901981863729191,0.201851026233326,4.930356256778061,-4.930356256778061,-4.930356256778061,4.930356256778061,-4.930356256778061,4.930356256778061,4.930356256778061,4.930356256778061,4.930356256778061,2.380001068115234,1.7709997177124,56.04000091552734,52.78900150299072,53.13000144958496,53.4710013961792,0.0,0.9751551712615826,0.984189873845675,1.0105378013751498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8540748981129899,1,-0.8540748981129899,1,0.8540748981129899,-1,0.8540748981129899,1
2022-12-15,54.11000061035156,54.11000061035156,51.72999954223633,51.86999893188477,51.86999893188477,1465000.0,-4.930356256778061,3.521381594325174,2.523938764541724,2.652229649258412,3.337140392283543,55.54799957275391,57.23599967956543,57.51999994913737,56.73133341471354,60.39140007019043,54.85000573855977,56.26777680307726,57.34624807503765,58.06639127772987,59.46935360789031,56.56270181984268,57.27381354413686,-0.7111117242941845,0.0192584761278239,3.932903687754055,3.932903687754055,-3.932903687754055,3.932903687754055,-3.932903687754055,3.932903687754055,3.932903687754055,3.932903687754055,3.932903687754055,1.919998168945312,1.807499504089353,54.11000061035156,52.14380153656005,52.49800148010254,52.85220142364502,0.0,0.9705080698116263,0.9748031440893903,0.9516290436039129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.930356256778061,1,-4.930356256778061,-1,4.930356256778061,-1,-4.930356256778061,-1
