Date_FTNT_L01d,Open_FTNT_L01d,High_FTNT_L01d,Low_FTNT_L01d,Close_FTNT_L01d,Adj Close_FTNT_L01d,Volume_FTNT_L01d,Daily_Return_FTNT_L01d,Vol5_FTNT_L01d,Vol10_FTNT_L01d,Vol20_FTNT_L01d,Vol60_FTNT_L01d,SMA5_FTNT_L01d,SMA10_FTNT_L01d,SMA30_FTNT_L01d,SMA60_FTNT_L01d,SMA100_FTNT_L01d,EMA5_FTNT_L01d,EMA10_FTNT_L01d,EMA30_FTNT_L01d,EMA60_FTNT_L01d,EMA100_FTNT_L01d,Short12_FTNT_L01d,Long26_FTNT_L01d,MACD_FTNT_L01d,SIGNAL9_FTNT_L01d,Ret5/10_FTNT_L01d,Ret10/30_FTNT_L01d,Ret30/60_FTNT_L01d,Ret30/100_FTNT_L01d,Emaret5/10_FTNT_L01d,Emaret10/30_FTNT_L01d,Emaret30/60_FTNT_L01d,Emaret30/100_FTNT_L01d,RetMACD_FTNT_L01d,DayRange_FTNT_L01d,average20r_FTNT_L01d,PRVHI_FTNT_L01d,HitLevel_FTNT_L01d,hitlevel_2_FTNT_L01d,hitlevel_1.8_FTNT_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,54.11000061035156,54.36000061035156,52.95999908447266,53.61000061035156,53.61000061035156,4685400.0,-3.196100439916268,3.154508320290363,2.553990481698245,3.17888106548201,3.38256907501862,53.1640007019043,52.88300018310547,53.37499987284342,52.0513334274292,53.00030006408691,53.55769349335728,53.3110531719513,52.90973645265289,52.83797563777665,53.55961298985633,53.26324359036332,52.98114925088042,0.2820943394828959,0.2461018675814204,-3.618732362095244,3.618732362095244,-3.618732362095244,3.618732362095244,3.618732362095244,-3.618732362095244,-3.618732362095244,-3.618732362095244,-3.618732362095244,1.69000244140625,1.923500633239744,54.36000061035156,51.26659812927247,51.65599822998047,52.04539833068848,0.0,1.0053136266442122,1.004626438735143,0.8034243587880148,0.0,0.0,2.0,0.00475064,0.004552162,0.9924477338790894,0.9876490831375122,,1,,-1,,1,,1
2022-12-05,52.72000122070312,52.83000183105469,51.13999938964844,51.66999816894531,51.66999816894531,3644100.0,-3.618732362095244,3.565065831228429,2.545107537691686,3.299555476320624,3.384343988248671,53.08199996948242,52.83499984741211,53.30566647847493,52.01933339436849,52.94060005187988,52.92846171855329,53.01267953504112,52.82975333757499,52.79968129453628,53.52219487459076,53.01812891014517,52.88402694851486,0.1341019616303072,0.2237018863911978,-1.586993853073255,1.586993853073255,-1.586993853073255,1.586993853073255,-1.586993853073255,1.586993853073255,-1.586993853073255,-1.586993853073255,1.586993853073255,1.25999832153321,1.87000045776367,52.83000183105469,50.12829921722413,50.51299934387207,50.89769947052002,0.0,1.0046749337140843,0.9984113646541453,0.7713486122469344,1.0,0.0,1.0,0.9903094172477722,0.4992148536238861,0.9545801877975464,0.4812167693987731,-3.618732362095244,-1,3.618732362095244,-1,-3.618732362095244,1,-3.618732362095244,1
2022-12-06,51.77000045776367,51.88999938964844,50.63000106811523,50.84999847412109,50.84999847412109,3714300.0,-1.586993853073255,3.614207147681166,2.58418405892827,3.320995590965373,3.344790428762831,52.93399963378906,52.6879997253418,53.17066637674967,51.93616669972737,52.84690002441406,52.2356406370759,52.61946479669201,52.70202721735216,52.73575726763742,53.46928009438344,52.68457038152608,52.73335817263384,-0.0487877911077632,0.1692039508914056,1.474926297946095,-1.474926297946095,1.474926297946095,-1.474926297946095,1.474926297946095,-1.474926297946095,-1.474926297946095,-1.474926297946095,-1.474926297946095,1.400001525878899,1.785500526428221,51.88999938964844,48.71600082397461,49.09000091552735,49.46400100708008,1.0,1.0046689931242339,0.99270566203782,0.7781353477127259,1.0,1.0,2.0,0.9735663533210754,0.2629572524574978,0.9808500409126282,0.4881508717698594,1.586993853073255,-1,1.586993853073255,-1,-1.586993853073255,1,-1.586993853073255,1
2022-12-07,50.7400016784668,51.77000045776367,50.36999893188477,51.59999847412109,51.59999847412109,3172400.0,1.474926297946095,3.314001699668145,2.641992137489952,3.086999638833353,3.221169561471708,52.62199935913086,52.61999969482422,53.0266663869222,51.93166669209798,52.78290000915527,52.02375991609097,52.4341072834973,52.63092858875661,52.69851927440737,53.43226461675448,52.51771316500223,52.64940560237363,-0.1316924373713988,0.1090246732388447,2.538762426413689,-2.538762426413689,2.538762426413689,-2.538762426413689,2.538762426413689,-2.538762426413689,-2.538762426413689,-2.538762426413689,-2.538762426413689,2.220001220703125,1.850000572204588,51.77000045776367,47.96189823150635,48.31899833679199,48.67609844207764,1.0,1.0000380019824826,0.992174037307669,0.8558446539010354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.474926297946095,1,-1.474926297946095,-1,1.474926297946095,1,1.474926297946095,1
2022-12-08,51.91999816894531,53.38999938964844,51.16999816894531,52.90999984741211,52.90999984741211,4109000.0,2.538762426413689,2.765791150942624,2.690544907581546,3.108322475466195,3.237234953630471,52.12799911499023,52.57599983215332,52.94066632588704,51.9478333791097,52.72,52.31917322653135,52.52063320420908,52.64893318608923,52.70545306368621,53.42192274013384,52.57806496229606,52.66870887978389,-0.0906439174878315,0.0690909550935094,1.474199171321738,1.474199171321738,-1.474199171321738,1.474199171321738,-1.474199171321738,1.474199171321738,1.474199171321738,1.474199171321738,1.474199171321738,1.069999694824226,1.805500411987304,53.38999938964844,47.69999919891358,48.06999931335449,48.43999942779541,0.0,0.9914789881582221,0.9961641746226778,0.865593878633204,1.0,0.0,0.0,0.9719911217689514,0.9719911217689514,0.02210802,0.02210802,2.538762426413689,1,-2.538762426413689,1,2.538762426413689,1,2.538762426413689,1
2022-12-09,52.77999877929688,52.95000076293945,51.88000106811523,52.13000106811523,52.13000106811523,3784700.0,-1.474199171321738,2.499299664372932,2.719003518302364,2.357722235072371,3.230425933304717,51.83199920654297,52.49799995422363,52.81133308410644,51.96966673533122,52.64490001678467,52.25611584039264,52.44960917946474,52.61545369460704,52.6865857851429,53.39634013276713,52.50913205549901,52.62880459743806,-0.1196725419390532,0.0313382556869969,-2.896601363119451,-2.896601363119451,2.896601363119451,-2.896601363119451,2.896601363119451,-2.896601363119451,-2.896601363119451,-2.896601363119451,-2.896601363119451,1.760002136230476,1.770000457763671,52.95000076293945,49.41789848327637,49.77899856567383,50.14009864807129,1.0,0.9873137881774279,0.9963108716709398,1.153233183220543,1.0,0.0,0.0,0.9187801480293274,0.9187801480293274,0.031591464,0.031591464,-1.474199171321738,1,-1.474199171321738,1,-1.474199171321738,1,-1.474199171321738,1
2022-12-12,52.45999908447266,54.06000137329102,52.29999923706055,53.63999938964844,53.63999938964844,3808500.0,2.896601363119451,2.164470186048864,2.818623737068054,2.33573249682676,3.248333719680204,52.2259994506836,52.65399971008301,52.69599978129069,52.02333342234294,52.56270000457764,52.71741035681124,52.66604376313451,52.68155341686778,52.7178452475857,53.40116506854696,52.68311164536816,52.70370791537957,-0.020596270011417,0.0209513505473141,-1.994779468678959,-1.994779468678959,1.994779468678959,-1.994779468678959,-1.994779468678959,1.994779468678959,-1.994779468678959,-1.994779468678959,-1.994779468678959,2.899997711181641,1.809500312805175,54.06000137329102,49.05599975585938,49.40999984741211,49.76399993896484,1.0,0.991871457785619,1.0009753266052743,1.2067408150964771,0.0,0.0,3.0,0.4011431038379669,0.2448890799035628,0.958424985,0.7267824012665303,2.896601363119451,-1,2.896601363119451,1,2.896601363119451,1,2.896601363119451,1
2022-12-13,56.65000152587891,56.70999908447266,53.81000137329102,54.70999908447266,54.70999908447266,4640600.0,1.994779468678959,1.7406796868687,2.824277651011468,2.375507848801692,3.256463962128542,52.9979995727539,52.96599960327148,52.61433308919271,52.08950004577637,52.4975,53.38160659936506,53.03767200337781,52.8124208792939,52.7831617668279,53.42708257381282,52.99494048215347,52.85232207605314,0.1426184061003255,0.0452847616579164,-0.8042380443648522,-0.8042380443648522,-0.8042380443648522,0.8042380443648522,0.8042380443648522,-0.8042380443648522,-0.8042380443648522,-0.8042380443648522,-0.8042380443648522,2.119998931884766,1.829000282287597,56.70999908447266,50.07910068511963,50.44100074768068,50.80290081024171,0.0,1.0006041605883418,1.006484722707387,1.1889153102298335,0.0,0.0,3.0,0.1188776269555091,0.059529211318503,0.9791265726089478,0.8149972955385844,-1.994779468678959,1,1.994779468678959,1,1.994779468678959,1,1.994779468678959,1
2022-12-14,55.0099983215332,55.79999923706055,53.68000030517578,54.27000045776367,54.27000045776367,3709400.0,-0.8042380443648522,2.020322142770134,2.718296776340999,2.361636742378643,3.258909185854907,53.53199996948242,53.07699966430664,52.54266649881999,52.1478333791097,52.43020000457764,53.67773788549793,53.26173172235705,52.90645827145325,52.83191057636677,53.44377401705937,53.19110355532427,52.95733528951317,0.2337682658110936,0.0829814624885518,-3.869545367799864,-3.869545367799864,-3.869545367799864,3.869545367799864,3.869545367799864,-3.869545367799864,-3.869545367799864,-3.869545367799864,-3.869545367799864,1.990001678466797,1.855000305175781,55.79999923706055,52.68619846343995,53.05199851989747,53.41779857635499,0.0,1.0085724571481716,1.0078106015273676,1.1510223937332242,0.0,0.0,1.0,0.003015909,0.003015909,0.9823307991027832,0.9823307991027832,-0.8042380443648522,1,-0.8042380443648522,-1,-0.8042380443648522,-1,-0.8042380443648522,-1
2022-12-15,53.54000091552734,54.0,52.0099983215332,52.16999816894531,52.16999816894531,4501600.0,-3.869545367799864,2.731623984702615,2.6124941897182,2.441992803469108,3.289719200260021,53.38399963378906,52.75599937438965,52.50733311971029,52.18733336130778,52.38930000305176,53.1751579799804,53.06323471264582,52.85894471645274,52.8102085302218,53.4185507329383,53.03401041895827,52.89901402132296,0.1349963976353123,0.0933844495179039,-0.4792026236811618,-0.4792026236811618,-0.4792026236811618,0.4792026236811618,0.4792026236811618,-0.4792026236811618,-0.4792026236811618,-0.4792026236811618,-0.4792026236811618,1.130001068115227,1.818500328063964,54.0,51.71899856567383,52.08999862670898,52.46099868774414,0.0,1.0119038643347977,1.002109243206538,1.0698205932494464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.869545367799864,1,3.869545367799864,-1,3.869545367799864,1,3.869545367799864,-1
