Date_ADI_L01d,Open_ADI_L01d,High_ADI_L01d,Low_ADI_L01d,Close_ADI_L01d,Adj Close_ADI_L01d,Volume_ADI_L01d,Daily_Return_ADI_L01d,Vol5_ADI_L01d,Vol10_ADI_L01d,Vol20_ADI_L01d,Vol60_ADI_L01d,SMA5_ADI_L01d,SMA10_ADI_L01d,SMA30_ADI_L01d,SMA60_ADI_L01d,SMA100_ADI_L01d,EMA5_ADI_L01d,EMA10_ADI_L01d,EMA30_ADI_L01d,EMA60_ADI_L01d,EMA100_ADI_L01d,Short12_ADI_L01d,Long26_ADI_L01d,MACD_ADI_L01d,SIGNAL9_ADI_L01d,Ret5/10_ADI_L01d,Ret10/30_ADI_L01d,Ret30/60_ADI_L01d,Ret30/100_ADI_L01d,Emaret5/10_ADI_L01d,Emaret10/30_ADI_L01d,Emaret30/60_ADI_L01d,Emaret30/100_ADI_L01d,RetMACD_ADI_L01d,DayRange_ADI_L01d,average20r_ADI_L01d,PRVHI_ADI_L01d,HitLevel_ADI_L01d,hitlevel_2_ADI_L01d,hitlevel_1.8_ADI_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,167.1999969482422,168.7899932861328,165.2400054931641,168.6300048828125,168.6300048828125,3055200.0,-1.661996102014652,2.73622879833509,2.702281801028231,2.983667563871321,2.548949688768699,167.9839996337891,166.5729995727539,155.4276652018229,150.2854990641276,156.1404995727539,168.6057591092493,166.4471378306545,158.7159704269021,155.3223668958065,155.1537505441606,165.4875025064156,159.7981321892999,5.689370317115703,5.230830020146555,-0.4684863440945227,-0.4684863440945227,-0.4684863440945227,0.4684863440945227,0.4684863440945227,-0.4684863440945227,-0.4684863440945227,-0.4684863440945227,-0.4684863440945227,2.1199951171875,4.435501098632793,168.7899932861328,163.213204498291,164.1220046997071,165.0308049011231,0.0,1.0084707609555827,1.012968809837938,0.9056913155304773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,1,,1,,-1
2022-12-05,167.8600006103516,168.8999938964844,166.7799987792969,167.8399963378906,167.8399963378906,2615800.0,-0.4684863440945227,2.539969554536361,2.718102334696413,2.883449005605203,2.545913182643599,168.75,167.1719985961914,156.1359985351563,150.5131657918294,156.2857995605469,168.3505048521297,166.7003848319702,159.3046172598691,155.7327809758748,155.4049633321552,165.8494246343349,160.3938258299363,5.455598804398591,5.275783776996962,-0.7924224619125744,-0.7924224619125744,-0.7924224619125744,0.7924224619125744,0.7924224619125744,-0.7924224619125744,-0.7924224619125744,-0.7924224619125744,-0.7924224619125744,3.149993896484375,4.327500915527327,168.8999938964844,159.0318908691407,159.9189910888672,160.8060913085938,0.0,1.009439388277102,1.0098987175213947,0.9426566342642547,0.0,3.0,0.0,0.014403099194169,0.0131404201189676,0.1463609486818313,0.0711694682272771,0.4684863440945227,-1,-0.4684863440945227,1,-0.4684863440945227,1,0.4684863440945227,-1
2022-12-06,167.75,168.4499969482422,165.3000030517578,166.5099945068359,166.5099945068359,3572100.0,-0.7924224619125744,2.599366240263433,2.662548319862669,2.84554716129839,2.546819851125062,169.2739990234375,167.8989974975586,156.8686650594076,150.6941658020019,156.3711994934082,167.7370014036985,166.6657684092185,159.7694803080606,156.086132239185,155.6248649395746,165.9510507685658,160.8468753615585,5.104175407007318,5.241462102999034,-0.3002822752357204,-0.3002822752357204,-0.3002822752357204,0.3002822752357204,0.3002822752357204,-0.3002822752357204,-0.3002822752357204,-0.3002822752357204,0.3002822752357204,3.470001220703182,4.222500610351551,168.4499969482422,159.3794918823243,160.2449920654298,161.1104922485352,0.0,1.0081894564373375,1.0064274326078155,0.935689401347957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7924224619125744,1,-0.7924224619125744,1,-0.7924224619125744,1,0.7924224619125744,1
2022-12-07,166.2899932861328,168.4799957275391,165.0099945068359,166.0099945068359,166.0099945068359,1881600.0,-0.3002822752357204,0.5808586280607086,1.906447712867587,2.845408373920443,2.465233751713042,168.0939971923828,167.6569976806641,157.5233317057292,150.9901657104492,156.4787994384766,167.1613324380776,166.5465367906034,160.1720941273364,156.4115047725506,155.8305110696194,165.960119035992,161.2293286315791,4.730790404412915,5.13932776328181,2.192638702544266,2.192638702544266,2.192638702544266,-2.192638702544266,-2.192638702544266,2.192638702544266,2.192638702544266,2.192638702544266,-2.192638702544266,3.8800048828125,4.254000854492176,168.4799957275391,159.1604956054688,160.0049957275391,160.8494958496094,1.0,1.0026065092287473,1.003691434594327,0.670008470608687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3002822752357204,1,-0.3002822752357204,-1,-0.3002822752357204,1,-0.3002822752357204,1
2022-12-08,167.0700073242188,169.8000030517578,165.9199981689453,169.6499938964844,169.6499938964844,2836300.0,2.192638702544266,1.44005831013489,2.040010375124111,2.811759933300972,2.474181693202475,167.7279968261719,167.7019973754882,158.4656646728516,151.3134989420573,156.560799407959,167.9908862575465,167.1108017189454,160.7835715317976,156.8455535962861,156.1041641949039,166.5277920914523,161.8530816141646,4.674710477287704,5.046404306082989,-0.571766139464218,-0.571766139464218,-0.571766139464218,0.571766139464218,0.571766139464218,-0.571766139464218,-0.571766139464218,-0.571766139464218,0.571766139464218,2.460006713867188,4.06400146484374,169.8000030517578,159.1211938476563,159.9719940185547,160.8227941894532,0.0,1.0001550336375868,1.0052664730798269,0.7255279339332372,0.0,1.0,0.0,0.030242365,0.030242365,0.0081004,0.0081004,2.192638702544266,1,-2.192638702544266,1,2.192638702544266,1,2.192638702544266,1
2022-12-09,168.4700012207031,170.3600006103516,167.8999938964844,168.6799926757812,168.6799926757812,2514900.0,-0.571766139464218,1.232015714169805,2.003338669541514,2.202050648647877,2.465020988131573,167.7379943847656,167.8609970092774,159.3989980061849,151.6603322347005,156.6163993835449,168.2205883969581,167.3961091656428,161.2930180572159,157.2335679923351,156.3531905014559,166.8588998736568,162.3587787298399,4.500121143816841,4.937147673629759,-2.122363046301416,2.122363046301416,2.122363046301416,-2.122363046301416,-2.122363046301416,2.122363046301416,2.122363046301416,2.122363046301416,-2.122363046301416,4.599990844726506,4.015000915527335,170.3600006103516,160.8591998291016,161.6720001220703,162.4848004150391,1.0,0.9992672352321069,1.0049253189660428,0.9097604865590272,0.0,0.0,2.0,0.026856028,0.0196216169233038,0.9720122814178468,0.9699850380420686,-0.571766139464218,1,-0.571766139464218,-1,-0.571766139464218,-1,-0.571766139464218,-1
2022-12-12,169.1699981689453,172.3399963378906,167.7400054931641,172.2599945068359,172.2599945068359,2966800.0,2.122363046301416,1.495998489343384,1.965317905689896,2.193752601577944,2.475182519857549,168.6219940185547,168.6859970092773,160.3116643269857,152.0428321838379,156.6870993041992,169.5670571002507,168.2804519549506,162.0005649249333,157.726237714122,156.6681767193842,167.6898375095305,163.0922021207285,4.597635388801962,4.869245216664201,-1.875079002281057,1.875079002281057,1.875079002281057,-1.875079002281057,-1.875079002281057,1.875079002281057,1.875079002281057,1.875079002281057,-1.875079002281057,6.270004272460994,4.030501556396475,172.3399963378906,161.5269985961914,162.3299987792969,163.1329989624024,1.0,0.9996205791123309,1.0076456007239898,0.8958703475844372,0.0,0.0,2.0,0.2074411064386367,0.1055741432193183,0.9940305352211,0.8675298392772675,2.122363046301416,-1,-2.122363046301416,-1,-2.122363046301416,-1,-2.122363046301416,-1
2022-12-13,178.0099945068359,179.9499969482422,173.6799926757812,175.4900054931641,175.4900054931641,4778100.0,1.875079002281057,1.377389108222372,1.997494393953645,2.170258381750659,2.483831532441255,170.4179962158203,169.8459976196289,161.4073313395182,152.4741655985514,156.8092993164063,171.5413732312219,169.5912798709895,162.8708514132063,158.3086563298283,157.0408862000531,168.8898633531664,164.0105579260941,4.879305427072325,4.871257258745826,-2.171071114093338,-2.171071114093338,-2.171071114093338,2.171071114093338,2.171071114093338,-2.171071114093338,-2.171071114093338,-2.171071114093338,-2.171071114093338,6.740005493164006,4.102501678466785,179.9499969482422,163.4728929138184,164.2789932250977,165.0850935363769,0.0,1.0033677484557064,1.0114987832022724,0.9203947376728238,0.0,1.0,0.0,0.011304423213005,0.011304423213005,0.4761574566364288,0.4761574566364288,-1.875079002281057,-1,-1.875079002281057,1,-1.875079002281057,1,-1.875079002281057,-1
2022-12-14,175.8699951171875,176.8500061035156,170.1100006103516,171.6799926757812,171.6799926757812,3202500.0,-2.171071114093338,1.967979890609775,1.550297104095119,2.192875627317535,2.504107661217188,171.5519958496094,169.8229965209961,162.3066645304362,152.8391654968262,156.8956993103027,171.5875797127417,169.9710458354971,163.439183107566,158.7470608001874,157.3307694966022,169.3191140181841,164.5786642038487,4.740449814335363,4.845095769863733,-3.256055787727894,-3.256055787727894,-3.256055787727894,3.256055787727894,3.256055787727894,-3.256055787727894,-3.256055787727894,-3.256055787727894,3.256055787727894,4.279998779296818,4.222501373291001,176.8500061035156,170.9244932556153,171.7449935913086,172.565493927002,0.0,1.010181184904481,1.009510642646802,0.7069699187598436,0.0,0.0,1.0,0.033230003,0.033230003,0.960642158985138,0.960642158985138,2.171071114093338,1,-2.171071114093338,-1,-2.171071114093338,1,2.171071114093338,1
2022-12-15,169.2200012207031,169.7700042724609,165.4900054931641,166.0899963378906,166.0899963378906,3985000.0,-3.256055787727894,2.390687690987021,1.863416439961838,2.256433408326224,2.540820384850291,170.8399963378906,169.2839965820312,163.1349975585937,153.1333320617676,156.9387992858887,169.7550519211246,169.2654004722959,163.610203315974,158.9878127850301,157.5042195330633,168.8223266827543,164.6906147322963,4.131711950458055,4.702419005982598,0.4395273661413591,0.4395273661413591,0.4395273661413591,-0.4395273661413591,-0.4395273661413591,0.4395273661413591,0.4395273661413591,0.4395273661413591,-0.4395273661413591,3.179992675781193,4.201500701904282,169.7700042724609,167.5605030822754,168.4050033569336,169.2495036315918,1.0,1.0091916530048686,1.0028928029441482,0.8258238125201675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.256055787727894,1,3.256055787727894,1,-3.256055787727894,1,-3.256055787727894,1
