Date_ADSK_L01d,Open_ADSK_L01d,High_ADSK_L01d,Low_ADSK_L01d,Close_ADSK_L01d,Adj Close_ADSK_L01d,Volume_ADSK_L01d,Daily_Return_ADSK_L01d,Vol5_ADSK_L01d,Vol10_ADSK_L01d,Vol20_ADSK_L01d,Vol60_ADSK_L01d,SMA5_ADSK_L01d,SMA10_ADSK_L01d,SMA30_ADSK_L01d,SMA60_ADSK_L01d,SMA100_ADSK_L01d,EMA5_ADSK_L01d,EMA10_ADSK_L01d,EMA30_ADSK_L01d,EMA60_ADSK_L01d,EMA100_ADSK_L01d,Short12_ADSK_L01d,Long26_ADSK_L01d,MACD_ADSK_L01d,SIGNAL9_ADSK_L01d,Ret5/10_ADSK_L01d,Ret10/30_ADSK_L01d,Ret30/60_ADSK_L01d,Ret30/100_ADSK_L01d,Emaret5/10_ADSK_L01d,Emaret10/30_ADSK_L01d,Emaret30/60_ADSK_L01d,Emaret30/100_ADSK_L01d,RetMACD_ADSK_L01d,DayRange_ADSK_L01d,average20r_ADSK_L01d,PRVHI_ADSK_L01d,HitLevel_ADSK_L01d,hitlevel_2_ADSK_L01d,hitlevel_1.8_ADSK_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,200.8999938964844,204.0599975585938,200.1900024414062,201.1100006103516,201.1100006103516,1323500.0,-2.81254157030218,2.872392569706252,2.856168637961187,4.342684341896677,3.216067615730638,200.1039978027343,202.4019989013672,207.8883331298828,202.0500002543131,205.1087004089355,202.0435252377443,203.5826846125446,205.3188777588359,204.3500736406652,204.3033895247129,204.1624198518566,205.3823013493878,-1.219881497531162,0.212508051206444,1.3524942630641,1.3524942630641,-1.3524942630641,1.3524942630641,-1.3524942630641,1.3524942630641,1.3524942630641,-1.3524942630641,1.3524942630641,4.199996948242188,7.188500976562503,204.0599975585938,192.6124952697754,194.0749954223633,195.5374955749512,0.0,0.9886463517598325,0.9924396351402399,0.6576965796030546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2022-12-05,198.7799987792969,199.4700012207031,195.2700042724609,198.3899993896484,198.3899993896484,1547000.0,-1.3524942630641,2.612141928939772,2.828018674701317,4.356345257168486,3.218348094450722,200.7119964599609,201.2039993286133,207.7883331298828,201.8285003662109,205.3830003356934,200.825683288379,202.6385600265635,204.8718533479206,204.15466137014,204.1862926903552,203.274355165363,204.8643530560738,-1.58999789071072,-0.1479931371769887,1.905337361220865,1.905337361220865,-1.905337361220865,1.905337361220865,-1.905337361220865,1.905337361220865,1.905337361220865,-1.905337361220865,1.905337361220865,5.979995727539006,7.278500366210939,199.4700012207031,188.2452954101563,189.6829956054688,191.1206958007813,0.0,0.9975547063165039,0.9910536437983626,0.6491723010355377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3524942630641,1,-1.3524942630641,-1,-1.3524942630641,1,-1.3524942630641,1
2022-12-06,197.3300018310547,197.7899932861328,191.8099975585938,194.6100006103516,194.6100006103516,1132300.0,-1.905337361220865,2.805278021890575,2.831427614934042,4.380283351531345,3.219147206250267,200.597998046875,200.0149993896484,207.3723332722982,201.4860003153483,205.5670002746582,198.7537890623699,201.1788219508886,204.2097983325936,203.8417216730978,203.9966631442165,201.9413775415151,204.1047713934277,-2.163393851912559,-0.551073280124103,-0.6525894190832456,0.6525894190832456,-0.6525894190832456,0.6525894190832456,-0.6525894190832456,0.6525894190832456,0.6525894190832456,-0.6525894190832456,0.6525894190832456,5.039993286132812,7.036499786376955,197.7899932861328,183.457300415039,184.9130004882812,186.3687005615234,0.0,1.0029147746869267,0.9879458838410402,0.6464028437667568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.905337361220865,1,1.905337361220865,1,-1.905337361220865,1,-1.905337361220865,1
2022-12-07,194.6100006103516,196.8699951171875,191.8300018310547,193.3399963378906,193.3399963378906,1281400.0,-0.6525894190832456,2.015708589639142,2.766562305359746,4.356150901679177,3.19500707420406,198.8759979248047,198.4589996337891,206.6263331095378,201.2360003153483,205.7282002258301,196.9491914875435,199.7535809303434,203.5085207845482,203.4974028096483,203.7856400391408,200.6180881255729,203.3073806485731,-2.689292523000205,-0.9787171286993236,1.701669911678348,-1.701669911678348,1.701669911678348,-1.701669911678348,1.701669911678348,-1.701669911678348,-1.701669911678348,1.701669911678348,-1.701669911678348,5.199996948242216,7.102499389648441,196.8699951171875,182.3096937561035,183.7169937133789,185.1242936706543,1.0,1.0021011810589848,0.9859607550976629,0.635093312376601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6525894190832456,1,-0.6525894190832456,1,-0.6525894190832456,1,-0.6525894190832456,1
2022-12-08,194.2799987792969,197.8999938964844,192.6999969482422,196.6300048828125,196.6300048828125,1370100.0,1.701669911678348,1.706518285483512,2.239355544304109,4.342235488987451,3.203189369791139,196.8160003662109,198.4149993896484,206.0286666870117,201.0378336588542,205.8469003295899,196.8427959526332,199.1856580126105,203.0647455650814,203.2722422218832,203.6439442934709,200.0045368574559,202.8127602214797,-2.808223364023803,-1.344618375764219,1.179884690335725,1.179884690335725,-1.179884690335725,1.179884690335725,-1.179884690335725,1.179884690335725,1.179884690335725,1.179884690335725,1.179884690335725,3.430007934570312,6.502999877929691,197.8999938964844,181.2444964599609,182.6649963378906,184.0854962158203,0.0,0.9919411383798793,0.9882377974230003,0.5157149007656182,0.0,0.0,2.0,0.3825798630714416,0.1932890790357208,0.9915346503257751,0.737405464053154,1.701669911678348,1,1.701669911678348,-1,1.701669911678348,-1,1.701669911678348,-1
2022-12-09,195.7700042724609,197.2700042724609,193.8399963378906,194.3099975585938,194.3099975585938,1031000.0,-1.179884690335725,1.403269571885764,2.168103479349463,2.708080725709706,3.175390691581371,195.4559997558594,197.7799987792968,205.500666809082,200.9213335673014,205.8262002563476,195.9985298212867,198.2991742936984,202.49992311305,202.9783981345623,203.4591136650575,199.1284538884002,202.1829259501548,-3.054472061754637,-1.686589112962303,-2.8665572508893,-2.8665572508893,2.8665572508893,-2.8665572508893,2.8665572508893,-2.8665572508893,-2.8665572508893,-2.8665572508893,-2.8665572508893,6.839996337890682,6.292999267578135,197.2700042724609,183.5933941650391,184.893994140625,186.194594116211,1.0,0.9882495750946447,0.9883981137056866,0.8006051883040779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.179884690335725,1,1.179884690335725,1,1.179884690335725,1,1.179884690335725,1
2022-12-12,193.2700042724609,199.9799957275391,193.1399993896484,199.8800048828125,199.8800048828125,1344400.0,2.8665572508893,2.026278868339052,2.205774445027576,2.72430824408486,3.169657658160149,195.7540008544922,198.2329986572266,204.9503336588542,201.0031669616699,205.8340002441406,197.2923548417953,198.5865980371737,202.330896130454,202.8768114705705,203.3882402238249,199.2440771183098,202.0123392044258,-2.768262086115953,-1.902923707593033,-1.570942221804205,-1.570942221804205,1.570942221804205,-1.570942221804205,1.570942221804205,-1.570942221804205,-1.570942221804205,-1.570942221804205,-1.570942221804205,10.3399963378906,6.531999206542979,199.9799957275391,183.425405883789,184.6840057373046,185.9426055908203,1.0,0.987494525031017,0.9934827263865201,0.8096640495130653,0.0,2.0,0.0,0.001540822,0.001214067,0.003514256,0.002404864,2.8665572508893,-1,2.8665572508893,-1,2.8665572508893,1,2.8665572508893,-1
2022-12-13,210.8800048828125,211.8300018310547,201.4900054931641,203.0200042724609,203.0200042724609,1535400.0,1.570942221804205,1.709471147702725,2.239570949706283,2.733834431543942,3.173364691307896,197.4360015869141,199.0169998168945,204.5743336995443,201.1053337097168,205.9047003173828,199.2015713186839,199.392671898135,202.3753547202609,202.8815063165341,203.3809484228078,199.8249889881792,202.0869810613172,-2.261992073138032,-1.974737380702033,1.457987711346245,1.457987711346245,-1.457987711346245,1.457987711346245,-1.457987711346245,1.457987711346245,1.457987711346245,1.457987711346245,1.457987711346245,7.720001220703097,6.727999114990245,211.8300018310547,185.6095974731445,186.9159973144531,188.2223971557617,0.0,0.9920559639054202,0.9990415867462334,0.8192050417777049,0.0,0.0,1.0,0.0107187619432806,0.0107187619432806,0.8265315890312195,0.8265315890312195,-1.570942221804205,1,-1.570942221804205,-1,1.570942221804205,-1,-1.570942221804205,1
2022-12-14,203.4100036621094,206.7700042724609,199.0500030517578,200.0599975585938,200.0599975585938,1404500.0,-1.457987711346245,1.913552348507298,2.02534452767162,2.529811052847715,3.1767460988783,198.7800018310547,198.8279998779297,204.1080001831055,201.190166982015,205.9482002258301,199.4877133986539,199.5140038364002,202.225976838863,202.7889978326672,203.315187019556,199.8611441528584,201.9368341351896,-2.075689982331198,-1.994927901027866,2.974106278542552,2.974106278542552,-2.974106278542552,2.974106278542552,-2.974106278542552,2.974106278542552,2.974106278542552,2.974106278542552,2.974106278542552,5.279998779296903,6.421499633789075,206.7700042724609,197.0284037780762,198.3740036010742,199.7196034240723,0.0,0.9997585951329568,0.9998682276068809,0.8005912241516079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.457987711346245,1,1.457987711346245,1,1.457987711346245,1,-1.457987711346245,-1
2022-12-15,195.8000030517578,197.5,192.2200012207031,194.1100006103516,194.1100006103516,1808200.0,-2.974106278542552,2.386016233184518,1.997245600569701,2.4040418178494,3.196406982358946,198.2760009765625,197.5460006713867,203.9323333740234,201.2183336893717,205.9586001586914,197.6951424692198,198.5314577953004,201.7023654692817,202.5044405466896,203.1329061005619,198.9763528386266,201.3570686889053,-2.380715850278733,-2.07208549087804,-0.8809472507806461,0.8809472507806461,-0.8809472507806461,0.8809472507806461,-0.8809472507806461,0.8809472507806461,0.8809472507806461,0.8809472507806461,0.8809472507806461,5.279998779296903,6.417499542236345,197.5,192.6427050781249,193.9270050048827,195.2113049316406,0.0,1.0036953433767062,0.9957874921417094,0.8307865469480021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.974106278542552,1,-2.974106278542552,-1,-2.974106278542552,1,2.974106278542552,1
