Date_KLAC_L01d,Open_KLAC_L01d,High_KLAC_L01d,Low_KLAC_L01d,Close_KLAC_L01d,Adj Close_KLAC_L01d,Volume_KLAC_L01d,Daily_Return_KLAC_L01d,Vol5_KLAC_L01d,Vol10_KLAC_L01d,Vol20_KLAC_L01d,Vol60_KLAC_L01d,SMA5_KLAC_L01d,SMA10_KLAC_L01d,SMA30_KLAC_L01d,SMA60_KLAC_L01d,SMA100_KLAC_L01d,EMA5_KLAC_L01d,EMA10_KLAC_L01d,EMA30_KLAC_L01d,EMA60_KLAC_L01d,EMA100_KLAC_L01d,Short12_KLAC_L01d,Long26_KLAC_L01d,MACD_KLAC_L01d,SIGNAL9_KLAC_L01d,Ret5/10_KLAC_L01d,Ret10/30_KLAC_L01d,Ret30/60_KLAC_L01d,Ret30/100_KLAC_L01d,Emaret5/10_KLAC_L01d,Emaret10/30_KLAC_L01d,Emaret30/60_KLAC_L01d,Emaret30/100_KLAC_L01d,RetMACD_KLAC_L01d,DayRange_KLAC_L01d,average20r_KLAC_L01d,PRVHI_KLAC_L01d,HitLevel_KLAC_L01d,hitlevel_2_KLAC_L01d,hitlevel_1.8_KLAC_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,380.6600036621094,391.3599853515625,379.3200073242188,389.5599975585938,389.5599975585938,921300.0,-0.299442938816199,2.559279074419517,2.046569961719361,2.903438100627765,2.848752918520482,384.5399963378906,381.8979949951172,350.4783325195312,330.5368331909179,343.1793005371094,386.5693732313554,381.3873308457429,358.2310139547423,345.4202018171895,342.3671330732946,378.915726901982,361.8258814146187,17.08984548736333,17.18079180069418,-0.2541303626089317,-0.2541303626089317,-0.2541303626089317,0.2541303626089317,0.2541303626089317,-0.2541303626089317,-0.2541303626089317,-0.2541303626089317,0.2541303626089317,7.6500244140625,11.3175033569336,391.3599853515625,370.8059103393555,373.0890106201172,375.3721109008789,0.0,1.0069180812085887,1.0135873479963824,0.704878110291679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,,1,,1,,1
2022-12-05,386.4599914550781,392.2300109863281,384.5799865722656,388.5700073242188,388.5700073242188,1236400.0,-0.2541303626089317,2.403134869155088,2.054787744748868,2.816490182335244,2.837828899646242,387.2679992675781,383.12099609375,353.7429992675781,331.0351664225261,343.8741006469726,387.2362512623099,382.6932720236476,360.1883683656763,346.8349495387315,343.2820414743029,380.4010008130954,363.8069277782927,16.59407303480265,17.06344804751587,-1.371700591753726,-1.371700591753726,-1.371700591753726,1.371700591753726,1.371700591753726,-1.371700591753726,-1.371700591753726,-1.371700591753726,1.371700591753726,11.14999389648443,11.402001953125,392.2300109863281,366.4614779663086,368.7249786376953,370.988479309082,0.0,1.0108242649609662,1.011871071614715,0.7295561538386675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2541303626089317,1,-0.2541303626089317,-1,-0.2541303626089317,1,-0.2541303626089317,-1
2022-12-06,390.6600036621094,391.3299865722656,380.1799926757812,383.239990234375,383.239990234375,1171300.0,-1.371700591753726,2.571726117511479,2.075769423044046,2.822371977454609,2.844124074529802,389.05,384.2339965820312,356.6713317871094,331.4646662394206,344.4442004394531,385.9041642529983,382.7926753346889,361.6755697765601,348.0285574303919,344.0732879844034,380.8377684163692,365.2464138861507,15.59135453021844,16.76902934405638,1.265527144113939,1.265527144113939,1.265527144113939,-1.265527144113939,-1.265527144113939,1.265527144113939,1.265527144113939,1.265527144113939,-1.265527144113939,10.57998657226568,11.43250122070313,391.3299865722656,367.1456066894531,369.4260070800781,371.7064074707031,1.0,1.0125340377499383,1.0081283919959778,0.7354698245396074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.371700591753726,1,1.371700591753726,-1,-1.371700591753726,1,1.371700591753726,-1
2022-12-07,379.1600036621094,389.0199890136719,378.4400024414062,388.0899963378906,388.0899963378906,828000.0,1.265527144113939,0.9605969121022732,1.936637679574159,2.819709587893688,2.775027240120014,388.0380004882812,384.8249969482422,359.4453318277995,332.2548329671224,345.0302005004883,386.6327749479624,383.7558246079983,363.379726328904,349.3420472306377,344.9449059716011,381.9534957889109,366.9385311047981,15.01496468411278,16.41821641206766,2.017577665935646,2.017577665935646,2.017577665935646,-2.017577665935646,-2.017577665935646,2.017577665935646,2.017577665935646,2.017577665935646,-2.017577665935646,9.319976806640682,11.44850006103516,389.0199890136719,366.1784838867188,368.4649841308594,370.751484375,1.0,1.0083492589242355,1.0074968252088496,0.6868216811720741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.265527144113939,1,-1.265527144113939,-1,1.265527144113939,1,-1.265527144113939,-1
2022-12-08,391.0700073242188,397.5199890136719,388.2000122070312,395.9200134277344,395.9200134277344,1130000.0,2.017577665935646,1.354552366931015,2.014041448267416,2.793336248018275,2.777769151423414,389.0760009765625,385.8539978027344,362.4293324788412,333.0766667683919,345.5336007690429,389.7285211078864,385.9674953024958,365.4790996901189,350.8691936633294,345.9543140400394,384.1021908102684,369.0853075731638,15.01688323710459,16.13794977707505,-0.6339689029342644,-0.6339689029342644,-0.6339689029342644,0.6339689029342644,0.6339689029342644,-0.6339689029342644,-0.6339689029342644,-0.6339689029342644,0.6339689029342644,12.94000244140625,11.11849975585938,397.5199890136719,363.8332888793945,366.1229888916016,368.4126889038086,0.0,1.0083503169389871,1.0097444107370828,0.721016472576931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.017577665935646,1,-2.017577665935646,-1,2.017577665935646,1,-2.017577665935646,-1
2022-12-09,391.9100036621094,400.5400085449219,387.6000061035156,393.4100036621094,393.4100036621094,1380300.0,-0.6339689029342644,1.397391257827495,1.951160211845966,2.01731713737817,2.753729371183753,389.8460021972656,387.1929992675781,365.2459991455078,334.0108337402344,345.9032006835938,390.9556819592941,387.3206786406073,367.2810934947635,352.2639743190271,346.8940306662191,385.5341620182439,370.8871369130857,14.64702510515821,15.83976484269168,1.906408055256667,1.906408055256667,1.906408055256667,-1.906408055256667,-1.906408055256667,1.906408055256667,1.906408055256667,1.906408055256667,-1.906408055256667,17.30001831054688,11.14400024414063,400.5400085449219,373.0592895507812,375.2829895019531,377.506689453125,1.0,1.0068518876495856,1.0093849967717827,0.9672054907449081,0.0,0.0,1.0,0.0045115,0.0045115,0.9818909764289856,0.9818909764289856,-0.6339689029342644,1,0.6339689029342644,1,-0.6339689029342644,-1,0.6339689029342644,1
2022-12-12,385.3999938964844,401.010009765625,383.7099914550781,400.9100036621094,400.9100036621094,1555800.0,1.906408055256667,1.546178969694182,1.905821333272359,1.936594227873009,2.759271200465383,392.3140014648437,389.7910003662109,367.8929992675781,335.1005004882812,346.3069006347656,394.2737891935659,389.7914650081531,369.4507006023342,353.8589261007675,347.9636538938605,387.8996761173001,373.111052968569,14.78862314873118,15.62953650389958,2.025390996237427,2.025390996237427,2.025390996237427,-2.025390996237427,-2.025390996237427,2.025390996237427,2.025390996237427,2.025390996237427,-2.025390996237427,16.010009765625,11.45000000000001,401.010009765625,376.0232080078125,378.2520080566406,380.4808081054687,1.0,1.006472702284718,1.0114992876648006,0.9841097870902732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.906408055256667,1,1.906408055256667,-1,-1.906408055256667,-1,1.906408055256667,-1
2022-12-13,415.6600036621094,419.5700073242188,403.5599975585938,409.0299987792969,409.0299987792969,2221900.0,2.025390996237427,1.134565394254208,1.922966923360957,1.962255891139687,2.76631036551211,397.4720031738281,393.2610015869141,370.978998819987,336.3451670328776,346.8570007324219,399.1925257221429,393.2893802392701,372.0042037105254,355.6678137295717,349.1728884460473,391.1504949883766,375.7717156212155,15.37877936716109,15.57938507655189,-0.6894377753794926,-0.6894377753794926,-0.6894377753794926,0.6894377753794926,0.6894377753794926,-0.6894377753794926,-0.6894377753794926,-0.6894377753794926,0.6894377753794926,12.30999755859375,11.43349914550782,419.5700073242188,375.820009765625,378.110009765625,380.400009765625,0.0,1.0107079053603625,1.015009674248721,0.9799776532937756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.025390996237427,1,-2.025390996237427,-1,-2.025390996237427,-1,-2.025390996237427,-1
2022-12-14,408.3699951171875,414.0400085449219,401.7300109863281,406.2099914550781,406.2099914550781,1557000.0,-0.6894377753794926,1.449529342089841,1.315632773874845,1.938902515108736,2.760843532248767,401.0960021972656,394.5670013427734,373.8133321126302,337.6170003255208,347.4131005859375,401.5316809664547,395.6385822785079,374.211028726303,357.3249343107358,350.3023360303845,393.4673405986384,378.0264027200201,15.44093787861823,15.55169563696515,-5.282979716527072,-5.282979716527072,-5.282979716527072,5.282979716527072,5.282979716527072,-5.282979716527072,-5.282979716527072,-5.282979716527072,5.282979716527072,16.3900146484375,11.75100097656251,414.0400085449219,394.4163092041016,396.7030090332032,398.9897088623047,0.0,1.0165472551740844,1.0148951567210864,0.6785450860076184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6894377753794926,1,0.6894377753794926,-1,0.6894377753794926,1,0.6894377753794926,-1
2022-12-15,398.0499877929688,399.6400146484375,383.25,384.75,384.75,2091600.0,-5.282979716527072,2.961968626209323,2.212548071848398,2.110171732312301,2.838376346661073,398.8619995117188,393.9690002441406,376.2243316650391,338.6485005696615,347.8015005493164,395.9377873109698,393.6588400460519,374.8909623568641,358.224116792351,350.9844679901789,392.1262112757709,378.5244469629816,13.60176431278927,15.16170937212998,0.2053303560550682,0.2053303560550682,0.2053303560550682,-0.2053303560550682,-0.2053303560550682,0.2053303560550682,0.2053303560550682,0.2053303560550682,-0.2053303560550682,7.510009765625,11.30400238037111,399.6400146484375,388.1878063964843,390.5380065917968,392.8882067871094,1.0,1.0124197570482603,1.0057891428645456,1.0485156435224892,0.0,1.0,0.0,0.036413316,0.036413316,0.2005622237920761,0.2005622237920761,-5.282979716527072,-1,5.282979716527072,-1,-5.282979716527072,-1,5.282979716527072,1
