Date_CTSH_L01d,Open_CTSH_L01d,High_CTSH_L01d,Low_CTSH_L01d,Close_CTSH_L01d,Adj Close_CTSH_L01d,Volume_CTSH_L01d,Daily_Return_CTSH_L01d,Vol5_CTSH_L01d,Vol10_CTSH_L01d,Vol20_CTSH_L01d,Vol60_CTSH_L01d,SMA5_CTSH_L01d,SMA10_CTSH_L01d,SMA30_CTSH_L01d,SMA60_CTSH_L01d,SMA100_CTSH_L01d,EMA5_CTSH_L01d,EMA10_CTSH_L01d,EMA30_CTSH_L01d,EMA60_CTSH_L01d,EMA100_CTSH_L01d,Short12_CTSH_L01d,Long26_CTSH_L01d,MACD_CTSH_L01d,SIGNAL9_CTSH_L01d,Ret5/10_CTSH_L01d,Ret10/30_CTSH_L01d,Ret30/60_CTSH_L01d,Ret30/100_CTSH_L01d,Emaret5/10_CTSH_L01d,Emaret10/30_CTSH_L01d,Emaret30/60_CTSH_L01d,Emaret30/100_CTSH_L01d,RetMACD_CTSH_L01d,DayRange_CTSH_L01d,average20r_CTSH_L01d,PRVHI_CTSH_L01d,HitLevel_CTSH_L01d,hitlevel_2_CTSH_L01d,hitlevel_1.8_CTSH_L01d,positive_return_dummy,sma_ratio_L01d,ema_ratio_L01d,volatility_ratio_L01d,negative_L01d,neutral_L01d,positive_L01d,negative_max_L01d,negative_avg_L01d,positive_max_L01d,positive_avg_L01d,ret_logit,logit,ret_tree,tree,ret_xgb,xgb,ret_rf,rf
2022-12-02,61.61999893188477,62.88000106811523,61.54000091552734,62.38999938964844,62.38999938964844,3132200.0,-0.3672940692421896,2.272089295815801,1.999437564656665,2.083117604847896,2.684117221365024,61.38799896240234,60.52899932861328,59.2516663869222,59.70949993133545,62.63400001525879,61.65697555097272,60.78057720106298,59.74384097225169,60.67445669511411,62.95354694129986,60.52642433765834,59.76500996361243,0.7614143740459127,0.2388623152141438,-3.109470501182379,-3.109470501182379,3.109470501182379,3.109470501182379,-3.109470501182379,-3.109470501182379,-3.109470501182379,3.109470501182379,-3.109470501182379,1.729999542236328,1.484999656677249,62.88000106811523,60.27450233459472,60.57500228881835,60.87550224304199,0.0,1.0141915386561329,1.0144190527676398,0.959829421057895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1,,1,,-1,,1
2022-12-05,61.7599983215332,62.04999923706055,60.31999969482422,60.45000076293945,60.45000076293945,3480500.0,-3.109470501182379,2.722218796536923,2.29294773113217,2.268190824707366,2.702598039814177,61.45799942016602,60.57699928283692,59.25733311971029,59.62516657511393,62.59390003204346,61.2546506216283,60.72047239413143,59.7893996684251,60.66709748422313,62.90397176945113,60.51466686462467,59.81575002282184,0.6989168418028342,0.3308732205318819,-1.339952627076904,-1.339952627076904,1.339952627076904,1.339952627076904,-1.339952627076904,-1.339952627076904,-1.339952627076904,1.339952627076904,-1.339952627076904,1.610000610351562,1.496999740600589,62.04999923706055,59.61300182342528,59.91000175476073,60.20700168609618,0.0,1.0145434760347845,1.0087973331964477,1.0109148252233136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.109470501182379,-1,-3.109470501182379,-1,3.109470501182379,-1,-3.109470501182379,-1
2022-12-06,60.31000137329102,60.65999984741211,59.04999923706055,59.63999938964844,59.63999938964844,2494000.0,-1.339952627076904,2.779320287142212,2.103172209418045,2.287297258306777,2.701528101544622,61.46199951171875,60.72099914550781,59.21999982198079,59.51383323669434,62.53170001983643,60.71643354430168,60.5240227569527,59.77976094076209,60.63342213686003,62.83933865301939,60.38010263770525,59.80273145740158,0.5773711803036647,0.3801728124862385,-0.4024109091643954,-0.4024109091643954,0.4024109091643954,0.4024109091643954,-0.4024109091643954,-0.4024109091643954,-0.4024109091643954,0.4024109091643954,-0.4024109091643954,0.9000015258788991,1.449499702453616,60.65999984741211,58.75659980773925,59.05599975585937,59.35539970397949,0.0,1.0122033625374849,1.0031790812735903,0.9195010407064298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339952627076904,1,1.339952627076904,1,1.339952627076904,1,1.339952627076904,1
2022-12-07,59.93999862670898,60.11000061035156,59.20999908447266,59.40000152587891,59.40000152587891,2577200.0,-0.4024109091643954,1.417447374435123,2.041705969394914,2.270385925111466,2.616855560454507,60.9,60.73799934387207,59.15066655476888,59.45666656494141,62.474700050354,60.2776228714941,60.31965526039383,59.75526033335028,60.59298211682786,62.77123296733344,60.22931785127043,59.77289961062213,0.4564182406482971,0.3954218981186503,-0.1683540172550304,-0.1683540172550304,0.1683540172550304,0.1683540172550304,-0.1683540172550304,0.1683540172550304,-0.1683540172550304,0.1683540172550304,-0.1683540172550304,0.8600006103515696,1.406999778747562,60.11000061035156,57.47110050201415,57.76100044250488,58.0509003829956,0.0,1.002667204351114,0.9993031725941026,0.8992770554172084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4024109091643954,1,-0.4024109091643954,-1,-0.4024109091643954,-1,-0.4024109091643954,-1
2022-12-08,59.38999938964844,59.81000137329102,58.95000076293945,59.29999923706055,59.29999923706055,4565700.0,-0.1683540172550304,1.223158785855413,1.989806583977532,2.265178066852293,2.612044833735403,60.23600006103516,60.66499938964844,59.0723331451416,59.4111665725708,62.39350006103516,59.95174832668292,60.13426325615141,59.72588864971868,60.55058923552401,62.70249566574388,60.0863457567766,59.73786995332127,0.3484758034553295,0.3860326791859861,1.618885492114287,-1.618885492114287,1.618885492114287,1.618885492114287,-1.618885492114287,1.618885492114287,-1.618885492114287,1.618885492114287,1.618885492114287,1.629997253417955,1.377999687194827,59.81000137329102,57.01460109710693,57.29600105285644,57.57740100860595,0.0,0.992928388149189,0.9969648762687748,0.8784327435867242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1683540172550304,1,0.1683540172550304,1,0.1683540172550304,1,0.1683540172550304,1
2022-12-09,59.09999847412109,59.18999862670898,57.56000137329102,58.34000015258789,58.34000015258789,6282300.0,-1.618885492114287,1.16832018086941,1.956349364078089,1.892710058363202,2.619965869793267,59.42600021362305,60.4069995880127,58.95633316040039,59.34949989318848,62.29570003509522,59.41449893531792,59.80803360095804,59.63647648861348,60.47811090493594,62.61610961597842,59.81767720228603,59.63432404215583,0.1833531601302028,0.3454967753748294,-1.199864177423035,1.199864177423035,-1.199864177423035,-1.199864177423035,1.199864177423035,-1.199864177423035,1.199864177423035,-1.199864177423035,-1.199864177423035,1.58000183105468,1.387499809265138,59.18999862670898,56.7784020614624,57.05400199890137,57.32960193634033,1.0,0.9837601704921572,0.9934200367083492,1.0336233779884498,0.0,0.0,1.0,0.002156114,0.002156114,0.9960112571716307,0.9960112571716307,-1.618885492114287,-1,-1.618885492114287,1,-1.618885492114287,1,-1.618885492114287,1
2022-12-12,58.18000030517578,59.36000061035156,57.77999877929688,59.04000091552734,59.04000091552734,7712100.0,1.199864177423035,1.113629011363648,1.987109474951376,1.860257600903835,2.624765175481627,59.14400024414063,60.30099983215332,58.82366650899251,59.29683322906494,62.19630001068115,59.2896662620544,59.66839129451609,59.59799419357566,60.43095975774222,62.54529558230612,59.69803469663085,59.59030010685002,0.1077345897808257,0.2979443382560287,-0.2371263338033337,0.2371263338033337,-0.2371263338033337,-0.2371263338033337,0.2371263338033337,-0.2371263338033337,0.2371263338033337,-0.2371263338033337,-0.2371263338033337,2.770000457763665,1.483999824523927,59.36000061035156,56.13749904632567,56.4149990081787,56.69249897003173,1.0,0.9808129286208657,0.9936528365480419,1.0681904882344833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.199864177423035,-1,1.199864177423035,-1,1.199864177423035,-1,1.199864177423035,-1
2022-12-13,61.47999954223633,61.63000106811523,58.86000061035156,59.18000030517578,59.18000030517578,5222000.0,0.2371263338033337,1.023922776232542,1.977101202062989,1.854174530913366,2.615853303573849,59.05200042724609,60.25699996948242,58.7213331858317,59.22966658274333,62.0971000289917,59.25311094309487,59.57959293281785,59.57102684593696,60.38994469372364,62.4786560718679,59.61833709794546,59.55990752894823,0.0584295689972265,0.2500413844042683,1.605273332275343,-1.605273332275343,1.605273332275343,1.605273332275343,-1.605273332275343,1.605273332275343,-1.605273332275343,1.605273332275343,1.605273332275343,2.049999237060547,1.515499687194825,61.63000106811523,56.09520099639892,56.39200096130371,56.68880092620849,0.0,0.9800023309682425,0.9945202379933826,1.0662972493150735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2371263338033337,-1,-0.2371263338033337,-1,-0.2371263338033337,-1,-0.2371263338033337,-1
2022-12-14,59.20999908447266,59.75,57.70000076293945,58.22999954223633,58.22999954223633,4461400.0,-1.605273332275343,1.220361135946196,1.276806801057289,1.736823694423137,2.611701718099122,58.81800003051758,59.85900001525879,58.57799987792968,59.16749992370605,61.99720001220703,58.91207380947536,59.33421231634848,59.48450895537563,60.31912681990438,62.39452425939994,59.40474670475943,59.46139582622883,-0.0566491214693982,0.188703283229535,3.228578194907263,-3.228578194907263,3.228578194907263,3.228578194907263,-3.228578194907263,3.228578194907263,3.228578194907263,3.228578194907263,3.228578194907263,1.66999816894532,1.561999702453615,59.75,58.29590175628661,58.59900169372558,58.90210163116454,0.0,0.9826091317182738,0.9928854114617309,0.7351389810935091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.605273332275343,1,1.605273332275343,1,1.605273332275343,-1,1.605273332275343,1
2022-12-15,56.79000091552734,57.27999877929688,55.61000061035156,56.34999847412109,56.34999847412109,4896000.0,-3.228578194907263,1.738229717580855,1.41751184995224,1.864058731822485,2.615560344565822,58.22799987792969,59.23199996948242,58.44766654968262,59.1053332010905,61.88,58.05804869769061,58.79162798139804,59.28228247271405,60.18899146430493,62.27483067949343,58.93478543850738,59.23092194829492,-0.2961365097875444,0.0917353246261191,1.401946978211317,-1.401946978211317,1.401946978211317,1.401946978211317,-1.401946978211317,1.401946978211317,1.401946978211317,1.401946978211317,1.401946978211317,1.020000457763665,1.511999702453615,57.27999877929688,56.31360065460205,56.62600059509277,56.93840053558349,0.0,0.9830497013089206,0.9875223852630933,0.7604437702273161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.228578194907263,1,-3.228578194907263,1,3.228578194907263,1,-3.228578194907263,1
